[00:00:03.123 --> 00:00:05.806]  Waging war on corruption.
[00:00:05.806 --> 00:00:10.932]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:37.071 --> 00:00:38.212]  Well, I gotta say it.
[00:00:38.212 --> 00:00:41.675]  I'm really proud of the American people and the people of the world.
[00:00:41.675 --> 00:00:47.419]  Nationalists, populists, Christians everywhere because we've been asleep for a long time.
[00:00:47.419 --> 00:00:54.184]  But people are really awake now and they're refusing to be intimidated, they're refusing to be pushed around.
[00:00:54.184 --> 00:01:02.371]  And the left is discovering this and really freaking out and saying on ABC News, CBS News, CNN, MSNBC, I've got all the clips coming up.
[00:01:03.968 --> 00:01:07.872]  That it's time to arrest people that support Trump.
[00:01:07.872 --> 00:01:11.055]  It's time to arrest people that are politically incorrect.
[00:01:11.055 --> 00:01:15.559]  And it's time to quote, confront and destroy Trump supporters.
[00:01:15.559 --> 00:01:19.403]  That's Chris Hayes on MSNBC.
[00:01:19.403 --> 00:01:21.986]  That's coming up today.
[00:01:23.909 --> 00:01:34.756]  Now that ties into the censorship of conservatives, of nationalists, of anyone raising the alarm about the fact that our country is in the process of being destroyed if we don't stand up.
[00:01:34.756 --> 00:01:42.662]  Twitter suspends Angel Mom, who lost her police officer son from an illegal alien, for posting about illegal immigration.
[00:01:42.662 --> 00:01:47.725]  You read what she posted, it's all completely true statistics.
[00:01:47.725 --> 00:01:51.648]  Meanwhile, Google Blacklist free speech platform Gab totally bans it.
[00:01:53.038 --> 00:01:57.822]  Chinese immigrant Kathy Xu stripped of Miss Michigan title after refusing to wear a jib.
[00:01:57.822 --> 00:02:01.846]  Oh, that's what they told her to do.
[00:02:01.846 --> 00:02:09.012]  Top Gun sequel co-produced by China's Tencent appears to remove Japanese-Taiwanese flags.
[00:02:09.012 --> 00:02:10.834]  Yeah, the Chi-Coms own Hollywood.
[00:02:10.834 --> 00:02:15.058]  That's just some of the censorship we've got in the stack today.
[00:02:15.058 --> 00:02:17.260]  There's a powerful Mike Adams article on Infowars.com.
[00:02:18.766 --> 00:02:21.927]  He points out that if Trump doesn't do these five things, he will lose.
[00:02:21.927 --> 00:02:23.068]  And I totally agree with him.
[00:02:23.068 --> 00:02:38.153]  You know, we played the computer scientist and psychology report detailing how Google brags they can steal the election and swing 20 million votes with a few clicks of a mouse, 77 million clicks with another click of the mouse.
[00:02:38.153 --> 00:02:41.434]  We're going to be breaking all that down today as well.
[00:02:41.434 --> 00:02:42.615]  And we're going to look at the economy.
[00:02:43.663 --> 00:02:56.313]  You know, Trump's trying to prop it up, and he's doing a lot of things I agree with, but we have Deutsche Bank, with 49 trillion in derivatives, fake mortgages and things, is melting down before our eyes.
[00:02:56.313 --> 00:03:03.278]  Zero Hedge Reports, ZeroHedge.com, it's posted on Infowars.com, and could trigger a worldwide collapse.
[00:03:03.278 --> 00:03:06.901]  We'll be looking at that in great detail as well today.
[00:03:08.663 --> 00:03:16.444]  Bernie Sanders, speaking of economy, he wants a $15 minimum wage for everyone.
[00:03:16.444 --> 00:03:21.405]  But it turns out he does not want that for his campaign people.
[00:03:21.405 --> 00:03:25.026]  He says, no, you have to sacrifice for the greater good.
[00:03:25.026 --> 00:03:27.386]  I have three $1 million homes.
[00:03:27.386 --> 00:03:28.226]  I drive $118,000 vehicles.
[00:03:28.226 --> 00:03:29.347]  But you will not get any of that.
[00:03:29.347 --> 00:03:34.547]  Your union gets you $13 is the highest, and that is it.
[00:03:39.053 --> 00:03:41.376]  And of course, there's no irony or hypocrisy there.
[00:03:41.376 --> 00:03:44.299]  Look, $15 minimum wage in New York makes sense.
[00:03:44.299 --> 00:03:46.962]  I mean, if I got a Coca-Cola, it's $5.
[00:03:46.962 --> 00:03:50.126]  A tiny apartment's $5,000 a month.
[00:03:50.126 --> 00:03:51.648]  You can barely lay down in.
[00:03:51.648 --> 00:03:53.270]  But in the middle of the country?
[00:03:53.270 --> 00:03:55.773]  Stuff's a third the price at the grocery store.
[00:03:55.773 --> 00:03:57.455]  You can't pay people $15 an hour.
[00:03:57.455 --> 00:03:59.137]  Anyways, I'm digressing.
[00:04:00.273 --> 00:04:01.874]  The Big Enchilada.
[00:04:01.874 --> 00:04:06.798]  I did a live rant earlier this week that some of the crew thought was intriguing.
[00:04:06.798 --> 00:04:07.718]  They went and researched it.
[00:04:07.718 --> 00:04:10.140]  Came back to me and said, we didn't know that.
[00:04:10.140 --> 00:04:11.561]  You've got to talk about this more.
