[00:00:04.893 --> 00:00:06.214]  Big Brother.
[00:00:06.214 --> 00:00:07.975]  Mainstream media.
[00:00:07.975 --> 00:00:09.736]  Government cover-ups.
[00:00:09.736 --> 00:00:11.317]  You want answers?
[00:00:11.317 --> 00:00:12.858]  Well, so does he.
[00:00:12.858 --> 00:00:17.061]  He's Alex Jones on the GCN Radio Network.
[00:00:17.061 --> 00:00:21.144]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.972 --> 00:00:37.614]  Well, this is set to be one of the most important broadcasts we've ever done.
[00:00:37.614 --> 00:00:40.195]  Things are moving a lot faster than even I thought they could.
[00:00:40.195 --> 00:00:50.720]  Barack Obama came out last night, gave a speech, and if you really listen to what he said, he called for the invasion of Libya.
[00:00:50.720 --> 00:00:58.804]  And he says that behind the scenes for the last three days, and that was last night, that a international response is being prepared.
[00:01:00.370 --> 00:01:09.784]  The Wall Street Journal, the BBC are reporting that Qaddafi, of course, has nerve gas, mustard gas, scud missiles.
[00:01:11.375 --> 00:01:14.258]  He's bought a lot of high-tech weapons from the British, particularly.
[00:01:14.258 --> 00:01:25.727]  There's a big scandal going on right now, where the British Prime Minister, of course, traveled with a bunch of arm dealers two days ago to Egypt to immediately start selling more weapons to them.
[00:01:25.727 --> 00:01:32.233]  The British have been the biggest sellers to Qaddafi, while Qaddafi supposedly blew up one of their airliners.
[00:01:32.233 --> 00:01:34.094]  It's just crazy.
[00:01:34.094 --> 00:01:36.436]  So, here we are.
[00:01:36.436 --> 00:01:37.037]  Here we are.
[00:01:38.266 --> 00:01:38.506]  All right.
[00:01:55.549 --> 00:01:59.850]  And all these other nations, in many of them, it's going to get violent.
[00:01:59.850 --> 00:02:01.951]  There's reports that the West Bank is going to flare up.
[00:02:01.951 --> 00:02:03.391]  Missiles are being fired again.
[00:02:03.391 --> 00:02:05.552]  Lebanon's going to flare up.
[00:02:05.552 --> 00:02:13.794]  And the situation in Libya is off the charts hardcore right now.
[00:02:13.794 --> 00:02:15.414]  Off the charts hardcore.
[00:02:15.414 --> 00:02:16.695]  I don't have to explain that to you.
[00:02:16.695 --> 00:02:17.155]  You know that.
[00:02:18.015 --> 00:02:23.778]  We're going to be playing, when we come back from break, Obama's speech statement last night.
[00:02:23.778 --> 00:02:25.118]  We're going to be analyzing that.
[00:02:25.118 --> 00:02:29.300]  We're going to be covering this and other important news for the next two hours.
[00:02:29.300 --> 00:02:38.104]  But ladies and gentlemen, we do not want to get involved in Tripoli, in the situation there in Libya.
[00:02:39.977 --> 00:02:41.879]  Qaddafi is armed to the teeth?
[00:02:41.879 --> 00:02:43.260]  Let those people sort it out.
[00:02:43.260 --> 00:02:47.543]  But we're already involved because the globalists that run our country are now on record.
[00:02:47.543 --> 00:02:56.410]  It was even in the Washington Post yesterday that the opposition group in Libya launching this is being financed out of Washington.
[00:02:56.410 --> 00:03:00.393]  And we've had articles covering all that at InfoWars.com and PrisonPlanet.com.
[00:03:00.393 --> 00:03:04.697]  Does that mean the people don't have a legitimate reason and not want to be under a creepy dictator?
[00:03:07.594 --> 00:03:21.501]  No, I mean, I'm all for them having a revolution if they want to have it, but the people running our nation, five weeks ago, sent ElBaradeen to overthrow their puppet, Hussein Mubarak.
[00:03:21.501 --> 00:03:23.022]  Now that's happened.
[00:03:23.022 --> 00:03:25.683]  Now the Muslim Brotherhood's taken over.
[00:03:25.683 --> 00:03:27.324]  Gaddafi.
[00:03:27.324 --> 00:03:29.265]  We're now hearing, oh, Al Qaeda's there.
[00:03:29.265 --> 00:03:30.685]  He's now running Al Qaeda.
[00:03:30.685 --> 00:03:31.966]  First, Saddam runs Al Qaeda.
[00:03:31.966 --> 00:03:34.067]  Gotta be invaded WMDs.
[00:03:34.067 --> 00:03:35.988]  Then, it's,
[00:03:37.651 --> 00:03:38.711]  In Pakistan.
[00:03:38.711 --> 00:03:42.532]  Before that, the Al-Qaeda was in Afghanistan.
[00:03:42.532 --> 00:03:45.813]  Now Al-Qaeda is in Somalia.
[00:03:45.813 --> 00:03:49.014]  Then Al-Qaeda is here, there, everywhere.
[00:03:49.014 --> 00:03:50.634]  It's like a set piece on a chessboard.
[00:03:50.634 --> 00:03:56.716]  They just move the Al-Qaeda chess piece wherever they want to be able to strike, and that allows them to move their pieces into the area.
[00:03:57.878 --> 00:04:01.160]  I mean, this is extremely elementary what we're dealing with here.
[00:04:01.160 --> 00:04:03.241]  It's the great game, divide and conquer.
[00:04:03.241 --> 00:04:05.543]  But for the public who's not aware of it, they're completely blind.
[00:04:05.543 --> 00:04:07.504]  The general public has no idea.
[00:04:07.504 --> 00:04:09.625]  All they know is Qaddafi, bad man.
[00:04:09.625 --> 00:04:19.992]  Qaddafi is reportedly, we don't know if any of this is true, British Intel has been, of course, previously ran Libya through their puppet king before Qaddafi came to power in the late 60s.
[00:04:19.992 --> 00:04:21.573]  And they were the ones that said he'd fled to
[00:04:23.976 --> 00:04:24.836]  Venezuela.
[00:04:24.836 --> 00:04:29.198]  And that was done to destabilize it further and embolden the opposition.
[00:04:29.198 --> 00:04:34.141]  And now they're saying he's been strafing and bombing people with helicopters and jets.
