[00:00:05.939 --> 00:00:06.580]  Big Brother.
[00:00:07.240 --> 00:00:08.301]  Mainstream media.
[00:00:09.001 --> 00:00:10.142]  Government cover-ups.
[00:00:10.783 --> 00:00:11.583]  You want answers?
[00:00:12.344 --> 00:00:13.265]  Well, so does he.
[00:00:13.925 --> 00:00:17.608]  He's Alex Jones on the GCN Radio Network.
[00:00:18.108 --> 00:00:22.191]  And now, live from Austin, Texas, Alex Jones.
[00:00:27.755 --> 00:00:39.045]  Another extremely important broadcast lined up for you today as we chronicle the rise of the first planetary world government controlled by absolutely ruthless, sadistic control freaks.
[00:00:39.866 --> 00:00:41.107]  The battle is joined.
[00:00:41.127 --> 00:00:44.010]  Folks, I have video footage.
[00:00:44.150 --> 00:00:49.154]  It's coming in from YouTube, LiveLeak, all these different sites, Google Video.
[00:00:49.875 --> 00:00:53.398]  Four or five videos a day to the point of we can't even keep track of them.
[00:00:54.031 --> 00:01:13.160]  There's a city council member, the mayor kicks him out, he politely walks out of the meeting, the police chief punches him in the back, knocks him over, and then on video, literally beats the living daylights out of him, and the news puts it on television and says, Oh, the council member's in trouble for fighting with police!
[00:01:14.421 --> 00:01:21.284]  But again, the media thinks you're so dumb, they run TV spots nationwide on news, saying Mercury's now good for children's brains,
[00:01:23.579 --> 00:01:28.563]  They are now running a program saying lead paint is good for children.
[00:01:28.583 --> 00:01:31.565]  They're now saying poison in food is good for you.
[00:01:31.865 --> 00:01:34.227]  I mean you cannot make this stuff up!
[00:01:35.608 --> 00:01:36.729]  And this is what happens now.
[00:01:36.749 --> 00:01:42.954]  I mean pretty soon they'll like chop your head off and literally drink your blood and then they'll say you're assaulting the officer.
[00:01:45.077 --> 00:01:58.866]  I mean, right in front of everybody, he just punches him right in the back, knocks him over, gets on top of the city councilman up in Indiana, in a pretty good-sized town, starts punching him like WWF wrestling as hard as he can in the side of the head.
[00:01:58.906 --> 00:02:00.567]  The guy's knocked out unconscious.
[00:02:02.828 --> 00:02:14.115]  And then they go ahead and arrest him and say, hey, I'm going to beat you up in front of video cameras in the city council, and then we're going to take you to jail after you go to the hospital.
[00:02:16.323 --> 00:02:18.086]  And this is how it's going to work in America.
[00:02:18.546 --> 00:02:23.533]  Mayors, governors, the leaders are just going to point and say, take them, but you're not going to just get beat up.
[00:02:23.553 --> 00:02:25.375]  You're going to be flown out to a foreign camp.
[00:02:28.379 --> 00:02:29.681]  They got the cops trained.
[00:02:29.721 --> 00:02:31.103]  They are ready to do it.
[00:02:31.696 --> 00:02:36.280]  Now, by the way, this city council member was exposing corruption by the police, trying to disbar the police.
