[00:00:00.229 --> 00:00:07.732]  Ladies and gentlemen, presidential candidate on the Republican Party ticket.
[00:00:25.197 --> 00:00:28.039]  He is the true people's candidate.
[00:00:28.039 --> 00:00:46.228]  A constitutional populist is the term I would use to best describe Dr. Paul, Veteran Ron Paul, Congressman Ron Paul, Grandfather Ron Paul, Husband Ron Paul, Patriot Ron Paul, who's got a perfect conservative voting record, literal founding father material.
[00:00:46.228 --> 00:00:47.329]  He is a very humble man.
[00:00:47.329 --> 00:00:49.150]  He doesn't like hearing that.
[00:00:49.150 --> 00:00:51.751]  I know I cringe and people compliment me, but you know what?
[00:00:51.751 --> 00:00:53.232]  He is the real McCoy.
[00:00:54.213 --> 00:00:57.777]  I mean, people say he's in the mold of Barry Goldwater.
[00:00:57.777 --> 00:00:59.780]  Frankly, I've looked at Barry Goldwater's voting record.
[00:01:00.732 --> 00:01:04.793]  And it is a pox compared to Congressman Ron Paul.
[00:01:04.793 --> 00:01:08.095]  And he's got a good record, but it's got quite a few potholes in it.
[00:01:08.095 --> 00:01:10.555]  This guy is Sterling.
[00:01:10.555 --> 00:01:15.277]  He is literally the Excalibur of candidates.
[00:01:15.277 --> 00:01:18.658]  And ronpaul2008.com is the website.
[00:01:18.658 --> 00:01:21.039]  1-800-RON-PAUL is the number to donate.
[00:01:21.039 --> 00:01:24.860]  The Congressman joins us now for the rest of this hour, the next 25 minutes.
[00:01:24.860 --> 00:01:26.541]  Congressman, thank you for spending time with us.
[00:01:26.541 --> 00:01:27.101]  Thank you, Alex.
[00:01:27.101 --> 00:01:27.661]  Good to be with you.
[00:01:28.567 --> 00:01:30.368]  So much has happened, just out of the gates.
[00:01:30.368 --> 00:01:35.932]  What is most important to Congressman Ron Paul and presidential candidate Ron Paul?
[00:01:35.932 --> 00:01:39.174]  Of course, the exciting thing is that the message has caught on.
[00:01:39.174 --> 00:01:48.379]  I think one of the more interesting things about who's responding, and it's the younger generation, which I think is good news for the country.
[00:01:48.379 --> 00:01:51.621]  You know, it's the younger generation that is bearing the burden.
[00:01:51.621 --> 00:01:55.784]  They're starting to recognize what we're dumping on them, whether it's the war in the Middle East,
[00:01:56.383 --> 00:01:56.663]  I don't know.
[00:02:17.833 --> 00:02:29.357]  But it's the idea of freedom, that if I'm willing to present a case for allowing these young people to have their way and not put a burden on them, all of a sudden they have become very excited about what's happening.
[00:02:30.868 --> 00:02:38.033]  I've got to bring this up because I've probably gotten, I don't know, 500, 600, I don't know, emails, 50 calls on air.
[00:02:38.033 --> 00:02:39.113]  All I know is it's a lot.
[00:02:39.113 --> 00:02:40.174]  Faxes.
[00:02:40.174 --> 00:02:41.295]  Oh, we've got to protect him.
[00:02:41.295 --> 00:02:43.756]  They're going to Bobby Kennedy him.
[00:02:43.756 --> 00:02:44.977]  Ask him how we support him.
[00:02:44.977 --> 00:02:46.678]  Do we donate for bodyguards?
[00:02:46.678 --> 00:02:50.100]  And I go, I don't want to get the Congressman on and bring something like this up.
[00:02:50.100 --> 00:02:51.121]  I go, he's a smart guy.
[00:02:51.121 --> 00:02:52.362]  He knows there's a risk.
[00:02:52.742 --> 00:02:53.403]  Well, I think that's real.
[00:02:53.403 --> 00:03:01.768]  I think we're at a point right now where they're still hoping I will go away, but the fact that they've started to attack me means that we are annoying them, to say the least.
[00:03:19.963 --> 00:03:27.092]  But I'm still working on the assumption that my automobile may well be a lot more dangerous than me being attacked.
