[00:00:05.722 --> 00:00:06.362]  Big Brother.
[00:00:07.023 --> 00:00:08.103]  Mainstream media.
[00:00:08.803 --> 00:00:09.923]  Government cover-ups.
[00:00:10.563 --> 00:00:11.363]  You want answers?
[00:00:12.123 --> 00:00:13.024]  Well, so does he.
[00:00:13.044 --> 00:00:17.524]  He's Alex Jones on the GCN Radio Network.
[00:00:17.864 --> 00:00:22.005]  And now, live from Austin, Texas, Alex Jones.
[00:00:26.006 --> 00:00:27.246]  Welcome, ladies and gentlemen.
[00:00:27.386 --> 00:00:28.086]  Welcome.
[00:00:28.126 --> 00:00:32.687]  This is Alex Jones coming to you live from the coastline of Texas.
[00:00:33.453 --> 00:00:35.754]  Miliburgs are meeting in Istanbul, Turkey.
[00:00:35.934 --> 00:00:37.755]  You did hear it here first from Jim Tucker.
[00:00:37.775 --> 00:00:41.617]  Breaking news between PrisonBlinded.com and American Free Press.
[00:00:41.677 --> 00:00:44.419]  Thanks to Jim for being here and reporting with us.
[00:00:44.999 --> 00:00:46.220]  He was correct yesterday.
[00:00:46.260 --> 00:00:58.366]  It's now all over the major Western newspapers, literally scores of them, from Istanbul to Texas, from New York to Miami, from London to Jakarta.
[00:00:58.386 --> 00:00:59.427]  I mean, it's really going on.
[00:00:59.747 --> 00:01:01.808]  It's just, there's news stories everywhere.
[00:01:02.586 --> 00:01:09.369]  Now confirming it is the Ritz-Carlton, the army, police, it's a big hotel up on a hill that is the Ritz-Carlton.
[00:01:09.869 --> 00:01:20.654]  They put this info by design in a local Turkish paper a few days ago, saying it was the Classus Hotel, who now are putting out articles saying we should worship the Bilderberg Group.
[00:01:21.515 --> 00:01:24.496]  Huge news on PrisonPlanet.com and JonesReport.com.
[00:01:24.932 --> 00:01:31.456]  We're gonna break here in just a minute or two and come back and do one more segment with you and let you get back to your important work pooling with reporters.
[00:01:31.536 --> 00:01:32.976]  But what happened today?
[00:01:57.028 --> 00:02:00.830]  Well, uh, several dramatic things happened today.
[00:02:00.850 --> 00:02:11.855]  Uh, the, uh, the term was, uh, surrender was used in referring to your President Bush.
[00:02:13.596 --> 00:02:13.776]  Really?
[00:02:13.796 --> 00:02:17.398]  He opposed... Now, remember a little history here.
[00:02:17.438 --> 00:02:23.861]  Years and years ago, Bilderberg, the sons of smokestack industries, embraced, uh,
[00:02:24.588 --> 00:02:29.191]  Ecology, long before it's fashionable to be a treehugger, caused the potential for immense profits.
[00:02:30.572 --> 00:02:39.257]  Bush had rejected, altogether, the Kyoto Treaty, as he should have.
[00:02:39.337 --> 00:02:48.983]  I mean, Mexico would be exempt, so our factories could move down there without the burden of ecological demands, along with the low wages, and so forth.
[00:02:49.163 --> 00:02:51.104]  And they're saying that Bush has now surrendered to that?
[00:02:52.085 --> 00:02:52.285]  Yes.
[00:02:56.733 --> 00:03:06.461]  Twenty-fifth, the Bush administration officials again totally rejected the Kyoto Treaty.
[00:03:07.101 --> 00:03:13.927]  Now, in Washington, Bush has proposed to get major nations to agree on global emissions goals by 2008.
[00:03:14.487 --> 00:03:15.148]  That's next year.
[00:03:17.133 --> 00:03:21.175]  And so this is the big news out of Bilderberg, is that they're agreeing, the U.S.
[00:03:21.235 --> 00:03:25.318]  is now agreeing to get on board for the global tax, which of course is the carbon tax.
[00:03:26.038 --> 00:03:38.405]  That would be a follow-up that's always on their agenda, and it's been pending before the United Nations for at least three years, but the Americans who read their daily newspapers do not know that.
[00:03:40.806 --> 00:03:44.408]  So, it was their term, quote, surrender, quote,
[00:03:45.577 --> 00:03:46.297]  On that issue.
[00:03:46.777 --> 00:04:02.601]  But then, Bush is quietly, and that will have to surface even in the Ketz press sooner or later, but Bush is now quietly pushing the so-called Law of the Sea Treaty, which he has opposed.
[00:04:03.361 --> 00:04:12.063]  Clinton... Which will also be a global tax, for those that don't know, a global tax on all maritime activities and put the UN over 74% of the Earth's surface.
[00:04:14.814 --> 00:04:26.237]  Absolutely, and it would be a major surrender of sovereignty when the, well, some international group, obviously, under control of the U.N.
[00:04:28.358 --> 00:04:33.760]  Now remember, Clinton signed the Law of the Sea Treaty.
[00:04:33.780 --> 00:04:36.380]  Stay there, Jim Tucker, we're going to come right back with a final segment.
[00:04:36.660 --> 00:04:42.002]  This is the news he's getting from inside Bilderberg with his sources he gets every year with infiltrators.
[00:04:42.677 --> 00:04:50.666]  After the people that work in the hotel see the open evil, the open discussion of world government and total enslavement, he then gets the inside intel.
[00:04:50.706 --> 00:04:55.571]  You're getting it here first, from Jim Tucker, only on the GCN Radio Network.
[00:05:04.557 --> 00:05:07.761]  It's here, after a year in production and traveling to distant lands.
[00:05:08.101 --> 00:05:10.003]  My new film Terror Storm is complete.
[00:05:10.404 --> 00:05:18.012]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:05:18.743 --> 00:05:25.788]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:05:26.189 --> 00:05:37.597]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:05:37.917 --> 00:05:41.860]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:05:41.880 --> 00:05:43.862]  It's an anthology of government crimes.
[00:05:44.162 --> 00:05:48.005]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:05:48.586 --> 00:05:55.920]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:06:01.517 --> 00:06:04.679]  Introducing the most efficient gravity filter available.
[00:06:04.719 --> 00:06:08.762]  You know, if you were to throw 100 ball bearings at a magnet, most would bounce off.
[00:06:08.882 --> 00:06:11.464]  But, if you placed them on the magnet, all would stick.
[00:06:11.524 --> 00:06:13.845]  The same principle applies in water filtration.
[00:06:14.026 --> 00:06:22.471]  Most filtration systems force water through the filter at 60 to 90 PSI, causing water molecules to race through the filter in less than a second.
[00:06:22.551 --> 00:06:23.872]  The brookie light is different.
[00:06:23.992 --> 00:06:27.995]  Water molecules take 5 to 10 minutes to pass through the torturous path
[00:06:27.995 --> 00:06:28.496]  We're good to go!
[00:06:48.519 --> 00:06:54.544]  Get the Advanced Berkey Light Purifier for only $279 by calling New Millennium.
[00:06:54.564 --> 00:06:58.648]  888-803-4438 or order on the web at berkeywater.com.
[00:06:58.788 --> 00:07:00.109]  Not yet available in Iowa.
[00:07:01.290 --> 00:07:04.212]  Have you ever thought about what's in your shampoo, soap, or detergent?
[00:07:04.372 --> 00:07:09.617]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[00:07:09.897 --> 00:07:15.222]  Even a fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[00:07:15.622 --> 00:07:16.703]  Hi, this is Alex Jones.
[00:07:17.083 --> 00:07:26.148]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membranes.
[00:07:26.408 --> 00:07:28.009]  Now compare a Calben Pure Soap.
[00:07:28.249 --> 00:07:37.093]  All natural, earth friendly, no harsh chemicals, no animal testing, they're safe, and you save 85% of the money you're spending on cleaning products now.
[00:07:37.473 --> 00:07:39.554]  Start saving over $1,000 a year for your family of four.
[00:07:41.315 --> 00:07:42.076]  Keep it natural.
[00:07:42.376 --> 00:07:45.999]  Call Calvin Pure Soap for a free catalog at 1-800-340-7091.
[00:07:46.459 --> 00:07:50.542]  Or log on to 5starsoap.com.
[00:07:50.802 --> 00:07:56.286]  Try Calvin Pure Soaps and I'll bet you'll never use any other cleaning products again.
[00:07:56.587 --> 00:07:59.949]  Call 1-800-340-7091 for all your cleaning needs.
[00:08:01.010 --> 00:08:06.054]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:08:06.434 --> 00:08:08.716]  Because there's a war on for your mind.
[00:08:12.080 --> 00:08:27.667]  Ladies and gentlemen, yesterday, Congressman Mon Paul, on this show, May 31st, yesterday, it's now June 1st, said that if Rick Perry went to Bilderberg, he hadn't yet seen the Dallas Morning News.
[00:08:28.548 --> 00:08:33.230]  He said that that does look like a violation of the Logan Act, which is criminal.
[00:08:33.951 --> 00:08:38.793]  It's a federal felony, punishable by large fines and prison time.
[00:08:39.833 --> 00:08:49.700]  He also said that it shows he's definitely part of the quote, one world government conspiracy, the plan for a one world government, that he's part of the international conspiracy.
[00:08:50.921 --> 00:08:58.307]  And if you go up to PrisonPlanet.com and JonesReport.com and especially JonesReport.com, just unbelievable reporting there.
[00:08:59.318 --> 00:09:02.180]  He will see all of this and of course we also broke yesterday.
[00:09:02.200 --> 00:09:10.245]  I'm so proud of this and so honored that Jim broke this here that it is confirmed and they finally reported today that it is the Ritz Carlton there in Istanbul.
[00:09:10.986 --> 00:09:13.027]  Jim has got sources inside.
[00:09:13.648 --> 00:09:18.711]  Jim was getting into what you could already see him starting to move towards publicly capitulating.
[00:09:19.201 --> 00:09:20.722]  Of course, they were just getting the Americans ready.
[00:09:20.782 --> 00:09:21.582]  Bush was always for it.
[00:09:21.602 --> 00:09:23.623]  He signed back onto UNESCO three years ago.
[00:09:23.643 --> 00:09:26.285]  United Nations Educational and Cultural Organization.
[00:09:26.705 --> 00:09:29.046]  They were getting us ready for this.
