[00:00:05.729 --> 00:00:09.913]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:10.574 --> 00:00:11.395]  You want answers?
[00:00:12.135 --> 00:00:14.057]  Well, so does he.
[00:00:14.077 --> 00:00:17.340]  He's Alex Jones on the GCN Radio Network.
[00:00:17.901 --> 00:00:21.965]  And now, live from Austin, Texas, Alex Jones.
[00:00:40.943 --> 00:00:44.386]  Welcome ladies and gentlemen, welcome, thank you so much for joining us.
[00:00:44.506 --> 00:00:49.471]  It is the 28th day, the 28th day of November 2007.
[00:00:49.551 --> 00:00:56.157]  We were going to have Naomi Wolf on yesterday to talk about the 10 steps to fascism, the 10 easy steps.
[00:00:56.477 --> 00:00:56.677]  I think so.
[00:01:14.145 --> 00:01:30.039]  And then John Taylor Gatto, who is a historian and really an expert, because I've researched it in great depth myself, so when I've heard him speak on the radio and read some of his writings, we tell you it's very accurate, getting in, and he knows a lot of stuff I didn't know even, but I went and looked into,
[00:01:31.323 --> 00:01:49.147]  Concerning really the secret history of American education and how they took us from the most intelligent, most informed, most wealthy, on average, most successful people on earth, and turned us into the lowest test scores, lowest IQ, dumbest, some of the dumbest people on the planet, on average.
[00:01:49.167 --> 00:01:59.330]  That's not saying all of us individually are as Americans, but it shows how this process was carried out with great, great skill.
[00:02:00.760 --> 00:02:11.752]  Now, we are also going to get into several pieces that I want to comment on and to break down from MSNBC.
[00:02:15.209 --> 00:02:27.013]  And the individuals over there, and the way they're implying that Bush is just an idiot and a moron, which at a certain level is not very articulate compared to a John F. Kennedy or somebody like that, or a Bill Clinton.
[00:02:28.013 --> 00:02:33.515]  But you think he's attacking Bush, and at a certain level they are, but it's partisan.
[00:02:33.635 --> 00:02:42.098]  And as much as I like some of the people that are out there doing that, like John Stewart,
[00:02:43.574 --> 00:02:45.715]  Or, of course, Countdown with Keith Uberman.
[00:02:46.215 --> 00:02:49.517]  At the end of the day, all of that's going to stop when Hillary gets into office.
[00:02:50.237 --> 00:02:54.519]  And so we need to discuss the next level of all this and where this is going.
[00:02:54.940 --> 00:03:12.348]  Also, speaking of Ron Paul, I saw quite a few articles, I read them for about an hour last night, on Ron Paul, even a Washington Post detailed story explaining why Ron Paul is so popular and why all the trends show that libertarian ideas, true paleoconservative ideas, are going to get more and more popular.
[00:03:13.016 --> 00:03:17.555]  And how the Republican Party went into Congress in 1994 claiming they were going to be the
[00:03:18.697 --> 00:03:26.181]  A party of small government and freedom, and they've become the exact opposite, just like their cohorts, their partners in crime, the Democrats.
[00:03:26.501 --> 00:03:44.649]  Now, we've all said this ourselves, but when the Washington Post and the LA Times and a bunch of other newspapers were saying basically the exact same thing, get used to it, the establishment has totally blown their credibility, major societal upheaval and political revolution is in the air.
[00:03:45.070 --> 00:03:47.931]  There is now a public admission, I mean, I probably
[00:03:49.105 --> 00:03:49.525]  I don't know.
[00:03:49.685 --> 00:03:52.127]  Eight, nine articles and I wasn't reading all of them last night.
[00:03:52.267 --> 00:03:57.530]  It was just every other article I looked at from big publications were basically saying the same thing.
[00:03:59.171 --> 00:04:02.973]  And that's why the establishment is really getting freaked out and upset right now.
[00:04:03.833 --> 00:04:12.358]  And that's why the establishment is moving to try to build straw men, to try to discredit us.
[00:04:12.558 --> 00:04:14.599]  That's why they're putting out more and more hit pieces.
[00:04:15.260 --> 00:04:17.481]  That's why they're spinning what we say and what we do.
[00:04:19.268 --> 00:04:38.984]  And, bottom line, bottom line, we need to get ready for this, because we have the momentum, we have the common sense, we have the people on our side, and more and more every day as the population wakes up, but it's still going to be a very, very dangerous road we go down.
[00:04:39.742 --> 00:04:48.168]  But it's safer to be awake and aware and fighting back instead of just laying supine prostrate on our backs going along with this.
[00:04:48.749 --> 00:04:50.390]  Ton of news straight ahead.
[00:04:50.450 --> 00:04:55.994]  Again, three big guests today on this live Wednesday edition.
[00:04:56.195 --> 00:04:56.955]  I'm Alex Jones.
[00:04:57.455 --> 00:04:58.636]  It is a big idea.
[00:04:58.676 --> 00:04:59.957]  A new world order in the near future.
[00:05:07.922 --> 00:05:08.923]  Earth is dominating.
[00:05:09.143 --> 00:05:12.787]  It's known as the Bilderberg.
[00:05:12.967 --> 00:05:16.071]  Could their objective be world domination?
[00:05:16.611 --> 00:05:19.074]  For thousands of years, their dark order grew.
[00:05:19.794 --> 00:05:27.162]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:30.126 --> 00:05:35.129]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:35.610 --> 00:05:39.092]  You will learn the secret that drives the entire New World Order agenda.
[00:05:39.452 --> 00:05:41.974]  Bill Burgess makes great progress for the world government.
[00:05:42.014 --> 00:05:43.175]  Most people have no idea.
[00:05:43.195 --> 00:05:43.935]  They're not after money.
[00:05:43.955 --> 00:05:45.036]  They have all the money they need.
[00:05:45.276 --> 00:05:46.017]  They're after power.
[00:05:46.237 --> 00:05:47.257]  That's what they have to do.
[00:05:47.398 --> 00:05:55.583]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:05:56.063 --> 00:05:56.584]  Endgame.
[00:05:56.864 --> 00:05:58.845]  Blueprint for global enslavement.
[00:05:58.885 --> 00:05:59.946]  You have been warned.
[00:06:00.847 --> 00:06:06.713]  Hey ladies, if you love to shop, then visit HerbalHealer.com to browse through their online catalog.
[00:06:06.793 --> 00:06:12.259]  You'll find thousands of effective, alternative, and natural products for you and the whole family.
[00:06:12.399 --> 00:06:19.667]  Besides the amazing products you'll find, this shopping is guilt-free because you're investing in your health, and your health is priceless.
[00:06:20.027 --> 00:06:27.154]  While online, sign up to receive the Herbal Healer Newsletter, which will keep you informed on the latest and greatest products and education.
[00:06:27.375 --> 00:06:39.487]  Did you know that Herbal Healer offers not only natural medicine, but also tension-relieving herbal teas, cookbooks, aromatherapy, products for pampering, and more great products to help you soothe and relax after a long day.
[00:06:39.927 --> 00:06:42.589]  Want to learn more for yourself and to help others in the future?
[00:06:42.849 --> 00:06:45.211]  Join the Herbal Healer Correspondence Program.
[00:06:45.351 --> 00:06:48.253]  You can work at your own pace from the comfort of your own home.
[00:06:48.413 --> 00:06:52.396]  This accredited, exciting program can help you gain skills and knowledge.
[00:06:52.556 --> 00:06:54.858]  Can you believe you can find all this at one stop?
[00:06:55.118 --> 00:06:56.639]  HerbalHealer.com.
[00:06:56.979 --> 00:06:59.581]  Celebrating 18 years of dedication.
[00:07:00.777 --> 00:07:03.159]  I need to do something about my dry heels.
[00:07:03.700 --> 00:07:05.181]  After a pedicure, they look great.
[00:07:05.501 --> 00:07:06.982]  Then I have to go because my quick clip.
[00:07:07.343 --> 00:07:09.545]  Haven't you heard about CalX ointment?
[00:07:09.965 --> 00:07:13.308]  I use it regularly on my heels and they stay looking great.
[00:07:13.708 --> 00:07:16.170]  And my feet feel as good as they look.
[00:07:16.671 --> 00:07:17.731]  What's that name again?
[00:07:18.112 --> 00:07:19.293]  Wait, I'm getting my pen out.
[00:07:19.673 --> 00:07:20.854]  It's CalX.
[00:07:21.254 --> 00:07:23.096]  C-A-L-L-E-X.
[00:07:23.436 --> 00:07:25.298]  What makes CalX ointment so different?
[00:07:26.064 --> 00:07:34.686]  It's got these natural enzymes that quickly exfoliate dry, cracked feet and leave your feet feeling soft and smooth, just like a baby's bottom.
[00:07:35.106 --> 00:07:40.828]  For soft, smooth heels and feet, use enzyme-rich, moisturizing Cal-X ointment.
[00:07:41.228 --> 00:07:52.351]  It's diabetic-friendly and found in the foot care section of Walgreens, Long's, Schneider's Drug, Bilo, Card Drug, H-E-B grocery stores, medicine shop pharmacies, and Rite Aid.
[00:07:53.012 --> 00:07:54.113]  Hey, here's a drug store.
[00:07:54.433 --> 00:07:55.113]  I'll be right back.
[00:07:55.234 --> 00:07:56.975]  I'm getting some callux for my heels.
[00:08:00.057 --> 00:08:06.081]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:08:06.701 --> 00:08:09.743]  It's Alex Jones and the GCN Radio Network.
[00:08:10.244 --> 00:08:11.304]  Alright!
[00:08:20.638 --> 00:08:32.941]  Before I get into all the Ron Paul and police state and war news and economy news, I want to play this clip of Keith Uberman's countdown where he basically implies that Bush is a buffoon and an idiot.
[00:08:34.562 --> 00:08:38.843]  No, he's a very, very wicked, cunning individual, kind of like a rattlesnake is.
[00:08:39.363 --> 00:08:45.685]  He is a bumbling fool from so much drug abuse and alcoholism and the rest of it.
[00:08:46.926 --> 00:08:50.869]  That much is clear, but overall, it just makes it all a joke.
[00:08:51.669 --> 00:09:05.178]  And while it's fun to laugh at the things that Bush does, and I've done it myself, so I'm not even really attacking Oberman here, the fact that they continue to make it just a joke really waters down just how serious it is.
