[00:00:05.324 --> 00:00:05.985]  Big Brother.
[00:00:06.625 --> 00:00:07.725]  Mainstream media.
[00:00:08.385 --> 00:00:09.465]  Government cover-ups.
[00:00:10.145 --> 00:00:11.066]  You want answers?
[00:00:11.726 --> 00:00:12.766]  Well, so does he.
[00:00:13.286 --> 00:00:16.887]  He's Alex Jones on the GCN Radio Network.
[00:00:17.487 --> 00:00:21.608]  And now, live from Austin, Texas, Alex Jones.
[00:00:23.308 --> 00:00:27.709]  Coming up, folks, on the show today, here in the third hour,
[00:00:29.020 --> 00:00:36.083]  World AIDS deaths, infections at new heights, and the global government is behind that, my friends.
[00:00:38.564 --> 00:00:47.428]  We're also going to get into some new Second Amendment legislation and the latest developments of what's going on in Iraq, and of course your phone calls.
[00:00:48.912 --> 00:00:57.759]  For those that just joined us or are tuning in for the first time, you'd have to be hiding under a rock to not have heard about the Terri Schindler Shivo case.
[00:00:57.779 --> 00:01:04.244]  She's a lady who's not in a coma, not in a vegetative state, who could have been rehabilitated according to her own doctors.
[00:01:05.445 --> 00:01:15.212]  Her husband, who's since common law married and has children with another woman, has not allowed her to have the medical settlement, has not allowed her to have any rehabilitation.
[00:01:16.218 --> 00:01:20.665]  They then pulled their feeding tube for what, seven plus days, which would kill most people.
[00:01:24.326 --> 00:01:29.869]  The legislature moved and passed a law so the governor could have the tube reinserted.
[00:01:29.909 --> 00:01:30.850]  Now it's in the courts.
[00:01:31.350 --> 00:01:43.897]  And the whole pro-death, euthanasia crowd has shown up in mass trying to push through legislation and court cases, fighting on multiple fronts to kill Terry.
[00:01:44.297 --> 00:01:46.758]  But this case isn't about Terry and Terry's fight.
[00:01:46.818 --> 00:01:49.880]  Terrysfight.org has video clips and a lot of the news stories there.
[00:01:51.070 --> 00:01:51.970]  It's not just about her.
[00:01:52.090 --> 00:02:04.193]  I mean, we've had Wall Street Journal writer Wesley Smith on, listing the names of people in Florida, among other states, where they beg for food and water, but the bioethics boards say, well, we're not going to allow you to have food and water, and they kill you.
[00:02:04.253 --> 00:02:05.134]  This is on the record.
[00:02:05.194 --> 00:02:06.714]  People who are talking.
[00:02:07.934 --> 00:02:14.836]  Very dangerous precedent that's being set.
[00:02:15.356 --> 00:02:17.357]  I want to go ahead and bring Bob
[00:02:18.623 --> 00:02:22.665]  Schindler, father of Terry on the show, to give us the latest developments.
[00:02:22.725 --> 00:02:23.666]  Bob, thanks for coming on.
[00:02:23.686 --> 00:02:26.707]  Thank you for having me.
[00:02:26.807 --> 00:02:34.231]  For folks that don't know about this case, can you just recap in the next two minutes for them, then we'll come back and give them the latest developments.
[00:02:35.471 --> 00:02:39.293]  Well, essentially what's happening, you pretty much described it.
[00:02:40.634 --> 00:02:47.877]  My daughter was displayed to the court as being in a persistent vegetative state.
[00:02:48.567 --> 00:02:50.629]  Can you talk right into your telephone for me please?
[00:02:51.449 --> 00:03:11.686]  Yeah, I said my daughter was portrayed to the court as being in a persistent vegetative state and the court was also told that Terry orally made an end-of-life death wish and from that she was
[00:03:13.314 --> 00:03:19.115]  Essentially found, I guess, guilty by the court and ordered to be executed.
[00:03:20.836 --> 00:03:26.777]  Ordered to be executed by dehydration, one of the most painful deaths known by medical science on the record.
[00:03:27.197 --> 00:03:32.018]  You can't kill an axe murderer like this, but you can kill somebody's daughter like this, a human being.
[00:03:32.038 --> 00:03:42.720]  You know, it's really tragic what's happening in Florida and the courts now have lined up against the
[00:03:43.524 --> 00:03:52.651]  Governor and the legislature, because they had passed this law, it's called Harry's Law, to prevent her starvation.
[00:03:53.732 --> 00:04:00.697]  And of course feel that the government is now intervening in an area where they don't belong, essentially.
[00:04:00.777 --> 00:04:05.861]  So you've got yourself a real good dogfight going on here, and it's turned political as well.
[00:04:07.515 --> 00:04:10.557]  And that's the sorry part about where Terry's kind of got lost in the shuffle.
[00:04:10.878 --> 00:04:15.301]  And you've got rock bands showing up who are going to have live suicides on stage.
[00:04:15.661 --> 00:04:16.802]  They think it's all great.
[00:04:16.822 --> 00:04:18.664]  You've got the band Hell on Earth.
[00:04:18.724 --> 00:04:21.266]  You've got the Hemlock Society running around.
[00:04:21.286 --> 00:04:23.648]  I mean, it is a disgusting spectacle.
[00:04:23.848 --> 00:04:26.970]  But we have forced the news to stop saying she's in a coma.
[00:04:27.110 --> 00:04:27.951]  That at least is good.
[00:04:28.855 --> 00:04:41.323]  Well, yeah, finally, and that happened because of the videos that we got out there that prove that Perry is not in any type of coma or persistent vegetative state.
[00:04:41.843 --> 00:04:44.605]  The other thing that we're trying to convey to people is her wishes.
[00:04:44.625 --> 00:04:46.846]  There were no such wishes.
[00:04:46.866 --> 00:04:49.368]  It was all hearsay coming from her husband.
[00:04:50.320 --> 00:04:53.363]  And members of his family... Stay there, Bob.
[00:04:53.384 --> 00:04:56.427]  We'll get into some of the new reports that have come out.
[00:04:56.667 --> 00:04:57.888]  And we'll take calls as well.
[00:04:57.948 --> 00:04:59.150]  Stay with us.
