[00:00:04.924 --> 00:00:06.705]  You are listening to GCN.
[00:00:14.630 --> 00:00:15.271]  Big Brother.
[00:00:15.931 --> 00:00:16.972]  Mainstream media.
[00:00:17.692 --> 00:00:18.813]  Government cover-ups.
[00:00:19.454 --> 00:00:20.274]  You want answers?
[00:00:21.035 --> 00:00:21.955]  Well, so does he.
[00:00:22.616 --> 00:00:26.338]  He's Alex Jones on the GCN Radio Network.
[00:00:26.778 --> 00:00:29.120]  And now, live from Austin, Texas,
[00:00:30.032 --> 00:00:30.892]  Alex Jones.
[00:00:31.012 --> 00:00:33.553]  Welcome, ladies and gentlemen.
[00:00:33.593 --> 00:00:33.894]  Welcome.
[00:00:34.374 --> 00:00:37.115]  It's already Tuesday, the 11th day of November 2003.
[00:00:37.275 --> 00:00:38.115]  I'm Alex Jones.
[00:00:38.195 --> 00:00:44.077]  Your host will be live for the next three hours.
[00:00:44.137 --> 00:00:47.238]  We have Tito Howard.
[00:01:00.000 --> 00:01:12.591]  It was on board the USS Liberty back in 1968 when the ship came under attack and we're going to be talking about the film he made several years ago, The Loss of Liberty.
[00:01:13.171 --> 00:01:17.635]  In the past we've had former Chairman Joint Chiefs of Staff Admiral Moore and others on.
[00:01:17.655 --> 00:01:20.977]  I'm going to be getting Captain Boston on the show later this week.
[00:01:20.997 --> 00:01:26.222]  We're going to do several hours on this because it's now come out in the mainstream news
[00:01:27.089 --> 00:01:38.653]  People at the highest levels of the Pentagon face-to-face when LBJ and McNamara covered up the fact that the Israelis intentionally attacked the USS Liberty.
[00:01:39.133 --> 00:01:45.815]  And I've talked over the years to dozens of the survivors on air, and they agree that the U.S.
[00:01:46.035 --> 00:01:52.437]  government was in control of that ship, ordering the Israelis to attack it, to sink it, to blame it on Egypt.
[00:01:53.007 --> 00:02:01.751]  This has now come out, mainstream news, so we'll be going over that in the second hour of the show.
[00:02:01.851 --> 00:02:04.212]  So stay with us and tell your friends and family to tune in.
[00:02:05.692 --> 00:02:16.817]  I got a call this morning from a friend and he was saying, Alex, I need specifics on this partial birth abortion ban not being really a ban of the procedure.
[00:02:17.669 --> 00:02:21.250]  And so I looked around for a few minutes, found a couple of the news articles.
[00:02:21.290 --> 00:02:25.432]  We're going to post them, if they're not already posted, on InfoWars.com.
[00:02:25.532 --> 00:02:27.573]  And I guess it's really open for debate.
[00:02:28.193 --> 00:02:35.996]  And so I'm not the medical expert on partial birth abortion, so I'm going to have the national right-to-life groups on the show.
[00:02:36.076 --> 00:02:43.139]  I'm going to have the people on, the groups on, that are saying this isn't a real ban of partial birth abortion.
[00:02:44.776 --> 00:02:48.601]  A lot of people want to say that Bush is this big Christian conservative.
[00:02:48.761 --> 00:02:50.483]  Well, I know what's not debatable.
[00:02:50.563 --> 00:02:54.527]  The guy signed on to UNESCO, the UN which pushes abortion.
[00:02:55.449 --> 00:02:57.231]  He increased funding to UNESCO.
[00:02:58.152 --> 00:03:01.113]  I know that Bush is a member of Skull and Bones, the Bohemian Grove.
[00:03:01.173 --> 00:03:05.855]  I know he clapped to summon the demon at the Shinto Shrine in Tokyo.
[00:03:06.515 --> 00:03:09.877]  I know that he has Muslim prayer meetings.
[00:03:10.497 --> 00:03:15.039]  I know that the guy is deeply into the occult.
[00:03:16.287 --> 00:03:20.150]  And still people deny that and say, well, it's debatable.
[00:03:21.050 --> 00:03:24.632]  Maybe he's just having fun at Skull and Bones.
[00:03:24.672 --> 00:03:27.154]  Maybe he's just having fun at the Bohemian Grove.
[00:03:27.534 --> 00:03:34.839]  There's a lot of denial out there about the type of individual that George W. Bush is, but this is debatable.
[00:03:35.599 --> 00:03:37.980]  Whether it's a ban on partial birth abortions.
[00:03:38.020 --> 00:03:40.780]  So I'm gonna, as I said, I'd set up guests on the USS Liberty.
[00:03:41.340 --> 00:03:45.881]  Give me a few days, I'll set up the National Right to Life Organization Foundation.
[00:03:46.541 --> 00:03:48.002]  I'll get on the show.
[00:03:48.022 --> 00:03:49.642]  In fact, I've already emailed him this morning.
