[00:00:03.931 --> 00:00:07.174]  This is the Genesis Communications Radio Network.
[00:00:15.081 --> 00:00:15.742]  Big Brother.
[00:00:16.403 --> 00:00:17.464]  Mainstream media.
[00:00:18.164 --> 00:00:19.285]  Government cover-ups.
[00:00:19.926 --> 00:00:20.747]  You want answers?
[00:00:21.507 --> 00:00:22.428]  Well, so does he.
[00:00:23.069 --> 00:00:26.832]  He's Alex Jones on the GCN Radio Network.
[00:00:27.253 --> 00:00:29.595]  And now, live from Austin, Texas,
[00:00:30.476 --> 00:00:31.337]  Alex Jones.
[00:00:31.557 --> 00:00:36.460]  And good day, this is Michael Corbin filling in for Alex Jones, who will return tomorrow.
[00:00:37.160 --> 00:00:38.081]  Wow, what a day.
[00:00:38.601 --> 00:00:44.424]  And as Alex has predicted, and we talked with him yesterday, well, it's official.
[00:00:44.765 --> 00:00:47.766]  Arnold Schwarzenegger is now the governor of California.
[00:00:48.407 --> 00:00:49.367]  Whoa, whoa, whoa.
[00:00:50.468 --> 00:00:51.208]  What a mess!
[00:00:51.869 --> 00:00:54.971]  Anyway, you've got to go check out InfoWars.com today.
[00:00:55.091 --> 00:00:57.132]  Definitely check out InfoWars.com because
[00:00:57.794 --> 00:01:13.400]  The true nature of the identity of this man is really starting to spill out and Alex has compiled a lot of information on InfoWars.com which again you've got to check out today to find out who this man really is.
[00:01:14.340 --> 00:01:19.282]  Interesting link that is on InfoWars.com to Matt Drudge's website.
[00:01:19.882 --> 00:01:26.285]  Drudge has an interesting article about Schwarzenegger and being
[00:01:28.180 --> 00:01:31.501]  He was a nude model for Mapplethorpe, for Robert Mapplethorpe.
[00:01:32.682 --> 00:01:35.202]  And this tells you a lot.
[00:01:35.622 --> 00:01:39.524]  It tells you a considerable amount because who was Robert Mapplethorpe?
[00:01:41.184 --> 00:01:45.546]  Mapplethorpe was a pervert, a very sick pervert, who was in New York.
[00:01:45.566 --> 00:01:50.107]  We're going to hear a little bit about him today anyway in our interview with my guest coming up here in a little bit.
[00:01:50.527 --> 00:01:55.169]  But Mapplethorpe was a photographer who lived in New York and
[00:01:56.308 --> 00:02:09.213]  A man who was involved in some very, very dark, dark, insidious, evil things, including a peripheral involvement with the son of Sam, which is again what we're going to talk about today.
[00:02:09.913 --> 00:02:22.337]  But what's even more telling is that Mapplethorpe was a homosexual who was in that circuit in New York City during those days when all that stuff was going crazy out there.
[00:02:23.397 --> 00:02:25.258]  And he did photographs.
[00:02:25.318 --> 00:02:26.759]  He did compiled photographs.
[00:02:26.879 --> 00:02:29.480]  He shot photographs of some pretty twisted, sick things.
[00:02:30.280 --> 00:02:32.801]  Including one thing that he called the Piss Christ.
[00:02:33.162 --> 00:02:38.604]  And that was one of the things that really, really put him on the map internationally.
[00:02:38.664 --> 00:02:40.625]  But the guy was a sick, twisted pervert.
[00:02:41.185 --> 00:02:47.388]  But anyway, according to Drudge's investigation of him, Arnold Schwarzenegger
