[00:00:05.646 --> 00:00:06.327]  Big Brother.
[00:00:06.948 --> 00:00:08.069]  Mainstream media.
[00:00:08.729 --> 00:00:09.850]  Government cover-ups.
[00:00:10.511 --> 00:00:11.332]  You want answers?
[00:00:12.072 --> 00:00:12.933]  Well, so does he.
[00:00:13.634 --> 00:00:17.717]  He's Alex Jones on the GCN Radio Network.
[00:00:17.818 --> 00:00:20.220]  And now, live from Austin, Texas,
[00:00:21.040 --> 00:00:21.941]  Alex Jones.
[00:00:21.981 --> 00:00:23.823]  That's right.
[00:00:23.923 --> 00:00:27.385]  The last thing on the growing list of wonderful AM and FM affiliates.
[00:00:27.445 --> 00:00:28.406]  Simulcasting at nforwars.com and net.
[00:00:28.446 --> 00:00:32.670]  And via global shortwave during the day from 11 to 2 central at 12.172 and 9320 global shortwave.
[00:00:32.710 --> 00:00:33.871]  Midnight, 9 to midnight at 5.085 and 6890.
[00:00:33.911 --> 00:00:35.051]  I'm Alex Jones, your host.
[00:00:35.071 --> 00:00:36.893]  Thank you for joining us here in the second hour.
[00:00:50.320 --> 00:01:06.233]  Torture, chemical weapons to be used in Iraq, re-education centers for women and children, women and children to be killed if they try to flee MSNBC, and the sickening brainwashed population is being turned into what their masters are.
[00:01:06.913 --> 00:01:09.896]  A mirror image of demonic creatures.
[00:01:11.149 --> 00:01:17.991]  This is the warping of society, turning evil into good, and good into evil, black into white, white into black.
[00:01:18.411 --> 00:01:20.892]  This is the mass mind control.
[00:01:20.992 --> 00:01:32.456]  But there is an awakening taking place globally, across political lines, across national lines, to the New World Order, and just how evil these people are.
[00:01:32.516 --> 00:01:35.337]  They are the masters of engineering societies.
[00:01:36.897 --> 00:01:40.099]  For the next two hours, we're joined by David Icke.
[00:01:40.239 --> 00:01:48.224]  He is a best-selling author, former BBC reporter, famous soccer player.
[00:01:49.379 --> 00:01:54.700]  And about 98% of what he has to say is totally documented, up one side and down the other.
[00:01:54.720 --> 00:02:06.223]  2% I have a problem with, but we're honored to have him on the show, joining us from the United Kingdom, and this should be a very eventful broadcast.
[00:02:06.263 --> 00:02:10.223]  David, thanks for taking time out to join us on the show, sir.
[00:02:11.344 --> 00:02:16.845]  You see, which is now known as the Blair Broadcasting Corporation, because of its support for him over the years.
[00:02:18.349 --> 00:02:20.931]  Unfortunately for him, he's having a real problem here now.
[00:02:20.991 --> 00:02:27.576]  Persuading the British people that they should go and kill innocent people, which is a real good sign that awakening's underway.
[00:02:28.076 --> 00:02:30.098]  David, we didn't have you faded up right there at the start.
[00:02:30.118 --> 00:02:32.580]  Can you start over what you were saying about Blair and BBC?
[00:02:32.800 --> 00:02:36.783]  I just said that the BBC is known in Britain now as the Blair Broadcasting Corporation.
[00:02:37.726 --> 00:02:41.369]  Because it's been pretty much a propaganda tool for him for some time.
[00:02:41.409 --> 00:02:51.996]  He's got a Labour supporter as Director General, he's got a Labour supporter and funder as Chairman, and it's just been taking the government line for a long time now.
[00:02:52.296 --> 00:02:57.019]  His job is to bring England into the Euro and destroy sovereignty, correct?
[00:02:58.235 --> 00:02:58.916]  Absolutely right.
[00:02:58.936 --> 00:03:07.002]  I mean, I wrote in a book some years ago that one of the things that Blair was being brought into was to bring us into the Euro.
