[00:00:18.666 --> 00:00:20.468]  Welcome to the Infowars Nightly News.
[00:00:20.568 --> 00:00:21.209]  I'm David Knight.
[00:00:21.269 --> 00:00:23.051]  It's Monday, March 13th, 2017.
[00:00:24.012 --> 00:00:25.293]  Here are our top stories.
[00:00:28.396 --> 00:00:40.229]  Tonight, the latest developments in Obamagate, where Barack Obama has moved funds from the housing market into the healthcare market in an attempt to save his failed healthcare plan.
[00:00:42.020 --> 00:00:49.986]  Also, Alex Jones is under attack from Homeland and Saturday Night Live as the propaganda against the Info War continues.
[00:00:50.446 --> 00:00:52.768]  Sir, where are you getting this information?
[00:00:53.309 --> 00:00:55.010]  From a very reputable source.
[00:00:55.370 --> 00:00:56.431]  What, the FBI?
[00:00:56.471 --> 00:00:57.151]  The CIA?
[00:00:57.251 --> 00:00:58.232]  Info Wars.
[00:00:58.352 --> 00:01:00.314]  It's a radio show hosted by Alex Jones.
[00:01:00.914 --> 00:01:06.778]  And then, exclusive content that proves Warner Brothers is filtering content from InfoWars.
[00:01:07.159 --> 00:01:09.240]  Another piece of the censorship puzzle.
[00:01:09.921 --> 00:01:14.604]  Meanwhile, Nancy Pelosi is promoting illegal activity on the border.
[00:01:15.124 --> 00:01:17.466]  How can a politician get away with that?
[00:01:17.726 --> 00:01:20.949]  All that and more tonight on the InfoWars Nightly News.
[00:01:30.347 --> 00:01:36.952]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.052 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:03.991 --> 00:03:06.592]  Today we're going to go right to Dr. Jerome Corsi.
[00:03:06.632 --> 00:03:08.813]  He's Infowars Washington Bureau Chief.
[00:03:08.833 --> 00:03:20.998]  He has some very important breaking news about an executive order from President Trump that is going to do a great deal to shut down the waste and inefficiency that has to be done in terms of cutting down the size of government.
