[00:00:18.717 --> 00:00:20.523]  Welcome to the Info Wars Nightly News.
[00:00:20.583 --> 00:00:21.807]  It's Tuesday, May 9th, 2017.
[00:00:21.967 --> 00:00:25.337]  I'm Leanne McAdoo and here's what's coming up tonight.
[00:00:28.462 --> 00:00:28.942]  Denied.
[00:00:29.763 --> 00:00:39.592]  The spy state has reached unprecedented proportions, as secret messages are now being hidden in television ads, which can trigger smartphones to spy on people.
[00:00:39.612 --> 00:00:51.243]  Also, Al Gore is back with his non-existent $15 trillion tax on the non-existent man-made global warming, this time releasing a new movie despite the utter failure of his first film.
[00:00:52.123 --> 00:01:01.267]  Meanwhile, violence in Chicago, Illinois is out of control, as the 200th homicide this year alone has the entire community thinking twice.
[00:01:04.048 --> 00:01:16.154]  And then... The war propaganda against Syria may have reached new heights, as CNN released a new video with footage from the Aleppo Media Center.
[00:01:16.934 --> 00:01:20.536]  All that and more, tonight on the InfoWars Nightly News.
[00:01:31.442 --> 00:01:36.747]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[00:01:36.907 --> 00:01:37.487]  I take this.
[00:01:37.747 --> 00:01:38.788]  My family takes this.
[00:01:38.888 --> 00:01:43.112]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[00:01:43.172 --> 00:01:47.656]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[00:01:47.776 --> 00:01:52.340]  If I ever forget to take them, I have a noticeable difference.
[00:01:52.420 --> 00:01:53.461]  I don't feel good.
[00:01:53.541 --> 00:01:57.064]  The nascent iodine is one of the ones that was life-changing for me.
[00:01:57.284 --> 00:01:59.947]  Yeah, I actually have just run out of my Super Female.
[00:01:59.987 --> 00:02:05.371]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[00:02:05.792 --> 00:02:08.194]  Very exciting, feeling great, looking good.
[00:02:08.754 --> 00:02:12.177]  And I know my hair is luxurious once again.
[00:02:12.298 --> 00:02:14.479]  So obviously the Super Female is amazing.
[00:02:14.540 --> 00:02:14.900]  I love it.
[00:02:15.060 --> 00:02:17.644]  Nascent Iodine is essential.
[00:02:17.844 --> 00:02:18.806]  Survival Shield X2.
[00:02:18.866 --> 00:02:24.796]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[00:02:24.816 --> 00:02:26.438]  It's got a five-star rating.
[00:02:26.699 --> 00:02:28.902]  It's a win-win in fullwarslife.com.
[00:03:01.817 --> 00:03:06.938]  Well, the top story tonight, President Donald Trump has let James Comey know, you're fired.
[00:03:07.298 --> 00:03:18.941]  Now, the word is that it was the incoming, the newly sworn in Deputy Attorney General that recommended Mr. Comey be fired over how he disclosed the investigation into Mrs. Clinton.
[00:03:18.961 --> 00:03:21.321]  This is Rod Rosenstein.
[00:03:21.781 --> 00:03:28.783]  Of course, that would not make the rest of us very happy if that were true, because of course, we would like to see Hillary Clinton in prison.
[00:03:30.363 --> 00:03:31.063]  We're good to go.
[00:03:49.548 --> 00:04:04.202]  While I greatly appreciate you informing me on three separate occasions that I am not under investigation, I nevertheless concur with the judgment of the Department of Justice that you are not able to effectively lead the Bureau.
[00:04:04.762 --> 00:04:07.265]  So this is the letter dated Tuesday to Mr. Comey.
[00:04:09.306 --> 00:04:20.834]  They've let him know he's terminated, he's to leave immediately, and the White House is now also immediately on the hunt for new leadership there at the FBI.
[00:04:21.554 --> 00:04:30.840]  Mr. Trump said that it is essential that we find new leadership for the FBI that restores public trust and confidence in its vital law enforcement mission.
[00:04:31.420 --> 00:04:32.941]  So, very interesting stuff there.
[00:04:32.961 --> 00:04:38.604]  Of course, this is just coming days after Mr. Comey testified under oath and was talking about this.
[00:04:40.105 --> 00:04:44.548]  Again, no evidence of any collusion between the Trump campaign and Russia.
[00:04:45.308 --> 00:04:57.355]  The FBI was forced to issue a statement correcting some misstatements that Comey made under oath where he said hundreds of thousands of emails were forwarded by Huma Abedin to her husband's laptop.
[00:04:57.915 --> 00:05:01.357]  They had to correct that, said it was only just a few, just a handful.
[00:05:01.838 --> 00:05:03.138]  Other things were duplicates.
[00:05:03.399 --> 00:05:12.685]  Still no wrongdoing by Hillary Clinton and Huma Abedin because the FBI director at the time decided that he couldn't find that they had any intent to break the law.
[00:05:12.785 --> 00:05:17.068]  They didn't mean to forward that classified information and mishandle it.
[00:05:17.808 --> 00:05:23.553]  And I think that I always get off of a speeding ticket when I, you know, explain to the officer I didn't mean.
[00:05:23.573 --> 00:05:24.413]  I didn't know.
[00:05:24.433 --> 00:05:27.896]  I didn't know that the speed limit wasn't 90 miles per hour.
[00:05:28.256 --> 00:05:30.578]  So, see you later, James Comey.
[00:05:30.598 --> 00:05:31.159]  Nah, nah, nah, nah.
[00:05:31.259 --> 00:05:31.799]  Goodbye.
[00:05:31.819 --> 00:05:33.581]  That's the big news there today.
[00:05:35.086 --> 00:05:35.487]  I don't know.
[00:05:50.206 --> 00:05:50.807]  We're good.
[00:06:09.699 --> 00:06:09.959]  I don't know.
[00:06:32.672 --> 00:06:49.397]  So this software is called Silver Push and it's designed to listen to audio beacons which humans cannot hear and they've allegedly been used by corporations such as McDonald's and Krispy Kreme and these researchers went into several different storefronts
[00:06:49.777 --> 00:06:50.078]  I think so.
[00:07:09.775 --> 00:07:10.295]  I think so.
[00:07:28.889 --> 00:07:33.772]  They can obtain detailed user profiles to deliver highly customized advertisements.
[00:07:34.232 --> 00:07:34.893]  So there you go.
[00:07:34.933 --> 00:07:44.418]  If you've ever been driving in your car talking about taking a trip to Tijuana and then all of a sudden an advertisement for Tijuana comes on the radio and you say, wow, how weird is that?
[00:07:44.758 --> 00:07:51.683]  Well, it's because your smart devices are constantly listening to you as we have been warning you for 10 plus years.
[00:07:52.903 --> 00:07:55.125]  Now we've got some big sanctuary city news.
[00:07:55.165 --> 00:07:57.947]  Of course, Texas here is cracked down.
[00:07:58.507 --> 00:08:00.388]  We don't want to become a sanctuary state.
[00:08:00.969 --> 00:08:11.516]  And now Texas Attorney General Ken Paxton has already filed suit against local jurisdictions that have been accused of not cooperating with federal immigration agents.
[00:08:11.996 --> 00:08:17.240]  And so this is in a preemptive bid to uphold this newly signed anti-sanctuary city laws.
[00:08:17.740 --> 00:08:18.701]  He filed the lawsuit.
[00:08:19.401 --> 00:08:19.801]  I think so.
[00:08:37.717 --> 00:08:43.119]  You could face fines of up to $25,000 per day, and you could face jail time.
[00:08:43.459 --> 00:08:53.803]  So now local officers are going to have to, and they will have the right to, even though here in Austin, in Travis County, they're trying to tell law enforcement officers they don't have the right to do that.
[00:08:54.083 --> 00:09:03.187]  Well, this is a preemptive bill that says, yes, you do have the right to ask the immigration status of anyone that you stop, and it is your duty to uphold the law.
[00:09:03.527 --> 00:09:09.849]  And they go on to point out that SB4 is constitutional, it's lawful, and it's a vital step in securing our borders.
[00:09:10.269 --> 00:09:16.551]  It's not racist, as the media here, at least locally, would have you believe.
[00:09:17.111 --> 00:09:27.574]  And in an interesting twist, the New York Times was trying to gauge the understanding and the perception of people who are in these potential sanctuary cities.
[00:09:28.752 --> 00:09:33.715]  And they ran the headline titled, Sanctuary Bills in Maryland Face a Surprise Foe.
[00:09:34.255 --> 00:09:35.175]  Legal immigrants!
[00:09:35.475 --> 00:09:36.036]  That's right!
[00:09:36.316 --> 00:09:38.857]  Legal immigrants oppose sanctuary laws.
[00:09:38.897 --> 00:09:42.859]  This is something that conservatives have been saying for the last few years.
[00:09:43.159 --> 00:09:53.304]  People here, legally, who actually went through the process of becoming a legal citizen, aren't going to be happy to see a number of people coming here illegally giving documentation.
[00:09:53.725 --> 00:09:55.866]  And so that's what the New York Times found out.
[00:09:55.886 --> 00:09:57.066]  They said, what a surprise!
[00:09:57.446 --> 00:09:58.107]  Surprisingly,
[00:09:58.707 --> 00:10:03.931]  One in five residents in this Howard County where they interviewed were born outside the country.
[00:10:04.251 --> 00:10:17.039]  Democrats outnumber Republicans there two to one, yet they voted against this sanctuary bill because it turns out the country's legal immigrants were not too keen on having an influx of illegal immigrants.
[00:10:17.079 --> 00:10:24.865]  They argued offering sanctuary to people who came to the country illegally devalued their own past struggles to gain citizenship.
[00:10:25.285 --> 00:10:25.785]  Boom!
[00:10:25.885 --> 00:10:26.386]  There you go.
[00:10:27.146 --> 00:10:52.209]  And just to kind of underscore how all of this travel ban nonsense and all the celebrities are in an uproar about it and it's super racist and xenophobic, just to underscore how it's totally politicized and if it was someone, say, Hillary Clinton who had been the president and enacted this law, well the ACLU lawyer actually says the travel ban could be constitutional if it was Hillary Clinton or someone else.
[00:10:53.010 --> 00:11:00.356]  And so this is a guy that argued against Trump's travel ban before the Fourth Circuit Court of Appeals on Monday.
[00:11:00.757 --> 00:11:06.462]  And he was trying to say that it was because Trump's campaign animus motivated the order, making it illegitimate.
[00:11:06.622 --> 00:11:12.567]  But if Hillary Clinton or someone else who wasn't racist, sexist, xenophobic wanted to do it, well, then it would be constitutional.
[00:11:12.947 --> 00:11:20.089]  There you know, it's totally political, which is why Sally Yates was a big joke, big nothing burger with her testimony on the Capitol Hill.
[00:11:20.189 --> 00:11:25.871]  Everyone could see it's all very political there, as again, no evidence found.
[00:11:26.991 --> 00:11:33.973]  So now we're kind of turning a lot of talk to the carbon taxes, the Paris Treaty.
[00:11:34.293 --> 00:11:35.273]  Will Trump stay in it?
[00:11:35.313 --> 00:11:37.014]  Will Ivanka convince him to stay in it?
[00:11:37.774 --> 00:11:43.537]  Well, Al Gore has put out his $15 trillion carbon tax document.
[00:11:44.038 --> 00:11:52.183]  It's newly created by his Energy Transitions Commission, and it's the plan to decarbonize the world's energy system.
[00:11:52.823 --> 00:12:01.308]  And it's basically the exact same information, the exact same views that Al Gore has been pumping out since 1992.
[00:12:01.668 --> 00:12:04.310]  He hasn't upgraded his inconvenient truth.
[00:12:04.810 --> 00:12:09.073]  Even though it inconveniently turned out to be not true for him.
[00:12:09.833 --> 00:12:13.195]  Very anti-human policies being put out there.
[00:12:13.215 --> 00:12:24.442]  But the core of it is recommending a massive punishing carbon tax that would destroy the market for continued robust development of the world's fossil fuel base.
[00:12:24.522 --> 00:12:25.242]  Very good there.
[00:12:25.322 --> 00:12:26.343]  Hasn't learned anything.
[00:12:26.443 --> 00:12:30.085]  We can see worldwide laws to tackle climate change exceed 1200.
[00:12:30.145 --> 00:12:30.745]  This is up from 60.
[00:12:33.447 --> 00:12:34.988]  Just a decade or so ago.
[00:12:35.388 --> 00:12:37.569]  So just more laws, more regulations.
[00:12:38.069 --> 00:12:48.115]  Oh, but trying to control that is almost as ridiculous as Vladimir Putin trying to control the weather so it did not rain on his military parade.
[00:12:48.535 --> 00:12:49.175]  That is right.
[00:12:49.415 --> 00:12:50.856]  Putin spent 1.3 million pounds
[00:12:54.338 --> 00:12:59.561]  To spike clouds with chemicals to guarantee sunshine on his big day.
[00:12:59.821 --> 00:13:04.003]  He put a chemical cocktail, he blasted it in the clouds, supposedly guaranteeing sunshine.
[00:13:04.023 --> 00:13:13.509]  It didn't rain, but there was no sunshine, and so they had to ground 72 aircraft Red Square Flypass.
[00:13:13.549 --> 00:13:16.610]  That flyover was grounded because there was clouds over the Kremlin.
[00:13:17.091 --> 00:13:19.692]  So there you go, this weather modification.
[00:13:19.752 --> 00:13:20.432]  It's not at 100% yet.
[00:13:21.633 --> 00:13:23.074]  But that's how ridiculous this is.
[00:13:23.114 --> 00:13:25.356]  Let's control the weather by taxing the people.
[00:13:26.577 --> 00:13:28.618]  Here's something totally unexpected.
[00:13:29.059 --> 00:13:36.905]  Scientists found a source of climate cooling in a place where we're being told is causing massive global warming.
[00:13:37.325 --> 00:13:38.806]  So these are Arctic waters.
[00:13:38.906 --> 00:13:44.951]  They have actually absorbed vast amounts of carbon dioxide from the atmosphere, creating a cooling effect
[00:13:45.931 --> 00:13:52.235]  230 times greater than the warming from the methane that's admitted from underwater seeps.
[00:13:52.575 --> 00:13:58.918]  This is according to a new study, so now they're going to have to go around the world and see if they can duplicate these findings in other areas.
[00:13:59.238 --> 00:14:07.443]  But again, they say it's totally unexpected, and it goes against the agenda of what we're being told by all of these climate scientists who say the science is settled.
[00:14:07.923 --> 00:14:09.304]  The science is not settled!
[00:14:10.084 --> 00:14:18.327]  And this is why you have to worry about things like colleges in California, for instance, destroying books after digitization.
[00:14:18.787 --> 00:14:20.768]  They say, you know, well, it's all digitized now.
[00:14:20.788 --> 00:14:21.969]  It's going to save us space.
[00:14:22.269 --> 00:14:30.372]  Sixty percent of the books at the library there at UC Berkeley in particular were destroyed after they digitized them.
[00:14:30.852 --> 00:14:38.475]  And this is sparking 1984 type fears, style censorship, because the original sources were destroyed.
[00:14:38.635 --> 00:14:40.817]  Just like in 1984, where guess what?
[00:14:41.097 --> 00:14:57.709]  Just like they edited out the segment of the Bill Nye episode where he talks about chromosomes determining your gender, well that's how some SJW can get in there and totally rewrite history, just like Google even rewrote the definition of fascism on their website.
[00:14:58.329 --> 00:15:00.551]  And there you go, that's some fake news.
[00:15:00.871 --> 00:15:05.915]  Paul Joseph Watson actually has a report for the biggest arbiter of fake news out there, BuzzFeed.
[00:15:07.096 --> 00:15:12.906]  BuzzFeed is once again pushing race-baiting divisive crap and casual anti-white racism.
[00:15:16.687 --> 00:15:21.750]  So a dude on Twitter reacted to Netflix's Dear White People show with the following tweet.
[00:15:21.870 --> 00:15:23.791]  Imagine if there was a show called Dear Black People.
[00:15:23.811 --> 00:15:32.616]  Then this black dude called Reggie responded to that tweet with... Dear Black People, I'm sorry for our history of oppression and genocide.
[00:15:32.676 --> 00:15:37.459]  This was such epic onage that BuzzFeed devoted an entire article to it.
[00:15:37.539 --> 00:15:40.341]  Yeah, Reggie sure showed him right.
[00:15:43.939 --> 00:15:46.820]  Dear black people, I'm sorry your skin color makes me see you as a threat.
[00:15:46.900 --> 00:15:57.644]  Yeah, that probably has more to do with the fact that black people are way over-represented in violent crime statistics and commit about half of homicides in America despite being only 13% of the population.
[00:15:57.684 --> 00:15:58.184]  Just saying.
[00:15:58.224 --> 00:16:11.229]  So Reggie told BuzzFeed... I was trying to help them understand how the history of this country shaped racism to only go one way and that the double standard lacks historical context.
[00:16:11.409 --> 00:16:11.609]  Right.
[00:16:11.749 --> 00:16:14.532]  So you want to talk about historical context?
[00:16:15.172 --> 00:16:15.533]  Okay!
