[00:00:18.697 --> 00:00:19.477]  Good evening, everyone.
[00:00:19.517 --> 00:00:21.318]  Welcome to the InfoWars Nightly News.
[00:00:21.398 --> 00:00:22.278]  I'm Darren McBreen.
[00:00:22.318 --> 00:00:31.662]  Today is Friday, March 10th, 2017, and here's a quick look at what's coming up tonight.
[00:00:32.608 --> 00:00:40.094]  The pressure on Obama to answer the Vault 7 leaks and Trump's wiretapping claims is building, yet silence from the Obama bunker.
[00:00:40.715 --> 00:00:48.041]  Meanwhile, Malik Obama tweets out what he claims is Barack Obama's real birth certificate, showing Kenya as the birthplace.
[00:00:48.482 --> 00:00:50.143]  Is it real or fake news?
[00:00:50.824 --> 00:00:58.170]  Plus, Dr. Ed Group sits down with Millie Weaver to discuss the latest breaking products from the InfoWars Health line.
[00:00:58.530 --> 00:00:58.891]  And then,
[00:00:59.761 --> 00:01:07.045]  Despite all the positives coming from the Trump presidency, the Democrats and never-Trumpers cannot get on board the Trump train.
[00:01:07.785 --> 00:01:17.931]  Muslims, Putin, Kremlin, Korea, the bombs, and yeah, and Aleppo.
[00:01:19.772 --> 00:01:23.013]  All that and more tonight on the InfoWars Nightly News.
[00:01:30.345 --> 00:01:36.967]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.067 --> 00:01:44.708]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.028 --> 00:01:55.691]  InfoWars Prime, where you can watch live, high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.451 --> 00:02:00.394]  Go to InfoWars.com forward slash app and download today.
[00:02:00.694 --> 00:02:04.876]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:05.016 --> 00:02:09.539]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.919 --> 00:02:15.222]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.462 --> 00:02:22.349]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.509 --> 00:02:26.594]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.854 --> 00:02:29.497]  If you can hear my voice, you are the resistance.
[00:03:04.204 --> 00:03:09.528]  Infowars DC Bureau Chief Dr. Jerome Corsi joins us now and it's good to have you with us.
[00:03:10.008 --> 00:03:17.574]  I want to talk about the Freedom of Information Act request to investigate the Central Intelligence Agency.
