[00:00:21.514 --> 00:00:24.057]  He is the heart of 1776.
[00:00:24.117 --> 00:00:25.759]  You're a white male!
[00:00:25.859 --> 00:00:30.304]  It's also what happens when you listen to the radio host, Alex Jones.
[00:00:31.145 --> 00:00:32.046]  Move, bitch!
[00:00:32.366 --> 00:00:33.467]  Get out the way!
[00:00:35.209 --> 00:00:38.753]  We pledge allegiance to one flag, and that flag...
[00:00:39.794 --> 00:00:41.215]  It's the American flag!
[00:00:41.375 --> 00:00:45.717]  Infowars helped fuel the rumor that President Obama is an ISIS supporter.
[00:00:45.957 --> 00:00:49.379]  It's been a cozy relationship from the beginning.
[00:00:49.399 --> 00:00:50.700]  I will not let you down.
[00:00:50.780 --> 00:00:53.201]  You'll be very, very impressed, I hope.
[00:00:53.381 --> 00:00:55.382]  And I think we'll be speaking a lot.
[00:00:55.442 --> 00:00:57.523]  Donald Trump and Alex Jones.
[00:00:57.583 --> 00:01:03.066]  This means that Donald Trump will be the 45th President of the United States.
[00:01:03.166 --> 00:01:05.727]  Waging war on corruption.
[00:01:05.867 --> 00:01:07.068]  It's Alex Jones!
[00:01:08.669 --> 00:01:10.150]  Welcome to the Alex Jones Radio Show.
[00:01:10.190 --> 00:01:15.014]  I'm David Nye and we're going to have Alex Jones joining us with a special report from the road in the next segment.
[00:01:15.635 --> 00:01:19.778]  Yes, we're going to have Trump be the 45th president whether or not people like it or not.
[00:01:19.878 --> 00:01:21.760]  And of course there's a lot that we're going to be talking about with that.
[00:01:21.800 --> 00:01:28.125]  We have death threats being given for entertainers just like they gave death threats to the Electoral College electors.
[00:01:28.185 --> 00:01:30.327]  I've never seen this kind of stuff before in my life.
[00:01:31.447 --> 00:01:35.049]  I don't think anybody alive has seen this type of thing done before.
[00:01:35.289 --> 00:01:41.713]  I don't know that people got death threats for being members of the Electoral College in the 18th century.
[00:01:43.434 --> 00:01:44.454]  This is really unprecedented.
[00:01:44.474 --> 00:01:56.261]  But we're going to be talking about John Lewis' most recent attack, and of course the fact that we have now 19 Democrat legislators, or maybe I should just call them the Demagogic Party.
[00:01:57.161 --> 00:01:58.422]  Who cares whether they're there?
[00:01:58.502 --> 00:02:00.542]  Who cares whether or not Hollywood is there?
[00:02:00.883 --> 00:02:06.545]  Quite frankly, Hollywood and Broadway, these are some of the people who have dropped out now because they say that it's death threats.
[00:02:06.565 --> 00:02:06.885]  You know what?
[00:02:06.905 --> 00:02:10.326]  The real death threat is the death threat to their career.
[00:02:10.346 --> 00:02:14.808]  There are going to be repercussions for them if they do this.
[00:02:15.268 --> 00:02:18.049]  Repercussions from the people who run those places for the most part.
[00:02:18.089 --> 00:02:19.190]  You'll never work in this town again.
[00:02:19.230 --> 00:02:19.990]  Does that sound familiar?
[00:02:20.748 --> 00:02:23.152]  That's really what they're running from, and it's a shame to see that.
[00:02:23.252 --> 00:02:28.780]  But, you know, quite frankly, I think that Hollywood doesn't really fit in in this inauguration.
[00:02:28.820 --> 00:02:35.289]  We're quite happy to have Middle America represented with its fife and drum corps and its bagpipes and its majorettes.
[00:02:36.130 --> 00:02:47.798]  And the small middle America that is despised by Hollywood and the elite of the left and right coast as they then milk them for every cent for their entertainment.
[00:02:47.818 --> 00:02:48.098]  You know what?
[00:02:48.358 --> 00:02:50.440]  We're not really entertained by this anymore.
[00:02:50.880 --> 00:02:58.865]  It's getting quite old and it's getting to the point where we really can't look beyond your political activism to the entertainment that we pay you for.
[00:02:58.945 --> 00:03:03.869]  So there may be some actual repercussions for this, for these entertainers who are dropping out.
[00:03:04.445 --> 00:03:05.646]  We're getting partisan on this.
[00:03:05.686 --> 00:03:11.149]  We've got a singer who has a long career on Broadway.
[00:03:11.189 --> 00:03:14.050]  She performed for the Reagan inauguration.
[00:03:14.090 --> 00:03:15.271]  She performed for both Bushes.
[00:03:15.311 --> 00:03:16.752]  She performed for Clinton.
[00:03:16.812 --> 00:03:19.253]  She's performed for everybody essentially except for Obama.
[00:03:19.774 --> 00:03:21.014]  Interesting because she's black.
[00:03:21.194 --> 00:03:21.915]  Black entertainer.
[00:03:22.675 --> 00:03:28.438]  And she was going to perform for Donald Trump's inauguration until she got all of these threats against her.
[00:03:28.538 --> 00:03:29.359]  So she's dropped out.
[00:03:30.019 --> 00:03:30.780]  Also interesting
[00:03:31.998 --> 00:03:34.801]  I just said we're going to take a look at the double standard for John Lewis.
[00:03:35.281 --> 00:03:48.712]  I understand that he was a civil rights leader, and we have now people like Ben Sasse, a never-Trumper, people like Michael Steele, who was the former RNC head, and of course I saw him at the DNC when I was there.
[00:03:48.792 --> 00:03:49.833]  He was a rock star.
[00:03:50.353 --> 00:03:50.914]  For the DNC.
[00:03:50.954 --> 00:03:53.496]  I don't remember seeing any other Republicans there, interestingly enough.
[00:03:53.516 --> 00:04:01.542]  But anyway, he's coming out saying, don't go there Donald Trump, don't you dare criticize John Lewis because he was involved 50 years ago in the Civil Rights Movement.
[00:04:01.582 --> 00:04:03.083]  Well, what has he done lately?
[00:04:03.123 --> 00:04:03.744]  That's the point.
[00:04:04.024 --> 00:04:11.890]  And if he is acting as a political figure, if he's advocating policies that we're against, remember he was the one who led the sit-in
[00:04:12.933 --> 00:04:20.708]  On the floor of the House after the shooting in Orlando, trying to get more gun control.
[00:04:20.729 --> 00:04:24.696]  If he's going to get involved in policies that we don't agree with, he's not immune from being criticized.
