[00:00:18.717 --> 00:00:20.438]  Welcome to the Infowars Nightly News.
[00:00:20.538 --> 00:00:21.259]  I'm David Knight.
[00:00:21.399 --> 00:00:22.720]  It's Tuesday, March 28th, 2017.
[00:00:22.940 --> 00:00:25.302]  Here are our top stories.
[00:00:28.264 --> 00:00:28.684]  Tonight.
[00:00:30.245 --> 00:00:40.032]  Years after inventing the Internet, globalist puppet Al Gore re-emerges to debut his sequel to An Inconvenient Truth.
[00:00:40.312 --> 00:00:45.215]  And this time he blames climate change on Brexit?
[00:00:45.956 --> 00:00:46.116]  Then.
[00:00:47.293 --> 00:00:55.961]  The establishment left wants you to believe that Team Trump and InfoWars colluded with the Russians to undermine the U.S.
[00:00:56.041 --> 00:00:57.322]  presidential election.
[00:00:57.722 --> 00:01:08.292]  But now it is the mainstream media who remains silent while Russia threatens to release a stockpile of Obama's dirty little secrets.
[00:01:15.791 --> 00:01:20.232]  All that plus much more up next on the InfoWars Nightly News.
[00:01:30.347 --> 00:01:36.952]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.052 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:02.011 --> 00:03:06.513]  Today, President Trump signed executive orders that are going to change things at the EPA.
[00:03:06.533 --> 00:03:09.515]  Yeah, there's climate change going on, and it's at the EPA.
[00:03:09.835 --> 00:03:12.036]  It's not global, folks, but it's changing.
[00:03:12.056 --> 00:03:13.317]  The climate is changing in D.C.
[00:03:13.737 --> 00:03:20.441]  As USA Today puts it, energy independence and not climate change become the priority under President Trump's order.
[00:03:21.101 --> 00:03:31.671]  This executive order they said is a sweeping repudiation, let's hope so, of Obama-era environmental initiatives substituting a strategy of combating climate change through international cooperation.
[00:03:31.751 --> 00:03:32.992]  That was Obama's approach.
[00:03:33.232 --> 00:03:35.254]  Let's do international cooperation.
[00:03:35.534 --> 00:03:42.360]  No, what he was talking about was creating a new world government, a governing body that was going to control our economies.
[00:03:43.061 --> 00:03:46.563]  So they're substituting for that an America First energy policy.
[00:03:46.603 --> 00:03:58.331]  Trump said this is the start of a new era of American energy production that would restore economic freedom and allow our workers to thrive and compete and succeed on a level playing field for the first time in a long time.
[00:03:58.611 --> 00:04:04.335]  He spoke at a signing ceremony at the EPA today on stage with a dozen coal miners.
[00:04:04.395 --> 00:04:05.055]  Why coal miners?
[00:04:05.075 --> 00:04:09.158]  Well, as we all know, they were the ones that Obama and Hillary had targeted for extinction.
[00:04:09.898 --> 00:04:11.360]  So that's the problem with the EPA.
[00:04:11.940 --> 00:04:19.869]  The EPA left its mission of clean water, clean air, and they had to grow their empire, their bureaucracy, so they brought in climate change.
[00:04:20.737 --> 00:04:23.619]  And they have stepped over the line in so many different areas.
[00:04:23.639 --> 00:04:29.123]  It's one of the things that we were all very excited about, with Pruitt being selected as the man to run the EPA.
[00:04:29.163 --> 00:04:36.929]  As Attorney General in Oklahoma, he had fought the unlawful actions of the EPA as much, if not more so, than any other Attorney General.
[00:04:36.989 --> 00:04:40.752]  And so hopefully we're going to see these policies roll back, but there are still some questions.
[00:04:40.772 --> 00:04:42.273]  We'll get to those in just one moment.
[00:04:42.693 --> 00:04:45.836]  They said under Obama, federal agencies were required to plan for
[00:04:46.556 --> 00:04:51.424]  The effects of climate change and treat it as a national security issue.
[00:04:51.564 --> 00:04:52.706]  Well, you know, quite frankly, it is.
[00:04:53.564 --> 00:05:01.189]  Quite frankly, our economy is a national security issue, and if you're going to shut down the economy over unicorn farts, then that is a national security issue.
[00:05:01.970 --> 00:05:12.197]  And understand that as they subsidized the solar power industry, and again, solar power can be very effective in an off-the-grid situation, but they don't want it in an off-the-grid situation.
[00:05:12.717 --> 00:05:20.563]  They want it in a grid situation, which creates massive issues of storage to smooth out the ups and downs of power supply.
[00:05:21.519 --> 00:05:27.524]  And so because they want to keep control, because they want to have a centralized grid, solar power doesn't work even with their massive subsidies.
[00:05:27.584 --> 00:05:30.506]  None of these renewables do work on that kind of a basis.
[00:05:31.207 --> 00:05:38.913]  But they're going to shut things down anyway, and they made a move in the face of Fukushima, as Fukushima was creating all these problems that it still, to this day, is creating.
[00:05:38.933 --> 00:05:42.596]  Remember all the robots that have gone in and been killed by the radiation.
[00:05:42.636 --> 00:05:43.817]  What is it doing to the environment?
[00:05:43.837 --> 00:05:45.279]  Well, the environmentalists don't care.
[00:05:45.919 --> 00:05:48.481]  They're not concerned about nuclear energy.
[00:05:48.521 --> 00:05:53.824]  They're not concerned about the storage of spent nuclear reactors or the fuel rods.
[00:05:53.924 --> 00:05:56.625]  They're only concerned about carbon dioxide.
[00:05:57.506 --> 00:06:04.730]  Also at the ceremony was Vice President Pence, along with Secretary of Energy Rick Perry, an Interior Secretary, and the EPA Administrator.
[00:06:04.770 --> 00:06:08.052]  They said, said Pence, the war on coal is over.
[00:06:08.072 --> 00:06:11.955]  And of course that was the word that was pronounced by both Hillary Clinton and Barack Obama.
[00:06:12.455 --> 00:06:13.896]  But listen to this quote from Al Gore.
[00:06:13.936 --> 00:06:20.142]  He says, a misguided step away from a sustainable carbon-free future for ourselves and our generations to come.
[00:06:20.182 --> 00:06:21.103]  He said that's what this is.
[00:06:21.604 --> 00:06:24.547]  A misguided step away from a carbon-free future.
[00:06:25.207 --> 00:06:25.988]  Well listen, idiot.
[00:06:26.568 --> 00:06:29.731]  If you have a carbon-free future, all the plants and animals will die.
[00:06:29.792 --> 00:06:33.055]  Carbon dioxide is what plants need to exist.
[00:06:33.475 --> 00:06:36.017]  We don't want a carbon-free future for the
[00:06:36.638 --> 00:06:38.059]  Scientifically illiterate out there.
[00:06:38.099 --> 00:06:46.946]  James Dellenpole pointed this out last week that Al Gore is going around selling his new movie saying that Brexit was a product of climate change.
[00:06:47.206 --> 00:06:50.109]  What is the perverted logic line here that he's got?
