[00:00:22.441 --> 00:00:24.121]  Welcome to NFO Wars Nightly News.
[00:00:24.221 --> 00:00:24.982]  I'm David Knight.
[00:00:25.102 --> 00:00:26.342]  It's Monday, April 3rd, 2017.
[00:00:26.582 --> 00:00:30.283]  Here are our top stories.
[00:00:31.503 --> 00:00:37.385]  Tonight, a warning to the world from a North Korean defector.
[00:00:37.705 --> 00:00:41.866]  Kim Jong-un is almost capable of striking the U.S.
[00:00:42.146 --> 00:00:43.426]  with nuclear weapons.
[00:00:43.966 --> 00:00:45.207]  So be ready.
[00:00:46.027 --> 00:00:50.828]  Then, military scientists say they might have a cure for PTSD.
[00:00:52.521 --> 00:00:57.324]  Soldiers' memories could be erased in a real-life total recall.
[00:00:57.824 --> 00:01:01.566]  All that plus anti-Trump versus pro-Trump brawls.
[00:01:01.947 --> 00:01:03.648]  Yes!
[00:01:03.888 --> 00:01:09.491]  I have thought an awful lot about blowing up
[00:01:10.950 --> 00:01:14.677]  Protestors followed Trump supporters to their cars as they left the convention center.
[00:01:14.978 --> 00:01:20.107]  Around the corner and away from police protection on San Carlos Street, a mob mentality took over.
[00:01:20.207 --> 00:01:23.293]  That's up next on the Info Wars Nightly News.
[00:01:34.229 --> 00:01:39.552]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[00:01:39.712 --> 00:01:40.312]  I take this.
[00:01:40.553 --> 00:01:41.593]  My family takes this.
[00:01:41.673 --> 00:01:45.915]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[00:01:45.975 --> 00:01:50.178]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[00:01:50.558 --> 00:01:55.119]  If I ever forget to take them, I have a noticeable difference.
[00:01:55.199 --> 00:01:56.259]  I don't feel good.
[00:01:56.339 --> 00:01:59.840]  The nascent iodine is one of the ones that was life-changing for me.
[00:02:00.100 --> 00:02:02.741]  Yeah, I actually have just run out of my Super Female.
[00:02:02.781 --> 00:02:08.102]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[00:02:08.582 --> 00:02:10.942]  Very exciting, feeling great, looking good.
[00:02:11.543 --> 00:02:14.983]  And I know my hair is luxurious once again.
[00:02:15.063 --> 00:02:17.264]  So, obviously, the Super Female is amazing.
[00:02:17.304 --> 00:02:17.664]  I love it.
[00:02:17.824 --> 00:02:20.427]  Nascent Iodine is essential.
[00:02:20.628 --> 00:02:21.609]  Survival Shield X2.
[00:02:21.649 --> 00:02:27.276]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[00:02:27.296 --> 00:02:29.238]  It's got a five-star rating.
[00:02:29.479 --> 00:02:30.260]  It's a win-win.
[00:02:30.720 --> 00:02:31.521]  Infowarslife.com.
[00:03:22.079 --> 00:03:24.440]  Tonight begins a new era for the nightly news.
[00:03:24.480 --> 00:03:28.441]  We've previously recorded the nightly news in the hour or two before it airs.
[00:03:28.561 --> 00:03:33.443]  Now we're going to go live every night so we can bring you the latest breaking news.
[00:03:33.483 --> 00:03:43.506]  Now today we had Donald Trump talking about what will happen with Korea if China fails to help us, but we also had some revelations from a North Korean defector.
[00:03:44.006 --> 00:03:49.348]  Talking to Lester Holt, he said the world should be ready for what Kim Jong-un is capable of doing.
[00:03:49.708 --> 00:03:57.354]  A senior North Korean defector told NBC News the country's desperate dictator is prepared to use nuclear weapons to strike the United States and its allies.
[00:03:57.874 --> 00:04:02.078]  Tae Yong-ho is the most high-profile North Korean defector in two decades.
[00:04:02.538 --> 00:04:07.682]  In other words, they say, he can give a new rare insight into the authoritarian regime.
[00:04:07.702 --> 00:04:12.926]  Of course, we can all see the unhinged Kim Jong-un video after video.
[00:04:13.346 --> 00:04:16.649]  But according to him, he says once he sees any sign of even a tank,
