[00:00:05.224 --> 00:00:09.206]  Waging war on corruption.
[00:00:09.466 --> 00:00:11.227]  It's Alex Jones.
[00:00:25.191 --> 00:00:26.032]  It's Super Bowl 51.
[00:00:26.152 --> 00:00:31.599]  We're going to be telling you who the winner is before it's even announced, before the game's even played.
[00:00:32.099 --> 00:00:33.541]  That's tongue-in-cheek, but that's coming up.
[00:00:33.561 --> 00:00:37.926]  We're going to get into this federal court trying to block Trump and a lot more.
[00:00:38.026 --> 00:00:40.269]  Key transmissions, several guests as well.
[00:00:40.689 --> 00:00:43.833]  But first, another riveting, piercing report from John Bowne.
[00:00:45.401 --> 00:00:46.962]  I want to tell everybody something right now.
[00:00:46.982 --> 00:00:53.725]  I want to tell all the fake libertarians, all the fake conservatives, and all the never-Trumpers something.
[00:00:53.765 --> 00:00:54.865]  I'm not talking to liberals right now.
[00:00:55.285 --> 00:00:56.966]  Brainwashed zombies, they don't listen.
[00:00:57.186 --> 00:00:59.047]  They just scream, KKK, go away!
[00:00:59.167 --> 00:01:00.047]  KKK, go away!
[00:01:00.308 --> 00:01:00.888]  No Trump!
[00:01:01.308 --> 00:01:02.408]  No KKK!
[00:01:02.428 --> 00:01:03.889]  No fascist USA!
[00:01:03.929 --> 00:01:05.510]  This checkpoint is closed!
[00:01:05.610 --> 00:01:07.151]  This checkpoint is closed!
[00:01:07.171 --> 00:01:08.911]  This checkpoint is closed!
[00:01:08.951 --> 00:01:10.292]  This checkpoint is closed!
[00:01:13.724 --> 00:01:14.285]  So who are you with?
[00:01:14.886 --> 00:01:15.427]  I'm not.
[00:01:15.507 --> 00:01:15.707]  What?
[00:01:15.787 --> 00:01:16.308]  What's that?
[00:01:16.568 --> 00:01:18.230]  I'm not going to let you take the video.
[00:01:18.370 --> 00:01:24.658]  This looks like political violence designed to squelch opinions the perpetrators of that violence disagree with.
[00:01:25.099 --> 00:01:25.920]  Am I reading it correctly?
[00:01:26.770 --> 00:01:27.711]  That's exactly what it is.
[00:01:27.751 --> 00:01:40.240]  And what's particularly scary and particularly, should be particularly troubling, it's not only happening on an American college campus, you know, supposedly in the land of the free, you know, these are these places where you should be able to engage with different, like, places where you should be able to hear speakers.
[00:01:40.320 --> 00:01:44.283]  And students who come to my talks who don't necessarily agree with me, but just want to hear the other side.
[00:01:44.563 --> 00:01:51.849]  I want to talk to people who claim they're acting for the Second Amendment, and claim they're for sovereignty, and all the rest of it, who still can't
[00:01:52.689 --> 00:02:03.455]  Admit they were wrong about Trump and come up to me on the street or in emails I get or comments I see on YouTube, oh yeah Alex, what about Goldman Sachs?
[00:02:03.795 --> 00:02:09.097]  This is a whole cabinet full of rich guys and gals who I'm sure have lots of favors in there.
[00:02:09.197 --> 00:02:17.742]  As long as Trump goes out and actually gets people that know how to guide him through the globalist wilderness, like Lewis and Clark,
[00:02:18.622 --> 00:02:23.807]  And as long as it's our anti-New World Order, pro-America, pro-human agenda that gets done, I'm all for it.
