[00:00:18.803 --> 00:00:20.485]  Welcome to the Infowars Nightly News.
[00:00:20.606 --> 00:00:21.186]  I'm David Knight.
[00:00:21.226 --> 00:00:22.408]  It's Tuesday, June 13th, 2017.
[00:00:22.468 --> 00:00:23.349]  Here are our top stories.
[00:00:29.778 --> 00:00:42.247]  The President's Attorney General vigorously denies any and all allegations of Russian collusion during a powerful testimony today that set the record straight.
[00:00:42.727 --> 00:00:55.997]  And the suggestion that I participated in any collusion, that I was aware of any collusion with the Russian government to hurt this country, which I have served with honor for 35 years,
[00:00:58.383 --> 00:01:05.425]  Or to undermine the integrity of our democratic process is an appalling and detestable lie.
[00:01:05.525 --> 00:01:16.467]  For half a year, the Democratic Party and their surrogates in the mainstream media have not stopped obsessing over their delusional conclusion of Trump collusion.
[00:01:16.747 --> 00:01:21.108]  All that plus much more, up next on the InfoWars Nightly News.
[00:01:30.595 --> 00:01:33.936]  The globalist social engineers are not just targeting us with propaganda.
[00:01:34.056 --> 00:01:36.317]  They are manipulating our genetics.
[00:01:36.497 --> 00:01:44.881]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:01:45.121 --> 00:01:48.462]  The key is to be aware of this attack and to fight back against it.
[00:01:48.623 --> 00:01:56.666]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic
[00:01:56.986 --> 00:02:06.533]  Super Male Vitality Formula sourced from powerful organic herbs harvested around the planet and then concentrated for maximum potency.
[00:02:06.754 --> 00:02:08.655]  I've always believed in nutrition and herbs.
[00:02:08.995 --> 00:02:16.541]  Super Male Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:02:16.921 --> 00:02:23.103]  Supermail Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:02:23.403 --> 00:02:30.326]  Visit InfoWarsLife.com today to secure your Supermail Vitality and other powerful products from InfoWars Life.
[00:02:30.578 --> 00:02:34.380]  Check out these amazing deals at InfoWarsStore.com.
[00:02:34.400 --> 00:02:43.505]  25% off BioTrue Selenium, a powerful antioxidant and back in stock super blue fluoride free toothpaste.
[00:02:43.705 --> 00:02:45.587]  Now 33% off.
[00:02:45.727 --> 00:02:54.512]  And while you're there, check out the Total Oral Care Pack, which combines our organic mouthwash with the amazing super blue toothpaste.
[00:02:54.732 --> 00:02:56.673]  Now 37% off.
[00:02:56.933 --> 00:03:00.095]  All available right now at InfoWarsStore.com.
[00:03:11.510 --> 00:03:15.052]  Tonight we have Act 2 of the Trump assassination.
[00:03:15.552 --> 00:03:16.233]  This is a play.
[00:03:16.813 --> 00:03:20.775]  We have a real play that's going on in New York City, in the park.
[00:03:21.295 --> 00:03:22.976]  And of course we'll talk about that here in just a moment.
[00:03:22.996 --> 00:03:29.560]  We've got Democrat drama queens and we've got Broadway actors and they're celebrating their little ritual assassination of Donald Trump.
[00:03:30.501 --> 00:03:34.443]  And they say it's a modern interpretation of the assassination of Julius Caesar.
[00:03:35.629 --> 00:03:37.911]  But it's not the Roman Senate, it's the U.S.
[00:03:37.931 --> 00:03:41.355]  Senate, where real modern assassination is playing out for real.
[00:03:42.276 --> 00:03:45.019]  And it's very fitting, I think, that it would take place in the U.S.
[00:03:45.299 --> 00:03:46.800]  Senate Intelligence Committee.
[00:03:47.561 --> 00:03:57.511]  These are the people, both Democrats and Republicans, who have repeatedly stuck the knife in the Bill of Rights, and it has bled out on the floor of their committee as they promoted
[00:03:58.092 --> 00:04:03.938]  The secret surveillance state that is now engaged in a coup along with mainstream media and the Democrats against Donald Trump.
[00:04:04.378 --> 00:04:05.639]  That's quite frankly what's going on.
[00:04:05.819 --> 00:04:14.307]  There's no investigation about the collusion between Comey and the individual, the British spy Christopher Steele, who created and floated out the dirty dossier.
[00:04:14.347 --> 00:04:15.368]  There's no investigation of that.
[00:04:15.408 --> 00:04:19.632]  There's no investigation of so many different issues and the involvement
[00:04:20.413 --> 00:04:25.498]  of the law enforcement and the surveillance community and political actions.
[00:04:25.618 --> 00:04:26.879]  That's the real story.
[00:04:27.220 --> 00:04:28.401]  The one that nobody is talking about.
[00:04:28.441 --> 00:04:31.864]  And of course destroying our liberties as well as they destroy the Constitution.
[00:04:31.884 --> 00:04:35.808]  You know it's also necessary to destroy the movement.
[00:04:36.368 --> 00:04:36.868]  Behind Trump.
[00:04:36.888 --> 00:04:39.110]  The movement to restore our national sovereignty.
[00:04:39.150 --> 00:04:46.815]  And it's also important for them to kill any alternative media that will get around their Operation Mockingbird government propaganda.
[00:04:46.835 --> 00:04:52.158]  But let's take a look first at the make-believe assassination that they've got going in Central Park.
[00:04:52.679 --> 00:04:55.421]  This is Public Theater's new Free Shakespeare in the Park.
[00:04:56.235 --> 00:05:03.738]  And the director, as this has become controversial, Variety says controversial Julius Caesar play opens to a standing ovation in Central Park.
[00:05:04.198 --> 00:05:10.521]  They say the director is going to stand behind his work despite withdrawal of funding support by Bank of America and Delta Airlines.
[00:05:10.541 --> 00:05:12.861]  We'll talk about the corporate sponsorship here in just a moment.
[00:05:13.562 --> 00:05:16.123]  He addressed a supportive, industry-heavy
[00:05:16.923 --> 00:05:26.871]  Group that included people like Alec Baldwin and many others who nobody outside their little bubble there in New York and Broadway would know or would care about.
[00:05:26.931 --> 00:05:30.194]  So there's a long list of people that Variety has here.
[00:05:30.234 --> 00:05:38.981]  You wouldn't recognize anybody but Alec Baldwin mainly because of the Saturday Night Live assassination attempts on Donald Trump's character that he is engaged on a regular basis.
[00:05:39.642 --> 00:05:45.446]  And of course this comes across really I think more as Saturday Night Live than Shakespeare.
[00:05:46.427 --> 00:05:55.117]  He says, the event here is not my show, the event here is the right-wing hate machine, they say, as they slash someone who looks like Donald Trump there on stage.
[00:05:55.197 --> 00:05:56.438]  You can see them attacking him.
[00:05:57.119 --> 00:06:03.045]  That's essentially kind of a metaphor for what's going on against the Trump administration in the real Senate in Washington.
[00:06:03.225 --> 00:06:05.968]  And of course the Democrats love to play that stuff out.
[00:06:06.489 --> 00:06:08.250]  Julius Caesar sports blonde hair.
[00:06:08.931 --> 00:06:19.241]  And he has long ties, mimics Trump's hand gestures, his wife speaks with a Slovenian accent similar to Melania, and there's nods to Pink Pussyhats on Twitter.
[00:06:19.781 --> 00:06:22.984]  I told you, it's more like Saturday Night Live than it is Shakespeare.
[00:06:23.225 --> 00:06:24.606]  This is what these people are doing.
[00:06:24.626 --> 00:06:25.967]  Let's talk about the corporate sponsorship.
[00:06:26.888 --> 00:06:30.812]  American Express says they're not going to pull funding for the New York City Public Theater.
[00:06:31.906 --> 00:06:34.268]  They're trying to have it both ways, points out the American Mirror.
[00:06:34.808 --> 00:06:45.236]  They don't want to offend liberal customers who see no problem with the content of a New York City play that depicts the assassination of President Trump, while also attempting to claim that its dollars are not going to support it.
[00:06:45.297 --> 00:06:48.159]  Sounds kind of like the funding of Planned Parenthood, doesn't it?
[00:06:48.499 --> 00:06:52.202]  We're going to continue to give money to Planned Parenthood, but not for abortions.
[00:06:52.562 --> 00:06:56.306]  Well, of course, all those funds are mixed together, and they point that out in the American Mirror.
[00:06:56.686 --> 00:07:03.672]  They say it's disingenuous for American Express to say that they want to clarify their sponsorship of the public theater.
[00:07:04.112 --> 00:07:12.660]  They do not fund this production of Shakespeare in the Park, nor do we condone this interpretation of the Julius Caesar play, but they will continue to fund the theater group.
[00:07:13.280 --> 00:07:27.426]  And as American Mirror points out, this is only slightly disingenuous because, as anyone with common sense knows, once the funds go to public theaters, coffers, or to Planned Parenthood, they mix together and can be used to fund any production or any abortion, as we should say.
[00:07:27.926 --> 00:07:30.628]  Now, the same thing is actually being said by Bank of America.
[00:07:30.828 --> 00:07:36.150]  Bank of America says, well, we're going to pull our funding for this play, but we're not going to pull our funding for the theater group.
[00:07:36.850 --> 00:07:39.872]  But they're getting credited with having pulled out.
[00:07:40.677 --> 00:07:45.681]  Whereas American Express is getting blamed or credited for staying in.
[00:07:46.202 --> 00:07:48.924]  I guess it's just because Bank of America maybe has a better PR department.
[00:07:49.265 --> 00:07:51.387]  Nevertheless, Delta Airlines has done the real thing.
[00:07:51.807 --> 00:07:54.589]  And remember that when it comes time to vote with your dollars.
[00:07:54.930 --> 00:08:00.915]  American Airlines withdrew their funding from this play from the New York City Public Theater.
[00:08:01.796 --> 00:08:02.777]  And as they point out,
[00:08:03.823 --> 00:08:09.534]  The Trump analogy, they say in Variety, doesn't hold up, however, once Caesar is assassinated on his way to the Senate.
[00:08:10.095 --> 00:08:10.475]  Oh, really?
[00:08:12.014 --> 00:08:12.434]  No, really?
[00:08:12.474 --> 00:08:14.176]  No, we're going to talk about that second act here.
[00:08:14.196 --> 00:08:22.221]  You know, Senator Paul actually said, not with an analogy to this theater in the park, but he actually said the Russian hearings are political theater.
[00:08:22.561 --> 00:08:23.082]  And it is true.
[00:08:23.442 --> 00:08:24.323]  It is political theater.
[00:08:24.723 --> 00:08:26.044]  It is a character assassination.
[00:08:26.324 --> 00:08:30.267]  It's an attempt to stall the Trump administration from getting anything done.
[00:08:30.307 --> 00:08:37.072]  It's an attempt to try to entrap members of the Trump administration and perhaps Donald Trump himself in some kind of a process crime or perjury.
[00:08:37.592 --> 00:08:45.015]  Even though we see that FBI Director, former FBI Director Comey committed perjury and testifying before the Senate.
[00:08:45.035 --> 00:08:47.055]  But of course, nobody's talking about doing anything to him.
[00:08:47.696 --> 00:08:52.157]  If that had happened with Senator Sessions or Attorney General Sessions today, believe me, they would have come after him.
[00:08:52.177 --> 00:08:55.399]  Now, Rand Paul said that this is simply a political operation.
[00:08:55.439 --> 00:08:56.499]  He said it's political theater.
[00:08:56.539 --> 00:08:58.980]  Really, those committees aren't getting anywhere.
[00:08:59.620 --> 00:09:03.101]  If there was really anything done wrong, it'll come out of the special counsel.
[00:09:03.121 --> 00:09:05.702]  My suspicion is that very little of anything will come out of there.
[00:09:05.742 --> 00:09:12.464]  There may be some people who didn't file their paperwork properly, or didn't file to be registered as foreign agents, but I kind of doubt there's going to be anything.
[00:09:12.964 --> 00:09:14.044]  Now, let's hold it right there.
[00:09:14.964 --> 00:09:25.227]  The guy who didn't register as a foreign agent, the organization that Christopher Steele worked for, the fusion organization, they did not register as a Russian agent.
[00:09:25.287 --> 00:09:27.888]  But of course, nobody is investigating that.
[00:09:29.025 --> 00:09:33.307]  The people who produced the dirty dossier were unregistered Russian agents, okay?
[00:09:33.787 --> 00:09:37.348]  They're not investigating Comey or the FBI's connection to them.
[00:09:38.069 --> 00:09:49.654]  And when we have Senator Grassley of the Judiciary Committee ask Comey for an explanation, he just simply ignored him and continued to lie, giving multiple explanations for his involvement there.
[00:09:49.934 --> 00:09:52.495]  Paul went on to say, however, he says it's kind of crazy.
[00:09:53.055 --> 00:09:59.500]  To allege that Attorney General Jeff Sessions, who is a hardliner on Russia, would have ties to the Putin government.
[00:09:59.720 --> 00:10:05.384]  He says it's kind of crazy to sort of say, oh, he must have been meeting with them in some secret deal with the Russians.
[00:10:05.665 --> 00:10:10.308]  I think there's a political operation going on here and I think they're dwelling too much on this stuff.
