[00:00:18.697 --> 00:00:20.578]  Welcome to the Info Wars Nightly News.
[00:00:20.618 --> 00:00:22.300]  It is Tuesday, March 14th, 2017.
[00:00:22.620 --> 00:00:25.903]  I'm Leanne McAdoo, and here's what's coming up tonight.
[00:00:29.205 --> 00:00:48.440]  Tonight, Pokemon Go looks a lot like the future of warfare, as the CIA's augmented reality comes complete with Imperial probe droids, who will take real-time, ground-level footage for spy satellites and Google Earth.
[00:00:51.411 --> 00:01:06.101]  Then, the Obama wiretap scandal deepens as intelligence sources now believe that the former president veered outside the chain of command to conduct illegal surveillance operations on Team Trump.
[00:01:07.862 --> 00:01:14.267]  All that plus Hillary Clinton wants Vice President Mike Pence to take over the White House.
[00:01:18.171 --> 00:01:21.007]  That's up next on the Info Wars Nightly News.
[00:01:30.347 --> 00:01:36.952]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.052 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:02.005 --> 00:03:02.274]  We're good.
[00:03:03.971 --> 00:03:08.554]  Well, here's another InfoWars conspiracy theory that has turned out to ring true.
[00:03:08.934 --> 00:03:19.662]  Now, remember when we were kind of making fun of everyone who was obsessed with this Pokemon game, saying, look, you guys are seriously helping the intelligence agencies build their geospatial intelligence?
[00:03:20.262 --> 00:03:20.923]  Well, guess what?
[00:03:21.263 --> 00:03:32.931]  Here at South by Southwest, there was actually a director of the Pentagon's Strategic Capabilities Office speaking to someone from Wired Magazine and said, the autonomous future of warfare
[00:03:33.431 --> 00:03:35.393]  Looks a lot like Pokemon Go.
[00:03:35.873 --> 00:03:41.958]  So this is Will Roper and he plays video games like the country's future depends on it.
[00:03:41.998 --> 00:03:42.778]  That's his job.
[00:03:43.439 --> 00:03:54.207]  And he says that he spends his days predicting how war will work in the not so distant future and develops the technological capabilities that will enable the American military to lead the way.
[00:03:54.787 --> 00:03:59.070]  And he says that they think that they have solved one of the toughest challenges for warfare and
[00:04:01.392 --> 00:04:07.677]  That is, how do you take amazingly complex information and make it so integrated with the person interacting with it?
[00:04:08.157 --> 00:04:12.660]  Well then, in comes Pokemon Go, or so they want us to think.
[00:04:13.221 --> 00:04:19.065]  Because as we have reported back in July of 2016, Pokemon Go was linked to a CIA company.
[00:04:19.605 --> 00:04:28.932]  But Roper is basically saying that he envisions a day when soldiers will be able to drop a digital marker on the battlefield that future deployments and faraway units could also see
[00:04:29.432 --> 00:04:35.438]  Similar to how Pokemon Go enables millions of strangers to spot the Jigglypuff in the middle of Times Square.
[00:04:36.640 --> 00:04:44.068]  They say perhaps augmented reality advances could help soldiers access a global map of the surrounding area in the lower corner of the field
[00:04:44.508 --> 00:04:51.309]  People who play a lot of first-person shooter games like Call of Duty would be familiar with what something like that would look like.
[00:04:52.390 --> 00:05:03.452]  So this is, of course, you know, I spoke a lot about this with Jade Helm and the building of the geospatial intelligence and how it was more so being able to get the soldiers to drop these pins.
[00:05:04.032 --> 00:05:05.472]  And then, of course, with Pokemon Go.
[00:05:05.512 --> 00:05:07.512]  I know Alex was really just raving about this.
[00:05:07.712 --> 00:05:10.253]  This is, of course, building a CIA database.
[00:05:11.133 --> 00:05:16.415]  And so it's basically turning millions of people's cell phones into imperial probe droids.
[00:05:16.916 --> 00:05:17.896]  So this was back in 2016.
[00:05:18.836 --> 00:05:26.340]  Kit Daniels did the report and said that the developer of Pokemon Go, Niantic Inc., was founded by John Hanke.
[00:05:26.920 --> 00:05:27.300]  We're good to go!
[00:05:51.564 --> 00:05:56.607]  Just like there is a massive political presence at South by Southwest now.
[00:05:56.667 --> 00:06:06.472]  They are all in with the tech and the innovation at South by Southwest, really trying to convince these developers to work with the government to help them stay ahead of the game.
[00:06:06.892 --> 00:06:17.418]  And of course, now they're really trying to have to work to rebuild the trust of those tech communities after it's been revealed in Vault 7 that they have been exploiting backdoor vulnerabilities.
[00:06:18.078 --> 00:06:19.078]  So this is...
[00:06:20.339 --> 00:06:35.314]  Easy to see why the CIA would have an interest in the software behind Pokemon Go, because Pokemon Go utilizes the player's camera and gyroscope to display the image of a Pokemon as though it were right there in your living room in the real world.
[00:06:35.654 --> 00:06:40.599]  And we said, basically, you're taking your phone and giving Google Earth, the CIA,
[00:06:41.980 --> 00:06:52.564]  Giving them access to all of the places that Google Earth isn't able to reach, like inside your apartment complex or inside of an office complex, in dark alleyways, in basements.
[00:06:52.944 --> 00:07:02.127]  So these are places where spy satellites, Google cars cannot reach, but they are convincing millions of people to, oh, hop over that fence there and catch them all.
[00:07:02.627 --> 00:07:06.189]  You know, so just people were just obsessed with this game.
[00:07:07.069 --> 00:07:19.838]  And Kit Daniels points out, for example, in the 2008 film The Dark Knight, Bruce Wayne intentionally places a backdoor into cell phones sold by his company to implement a citywide sonar grid.
[00:07:19.878 --> 00:07:25.963]  So there you have the movie basically showing you how this augmented reality software, how it all kind of works.
[00:07:26.643 --> 00:07:30.065]  In the early 2000s, In-Q-Tel invested in Keyhole Inc.
[00:07:30.485 --> 00:07:32.266]  This was a company founded by Hankey.
[00:07:32.626 --> 00:07:38.188]  They developed the 3D fly-by images of buildings and terrain from geospatial data that was collected by satellites.
[00:07:38.748 --> 00:07:45.431]  Keyhole was later purchased in 2004 by Google, and they turned that technology into Google Earth.
[00:07:46.051 --> 00:07:49.233]  And, of course, this is the CIA establishing In-Q-Tel.
[00:07:50.441 --> 00:07:59.548]  To go ahead and gobble up any new investment and identify any companies that they would be able to use their ingenuity to help build the arm of the government.
