[00:00:18.686 --> 00:00:20.447]  Welcome to Neo4war's Nightly News.
[00:00:20.527 --> 00:00:21.188]  I'm David Knight.
[00:00:21.228 --> 00:00:23.229]  It's Wednesday, April the 12th, 2017.
[00:00:24.170 --> 00:00:25.451]  Here are our top stories.
[00:00:28.953 --> 00:00:45.265]  Tonight, the neocons and the republicans go to war with each other as two upcoming special elections in the house have the GOP scrambling and Trump has his doubts about Steve Bannon?
[00:00:45.905 --> 00:00:56.250]  Then, migrants are being sold to the highest bidder as the open slave market in Libya brings in a tsunami of refugees from West Africa.
[00:00:56.430 --> 00:01:08.316]  Plus, a brutal arrest technique is caught on camera as a Fort Collins police officer slams a girl's face into the ground, giving her a concussion.
[00:01:08.457 --> 00:01:12.999]  But she's the one who's getting charged with third-degree assault.
[00:01:15.680 --> 00:01:20.025]  All that plus much more, up next on the Info Wars Nightly News.
[00:01:31.425 --> 00:01:36.730]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[00:01:36.910 --> 00:01:37.470]  I take this.
[00:01:37.750 --> 00:01:38.771]  My family takes this.
[00:01:38.871 --> 00:01:43.115]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[00:01:43.155 --> 00:01:47.619]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[00:01:47.759 --> 00:01:52.320]  If I ever forget to take them, I have a noticeable difference.
[00:01:52.400 --> 00:01:53.440]  I don't feel good.
[00:01:53.520 --> 00:01:57.041]  The nascent iodine is one of the ones that was life-changing for me.
[00:01:57.281 --> 00:01:59.922]  Yeah, I actually have just run out of my Super Female.
[00:01:59.982 --> 00:02:05.304]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[00:02:05.764 --> 00:02:08.184]  Very exciting, feeling great, looking good.
[00:02:08.744 --> 00:02:12.145]  And I know my hair is luxurious once again.
[00:02:12.265 --> 00:02:14.446]  So, obviously, the Super Female is amazing.
[00:02:14.506 --> 00:02:14.866]  I love it.
[00:02:15.026 --> 00:02:17.629]  Nascent Iodine is essential.
[00:02:17.829 --> 00:02:18.810]  Survival Shield X2.
[00:02:18.851 --> 00:02:24.778]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[00:02:24.798 --> 00:02:26.420]  It's got a five-star rating.
[00:02:26.680 --> 00:02:28.882]  It's a win-win in fullwarslife.com.
[00:03:03.942 --> 00:03:11.247]  Last night there was a special election to replace Pompeo, Congressman Pompeo, who has now become the CIA director appointed by Donald Trump.
[00:03:11.667 --> 00:03:14.550]  Now the interesting thing about this race, it was won by the Republican.
[00:03:15.498 --> 00:03:18.399]  What was interesting was how close this race was.
[00:03:18.899 --> 00:03:21.179]  Is there trouble with the GOP base?
[00:03:21.339 --> 00:03:24.600]  They point out the victory Tuesday night did not come as easily as many expected.
[00:03:25.060 --> 00:03:26.360]  This is a deep red state.
[00:03:26.400 --> 00:03:28.860]  Now this was a victory with 7 percentage points.
[00:03:29.521 --> 00:03:35.142]  But remember this is a district where Pompeo won election just last November by 31 points.
[00:03:35.462 --> 00:03:37.642]  Trump won there by 27 points.
[00:03:37.682 --> 00:03:42.183]  They point out Republicans outnumber Democrats by 2 to 1 in this district.
[00:03:42.463 --> 00:03:43.204]  We're good to go.
[00:04:00.260 --> 00:04:09.445]  At the last minute, and they had the National Republican Congressional Caucus flooding television with abortion ads that were aimed at the Democrat opponent.
[00:04:09.566 --> 00:04:17.510]  Nice to point out the flurry of this activity from National Republicans in an usually safe Republican seat attracted national attention.
[00:04:17.670 --> 00:04:26.075]  And next Tuesday, we have some more elections to fill people who have been moved to Washington to take place in the Trump administration.
[00:04:26.435 --> 00:04:28.897]  There are going to be some elections in Georgia.
[00:04:29.477 --> 00:04:39.841]  In the 6th district, and they say that this is going to be pretty much an all-party race, and there's a lot of concern about this, that it might go in any direction.
[00:04:39.881 --> 00:04:41.601]  This is an even riskier race.
[00:04:42.242 --> 00:04:43.102]  Why is this happening?
[00:04:43.762 --> 00:04:47.083]  Well, it's because we're seeing a lot of infighting within the GOP House.
[00:04:47.143 --> 00:04:50.004]  We're seeing a lot of infighting in the White House administration.
[00:04:50.325 --> 00:04:52.505]  People are concerned about the agenda.
[00:04:53.026 --> 00:04:53.726]  As the Hill puts it,
[00:04:54.673 --> 00:04:57.834]  GOP infighting is imperiling their agenda.
[00:04:57.894 --> 00:05:06.255]  They said three months into the new Congress some Republicans are fearful that their failure to repeal Obamacare could spell doom for the rest of President Trump's legislative agenda.
[00:05:06.635 --> 00:05:14.877]  Some Capitol Hill Republicans have envisioned a nightmare scenario for 2017 and 2018 when the midterm elections will happen.
[00:05:15.237 --> 00:05:17.158]  What if there's no Obamacare repeal?
[00:05:17.598 --> 00:05:19.278]  What if there is no tax reform?
[00:05:19.318 --> 00:05:23.839]  What if there's no trillion dollar infrastructure bill or maybe even no border wall?
[00:05:24.594 --> 00:05:28.378]  They say it's a striking change from Election Day, where everybody said they were going to go big and go bold.
[00:05:29.018 --> 00:05:33.122]  And we look at the focus of this, and of course it still goes back to Obamacare.
[00:05:33.683 --> 00:05:37.786]  And there was a comment about Mark Meadows, who is head of the House Freedom Caucus.
[00:05:37.806 --> 00:05:44.132]  Remember that the establishment Republicans, Paul Ryan and others, went to war with the House Freedom Caucus, who stood firmly
[00:05:44.853 --> 00:05:45.113]  I don't know.
[00:06:04.733 --> 00:06:12.235]  President Trump, under the bus as a candidate, when the Billy Bush tape came out, he said, forget him, save yourselves, he's not going to make it, just work on your own stuff.
[00:06:12.255 --> 00:06:24.959]  Whereas, Mark Meadows specifically, the same people that Trump has gone to war with over this, were the ones who stood by him and said, the only way that we're going to get this agenda that we've been promising the American people is if we get a President Trump and he stands with us.
[00:06:25.399 --> 00:06:34.954]  So now we've got an anonymous congressman on the house saying that Mark Meadows is quote a pathological liar who isn't interested in getting to a yes vote.
[00:06:35.235 --> 00:06:36.697]  Now he said that anonymously.
[00:06:37.500 --> 00:06:42.981]  But another person who is a member of the House Freedom Caucus, Raul Labrador from Idaho, said this.
[00:06:43.661 --> 00:06:45.542]  He said, Meadows is a man of integrity.
[00:06:46.062 --> 00:07:02.506]  When members of Congress resort to personal attacks while hiding behind anonymity, it's usually because their position is weak in the first place and they're getting heat back home for not keeping the promises that they made to their constituents in order to get elected.
[00:07:03.246 --> 00:07:03.706]  He nailed it.
[00:07:04.127 --> 00:07:05.688]  That's exactly what is going on.
[00:07:05.828 --> 00:07:16.535]  These people who don't want to produce on what they ran on are now trying to attack the individuals who are trying to stand with their campaign promises to repeal Obamacare.
[00:07:16.835 --> 00:07:19.898]  It's not enough to adjust it around the edges.
[00:07:20.638 --> 00:07:23.080]  You can't say we're going to leave the mandates in place.
[00:07:23.100 --> 00:07:24.601]  That's what the essential health benefits are.
[00:07:24.621 --> 00:07:25.602]  You can't say you're going to do that.
[00:07:25.642 --> 00:07:28.785]  Just put lipstick on it and expect people to fall for that.
[00:07:28.805 --> 00:07:29.606]  We're not going to fall for that.
[00:07:29.646 --> 00:07:31.567]  We've been lied to too many times by the Republicans.
[00:07:32.028 --> 00:07:39.194]  Justin Amash said we either need a new change in direction from this speaker or we need a new speaker.
[00:07:39.954 --> 00:07:42.496]  And I think one of the things that's very interesting is this Paul Ryan bill.
[00:07:42.637 --> 00:07:47.721]  Remember the Obamacare bill was AHCA, Affordable Health Care Act.
[00:07:48.848 --> 00:07:51.151]  The Republicans came up with a great new idea.
[00:07:51.611 --> 00:07:54.275]  They called it the American Health Care Act.
[00:07:54.515 --> 00:07:56.678]  It's still called AHCA.
