[00:00:18.752 --> 00:00:20.653]  Welcome to the Info Wars Nightly News.
[00:00:20.693 --> 00:00:22.634]  It is Tuesday, May 2nd, 2017.
[00:00:23.375 --> 00:00:25.636]  I'm Leanne McAdoo, and here is what's coming up tonight.
[00:00:28.478 --> 00:00:38.344]  Tonight, in a powerful and emotional interview, an ex-banker talks about his experience with Luciferians and child sacrifice rituals.
[00:00:39.358 --> 00:00:46.305]  If you Google this, you'll find enough worldwide witness accounts to know this isn't a Walt Disney fairy tale.
[00:00:47.025 --> 00:00:52.731]  Unfortunately, the truth is, that worldwide they have been doing this for thousands of years.
[00:00:53.760 --> 00:01:04.109]  Also, more George Soros ties, as it is revealed that Jared Kushner has loans tied to George Soros, dealings in which he did not disclose.
[00:01:04.489 --> 00:01:12.896]  Meanwhile, highlights from the Communist May Day protests, as protesters got violent and displayed their ignorance on current events.
[00:01:12.936 --> 00:01:16.620]  The term snowflake comes from Nazi Germany, when they would burn the Jews.
[00:01:16.840 --> 00:01:20.303]  All that and more, tonight on the InfoWars Nightly News.
[00:01:31.425 --> 00:01:36.730]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[00:01:36.910 --> 00:01:37.470]  I take this.
[00:01:37.750 --> 00:01:38.771]  My family takes this.
[00:01:38.871 --> 00:01:43.115]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[00:01:43.155 --> 00:01:47.619]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[00:01:47.759 --> 00:01:52.320]  If I ever forget to take them, I have a noticeable difference.
[00:01:52.400 --> 00:01:53.440]  I don't feel good.
[00:01:53.520 --> 00:01:57.041]  The nascent iodine is one of the ones that was life-changing for me.
[00:01:57.281 --> 00:01:59.922]  Yeah, I actually have just run out of my Super Female.
[00:01:59.982 --> 00:02:05.304]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[00:02:05.764 --> 00:02:08.184]  Very exciting, feeling great, looking good.
[00:02:08.744 --> 00:02:12.145]  And I know my hair is luxurious once again.
[00:02:12.265 --> 00:02:14.446]  So, obviously, the Super Female is amazing.
[00:02:14.506 --> 00:02:14.866]  I love it.
[00:02:15.026 --> 00:02:17.629]  Nascent Iodine is essential.
[00:02:17.829 --> 00:02:18.810]  Survival Shield X2.
[00:02:18.851 --> 00:02:24.778]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[00:02:24.798 --> 00:02:26.420]  It's got a five-star rating.
[00:02:26.680 --> 00:02:28.882]  It's a win-win in fullwarslife.com.
[00:03:01.581 --> 00:03:05.703]  Well, I decided to start the news with the most shocking thing that I read today.
[00:03:05.804 --> 00:03:13.568]  Paul Joseph Watson has the story of an ex-banker who claims that he was invited to take part in child sacrifice rituals.
[00:03:14.129 --> 00:03:17.230]  Now, this is former Dutch banker Ronald Bernard.
[00:03:17.591 --> 00:03:26.156]  He gave a sit-down interview in which he claims that he was invited by members of the financial elite to participate in child sacrifice rituals.
[00:03:26.636 --> 00:03:28.337]  He was a successful entrepreneur.
[00:03:28.397 --> 00:03:31.618]  He ran a number of businesses before entering this world of finance.
[00:03:32.079 --> 00:03:38.242]  Upon doing so, he says he was told by his peers to put his conscience in the freezer.
[00:03:38.782 --> 00:03:42.664]  He said he was training to become a psychopath and he failed.
[00:03:43.204 --> 00:03:51.388]  And this is a 30-minute interview, but Watson only posted about a three-minute excerpt of this in which he talks about
[00:03:52.348 --> 00:03:57.991]  Being asked by these elitists to join in on a child sacrifice.
[00:03:58.091 --> 00:04:00.332]  Up until then, it was kind of all fun and games.
[00:04:00.372 --> 00:04:01.832]  He was going to these elite parties.
[00:04:01.872 --> 00:04:05.114]  There was a bunch of naked women running around and he thought, this is great!
[00:04:06.414 --> 00:04:12.597]  But, you know, they were really kind of gaming him into this ideology that the people out there are just useless parasites.
