[00:00:18.871 --> 00:00:20.735]  Welcome to the Info Wars Nightly News.
[00:00:20.775 --> 00:00:25.024]  It is Tuesday, February 21st, 2017 and I'm Leanne McAdoo.
[00:00:25.164 --> 00:00:26.146]  Here's what's coming up tonight.
[00:00:31.013 --> 00:00:39.059]  InfoWars is under attack and we have been banned from one of the largest advertisement platforms in the world.
[00:00:39.279 --> 00:00:43.261]  That's because of our political support of President Donald Trump.
[00:00:43.522 --> 00:00:47.864]  This is an unprecedented attack on the Liberty Movement and free speech.
[00:00:48.565 --> 00:00:51.527]  You can bet your ass we're about to fight back.
[00:00:51.667 --> 00:00:54.188]  Man, I don't care if somebody breaks into my car and steals my stereo.
[00:00:54.508 --> 00:00:55.929]  It's not that it's a $200 stereo.
[00:00:55.949 --> 00:00:56.989]  It's my windows knocked out.
[00:00:57.209 --> 00:00:58.169]  They violated me.
[00:00:58.209 --> 00:00:58.730]  I'm pissed.
[00:00:59.170 --> 00:01:03.071]  I am 50 times more pissed about this because they're trying to steal my birthright.
[00:01:03.331 --> 00:01:12.615]  Meanwhile, Reddit is now blocking pro-Trump forums from its homepage as the establishment's crackdown on the First Amendment accelerates.
[00:01:16.456 --> 00:01:20.858]  All that plus much more, up next on the InfoWars Nightly News.
[00:01:30.350 --> 00:01:36.955]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.055 --> 00:01:44.720]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.040 --> 00:01:55.747]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:05.652 --> 00:03:14.586]  Info Wars is one of the primary driving factors behind the biggest upset to the New World Order in decades, the election of President Donald Trump.
[00:03:15.006 --> 00:03:21.115]  Now, those globalists want to make it be known that we may have won the battle, but they are still fighting the war.
[00:03:21.496 --> 00:03:21.696]  This is
[00:03:37.105 --> 00:03:37.485]  We're good.
[00:04:00.576 --> 00:04:03.439]  This is their own words in the flyer that they sent to us.
[00:04:03.559 --> 00:04:06.041]  This was due to our support of Donald J. Trump.
[00:04:06.682 --> 00:04:08.444]  They said it was because we are political.
[00:04:08.524 --> 00:04:10.386]  It's political content on our website.
[00:04:10.706 --> 00:04:14.710]  This is an unprecedented attack on the Liberty Movement and free speech.
[00:04:15.130 --> 00:04:18.673]  Now, this is a platform that InfoWars has utilized over the years.
[00:04:18.734 --> 00:04:25.280]  This is something that we're able to use to promote our high quality products to millions across the web.
[00:04:25.800 --> 00:04:28.844]  And it's those high quality products, of course, is what we use.
[00:04:29.464 --> 00:04:31.246]  That's our main source of our self funding.
[00:04:31.567 --> 00:04:37.613]  And now they have cut off a supply line that we use to promote that to people out there in the world by the million.
[00:04:37.653 --> 00:04:39.035]  So this is a critical blow.
[00:04:39.055 --> 00:04:46.623]  And so in response, we've launched a massive Defend InfoWars special that's going on at InfoWarsStore.com right now.
[00:04:47.043 --> 00:04:53.068]  Tomorrow we're going to be launching the Defense of Liberty 13-hour special broadcast starting at 11 a.m.
[00:04:53.128 --> 00:04:53.488]  Central.
[00:04:53.768 --> 00:05:02.195]  We're going to go all the way till midnight, but this is a time to fight back, to let them know that they might try to dismantle us, but we are not going to take this lying down.
[00:05:02.495 --> 00:05:06.198]  But this is an all-out assault all across the web.
[00:05:06.238 --> 00:05:08.840]  We are seeing any dissenting opinion being taken out.
[00:05:09.680 --> 00:05:15.664]  Just for instance, Reddit is now blocking pro-Trump forum from the new visitor's homepage.
[00:05:15.684 --> 00:05:25.410]  So if you're a new visitor, a visitor there, you're not even going to see the Donald appear on the discussion sites Popular or All, anything that's very...
[00:05:26.491 --> 00:05:40.401]  Trending anyone who's a visitor to the site is not even gonna see this very popular community and the CEO Steve Huffman says that is they're cracking down on toxic users and poorly behaving Communities he announced that last November.
[00:05:40.461 --> 00:05:54.911]  This is of course just in a line with what Twitter is saying as well is that they're gonna start Pushing tweets down that are low quality whatever that means but what we've seen is that this is an assault on conservatives mainly and people with any dissenting opinion on
[00:05:55.211 --> 00:06:01.595]  People who are not ashamed to speak out against Hillary Clinton or this globalist agenda.
[00:06:01.675 --> 00:06:04.516]  People who are pro-Trump in support of the Trump agenda.
[00:06:04.797 --> 00:06:07.938]  These are people who are being silenced, wiped away altogether.
[00:06:08.238 --> 00:06:09.999]  They're being sent down the memory hole.
[00:06:10.480 --> 00:06:14.222]  But as Owen Schroer is about to point out, in some cases it's definitely backfiring.
[00:06:15.472 --> 00:06:24.095]  Ladies and gentlemen, the power structure and the internet control grid are in an all-out assault right now against InfoWars.com.
[00:06:24.375 --> 00:06:34.319]  The latest bombshell story, which is on InfoWars.com right now, major ad agency suspends InfoWars over support for Trump discriminatory move based on political content of website.
[00:06:34.699 --> 00:06:44.723]  Major advertising agency AdRoll has suspended its syndication of Infowars product ads across millions of websites and platforms due to our support for Donald Trump.
[00:06:45.223 --> 00:06:49.665]  This is an attempt to cut our revenue, cut our exposure,
[00:06:50.485 --> 00:06:57.132]  And to cut or to delegitimize ourselves as a news source.
