[00:00:18.769 --> 00:00:20.490]  Welcome to the Infowars Nightly News.
[00:00:20.770 --> 00:00:23.332]  I'm David Knight, and it's Monday, February the 20th, 2017.
[00:00:23.572 --> 00:00:25.993]  Here are our top stories.
[00:00:28.975 --> 00:00:39.861]  Tonight, America has a new National Security Advisor, and the establishment left has a new character to assassinate.
[00:00:40.221 --> 00:00:48.286]  Meanwhile, Vice President Pence joins the dark side in his unwavering commitment to support NATO.
[00:00:50.455 --> 00:01:02.022]  Then, less than a week after the Day Without Immigrants walkout demonstration, progressives have now launched an I Am a Muslim Too rally in Times Square.
[00:01:02.262 --> 00:01:10.767]  And lo and behold, Chelsea Clinton joined the protest with her two-year-old daughter in solidarity for Muslim immigrants.
[00:01:16.354 --> 00:01:20.488]  All that plus much more up next on the InfoWars Nightly News.
[00:01:30.327 --> 00:01:36.952]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.052 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:05.649 --> 00:03:09.111]  Today, Donald Trump announced his replacement for General Flynn.
[00:03:09.251 --> 00:03:10.131]  It's H.R.
[00:03:10.272 --> 00:03:10.892]  McMaster.
[00:03:11.112 --> 00:03:13.253]  As the LA Times points out, he's an Army strategist.
[00:03:13.914 --> 00:03:16.475]  He's the new National Security Advisor.
[00:03:17.135 --> 00:03:25.120]  And of course, this is a replacement for Flynn, who last week we saw was taken out in a political assassination by the CIA, the Washington Post, and perhaps
[00:03:25.700 --> 00:03:26.600]  Vice President Pence.
[00:03:26.620 --> 00:03:27.761]  We'll talk more about that later.
[00:03:27.881 --> 00:03:41.904]  McMaster has served since July 2014 as director of the Army Capabilities Integration Center, but he's perhaps best known as the author of a 1997 book, Dereliction of Duty, that explores the military's responsibility for the U.S.
[00:03:41.964 --> 00:03:43.865]  failure during the Vietnam War.
[00:03:44.565 --> 00:03:47.746]  As we look at this and the descriptions of this, I think it may
[00:03:49.110 --> 00:03:53.212]  Give us an interesting insight into the man and what his role in the Trump administration may be.
[00:03:53.952 --> 00:04:03.576]  Of course, a subtitle to this book, Dereliction of Duty, is Lyndon Johnson, Robert McNamara, the Joint Chiefs of Staff, and the lies that led to Vietnam.
[00:04:04.077 --> 00:04:06.738]  And of course, we know from the documentary, The Fog of War, we saw
[00:04:07.698 --> 00:04:12.842]  Robert McNamara before he died admitting that the Gulf of Tonkin was a false flag.
[00:04:12.922 --> 00:04:16.504]  That in fact there had been no attack, but that was only the beginning of the lies.
[00:04:16.544 --> 00:04:20.867]  McMaster went on to look at what was going on within the administration.
[00:04:21.327 --> 00:04:22.648]  Went through all the different memos.
[00:04:22.668 --> 00:04:24.249]  There's a very detailed book.
[00:04:24.329 --> 00:04:28.972]  It was part of his master's thesis that he got at University of North Carolina.
[00:04:29.253 --> 00:04:36.838]  They say it's considered to be the seminal work on the military's responsibility during Vietnam to confront their civilian bosses when strategy was not working.
[00:04:37.618 --> 00:04:44.646]  It says that his thesis proposes the plans and the advice on Vietnam prepared by the nation's military advisors were systematically sidetracked by McNamara.
