[00:00:18.700 --> 00:00:20.642]  Welcome to the Info Wars Nightly News.
[00:00:20.762 --> 00:00:25.586]  It is Tuesday, January 17th, 2017 and I'm Leanne McAdoo.
[00:00:25.646 --> 00:00:26.707]  Here's what's coming up tonight.
[00:00:29.549 --> 00:00:29.970]  Tonight.
[00:00:31.246 --> 00:00:37.488]  Fake polls are in again, as polls are beginning to emerge showing Donald Trump as the least favorable incoming president.
[00:00:37.928 --> 00:00:41.929]  Trump took to Twitter to bash the fake polls, proven to be rigged again.
[00:00:42.789 --> 00:00:59.453]  Meanwhile, as radical leftists plan to illegally disrupt the inauguration and events surrounding it, these illegal activities are being ignored by Barack Obama and the mainstream media.
[00:00:59.713 --> 00:00:59.993]  Also,
[00:01:00.253 --> 00:01:05.115]  Barack Obama is releasing Guantanamo Bay prisoners in front of the looming Trump administration.
[00:01:05.595 --> 00:01:08.616]  What's the motivation behind the latest Gitmo developments?
[00:01:09.096 --> 00:01:11.497]  And then, jobs, jobs, jobs.
[00:01:12.057 --> 00:01:17.638]  Trumpledore waves his magic job wand again as Trump continues to deliver on jobs.
[00:01:18.939 --> 00:01:22.260]  All that and more tonight on the InfoWars Nightly News.
[00:01:30.347 --> 00:01:36.952]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.052 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:01.718 --> 00:03:07.604]  Well, we've got an update on those radical leftists that plan to target Donald Trump's inauguration.
[00:03:08.264 --> 00:03:12.568]  Project Veritas released part two of their undercover sting video.
[00:03:12.909 --> 00:03:14.450]  This was covertly filming.
