[00:00:05.708 --> 00:00:08.474]  We're good.
[00:00:33.283 --> 00:00:38.566]  Ladies and gentlemen, I have total proof that this entire attack on Donald Trump Jr.
[00:00:39.026 --> 00:00:40.107]  is a total hoax.
[00:00:40.647 --> 00:00:45.551]  The breathless media that's given us so many other big lies is acting like this is the end.
[00:00:46.251 --> 00:00:47.812]  Because it's the end for them.
[00:00:48.533 --> 00:00:49.953]  They are the regional party.
[00:00:50.454 --> 00:00:51.735]  They're losing control.
[00:00:52.515 --> 00:00:59.406]  That's why they have Scarborough, who's never really a Republican, saying he's leaving them to create this illusion because they're imploding.
[00:00:59.466 --> 00:01:04.634]  But first, another scumbag, another authoritarian is fearing for his future as well.
[00:01:04.915 --> 00:01:05.876]  John Bowne reports.
[00:01:07.094 --> 00:01:07.515]  Triggered.
[00:01:07.715 --> 00:01:17.545]  North Korea has declared that Washington has reached the tipping point of nuclear war after the United States and South Korea held a live-fire drill against Pyongyang.
[00:01:17.745 --> 00:01:25.033]  According to the Telegraph, long-range B-1B Lancer bombers reportedly flew close to the heavily fortified border
[00:01:25.293 --> 00:01:35.037]  Between two Koreas and dropped 2,000 pound bombs, North Korea's Rodong propaganda newspaper warned not to play with fire on a powder keg.
[00:01:35.197 --> 00:01:44.862]  Of course, North Korea escalated tensions after launching an ICBM test on the 4th of July that showed significant progress in North Korea's attempt to threaten Alaska.
[00:01:44.942 --> 00:01:46.903]  I must say that today is a dark day.
[00:01:47.867 --> 00:01:53.869]  It is a dark day because yesterday's actions by North Korea made the world a more dangerous place.
[00:01:54.669 --> 00:01:59.931]  Their illegal missile launch was not only dangerous, but reckless and irresponsible.
[00:02:00.671 --> 00:02:04.532]  It showed that North Korea does not want to be part of a peaceful world.
[00:02:05.816 --> 00:02:10.760]  They have cast a dark shadow of conflict on all nations that strive for peace.
[00:02:12.341 --> 00:02:22.149]  Yesterday's act came from the same vicious dictator who sent a young college student back home to his parents, unresponsive and in a coma.
[00:02:23.070 --> 00:02:36.313]  For Americans, the true nature of the North Korean regime was painfully brought home with the images of two guards holding Otto Warmbier up as they transported him from a prison he should never have been in.
[00:02:37.313 --> 00:02:45.902]  Otto Warmbier is but one person out of millions who have been killed, tortured, or deprived of their human rights by the North Korean regime.
[00:02:45.982 --> 00:02:53.250]  North Korea once again launched a ballistic missile in blatant violation of the relevant Security Council resolutions.
[00:02:54.981 --> 00:02:56.762]  This is totally unacceptable.
[00:02:57.722 --> 00:03:05.564]  Japan launched a strong protest directly against North Korea immediately after the launch and condemned the act in the strongest terms.
[00:03:06.704 --> 00:03:13.606]  Here, I express once again our strong condemnation of this utterly unacceptable provocation.
[00:03:14.746 --> 00:03:22.892]  Japan demands that North Korea immediately cease all ballistic missile and nuclear development programs and provocations.
[00:03:23.853 --> 00:03:27.756]  Japan will never accept a nuclear-armed North Korea.
[00:03:29.184 --> 00:03:33.046]  Although missile defense systems in Alaska have been deployed, the U.S.
[00:03:33.106 --> 00:03:38.069]  Missile Defense Agency will undergo testing of those anti-ballistic missile systems.
[00:03:38.310 --> 00:03:41.732]  The test was conducted on the 30th of May out in the Pacific.
[00:03:42.352 --> 00:03:45.294]  Here's a blue water chart that depicts the test construct.
[00:03:46.274 --> 00:03:49.296]  The ground-based interceptor was fired from Vandenberg Air Force Base.
[00:03:49.536 --> 00:03:54.760]  It was tracked by a TIPI-2 on Wake Island and the SPX in the northwest Pacific.
[00:03:55.740 --> 00:04:02.862]  Giving the interceptor solution to Vandenberg to intercept a target launched from the Kwajalein Atolla in the Marshall Islands.
[00:04:03.542 --> 00:04:08.603]  The red indicates the target flyout and the green indicates the GBI from Vandenberg.
[00:04:08.743 --> 00:04:15.485]  Reuters reported that the United States plans on carrying out new tests on its THAAD missile defense system in Alaska.
[00:04:15.545 --> 00:04:17.346]  This according to two U.S.
[00:04:17.426 --> 00:04:17.906]  officials.
[00:04:18.086 --> 00:04:18.506]  No one
[00:04:18.786 --> 00:04:34.112]  Except the military-industrial complex wants yet another war in a foreign land ultimately paid for by the blood and sweat of American lives after decades of failed attempts to decapitate the head of one of the most brutal regimes in history.
[00:04:34.232 --> 00:04:36.333]  The potential for a strike by U.S.
[00:04:36.393 --> 00:04:39.474]  and South Korea's special forces has ratcheted up
[00:04:39.814 --> 00:04:55.642]  As reports of Kim Jong-un's appearances have decreased, and South Korean Assembly Member Lee Ko-woo reports Kim is so engrossed with collecting information about the decapitation operation, so engrossed that he is reportedly moving only at dawn.
[00:04:55.882 --> 00:04:58.583]  John Bowne reporting for InfoWars.com.
[00:05:04.710 --> 00:05:09.574]  DNA Force is finally back in stock at InfoWarsStore.com.
[00:05:10.295 --> 00:05:15.039]  DNA Force protects your body from the toxic environment that surrounds us all.
[00:05:15.179 --> 00:05:19.643]  The powerful ingredients include Bio-PQQ and Coenzyme Q10.
[00:05:19.863 --> 00:05:24.347]  Protect yourself against dangerous free radicals, optimize cellular energy.
[00:05:25.128 --> 00:05:26.028]  It's DNA Force.
[00:05:26.088 --> 00:05:27.950]  It's available for a limited time only.
[00:05:28.711 --> 00:05:32.154]  Get yours today, right now, at InfoWarsStore.com.
[00:05:36.895 --> 00:05:44.242]  Basically what we're bringing to the InfoWars team is a new line of body armor.
[00:05:44.942 --> 00:05:46.544]  It's nanotube technology.
[00:05:47.164 --> 00:05:48.706]  It's created here in Texas.
[00:05:49.326 --> 00:05:56.433]  It is lighter, more flexible, easier to wear, more comfortable, and stronger than anything else on the market.
