[00:00:20.475 --> 00:00:22.237]  Welcome to NIFA Wars Nightly News.
[00:00:22.358 --> 00:00:24.420]  I'm David Knight and it's Tuesday, May 16th, 2017.
[00:00:24.541 --> 00:00:25.382]  Here are our top stories.
[00:00:25.422 --> 00:00:25.602]  Tonight...
[00:00:32.299 --> 00:00:44.986]  The Clinton body count resurfaces as a private investigator discovers evidence that Seth Rich had contact with WikiLeaks prior to his murder.
[00:00:45.346 --> 00:00:53.610]  Meanwhile, the FBI and DC police continue to insist that it was a robbery gone bad.
[00:00:53.630 --> 00:00:54.251]  Then,
[00:00:55.931 --> 00:01:02.615]  Cancer patients across the country are claiming that Roundup is the cause of their disease.
[00:01:03.175 --> 00:01:10.319]  So Monsanto responds by hiring an army of trolls to silence dissent on the internet.
[00:01:10.399 --> 00:01:10.479]  Shh.
[00:01:11.339 --> 00:01:14.080]  I'm working.
[00:01:14.181 --> 00:01:14.541]  Maybe.
[00:01:17.742 --> 00:01:20.604]  That's up next on the InfoWars Nightly News.
[00:01:32.398 --> 00:01:37.723]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[00:01:37.883 --> 00:01:38.463]  I take this.
[00:01:38.723 --> 00:01:39.764]  My family takes this.
[00:01:39.864 --> 00:01:44.088]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[00:01:44.148 --> 00:01:48.592]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[00:01:48.732 --> 00:01:53.295]  If I ever forget to take them, I have a noticeable difference.
[00:01:53.395 --> 00:01:54.436]  I don't feel good.
[00:01:54.456 --> 00:01:58.019]  The nascent iodine is one of the ones that was life-changing for me.
[00:01:58.279 --> 00:02:00.901]  Yeah, I actually have just run out of my Super Female.
[00:02:00.961 --> 00:02:06.285]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[00:02:06.765 --> 00:02:09.167]  Very exciting, feeling great, looking good.
[00:02:09.727 --> 00:02:13.170]  And I know my hair is luxurious once again.
