[00:00:06.451 --> 00:00:10.706]  Aborted babies incinerated to heat UK hospitals.
[00:00:11.952 --> 00:00:16.113]  Silent Grain, ladies and gentlemen, is made out of people.
[00:00:16.113 --> 00:00:22.374]  But now, children are literally being passed through the furnace in order to fuel hospitals in the UK.
[00:00:22.374 --> 00:00:27.376]  They're being sacrificed on the altar of efficiency and prosperity.
[00:00:27.376 --> 00:00:32.357]  What is the secret of Silent Grain?
[00:00:32.357 --> 00:00:34.897]  The powdered flesh from dead babies.
[00:00:34.897 --> 00:00:36.978]  Some people believe they can cure disease.
[00:00:37.538 --> 00:00:42.362]  Because of its enormous popularity, Soylent Green is in short supply.
[00:00:42.362 --> 00:00:45.364]  Remember, Tuesday is Soylent Green Day.
[00:00:45.364 --> 00:00:48.967]  The supply of Soylent Green has been exhausted.
[00:00:48.967 --> 00:00:50.589]  You must evacuate the area.
[00:00:53.237 --> 00:01:05.749]  The federal court ruled that the shareholders of PepsiCo, Big Bilderberg Group Company, are not allowed to know what they're using the baby parts for in the flavoring, but we already know.
[00:01:05.749 --> 00:01:07.750]  So enjoy the flavor!
[00:01:07.750 --> 00:01:12.375]  We're going to get the real solution, which is going to be a combination of death panels and sales taxes.
[00:01:12.375 --> 00:01:14.356]  I'm consistently pro-death.
[00:01:14.356 --> 00:01:16.238]  I'm for assisted suicide.
[00:01:16.238 --> 00:01:17.539]  I'm for regular suicide.
[00:01:17.539 --> 00:01:19.161]  I'm for whatever gets the freeway moving.
[00:01:19.281 --> 00:01:23.683]  He is spending a million dollars on that last three months of life for that patient.
[00:01:23.683 --> 00:01:30.766]  Would it be better not to lay off those ten teachers and to make that credit for medical costs?
[00:01:30.766 --> 00:01:35.148]  But that's called the death panel, and you're not supposed to have that discussion.
[00:01:35.148 --> 00:01:41.531]  They told me to say that they were sorry, but that you had become unreliable.
[00:01:49.645 --> 00:01:52.268]  Is this the kind of society that you want to live in?
[00:01:52.268 --> 00:01:57.173]  Any kind of society that would do this to its children will do it to its senior citizens.
[00:01:57.173 --> 00:01:59.675]  It will do it to its dissidents.
[00:01:59.675 --> 00:02:09.045]  That kind of society will also eventually turn on its police, on its army, on its prison guards, on the quizlings and the collaborators who make that possible.
[00:02:09.045 --> 00:02:11.528]  This is nothing but a suicide cult.
[00:02:12.228 --> 00:02:15.450]  We're told by Vice President Joe Biden
[00:02:42.318 --> 00:02:58.024]  That we need to just allow any children in the world to come here and they're all our children and that we have to pay for them and let them be wards of the state, be political operatives and voters to bring us into slavery to a greater degree.
[00:02:58.024 --> 00:03:03.026]  But then they do everything they can to kill babies before they're born.
[00:03:03.026 --> 00:03:09.729]  And the globalists do everything they can to stop the industrialization of the third world and to keep people in squalor.
[00:03:10.865 --> 00:03:29.894]  They are the last individuals to have some fake moral high ground, but that's the weapon they used on the ill-informed, shabby Western population, who is tragically hip and tragically ignorant, and in most cases aren't even conscious human beings in my view now.
[00:03:29.894 --> 00:03:35.076]  The globalists have turned them into the dehumanized vessels that they wanted all along.
[00:03:35.076 --> 00:03:37.878]  They have been turned into artificially conscious,
[00:03:39.042 --> 00:03:42.304]  Biological androids, as I call them.
[00:03:42.304 --> 00:03:44.146]  Ladies and gentlemen, it is Friday, 8-8.
[00:03:44.146 --> 00:03:57.255]  It was back in 2008, on 8-8, when the Olympics kicked off, that they tried to take Russian-held areas of Georgia, since the end of World War II, and start a war.
[00:03:57.255 --> 00:03:58.296]  That failed.
[00:03:58.296 --> 00:04:00.818]  The Globalists have been more successful in Ukraine.
[00:04:00.818 --> 00:04:04.861]  That does not mean, again, Russia is some paragon of goodness.
[00:04:06.101 --> 00:04:09.744]  They're now coming in with the Internet ID in Russia.
[00:04:09.744 --> 00:04:13.968]  Something the Communist Chinese have and something Obama wants.
[00:04:13.968 --> 00:04:17.251]  So there.
[00:04:17.251 --> 00:04:20.234]  There's our precious PootiePoot doing things like that.
[00:04:20.234 --> 00:04:23.957]  We've got a big broadcast obviously lined up for you today.
[00:04:23.957 --> 00:04:29.062]  My cousin Buckley Hammond will be in studio coming up at the bottom of the hour.
[00:04:30.479 --> 00:04:31.719]  He grew up in Guatemala.
[00:04:31.719 --> 00:04:32.879]  He's a Guatemalan citizen.
[00:04:32.879 --> 00:04:34.640]  Dual citizenship with the U.S.
[00:04:34.640 --> 00:04:36.360]  Speaks fluent Spanish.
[00:04:36.360 --> 00:04:42.021]  He can tell you what the wondrous third world is like and what our children, because they're ours.
[00:04:42.021 --> 00:04:43.561]  They don't belong to Guatemala.
[00:04:43.561 --> 00:04:44.682]  They belong to you.
[00:04:44.682 --> 00:04:46.002]  You're going to pay for them.
[00:04:46.002 --> 00:04:48.542]  And then they're also going to be wards of the state.
[00:04:48.542 --> 00:04:51.963]  Then Mark Dice is going to pop in with a bunch of new stuff he's been working on.
[00:04:51.963 --> 00:04:53.303]  Media commentator.
[00:04:53.303 --> 00:04:58.644]  And then a libertarian running for office in Texas, who's a really smart lawyer, is going to be joining us as well in studio.
[00:05:00.489 --> 00:05:03.551]  This is Alex Jones for InfoWarsLife.com.
[00:05:03.551 --> 00:05:05.713]  The latest in preparedness is now here.
[00:05:05.713 --> 00:05:11.878]  An electrically stabilized colloidal silver solution that can be added to both your home cabinet and preparedness pack alike.
[00:05:11.878 --> 00:05:16.982]  Concentrated to 30 parts per million in what has been dubbed the survival silver solution.
[00:05:16.982 --> 00:05:21.866]  The new InfoWars Life Silver Bullet Colloidal Silver is the answer for you and your family.
[00:05:21.866 --> 00:05:26.370]  And it's entirely free of toxic artificial additives that are loaded into many products.
[00:05:26.650 --> 00:05:35.254]  The Infowars LifeSilver Bullet Silver is so powerful that it is concentrated into a 2-ounce bottle and is not recommended for extended continual use.
[00:05:35.254 --> 00:05:37.395]  This is not a low-grade formula.
