[00:00:19.443 --> 00:00:20.984]  Welcome to the Infowars Nightly News.
[00:00:21.084 --> 00:00:23.225]  It's Monday, March 10, 2014.
[00:00:23.785 --> 00:00:29.008]  Now, we've been reporting on South by Southwest, a huge cultural event here in Austin.
[00:00:29.768 --> 00:00:33.130]  And it's about music, it's about film, and it's about technology.
[00:00:33.170 --> 00:00:40.113]  And of course, the question is, is it reflecting technology, or is it trying to, or culture, or is it trying to manipulate that?
[00:00:40.713 --> 00:00:45.996]  Now, look at what happened this weekend at South by Southwest, where we had gun control groups
[00:00:46.696 --> 00:00:52.799]  Say they're going to use social media to change the perception, the public perception, and win the gun control debate.
[00:00:53.260 --> 00:00:58.543]  Now if we look at this article that we put up at InfoWars, that picture right there is from the Guardian article.
[00:00:59.063 --> 00:01:06.187]  And it's credited to the guy who wrote the Guardian article, but that was actually on the Guardian lower down on the article.
[00:01:06.207 --> 00:01:11.590]  They didn't want to show you a picture like that one, where they couldn't even fill three rows of seats.
[00:01:12.170 --> 00:01:14.051]  They have three gun control groups.
[00:01:14.071 --> 00:01:22.375]  They've got Bloomberg's gun control group, Moms Demand Action, and another one, and they couldn't even fill up the seats in that auditorium, so they showed you this picture.
[00:01:22.655 --> 00:01:28.518]  Now, this picture does not have the credit that it was taken by Stuart Dredge, the person who wrote The Guardian.
[00:01:29.138 --> 00:01:29.618]  I don't know.
[00:01:45.968 --> 00:01:57.155]  Now, we can laugh about that, but the way that they want to do it is Bloomberg silencing anyone who is for the other side of the debate on social media through places like Facebook.
[00:01:57.195 --> 00:02:04.039]  He's already met with Facebook, as reported last week, and they're going to start censoring anybody talking about guns, showing guns.
[00:02:04.399 --> 00:02:08.702]  They basically want to make it like some kind of dark pornography.
[00:02:09.042 --> 00:02:14.886]  If anybody has guns or uses guns or you see guns, you should be immediately repulsed and afraid of that.
[00:02:15.717 --> 00:02:18.698]  Now there were other things that were happening at South by Southwest.
[00:02:18.798 --> 00:02:24.861]  Everybody is saying that the sleeper hit of the tech side of South by Southwest is Oculus Rift.
[00:02:25.341 --> 00:02:29.663]  Now this is a virtual reality headset and it has quite a bit more to it.
[00:02:29.703 --> 00:02:31.503]  Listen to this description from CNN.
[00:02:31.543 --> 00:02:33.664]  They say the visuals are built on a gaming engine.
[00:02:33.984 --> 00:02:39.086]  The booth's floor and walls are equipped with rumble packs that help to create the illusion of movement.
[00:02:39.467 --> 00:02:44.949]  A set of air vents complete the experience, flicking on and off to cool the temperature and give the sense that the wearer has
[00:02:45.609 --> 00:02:45.929]  I think?
[00:03:06.505 --> 00:03:17.729]  Basically, what they've done is give you an endless game-playing experience that is so engaging that nobody wants to get out of the virtual reality into the real world.
[00:03:17.749 --> 00:03:18.669]  Well, you know what?
[00:03:18.709 --> 00:03:20.309]  Your life is not endless.
[00:03:20.930 --> 00:03:24.571]  You need to get out of the virtual reality and look at what's happening in the real reality.
[00:03:24.991 --> 00:03:34.714]  And the reality at this tech conference part of it is that what they're doing is they're selling this fun, trendy technology to you, and it's really a kind of enslavement.
[00:03:35.254 --> 00:03:44.897]  If I could come up with an analogy, it's kind of like the Pleasure Island analogy in Pinocchio, where these people go in and just play and play and play and essentially become enslaved jackasses.
[00:03:45.217 --> 00:03:48.017]  What they're offering you is the blue pill.
[00:03:48.418 --> 00:03:50.098]  And they're doing it in a variety of ways.
[00:03:50.118 --> 00:03:59.561]  They're putting these nice, shiny gadgets out there and telling you how wonderful they are and how you can't live without them, and how really the surveillance state is not all that much of a problem.
[00:03:59.961 --> 00:04:00.721]  On the one hand,
[00:04:01.161 --> 00:04:09.645]  They will have Julian Assange and Ed Snowden talk about privacy, and then on the other hand, they will offer you these things and talk about how great the surveillance state is.
[00:04:09.945 --> 00:04:12.127]  Look at the way Wired Magazine is covering this.
[00:04:12.547 --> 00:04:18.530]  They have articles there that say, tech that tracks your every move can be convenient and not creepy.
[00:04:18.570 --> 00:04:20.691]  And so they show Disney here tracking people.
[00:04:20.951 --> 00:04:22.672]  And listen to this quote from the Wired article.
