[00:00:01.352 --> 00:00:02.515]  Coast to Coast.
[00:00:02.896 --> 00:00:04.219]  Direct from Austin.
[00:00:04.961 --> 00:00:08.168]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.557 --> 00:00:18.719]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:19.380 --> 00:00:20.180]  You want answers?
[00:00:20.961 --> 00:00:21.861]  Well, so does he.
[00:00:22.502 --> 00:00:26.104]  He's Alex Jones on the GCN Radio Network.
[00:00:26.704 --> 00:00:30.767]  And now, live from Austin, Texas, Alex Jones.
[00:00:47.603 --> 00:00:52.786]  Ladies and gentlemen, here we are already the eighth day of April 2014.
[00:00:54.747 --> 00:01:04.193]  Next week, everybody gets to pay the private run-for-profit Federal Reserve via their collection agency, set up the same year in 1913, the Federal Reserve.
[00:01:04.773 --> 00:01:10.817]  You get to pay your quote income tax, every red cent of it goes to national debt created by the globalist,
[00:01:11.497 --> 00:01:13.018]  Not even paying off the debt.
[00:01:13.058 --> 00:01:18.823]  This is how you take the greatest creditor nation and make it the greatest debtor nation in world history.
[00:01:19.384 --> 00:01:24.748]  And I've got reports here today where most people that thought they would retire when they hit 65 aren't.
[00:01:25.109 --> 00:01:30.854]  The new retirement age is going to be 77 years old, which also just so happens to be the average year you die.
[00:01:32.071 --> 00:01:34.912]  So, you're not going to ever be getting that Social Security.
[00:01:34.932 --> 00:01:36.032]  You're not going to get any of it.
[00:01:36.552 --> 00:01:38.172]  Until we kick the globalists out.
[00:01:38.213 --> 00:01:42.774]  Because they will create enough debt to always make the general public debtors.
[00:01:44.214 --> 00:01:47.195]  It is a kleptocratic, anti-free market system.
[00:01:47.635 --> 00:01:49.515]  We've got a big stack of news on that front.
[00:01:49.575 --> 00:01:50.615]  I will be getting to.
[00:01:51.316 --> 00:01:53.196]  Also, Paul Watson reported on this yesterday.
[00:01:53.236 --> 00:01:53.816]  It's in the news.
[00:01:54.296 --> 00:02:00.678]  Jay-Z's bling from Whites or Devils group addresses Illuminati and questions of other religions.
[00:02:02.694 --> 00:02:09.017]  And of course they just do this to look mysterious and powerful and the rest of it.
[00:02:10.017 --> 00:02:18.901]  The truth is the Illuminati was just a German death cult that was able to overthrow the French monarchs and set up the French Revolution.
[00:02:19.441 --> 00:02:22.483]  Tried to take over our revolution but failed when George Washington blocked it.
[00:02:23.923 --> 00:02:33.489]  And it's just standard, you know, establishment peons trying to look like they're part of, you know, the inner circle of the New World Order.
[00:02:33.969 --> 00:02:34.770]  I will assure you...
[00:02:35.936 --> 00:02:45.581]  That even groups like the Rolling Stones and the Beatles and certainly Jay-Z are not in the inner circle or even in the real Illuminati.
[00:02:45.861 --> 00:02:55.946]  There are lots of fake kind of outside groups that... I mean, I see these articles all the time where guys tell women, I'm in the Illuminati, have sex with me and I'll let you into it.
[00:02:55.966 --> 00:03:02.889]  In fact, that's a very popular pickup line that was reported on all over the press last year to tell women that you're
[00:03:04.370 --> 00:03:13.552]  That you're part of a secret Illuminati society and that the only way to experience true Valhalla is to jump in the sack with them.
[00:03:14.232 --> 00:03:19.694]  And it's basically more of that in a society where everybody wants to feel important and powerful.
[00:03:20.534 --> 00:03:26.095]  And even much of the power structure itself is enamored, though, with Hollywood.
[00:03:26.135 --> 00:03:27.996]  I'm not saying Hollywood music doesn't have power.
[00:03:29.196 --> 00:03:31.937]  But when you look at a Bill Clinton or a George W. Bush
[00:03:34.750 --> 00:03:36.931]  Clinton especially liked to hang around with Hollywood people.
[00:03:37.311 --> 00:03:40.033]  Bill Clinton was only a mid-level minion of the globalists.
[00:03:40.073 --> 00:03:45.636]  In fact, if you go to DrugsReport.com, you can see a photo up there of Bush and Clinton together.
[00:03:46.396 --> 00:03:48.518]  They've got that big fraudulent charity together.
[00:03:48.538 --> 00:03:50.959]  And they're up there with Jerry Jones.
[00:03:51.679 --> 00:03:54.821]  And they're also up there with Laura Bush.
[00:03:55.381 --> 00:04:01.505]  And you see all the other narcissists around them, so proud of the fact that they're sitting there
[00:04:02.679 --> 00:04:06.382]  With two presidents and that they're all on TV.
[00:04:06.622 --> 00:04:11.786]  Those smiles on all those people's faces is the look of total mental illness.
[00:04:12.727 --> 00:04:14.788]  And being the parrot that's sitting at the top of the tree.
[00:04:15.529 --> 00:04:20.893]  I would be embarrassed to be sitting there with those criminals, number one.
[00:04:22.334 --> 00:04:27.078]  Even if I was sitting up there with famous people I admired, it would be embarrassing to be the center of attention.
[00:04:30.390 --> 00:04:33.732]  The whole issue is sometimes you've got to be the center of the attention to get things done.
[00:04:34.732 --> 00:04:40.756]  But as you develop, you're supposed to be narcissistic as a child to develop your own personality.
[00:04:41.096 --> 00:04:42.537]  That's supposed to fall away later.
[00:04:42.997 --> 00:04:47.340]  With the ruling establishment, they are a bunch of mindless
[00:04:50.174 --> 00:05:00.661]  Narcissists themselves, until you get to the very, very technocratic top of people like Brzezinski and David Rockefeller and folks, they could care less about being in the limelight.
[00:05:00.681 --> 00:05:03.503]  They want to creep around pulling the levers of social control.
[00:05:03.843 --> 00:05:07.265]  That's what they crave, real power, not the reflection of it.
[00:05:07.325 --> 00:05:07.726]  We'll be back.
[00:05:09.571 --> 00:05:12.912]  The globalist social engineers are not just targeting us with propaganda.
[00:05:13.012 --> 00:05:15.233]  They are manipulating our genetics.
