[00:00:00.069 --> 00:00:03.091]  We've got it.
[00:00:03.631 --> 00:00:12.977]  This transmission is coming to you.
[00:00:18.560 --> 00:00:20.661]  Waging war on corruption.
[00:00:22.942 --> 00:00:28.546]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:37.789 --> 00:00:47.556]  Hard to believe it's already the fifth day of October 2014.
[00:00:47.856 --> 00:00:51.818]  I'm your host Alex Jones.
[00:00:51.838 --> 00:00:57.602]  We're live broadcasting worldwide, simulcasting video at Infowars.com forward slash show.
[00:00:58.503 --> 00:01:05.988]  I want to open the phones up today and talk to Texans, but Americans and other people around the world for that matter.
[00:01:07.037 --> 00:01:09.438]  About the handling of Ebola 2014.
[00:01:09.538 --> 00:01:26.487]  We saw the video and photo images Friday of workers cleaning up piles of vomit where the Ebola stricken man in Dallas had been vomiting.
[00:01:29.209 --> 00:01:33.551]  He had been in the hospital a week before and given antibiotics for a virus.
[00:01:33.591 --> 00:01:35.232]  You don't give antibiotics for a virus.
[00:01:37.076 --> 00:01:43.943]  Then it took them a week to think, hey, we better go find the ambulance he was in and scrub it down.
[00:01:47.967 --> 00:02:00.880]  And we witness a federal government, when France and England and everybody else for that matter, over a month ago, banned flights out of these stricken African countries on the African West Coast and Central Africa.
[00:02:02.315 --> 00:02:09.639]  Here in the United States, they have the head of the CDC running around saying it would make it worse, but giving no evidence to that.
[00:02:11.740 --> 00:02:18.364]  And they've got MSNBC headlines, how the NRA is making the Ebola crisis worse.
[00:02:18.884 --> 00:02:26.048]  And I've seen headlines about Perry better do a good job with Ebola in Texas, or he'll be in political trouble.
[00:02:28.340 --> 00:02:33.244]  How is it Rick Perry's job to control the airplanes flying in?
[00:02:33.284 --> 00:02:33.985]  That's a federal.
[00:02:35.686 --> 00:02:36.967]  And I'm not defending Rick Perry.
[00:02:37.348 --> 00:02:38.429]  It's just total smoke and mirrors.
[00:02:38.709 --> 00:02:39.850]  Rick Perry better watch it.
[00:02:40.250 --> 00:02:41.231]  NRA better watch it.
[00:02:41.831 --> 00:02:44.053]  How about the Stay Puft Marshmallow Man better watch it?
[00:02:45.034 --> 00:02:49.278]  It has nothing to do with any reality.
[00:02:49.898 --> 00:02:55.383]  It is the out-of-control, reckless federal government that has opened the borders up
[00:02:57.876 --> 00:03:00.517]  Months ago, two months ago, Infowars came out.
[00:03:01.838 --> 00:03:02.638]  Drudge came out.
[00:03:02.758 --> 00:03:06.860]  Others came out and said, hey, why are the southern borders wide open while this is happening?
[00:03:07.741 --> 00:03:15.485]  And now they're saying, yeah, Ebola could come across, but there's no way to control it, so... Look, Geraldo Rivera was wrong, is the issue.
[00:03:17.546 --> 00:03:20.727]  And political correctness has paralyzed this country.
[00:03:22.988 --> 00:03:23.929]  That's what it's designed to do.
[00:03:25.410 --> 00:03:37.453]  Last few years we've seen articles at colleges across the United States and England where they say don't have a Halloween party and don't dress up like a geisha girl or an Eskimo or a cowboy or a Native American or a pirate or anybody because it's hurtful.
[00:03:39.753 --> 00:03:48.435]  And then I was reading an email that a friend sent me from their big yoga studio that they attend where they were going to have a India style party.
[00:03:51.252 --> 00:04:01.856]  And they said, well, we have complaints that would be racist if we dressed up like people from India, because obviously yoga is connected to India, and so we're going to shut it down.
[00:04:04.117 --> 00:04:15.742]  See, we can't even shut flights down from countries where they're estimating 1.4 to 5 million people will get Ebola by the time it runs its course.
[00:04:16.542 --> 00:04:18.323]  They are trying to get out en masse.
[00:04:21.266 --> 00:04:24.690]  Other African countries have shelled their borders, but we can't.
[00:04:26.792 --> 00:04:40.707]  Because if they can shell us on having open borders during Ebola, or during other superbugs, like this enterovirus that's killing kids, then they can do anything.
[00:04:41.886 --> 00:04:47.969]  So we're going to come back with all the information covering this, all the latest developments, open the phones up and get your take on it.
[00:04:47.989 --> 00:04:50.571]  We're going to be talking about Ebola here today, okay?
[00:04:51.251 --> 00:04:54.813]  We don't screen your calls, but sometimes we're on topic, so that's what we're going to be discussing.
[00:04:55.554 --> 00:05:00.096]  And also, if you want to cover it, want to talk about it, Army chiefs tell U.S.
[00:05:00.156 --> 00:05:03.858]  government, and the Brits are doing as well, stop Gulf states funding terrorism.
[00:05:04.338 --> 00:05:07.120]  So our own military is admitting what's really going on here.
[00:05:07.760 --> 00:05:08.501]  It's very good news.
[00:05:09.727 --> 00:05:10.968]  What are you waiting for?
[00:05:11.188 --> 00:05:16.012]  You've heard what the proprietary Super Male Vitality formulation has done for others.
[00:05:16.172 --> 00:05:19.955]  Now, it's time to experience the natural benefits for yourself.
[00:05:20.375 --> 00:05:36.827]  Pairing ancient herbal extraction techniques with revolutionary technological advances, Super Male Vitality offers the most powerful essence of eight different ingredients, all individually blended into what makes this product such a unique and concentrated solution.
[00:05:36.907 --> 00:05:39.029]  Avoid alarming artificial additives.
[00:05:39.309 --> 00:05:44.372]  And even hidden genetically modified ingredients that may be lurking in your medicine cabinet.
[00:05:44.553 --> 00:05:54.499]  Super Male Vitality is 100% vegan, gluten-free, made in the USA and available today at Infowarslife.com while supplies last.
[00:05:54.559 --> 00:05:59.843]  Experience the benefits for yourself and for your family with Super Male Vitality.
[00:06:00.043 --> 00:06:03.625]  Available exclusively through Infowarslife.com today.
[00:06:03.865 --> 00:06:06.407]  That's Infowarslife.com or call 1-888-253-3139.
[00:06:12.433 --> 00:06:13.194]  What's his name?
[00:06:13.234 --> 00:06:16.178]  This is an emergency transmission.
[00:06:16.218 --> 00:06:22.285]  This is an emergency transmission.
[00:06:22.325 --> 00:06:28.293]  From FEMA Region 6 in Occupy.
[00:06:34.833 --> 00:06:36.034]  There is a war.
[00:06:36.534 --> 00:06:37.515]  It's happening now.
[00:06:38.235 --> 00:06:40.196]  It will decide the fate of humanity.
[00:06:40.777 --> 00:06:42.558]  The time to choose sides has come.
[00:06:43.338 --> 00:06:44.799]  We are the Resistance.
[00:06:45.260 --> 00:06:46.861]  We are the Infowar.
[00:06:49.551 --> 00:06:50.771]  Thank you for joining us live.
[00:06:50.791 --> 00:06:55.333]  It is October 5th, ladies and gentlemen, on this worldwide Sunday edition.
[00:06:55.513 --> 00:06:57.334]  I am your host, Alex Jones.
[00:06:57.354 --> 00:07:01.755]  We're going to be here for the next two hours, as we are every Sunday, 4 to 6 p.m.
[00:07:01.795 --> 00:07:02.195]  Central.
[00:07:02.616 --> 00:07:05.797]  And I'll be back, Lord willing, tomorrow live, 11 a.m.
[00:07:05.817 --> 00:07:06.397]  to 2 p.m.
[00:07:06.457 --> 00:07:08.197]  Central, with the weekday broadcast.
[00:07:08.217 --> 00:07:09.518]  We have InfoWars Nightly News.
[00:07:10.038 --> 00:07:20.561]  And that, of course, is 7 o'clock Central, each and every weeknight, Monday through Friday, 7 o'clock Central, at InfoWarsNews.com or PrisonPlanet.tv.
[00:07:22.182 --> 00:07:34.266]  I want to open the phones up and get your view and your take on Ebola coming to the United States, the epicenter being Dallas, Texas, this being announced, of course, last week.
[00:07:35.455 --> 00:07:38.757]  We've had our reporters, Joe Biggs and others, on the ground up there in Dallas.
[00:07:39.157 --> 00:07:46.342]  I'm just three and a half hours by car, 25 minutes by aircraft, from Dallas, reporting from Austin.
[00:07:48.103 --> 00:07:59.170]  Undoubtedly, if Ebola has spread to other people and has a 22-day incubation period that's expanded from just three days to 22 now, 21-22,
[00:08:02.509 --> 00:08:06.773]  Then it has spread all up and down I-35 airplanes, you name it.
[00:08:09.195 --> 00:08:11.336]  But this is a lot bigger than just Ebola.
[00:08:13.498 --> 00:08:17.661]  It shows how the government's claim that it's setting up this giant high-tech
[00:08:18.664 --> 00:08:23.229]  Surveillance NSA police state grid to keep us safe is not true.
[00:08:23.630 --> 00:08:34.181]  It's being put in place to control and fix the markets and to give select intel to private corporations that are anti-free market insider crony combines.
[00:08:35.803 --> 00:08:39.587]  And we've had former heads of the NSA like
[00:08:41.311 --> 00:08:46.633]  Bill Binning on the show, he was the director of their intelligence operations, to say just exactly what I just stated.
[00:08:46.893 --> 00:08:49.254]  This is not an opinion, this is what's going on.
[00:08:50.054 --> 00:08:53.075]  Our government has been colonized by special interest.
[00:08:55.556 --> 00:09:07.120]  And they have openly said in different North American Union documents, the Banff Canada documents that came out in 2007, that they would use smallpox, the flu, Ebola, to bring in a North American Union.
[00:09:08.342 --> 00:09:24.455]  And would want it to spread across three nations at least to then have a coordinated response and sell the idea of extra-governmental, global governmental systems fixing a problem because the normal governmental systems, state and federal, fail.
[00:09:27.057 --> 00:09:30.439]  And if you look at what's happening, it's failing by design.
[00:09:31.320 --> 00:09:35.924]  The Arab countries, the African countries, the UK,
[00:09:38.064 --> 00:09:52.313]  France, all in the last month and a half, banned flights out of Sierra Leone, Liberia, and other areas that have epidemic levels, hundreds of thousands of Ebola spreading.
[00:09:52.774 --> 00:09:58.597]  UN models are 1.4 to 5 million people getting it, millions dying by the end of the year.
[00:09:59.018 --> 00:10:00.118]  I don't know if that's accurate.
[00:10:00.138 --> 00:10:00.999]  That's what they're saying.
[00:10:03.060 --> 00:10:03.921]  And you've got
[00:10:08.069 --> 00:10:15.674]  Cases where if someone has drug-resistant TB, they're banned from flying and if they get caught doing it, they get locked up for years.
[00:10:16.555 --> 00:10:17.355]  They get quarantined.
[00:10:18.116 --> 00:10:20.357]  We've had medical doctors on to talk about this last week.
[00:10:20.897 --> 00:10:22.398]  We've had CDC experts on.
[00:10:23.439 --> 00:10:30.083]  Everyone who's worked in hazmat, anyone who's worked in a hospital, you know the rules, you know the law, state, federal, international.
[00:10:32.645 --> 00:10:33.866]  There is a default
[00:10:35.401 --> 00:10:48.437]  That when you have a serious contagion, a level four type contagion, that kills a vast majority of those that contract it, that you do not let people come in from those countries.
[00:10:51.007 --> 00:11:01.252]  If you go and just look it up, the surrounding African nations in North Africa, Southern Africa, Eastern Africa are heavily screening people at their borders.
[00:11:01.752 --> 00:11:11.016]  They have their borders shut down and they're not accepting flights from major cities out of Sierra Leone and Liberia and what four other countries.
[00:11:11.797 --> 00:11:15.258]  You can look it up, the UK banned flights a month and a half ago out of those countries.
[00:11:15.858 --> 00:11:16.759]  They're screening people.
[00:11:19.332 --> 00:11:22.754]  If you came here a hundred years ago to Ellis Island, you got screened for TB.
[00:11:23.355 --> 00:11:26.477]  About two-thirds of the people got turned back at Ellis Island.
[00:11:29.359 --> 00:11:31.380]  Now, it's just, come on.
[00:11:32.581 --> 00:11:36.804]  The CDC chief has come out and said, quote, we can't shut down the border.
