[00:00:19.600 --> 00:00:21.522]  Welcome to the Infowars Nightly News.
[00:00:21.642 --> 00:00:22.863]  I'm your host, Jakari Jackson.
[00:00:23.203 --> 00:00:26.746]  It's June 4th, 2014, and let's get straight into our top story tonight.
[00:00:27.287 --> 00:00:30.389]  Feds treated Black Friday boycott as terrorist threat.
[00:00:30.910 --> 00:00:39.237]  Now, in a country where they run guns to Mexico and people are too busy to read their Benghazi emails, this is what constitutes terrorism in the United States of America.
[00:00:39.677 --> 00:00:41.599]  This is a leaked email from Tom Wilkins.
[00:00:42.019 --> 00:00:46.804]  He serves as the Executive Director of the Intelligence Fusion Division Homeland Security Bureau.
[00:00:47.244 --> 00:00:47.564]  Let's see
[00:01:06.790 --> 00:01:13.712]  Make fun of the people who are there at these strange hours to buy their goods, disruptions in stores, and also wildcat general strikes.
[00:01:14.072 --> 00:01:18.213]  That's where people, they go green and they say, I'm not going to use any power, use any fuel.
[00:01:18.573 --> 00:01:25.475]  Now looking at this list, this seems like nothing more than just minor public nuisances, something that would require possibly a citation.
[00:01:25.875 --> 00:01:34.778]  So with this list of all these terroristic activities that they came up with, this gentleman Tom Wilkins, I just decided to come up with my own brief list.
[00:01:35.498 --> 00:01:36.958]  Limited to three for the sake of time.
[00:01:37.338 --> 00:01:39.559]  Number one on my list is funding Al-Qaeda.
[00:01:40.079 --> 00:01:44.940]  So, you know, you have an administration who says, yes, we have to fight Al-Qaeda here at home.
[00:01:45.240 --> 00:01:48.801]  That's why you have these TSA checkpoints, these Viper teams and all this stuff.
[00:01:48.821 --> 00:01:50.781]  But we'll fund them abroad.
[00:01:50.841 --> 00:01:54.322]  So, you know, they're our friend today, but tomorrow we have to go out there and fight them.
[00:01:54.342 --> 00:01:56.842]  So that's number one on my potential terror watch list.
[00:01:57.142 --> 00:01:59.543]  Number two, shooting targets of children.
[00:01:59.983 --> 00:02:11.610]  Now if you go to any gun range, especially here in the state of Texas, and you go try to pin up a little picture of Suzy Q or Johnny B Cute, I'm pretty sure the guys are going to toss you out and probably beat you up in the parking lot.
[00:02:11.950 --> 00:02:17.673]  But if you're the Department of Homeland Security, that's all peachy keen, and if you call them and try to tell them about it, they don't have too much to say.
[00:02:18.033 --> 00:02:23.556]  And our last one for the sake of time, using military vehicles to police the United States of America.
[00:02:25.097 --> 00:02:33.121]  It's always unsettling to me, I guess when I was growing up, and you see futuristic movies like Star Wars, and you think, how can you do this to your own people?
[00:02:33.461 --> 00:02:41.085]  You know, these big corporations, these big police state organizations that are out there inflicting this misery on their own people.
[00:02:41.385 --> 00:02:45.527]  But now, in the year 2014, you have these guys driving these MRAC trucks.
[00:02:45.987 --> 00:02:46.167]  I don't
[00:03:04.005 --> 00:03:04.606]  We're good to go.
[00:03:27.321 --> 00:03:28.602]  And how do they track these trends?
[00:03:28.922 --> 00:03:31.884]  Now they have the Secret Service tracking what you do on Twitter.
[00:03:31.904 --> 00:03:35.185]  And they've been doing this, but now they're just ramping it up a little bit more.
[00:03:35.225 --> 00:03:36.806]  They're being a little bit more transparent.
[00:03:37.286 --> 00:03:50.013]  It says the United States Secret Service is set to purchase software that can track Twitter users in real time, prompting concerns that individuals could face greater harassment over tweets deemed to be threatening or anti-government.
[00:03:50.394 --> 00:03:56.157]  And it says they're seeking out the ability to detect sarcasm and heat maps that will show user trends.
[00:03:57.068 --> 00:04:10.858]  Now it's very disheartening to me that an organization like the Secret Service, which is largely not humorous, I mean they like to spend time with prostitutes, but I guess there's nothing funny about that, but they're saying they want to be able to detect sarcasm.
[00:04:11.278 --> 00:04:20.865]  Meanwhile, you guys may recall the Fox Brothers, the Fox Brothers, excuse me, the guys who do Conrad the Constitution, they got a visit from the Secret Service because they made an episode
[00:04:21.365 --> 00:04:28.251]  Which was clearly satire, joke, humor, whatever you want to call it, where Conrad goes to the future and he assassinates President Obama.
[00:04:28.711 --> 00:04:35.396]  Anybody who knows anything about history knows this is clearly pulled from the assassination of President Lincoln.
[00:04:35.937 --> 00:04:39.059]  And they made a joke about it and then they got a visit from the Secret Service.
[00:04:39.360 --> 00:04:48.047]  So if you have the Secret Service who can't tell what's a joke on a cartoon show with a walking, talking Constitution, you're going to expect these guys to know what's
[00:04:48.547 --> 00:04:50.327]  Satire and funny on the internet.
[00:04:50.407 --> 00:04:51.848]  It's completely ridiculous to me.
[00:04:52.228 --> 00:04:54.928]  And it's just another way they want to track everything that you do.
[00:04:55.308 --> 00:04:57.149]  Another way just to get you into the system.
[00:04:57.789 --> 00:05:05.010]  And another way to get you into the system, they'll say, instead of a war on poverty, they'll have a war on curfew, so the police can bother you.
[00:05:05.130 --> 00:05:07.050]  That didn't exactly rhyme, but you know where I'm going with that.
[00:05:07.410 --> 00:05:10.771]  Baltimore imposes daytime curfew on adolescents.
[00:05:11.291 --> 00:05:15.552]  And it says, we did this because that's just old school common sense.
[00:05:16.212 --> 00:05:24.819]  City Councilman Scott said, if you're going to ask young people to be up and ready for school at 6.30, 7 o'clock in the morning, then they should not be out at 11 p.m.
[00:05:24.879 --> 00:05:25.239]  at night.
[00:05:25.780 --> 00:05:29.363]  Parents will be fined $500 if their child violates the curfew.
[00:05:29.843 --> 00:05:34.027]  Families may avoid paying the penalty if they attend government counseling.
[00:05:34.047 --> 00:05:34.887]  That's the kicker.
[00:05:34.907 --> 00:05:35.708]  We'll come back to that.
[00:05:36.308 --> 00:05:42.574]  And Kurt Nimmo goes on to point out, the law will turn attention of the police on young people, many who are 14 to 16 years old.
[00:05:44.415 --> 00:05:57.243]  So, now you have the police having, I don't necessarily want to call it a reason, but they have a rationale now to go after the young people, which means that you just have more fuel, more potential conflicts between the young people and the police.
[00:05:57.583 --> 00:06:00.345]  And people know I'm very critical of police brutality.
[00:06:00.425 --> 00:06:03.486]  I know police have a very hard, very thankless job.
[00:06:03.506 --> 00:06:08.709]  And there are plenty of good officers out there who just want to police their neighborhoods and keep everybody safe.
[00:06:09.030 --> 00:06:12.872]  But now you have another reason to harass people and get these people into the systems
[00:06:13.352 --> 00:06:14.333]  Oh, you're out.
[00:06:14.573 --> 00:06:15.814]  And this is a daytime curfew.
[00:06:15.834 --> 00:06:17.736]  That's the completely ridiculous thing about it.
[00:06:18.076 --> 00:06:21.759]  So for whatever reason, you're walking around on the street during a school day.
[00:06:22.100 --> 00:06:24.922]  Now you can get pulled over by John Law.
[00:06:25.222 --> 00:06:25.963]  Hey, where are you going?
[00:06:26.003 --> 00:06:26.684]  Why aren't you in school?
[00:06:26.704 --> 00:06:27.424]  Why aren't you this?
[00:06:27.464 --> 00:06:27.985]  Why aren't you that?
[00:06:28.185 --> 00:06:31.167]  It's like, I'm homeschooled, or whatever your reason may be.
[00:06:31.208 --> 00:06:32.028]  Well, that's not good enough.
[00:06:32.048 --> 00:06:33.870]  Let's go down to the station.
[00:06:34.350 --> 00:06:36.552]  And the kicker on this, the $500 fine that can be waived.
[00:06:38.974 --> 00:06:40.376]  If you go to the government counseling.
[00:06:40.416 --> 00:06:41.677]  So this is what they want to do.
[00:06:42.017 --> 00:06:45.581]  You go to the government counseling center with the Obamacare approved doctor.
[00:06:45.882 --> 00:06:50.166]  He's going to say, you and your child, Mr. Smith, do you have any firearms in your house?
[00:06:50.226 --> 00:06:51.307]  And does he beat you?
[00:06:51.347 --> 00:06:52.308]  And all these other things.
[00:06:52.729 --> 00:06:57.374]  And you know, you could be a good upstanding guy, but maybe your kid was just walking down the street on the wrong day.
[00:06:57.814 --> 00:06:59.815]  So now they get pulled over, now you get pulled into this.
[00:07:00.095 --> 00:07:03.878]  It's going to go from this to CPS showing up at your house and trying to take your kids away.
[00:07:03.918 --> 00:07:05.138]  You say, oh, that's sensational.
[00:07:05.418 --> 00:07:06.259]  That would never happen.
[00:07:06.299 --> 00:07:08.560]  I've done the reports about the lady up north.
[00:07:08.960 --> 00:07:12.422]  She was refusing to vaccinate her daughter.
[00:07:12.763 --> 00:07:16.165]  So the SWAT team comes and they say she was shooting off guns like Yosemite Sam.
[00:07:16.485 --> 00:07:18.126]  As far as I know, she was never doing that.
