[00:00:04.972 --> 00:00:06.272]  Big Brother.
[00:00:06.272 --> 00:00:08.053]  Mainstream media.
[00:00:08.053 --> 00:00:09.814]  Government cover-ups.
[00:00:09.814 --> 00:00:11.395]  You want answers?
[00:00:11.395 --> 00:00:12.936]  Well, so does he.
[00:00:12.936 --> 00:00:17.138]  He's Alex Jones on the GCN Radio Network.
[00:00:17.138 --> 00:00:25.283]  And now, live from Austin, Texas, Alex Jones.
[00:00:25.283 --> 00:00:27.564]  Well, it's hard to believe, ladies and gentlemen,
[00:00:29.653 --> 00:00:34.537]  But it's already Friday, 29th day of August 2014.
[00:00:34.537 --> 00:00:40.642]  We're gonna be live here for the next three hours.
[00:00:40.642 --> 00:00:55.694]  I'm gonna get my limited crew, because they're so busy and so few, to go back to the last year and a half
[00:00:57.455 --> 00:01:02.676]  Where I have basically broken down exactly what happened hundreds of times.
[00:01:02.676 --> 00:01:10.957]  So that I can have those clips on the Sunday show, this Sunday, 4 to 6 p.m.
[00:01:10.957 --> 00:01:25.860]  And the scores of articles by Curt Nemo, Paul Watson, and others, where we specifically said, the West is arming Al Qaeda, changing their name to confuse the public, to IS and ISIS,
[00:01:26.969 --> 00:01:38.779]  And is going to attack the West, and that's going to be used as a pretext to take American liberties, European liberties, and deploy paramilitary on the streets.
[00:01:38.779 --> 00:01:46.325]  And I've also said over and over again that Obama has taken more vacations than anyone I have ever seen.
[00:01:46.325 --> 00:01:48.027]  And the media admits that.
[00:01:48.027 --> 00:01:50.109]  He breaks the record of even
[00:01:51.505 --> 00:01:55.968]  George W. Bush, who would take about two and a half months of vacation.
[00:01:55.968 --> 00:02:00.670]  Obama takes over four months of vacation a year.
[00:02:00.670 --> 00:02:07.735]  But I said that if he ever comes home from a vacation, that's because he doesn't want to get blamed for what's about to happen.
[00:02:07.735 --> 00:02:10.096]  It's a bad image problem.
[00:02:15.484 --> 00:02:17.825]  Urgent is the Drudge Report headline.
[00:02:17.825 --> 00:02:23.887]  Obama to intercept and to interrupt weekend fundraising trip will return to DC.
[00:02:23.887 --> 00:02:31.890]  He was going to attend a MSNBC wedding and do three fundraisers.
[00:02:31.890 --> 00:02:34.812]  But he will still attend the MSNBC wedding.
[00:02:34.812 --> 00:02:39.594]  While UK raises terror threat to severe.
[00:02:39.594 --> 00:02:40.594]  Basically their highest level.
