[00:00:03.024 --> 00:00:04.965]  Waging war on corruption.
[00:00:05.406 --> 00:00:08.048]  Alex Jones on the GCN Radio Network.
[00:00:10.289 --> 00:00:19.936]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:00:42.099 --> 00:00:46.030]  Long-legged Mac Daddy, Barack Hussein Obama.
[00:00:48.712 --> 00:00:58.198]  Ladies and gentlemen, we're live already on the second day of February 2014, well into the second month of 2014.
[00:00:58.338 --> 00:01:01.039]  And you want it, you got it.
[00:01:01.179 --> 00:01:03.521]  Super Bowl XLVIII coverage.
[00:01:03.561 --> 00:01:10.485]  We're going to talk all about Peyton Manning and what a great man he is and how he focuses on winning the game and what a leader he is.
[00:01:11.690 --> 00:01:20.918]  Not on human colonies going into deep space, not on life extension technologies, not on knowing how society really works and having a free country.
[00:01:21.198 --> 00:01:31.567]  Man, if men got into all the factoids of freedom and business and life, we'd have men again, who are in charge and running their families and running their lives, and we'd have governments that were on short leashes.
[00:01:31.607 --> 00:01:32.067]  But we don't.
[00:01:32.788 --> 00:01:39.614]  Because men now are experts on all the moves in the male soap opera that is the NFL.
[00:01:40.546 --> 00:01:41.707]  And look, I'll be honest with you.
[00:01:43.388 --> 00:01:45.569]  I like football as much as the next person.
[00:01:47.571 --> 00:01:52.914]  The problem is that it's such a vehicle of propaganda now for the establishment more than ever.
[00:01:53.675 --> 00:02:10.186]  We have this history of authoritarian regimes from Rome to Nazi Germany right through to North Korea today and using basketball as a control system countrywide that we know it can become hijacked and very, very sick.
[00:02:11.246 --> 00:02:12.806]  So I wanted to be fair today.
[00:02:12.826 --> 00:02:19.848]  We're going to have live coverage from East Rutherford, where Jakari Jackson and, of course, Josh Owens are there reporting live.
[00:02:19.868 --> 00:02:21.408]  They're about to go into the Super Bowl.
[00:02:21.428 --> 00:02:29.869]  They're going to be covering it all for us during and after the game tonight, and then with the aftermath tomorrow on the weekday transmission.
[00:02:30.569 --> 00:02:36.891]  But right before the show, I came up with the bad column and the good column here of
[00:02:40.678 --> 00:02:43.566]  NFL and professional sports in general.
[00:02:44.529 --> 00:02:48.379]  And in the bad column, and I'm going to detail these in the next segment,
[00:02:49.921 --> 00:03:10.109]  NFL sports is parasitic, gives false dreams, police state promo, government becomes the heroes, the basic corruption, the diversion from reality, the historical connection to gladiators and decline, bad role models, male soap opera, arrested development, anti-gun, pro-Obama, the NFL messages.
[00:03:10.469 --> 00:03:12.510]  People only talk about sports, nothing else.
[00:03:12.890 --> 00:03:13.731]  It kills the culture.
[00:03:14.631 --> 00:03:16.812]  Use to suppress real male activities.
[00:03:17.232 --> 00:03:20.233]  Takes over the area of the brain meant for planning and survival.
[00:03:20.793 --> 00:03:26.334]  That is the bad areas.
[00:03:27.034 --> 00:03:29.115]  And then we have the good areas here.
[00:03:30.215 --> 00:03:31.255]  Pro manly man.
[00:03:31.716 --> 00:03:32.756]  No guts, no glory.
[00:03:32.856 --> 00:03:34.096]  Work hard, you can succeed.
[00:03:34.456 --> 00:03:36.217]  Sports good for kids and adults to play.
[00:03:36.637 --> 00:03:38.117]  Keeping competition alive.
[00:03:38.157 --> 00:03:40.518]  Something the establishment wants to get rid of.
[00:03:42.166 --> 00:03:50.332]  Schools banning dodgeball, not letting people be A students, teaches sportsmanlike conduct how to win, how to lose.
[00:03:50.812 --> 00:03:57.617]  Because as the old Aerosmith song says, you got to lose before you can know how to win.
[00:03:58.618 --> 00:04:00.559]  So there's some positive aspects as well.
[00:04:00.579 --> 00:04:02.881]  We've got all the news breaking on it.
[00:04:02.901 --> 00:04:06.904]  But don't worry, Obama tweeted today a photo of himself throwing a football.
[00:04:08.556 --> 00:04:18.583]  And he has hogged up Fox Television, it's on local TV here and all over the country, with him putting on his propaganda for an hour before the game with Bill O'Reilly.
