[00:00:19.440 --> 00:00:20.962]  Welcome to the InfoWars Nightly News.
[00:00:21.062 --> 00:00:23.765]  I'm David Knight and it's May 8th, 2014.
[00:00:24.065 --> 00:00:25.326]  Here are our top stories.
[00:00:27.569 --> 00:00:33.195]  Tonight, Rand Paul strikes back against drones targeting Americans.
[00:00:34.236 --> 00:00:39.162]  Then, control freaks in Michigan begin their ban on animals in the backyard.
[00:00:40.396 --> 00:00:44.901]  And how sheriffs plan to turn a house of worship into a den of snitches.
[00:00:45.381 --> 00:00:48.664]  That's next on the InfoWars Nightly News.
[00:00:49.105 --> 00:00:53.069]  The money changers, the manipulators of society, they're the real enemy, they're the player.
[00:00:53.589 --> 00:00:55.852]  And Christ beat them with a whip and overturned their tables.
[00:00:57.162 --> 00:01:02.805]  Well, a Senate confirmation hearing may shed light on the legal arguments for killing U.S.
[00:01:02.825 --> 00:01:03.906]  citizens with drones.
[00:01:04.546 --> 00:01:13.711]  In an article from Steve Watson today, he points out that Rand Paul is going to be joined by Senator Grassley in a fight to release memos justifying drone strikes on U.S.
[00:01:13.731 --> 00:01:14.091]  citizens.
[00:01:14.131 --> 00:01:16.513]  Now, those memos are secret memos.
[00:01:17.469 --> 00:01:22.131]  Do you think that we really want a judge who thinks it's alright to kill American citizens without a trial?
[00:01:22.811 --> 00:01:25.593]  And why can't we see these memos?
[00:01:25.653 --> 00:01:27.393]  Why aren't they being made public?
[00:01:27.434 --> 00:01:32.516]  Well, they may be made public because of this confirmation hearing for David Barron.
[00:01:32.576 --> 00:01:41.240]  Now, he was someone who argued on behalf of the Department of Justice in favor of assassinating American citizens abroad using drones.
[00:01:41.920 --> 00:01:49.044]  Now, Chuck Grassley, who is a ranking Republican on the Senate Judiciary Committee, said that they know that he's author of at least one of these.
[00:01:49.104 --> 00:01:51.265]  He may have written nine others.
[00:01:51.925 --> 00:01:58.548]  And they argue that we have a legal right to know why American citizens would be targeted abroad with drone strikes.
[00:01:58.588 --> 00:02:08.893]  He says, we know the Department of Justice relied on the legal arguments Professor Barron formulated to justify the targeted killing of an American citizen in a tribal region of Yemen in September 2011.
[00:02:10.834 --> 00:02:20.366]  Now, the interesting fact about this is that the White House has offered to show this memo privately to senators, but Rand Paul will have nothing to do with that.
[00:02:20.746 --> 00:02:23.109]  This is something that the public needs to know.
[00:02:23.209 --> 00:02:27.314]  We need to know what's happening in our secret courts, just like the FISA court.
[00:02:27.955 --> 00:02:32.636]  FISA was originally set up to rein in the CIA after the church committee hearings.
[00:02:32.716 --> 00:02:36.897]  It was to limit intelligence gathering to foreign operations.
[00:02:37.137 --> 00:02:39.618]  That's why it's the Foreign Intelligence Surveillance Act.
[00:02:40.258 --> 00:02:46.300]  What happened is that court, which was supposed to oversee that, has now become a secret star chamber itself.
[00:02:46.980 --> 00:02:54.966]  Where there is no adversarial hearing, only one judge, no jury, not even multiple judges, and only the government's side is being heard.
[00:02:55.306 --> 00:03:03.733]  And they're saying that these decisions are having the effect of modifying our body of law, just as if they were modifying or mending the Constitution.
[00:03:04.073 --> 00:03:05.134]  That has to stop.
[00:03:05.234 --> 00:03:14.181]  This is the arrogance of the government that we cannot even see the legal arguments that they use to try to justify their killing of Americans abroad.
[00:03:14.941 --> 00:03:16.402]  Now, how much worse can it get?
[00:03:16.622 --> 00:03:23.847]  Well, when government sees itself as God, I imagine they want to put themselves in churches so they can be worshipped.
[00:03:24.447 --> 00:03:26.628]  And that's what we see happening here in Hanover County.
[00:03:26.868 --> 00:03:32.352]  We now have a worship watch being offered by the Hanover County Sheriff's Department in Virginia.
[00:03:32.652 --> 00:03:34.993]  They say, your safety is our passion.
[00:03:35.434 --> 00:03:43.719]  And they say that their mission is to reduce crime and the fear of crime in houses of worship and areas that are frequented by the faith community.
[00:03:44.299 --> 00:03:50.784]  Actually, what they're trying to do is they're trying to create fear and paranoia and offer themselves as a solution.
[00:03:51.365 --> 00:03:54.347]  This is what they're going to tell people that they get as members.
