[00:00:19.398 --> 00:00:21.480]  Welcome to the Info Wars Nightly News.
[00:00:21.580 --> 00:00:22.882]  I'm your host, Jakari Jackson.
[00:00:23.242 --> 00:00:24.824]  It's June 26, 2014, and here are our top stories.
[00:00:30.066 --> 00:00:37.090]  Tonight, militarized police refuse to disclose public records request to the American people.
[00:00:37.530 --> 00:00:44.334]  Meanwhile, armed agents bust healthy family farms for conspiracy to sell raw milk.
[00:00:44.995 --> 00:00:51.699]  And a 73-year-old veteran is threatened with foreclosure for displaying the American flag.
[00:00:52.079 --> 00:00:53.320]  All that and much more.
[00:00:53.720 --> 00:00:56.343]  Tonight on the Infowars Nightly News.
[00:00:56.783 --> 00:00:57.464]  And welcome back.
[00:00:57.744 --> 00:00:58.785]  We'll begin with this tonight.
[00:00:59.125 --> 00:01:01.748]  Supreme Court bans warrantless cell phone searches.
[00:01:02.188 --> 00:01:12.858]  The Supreme Court ruled Wednesday that police cannot go snooping through people's cell phones without a warrant in a unanimous decision that amounts to a major statement in favor of privacy rights.
[00:01:13.619 --> 00:01:17.002]  And this decision marks a rare setback for the police state.
[00:01:17.403 --> 00:01:20.946]  People say, you know, what are you guys always talking about the police state over there at Info Wars?
[00:01:20.966 --> 00:01:22.507]  I'll tell you this story.
[00:01:22.527 --> 00:01:27.912]  When I first moved here to the city of Austin, I was on a date with a, I'll say what it is, a sexy young thing.
[00:01:28.493 --> 00:01:28.753]  I think so.
[00:01:50.706 --> 00:01:52.688]  They have to do all that stuff to keep us safe.
[00:01:52.708 --> 00:01:56.391]  Well, let's find out exactly how safe they are indeed keeping us.
[00:01:56.911 --> 00:01:58.092]  Law enforcement firm.
[00:01:58.352 --> 00:02:02.055]  Nobody will complain about militarized police when ISIS attacks.
[00:02:02.776 --> 00:02:15.667]  A company that provides video training programs for law enforcement has caused controversy by suggesting that nobody will complain about militarized police in America or examples of police brutality when ISIS comes a-calling.
[00:02:16.147 --> 00:02:26.133]  Now there's a tweet or a social media post from in the line of duty and they talk about the youngster Bobo, the infant who was burned by a flash bang grenade.
[00:02:26.473 --> 00:02:30.936]  Now if you guys may recall earlier, I guess it was last year, the Chris Dorner situation.
[00:02:31.036 --> 00:02:35.779]  And regardless if you believe everything in the Chris Dorner situation or not, that's not the issue.
[00:02:36.039 --> 00:02:42.322]  But you recall how the house burned down, the cabin burned down, and they had the audio video recordings saying,
[00:02:43.303 --> 00:02:47.085]  Let's get the gas, get the gas, burn the gas, and burn this mother effer down.
[00:02:47.485 --> 00:02:49.566]  And then they go to the press conference.
[00:02:49.806 --> 00:02:50.767]  I believe it was the sheriff.
[00:02:51.067 --> 00:02:56.830]  They said, Sheriff, what's this deal with your guys on audio tape saying that let's burn this mother effer down?
[00:02:57.050 --> 00:03:00.872]  They said, well, you know, you have flashbang grenades, and you often call those things burners.
[00:03:01.212 --> 00:03:02.573]  Well, you can call them burners.
[00:03:02.593 --> 00:03:03.914]  I have no issue with that.
[00:03:04.174 --> 00:03:06.295]  But what about burn the mother effer down in the gas?
[00:03:06.335 --> 00:03:08.136]  But that's getting off to another topic.
[00:03:08.356 --> 00:03:09.577]  But let's talk about the youngster.
[00:03:10.137 --> 00:03:16.926]  Bobo, as he's so affectionately called, toddler critically injured after SWAT team tossed a stun grenade into his crib.
[00:03:17.507 --> 00:03:23.495]  A family says a SWAT team raided their home in the middle of the night and seriously injured a 19-month-old boy with a stun grenade.
[00:03:26.860 --> 00:03:30.902]  The young man, or should I say the young child, was playing in his crib, the play area.
[00:03:31.182 --> 00:03:36.564]  The SWAT team busts in, tosses the flashbang grenade, and seriously injures the child.
[00:03:36.964 --> 00:03:51.769]  Now going on, this notion of all we're doing is trying to keep you safe, and as the officer in our last report was talking about, nobody's going to complain about this, nobody's going to even mention this when you have a big terrorist attack, I guess from ISIS is what they're anticipating.
[00:03:52.129 --> 00:03:53.290]  Well my deal is,
[00:03:54.210 --> 00:03:57.771]  Are you still the good guys if you're the one injuring the innocent people?
[00:03:58.451 --> 00:04:09.414]  Yeah, so you have to crack a few eggs to make an omelette, but how many omelettes, how many young bobos is acceptable to fight this big threat that I guess we have not seen here in the United States?
[00:04:09.694 --> 00:04:15.476]  Well, I guess since 9-11 on that scale, regardless if you believe that whole big thing or not, we definitely do have terrorists.
[00:04:15.596 --> 00:04:17.697]  I don't think all of them are hiding in a cave.
[00:04:17.737 --> 00:04:18.337]  Some of them are
[00:04:18.837 --> 00:04:21.379]  On Capitol Hill in a suit and a tie.
[00:04:21.739 --> 00:04:22.879]  But that's just one example.
[00:04:22.899 --> 00:04:24.500]  Let's continue to move through here.
[00:04:24.901 --> 00:04:29.283]  SWAT team refuses public records request, says we're not a government agency.
[00:04:29.804 --> 00:04:38.168]  A regional SWAT team in Massachusetts is refusing to release information on raid statistics due to its belief that it is a private organization.
[00:04:38.589 --> 00:04:39.369]  So let's go through this.
[00:04:39.429 --> 00:04:45.113]  You work for the Sheriff's Department or you work for your local PD, maybe you're a Fed, FBI, whatever.
[00:04:45.813 --> 00:04:47.374]  You work for the government.
[00:04:47.814 --> 00:05:02.198]  So, as a government employee working off taxpayer dollars, if people want to know what you're up to, people should have the right to find out what you're up to, especially something like a SWAT team that is involved in some very serious situations.
[00:05:02.498 --> 00:05:10.280]  Now, I can understand you have situations that may be ongoing and you don't want to interfere with the investigation by making certain details public.
[00:05:10.480 --> 00:05:12.480]  I can get that to a certain extent.
[00:05:12.780 --> 00:05:15.541]  But once the investigation is done, the guy's in jail or the guy's been
[00:05:16.041 --> 00:05:16.221]  Really?
[00:05:32.970 --> 00:05:33.451]  We're good to go.
[00:05:49.352 --> 00:05:51.433]  Like the old veterans do and the old police officers.
[00:05:51.453 --> 00:05:52.913]  You see them at the diners and so forth.
[00:05:53.254 --> 00:05:57.916]  They say, yeah, I remember back in, you know, 2014 and I did that SWAT raid and we busted down.
[00:05:57.936 --> 00:06:02.858]  We found 15 drug dealers and drug smugglers and human traffickers and AK-47s and AR-15s.
[00:06:03.198 --> 00:06:08.380]  And then the other guy says, yeah, I remember I did a SWAT raid and we got those guys selling that raw cheese.
[00:06:10.649 --> 00:06:13.010]  I mean, is that weapons of mass destruction?
[00:06:13.050 --> 00:06:17.834]  Why do you have to bust down the door of somebody selling cheese or milk across state lines?
[00:06:17.854 --> 00:06:21.356]  Don't we have real crimes and real things that need to be investigated?
[00:06:21.756 --> 00:06:23.377]  Like, who's running guns into Mexico?
[00:06:23.457 --> 00:06:25.299]  I mean, can we look into something like that?
[00:06:25.359 --> 00:06:25.719]  But no.
[00:06:26.019 --> 00:06:30.582]  They want to go down here and bust the people for selling raw milk and cheese.
[00:06:30.662 --> 00:06:31.863]  It's completely ridiculous.
[00:06:32.283 --> 00:06:34.645]  Now let's hit some bullet points about these SWAT team raids.
[00:06:34.965 --> 00:06:39.368]  We have this 10 facts about the SWATification of America that everyone should know.
[00:06:40.269 --> 00:06:42.431]  And for the sake of time, I'll just hit a few here.
[00:06:42.471 --> 00:06:43.572]  We'll start with number one.
[00:06:44.312 --> 00:06:48.697]  In 1980, there were approximately 3,000 SWAT raids in the United States.
[00:06:49.157 --> 00:06:53.781]  Now there are more than 80,000 SWAT raids per year in this country.
[00:06:54.362 --> 00:06:55.763]  Let's scroll down to number six.
[00:06:56.684 --> 00:07:04.754]  And the last, excuse me, at least 36% of all SWAT raids, there is no contraband of any kind found by the police.
[00:07:04.974 --> 00:07:06.176]  I think that's pretty relevant.
[00:07:06.656 --> 00:07:08.218]  And let's drop down to number nine.
[00:07:08.959 --> 00:07:14.886]  Only 7% of all SWAT deployments are for hostage, barricade, and or active shooter scenarios.
