[00:00:19.568 --> 00:00:21.108]  Welcome to the Infowars Nightly News.
[00:00:21.188 --> 00:00:21.789]  I'm David Knight.
[00:00:21.889 --> 00:00:26.030]  It's Monday, August 18, 2014, and here are our top stories.
[00:00:29.551 --> 00:00:32.432]  Tonight, documents reveal that the U.S.
[00:00:32.592 --> 00:00:40.194]  Army is preparing to use lethal force against unarmed civilians during full-scale riots in the U.S.
[00:00:40.634 --> 00:00:46.196]  Meanwhile, the police in Ferguson are ordered to stand down during rampant looting.
[00:00:46.516 --> 00:00:57.304]  Plus, the Nation of Islam and the New Black Panthers are now behind the scenes attempting to direct the protest in Ferguson, Missouri, as the police state continues.
[00:00:57.765 --> 00:01:00.807]  Up next on the InfoWars Nightly News.
[00:01:05.043 --> 00:01:10.525]  Well, the events in Ferguson, Missouri have alternated between peaceful protests and full-out looting.
[00:01:10.605 --> 00:01:19.870]  And, of course, the police have alternated between attacking the peaceful protests and completely ignoring the looting, being MIA.
[00:01:20.070 --> 00:01:24.111]  Well, not exactly MIA, because they're actually there, but they're just not doing anything.
[00:01:24.392 --> 00:01:31.655]  In this article on Infowars.com from Michael Snyder, he says, why were the police in Ferguson told not to stop the rampant looting on Friday night?
[00:01:32.315 --> 00:01:39.759]  It says on Friday night, the city of Ferguson, Missouri was absolutely packed with militarized police, but when the looting started, they did nothing about it.
[00:01:40.159 --> 00:01:47.362]  In fact, news reports indicate that the police were lined up just blocks from where the looting was happening, but didn't make any attempt to stop it.
[00:01:47.843 --> 00:01:56.507]  According to eyewitnesses, police vehicles were seen driving by some of the stores while they were being looted, still did not respond.
[00:01:56.527 --> 00:02:00.569]  And we see USA Today says they did not even attempt to stop any looting.
[00:02:01.129 --> 00:02:03.051]  We see from the Fox affiliate in St.
[00:02:03.091 --> 00:02:08.214]  Louis, they said the officers left the scene of Ferguson once the looters began attacking the business overnight.
[00:02:08.655 --> 00:02:15.680]  Again from Fox News, a reporter from the station tweeted that police cars were seen driving past some of the stores being looted and did not respond.
[00:02:16.241 --> 00:02:19.383]  This is not just us reporting this from the InfoWars reporters on the scene.
[00:02:19.723 --> 00:02:24.367]  These are the trustworthy mainstream media reporters saying that the police did nothing about it.
[00:02:24.987 --> 00:02:30.492]  And so Paul Joseph Watson asks, are the Ferguson riots being exacerbated by violent provocateurs?
[00:02:31.392 --> 00:02:44.839]  He says, with the National Guard now being sent to Ferguson, as the unrest extends into a second week, questions are being asked as to whether provocateurs are being used by authorities to stage violence in order to justify a militarized police crackdown.
[00:02:45.780 --> 00:02:51.523]  Radio host Dave Hodges claimed to have spoken to a source within Homeland Security that said that violent rioting and looting
[00:02:52.003 --> 00:02:58.348]  Was encouraged and exacerbated by undercover DHS agents posing as members of the new Black Panthers.
[00:02:58.368 --> 00:03:08.637]  He said in the past five days, I have been contacted via one of my most trusted sources, a member of DHS who is opposed to the events and DHS involvement in Ferguson, Missouri.
[00:03:08.937 --> 00:03:13.421]  The source stated that DHS is running the Ferguson Police Department.
[00:03:13.681 --> 00:03:13.961]  I think so.
[00:03:36.761 --> 00:03:47.629]  The federal troops involvement, they're welcoming federalization of this situation, they're welcoming National Guard troops being put in, they're welcoming people like the new Black Panthers and Al Sharpton.
[00:03:48.110 --> 00:04:00.319]  And what's developing here is a full spectrum dominance and manipulation of this, just as they dominate with both sides the elections, controlling both the Democrats and Republicans, same ones being controlled by the same people.
[00:04:00.940 --> 00:04:06.144]  Is the purpose here to create a situation that they can then move to martial law?
[00:04:06.984 --> 00:04:11.570]  Well, the Nation of Islam and the New Black Panthers are directing violent protests in Ferguson.
[00:04:11.750 --> 00:04:25.247]  Malik Shabazz said, as you well know, on Thursday night, my group, and thanks to you, my organizers, along with the New Black Panther Party and the Nation of Islam, we are the ones who put those men in the streets and we control the flow of traffic.
