[00:00:10.046 --> 00:00:11.187]  I want to explain something.
[00:00:13.049 --> 00:00:17.915]  Interviewing multiple medical doctors, Harvard medical doctors, you name it, over the years.
[00:00:18.415 --> 00:00:20.017]  A lot of articles have been written about this.
[00:00:20.057 --> 00:00:21.099]  You can look them up for yourself.
[00:00:21.579 --> 00:00:24.823]  There's a lot of evidence that Ebola was developed in laboratories.
[00:00:25.489 --> 00:00:29.732]  And then released in the jungles of Western and Central Africa.
[00:00:29.992 --> 00:00:38.838]  Larry Ford had mutated cholera, typhoid, anthrax, botulism, bubonic plague, and had also come up with germs that he called kaffir-killing germs.
[00:00:39.519 --> 00:00:44.022]  Kaffir, as you may know, in Afrikaans, is the equivalent of the N-word.
[00:00:45.283 --> 00:00:49.606]  So these are germs that were specifically engineered to kill only black people.
[00:00:50.747 --> 00:00:53.969]  In other words, an ethnic biological weapon.
[00:00:55.325 --> 00:01:01.148]  As it mutates, it will become more aggressive and even airborne.
[00:01:02.529 --> 00:01:12.514]  And then one of the heads of the University of Texas Biology Department, who is a global exterminist, he believes that at least 90% of the population should be reduced.
[00:01:13.439 --> 00:01:31.994]  His acolytes, his graduate students that are now medical doctors, PhDs, microbiologists, responded to us criticizing him six years ago and the FBI visiting him by sending me open letters that we published saying, listen, we will exterminate everyone.
[00:01:32.688 --> 00:01:36.369]  In fact, here's quotes from the Texas newspapers that reported on it out of Houston.
[00:01:36.809 --> 00:01:51.354]  I watched in amazement as a few hundred members of the Texas Academy of Sciences rose to their feet and gave standing ovation to a speech that enthusiastically advocated the elimination of 90% of the Earth's population by airborne Ebola.
[00:01:52.119 --> 00:01:54.980]  We are an epidemic waiting to happen.
[00:01:55.040 --> 00:02:01.062]  And because we're so mobile and so dense, we can get on airplanes and fly across oceans.
[00:02:01.382 --> 00:02:03.183]  Disease is going to spread fast.
[00:02:03.383 --> 00:02:07.684]  And the people who've studied this, the epidemiologists... That's a common view.
[00:02:07.704 --> 00:02:11.525]  And medical people are very, very concerned about the next pandemic.
[00:02:11.765 --> 00:02:19.248]  The 2014 wave of upwards of 300,000 illegals crossing the United States southern border is only the beginning.
[00:02:19.508 --> 00:02:31.914]  He's told the world that with a stroke of his pen he will, by presidential directive, by executive order, provide legal status to five to six million people unlawfully in the country.
