[00:00:19.622 --> 00:00:20.464]  Good evening, everyone.
[00:00:20.504 --> 00:00:22.568]  Welcome to the InfoWars Nightly News.
[00:00:22.668 --> 00:00:23.610]  I'm Darren McBreen.
[00:00:23.750 --> 00:00:27.017]  It is Thursday, November 20th, 2014.
[00:00:27.097 --> 00:00:28.480]  Here's a quick look at what's coming up.
[00:00:31.291 --> 00:00:33.752]  Tonight on the InfoWars Nightly News.
[00:00:34.452 --> 00:00:44.476]  All hell is about to break loose nationwide as Obama announces an executive order opening the floodgates to anarchy and violence as tensions mount in Ferguson.
[00:00:44.876 --> 00:00:50.378]  Plus, newly released documents reveal that the FBI targeted a Black Panther
[00:00:54.081 --> 00:01:06.273]  Police departments across the country are preparing for what they expect to be the acquittal of Officer Darren Wilson.
[00:01:06.753 --> 00:01:14.481]  A state of emergency has already been declared in Missouri, and the FBI has sent out a bulletin warning citizens
[00:01:14.701 --> 00:01:14.941]  Well, exactly.
[00:01:14.961 --> 00:01:17.103]  That is the feel here on the streets by a lot of the locals.
[00:01:43.083 --> 00:01:45.204]  Who have lived in Ferguson most of their life.
[00:01:45.725 --> 00:01:52.549]  Jakari and I actually stopped into a store right across from the Ferguson Police Department called I Love Ferguson.
[00:01:52.589 --> 00:01:55.891]  It's a non-profit organization trying to raise money for the town.
[00:01:56.151 --> 00:02:05.136]  And a lot of the people that work there all have this sense that, you know, the axe is going to hit and things are just going to go crazy and ballistic.
[00:02:05.176 --> 00:02:07.918]  And everyone's really praying and hoping for the best.
[00:02:07.998 --> 00:02:11.820]  But quite honestly, everyone's preparing for the worst case scenario.
[00:02:12.264 --> 00:02:23.729]  You know, we have a lot of these militant groups that are threatening violence, trying to burn down buildings, saying they want to hit the electric company, take down the power grid, possibly hit Monsanto.
[00:02:24.009 --> 00:02:27.810]  You know, quite honestly, I'm not going to be in tears if that were to happen.
[00:02:27.850 --> 00:02:30.912]  I'm not condoning it, but I'm not going to lose any sleep if that happens.
[00:02:31.352 --> 00:02:36.334]  But, you know, they're expecting a lot more organized violence, in a sense.
[00:02:36.374 --> 00:02:41.396]  You know, back in August when we were there, there was a lot of sporadic violence, almost like when I was in Iraq.
[00:02:41.667 --> 00:02:50.712]  There was no leadership involved, just a lot of angry people picking up weapons, indoor rocks, whatever, and just kind of attacking and having their own personal game plan.
[00:02:50.992 --> 00:02:53.673]  This time around, there's a lot more organization involved.
[00:02:53.894 --> 00:03:01.378]  You know, these protest groups, activists, militants, whatever you want to call them, they've had months to prepare now, and here we are.
[00:03:01.478 --> 00:03:09.442]  We're getting ready to have the release of the amnesty bill tonight, and I think that the Ferguson's going to be a burka to cover up this whole amnesty bill.
[00:03:10.197 --> 00:03:11.899]  And that's something that they're planning on.
[00:03:12.180 --> 00:03:14.262]  We see a lot more government vehicles in the area.
[00:03:14.543 --> 00:03:16.505]  The DHS, some undercover vehicles.
[00:03:16.766 --> 00:03:21.452]  We saw a black suburban today that kept driving up and down the street, looking at us, filming us.
[00:03:21.832 --> 00:03:23.975]  So there's a lot of tension in the area right now.
[00:03:25.009 --> 00:03:35.559]  Well that's right and I want to talk about some of these protest groups and these militant groups that you were just referring to because they have stated publicly that they plan to initiate violence.
[00:03:36.039 --> 00:03:44.908]  The group that calls themselves Justice for Mike Brown and others, they are saying that they will attack companies and institutions that are completely
[00:03:45.328 --> 00:03:47.529]  Unrelated to the Michael Brown case.
[00:03:47.829 --> 00:03:49.670]  And they're even targeting individuals.
[00:03:49.910 --> 00:03:52.251]  They went as far as releasing a target list.
[00:03:52.311 --> 00:03:54.172]  I don't know, it sounded like you've already seen it.
[00:03:54.752 --> 00:04:03.936]  And some of the demonstrators have promised to loot and damage property if the grand jury decides not to prosecute Darren Wilson.
[00:04:04.176 --> 00:04:12.560]  So what do you think about this target list and how does burning down buildings and looting, how is that supposed to stop
[00:04:13.140 --> 00:04:15.541]  Potential or future police brutality.
[00:04:15.581 --> 00:04:16.662]  Am I missing something here?
[00:04:16.682 --> 00:04:17.943]  Because I guess I just don't get it.
[00:04:18.543 --> 00:04:28.368]  Well, there's a gash in the community, so to say, a wound in Ferguson, and you're not going to heal it by burning down buildings, by creating the burndown bridges.
[00:04:28.809 --> 00:04:35.172]  You know, the community here thus far that I talked to, the civilians here on the ground, they've been meshed together really well.
[00:04:35.452 --> 00:04:40.315]  Blacks, whites, Hispanics, everybody's lived together for years on end without any problems, really.
[00:04:40.495 --> 00:04:42.056]  The only problem thus far has been
[00:04:42.472 --> 00:04:44.353]  The, uh, the police state, so to say.
[00:04:44.633 --> 00:04:52.355]  So I, you know, right now, MSM and all these people are trying to make this huge racial division between the community and Ferguson.
[00:04:52.715 --> 00:04:57.957]  When, you know, but when we get out here on the streets and Jakari and I go out and talk to people, you don't see that whatsoever.
[00:04:58.017 --> 00:05:01.898]  You see everyone of every denomination of color, hugging, talking, smiling.
[00:05:02.178 --> 00:05:09.260]  You don't see this huge racial division like Al Sharpton and Jesse Jackson would like you to think that's going on here whatsoever.
[00:05:09.605 --> 00:05:28.436]  You know, and another thing as well, the ANON group, they're called Operation KKK, they started their website or their Twitter feed about a week and a half ago trying to expose these KKK guys who said they were going to come to Ferguson and, you know, basically shoot at or attack protesters that they didn't like.
[00:05:28.737 --> 00:05:39.263]  Well, today they put out a Twitter or a tweet saying that by the end of the day, they guarantee to put out proof that Darren Wilson is part of the KKK in this area.
[00:05:39.554 --> 00:05:42.396]  So that's something I'm kind of, uh, I'm waiting on right here.
[00:05:42.416 --> 00:05:56.748]  I'm waiting to see whether or not they have proof of that because I do think that could have a huge, that could take a huge turn of events for the mood here in the area, especially if Darren Wilson is not convicted whatsoever and not indicted, I should say, on these charges.
[00:05:57.861 --> 00:06:07.745]  Well my hunch is that everybody's getting along right now during the day but what my concern is that at night and once the verdict is read that there's always the agent provocateur situation.
[00:06:07.765 --> 00:06:13.267]  You have the new Black Panthers that are out there and like I said we have this this list of targets from some of these groups.
[00:06:14.028 --> 00:06:17.529]  And what are you more concerned about once the verdict is read?
[00:06:17.789 --> 00:06:26.893]  Do you feel more threatened by potential angry violent protesters or are you more concerned about the militarized police?
[00:06:28.880 --> 00:06:32.902]  Um, I would be more concerned about the undercover provocateurs.
[00:06:33.222 --> 00:06:35.183]  You know, there's going to be angry protesters.
[00:06:35.203 --> 00:06:35.884]  That's going to happen.
[00:06:35.924 --> 00:06:44.548]  Some people, you know, last night Jakari and I just walked up to the protest going on and a lady was questioning us right off the bat saying, I don't know who you guys are.
[00:06:44.568 --> 00:06:50.411]  You know, people since we've been here assume that we're cops because they haven't seen us in a while or something like that.
[00:06:50.671 --> 00:06:54.674]  So there's a lot of the protesters on edge because they don't feel like they can trust everyone.
[00:06:54.714 --> 00:06:57.315]  They've got a bad taste in their mouth because the mainstream media
[00:06:57.662 --> 00:06:57.742]  It's
[00:07:19.705 --> 00:07:23.348]  A good judgment on that, but there was still a provocateur there last night.
[00:07:23.568 --> 00:07:26.631]  There was a person off in the corner in the back parking lot.
[00:07:26.751 --> 00:07:27.111]  It's funny.
[00:07:27.131 --> 00:07:28.252]  They never want to show themselves.
[00:07:28.392 --> 00:07:29.513]  They always do it somewhere hidden.
[00:07:29.733 --> 00:07:34.577]  The guy threw a bottle right as the police were arresting somebody and it hit right there in that group of people.
[00:07:34.837 --> 00:07:40.682]  So you're going to have people who want to sneak in and it's the cowards who won't show their face and the ones hiding off in the darkness.
[00:07:41.002 --> 00:07:47.608]  You know, just like Martin Luther King said, you know, if you want to make a change, you do it in the brightness of the day.
[00:07:47.648 --> 00:07:49.129]  You don't do it in the darkness of night.
[00:07:49.482 --> 00:08:04.041]  You know, and that's what you said, you know, during the day there's peaceful protesters out, but at nighttime it gives people that cover of darkness to hide and incite violence and do a lot of dirty things to help take away from the peaceful protests that are going on here in Ferguson, Missouri.
[00:08:04.687 --> 00:08:14.214]  Well I think it's very interesting too and you alluded to it earlier that Barack Obama plans on announcing his amnesty plan this evening through executive order.
[00:08:14.234 --> 00:08:16.435]  And what do you think about the timing of that?
[00:08:16.775 --> 00:08:21.118]  It is precisely at the same time that the Michael Brown verdict is expected.
[00:08:21.379 --> 00:08:24.601]  Do you think that is deliberate timing or is this a coincidence?
[00:08:25.598 --> 00:08:36.286]  I mean, you gotta think, with the VA issue, when all these media corporations, when CNN, Fox, everybody was coming out and saying, hey, there's this huge VA scandal, vets are dying, what happened?
[00:08:36.546 --> 00:08:38.467]  The Bo Bergdahl release, now what did that do?
[00:08:38.667 --> 00:08:42.670]  That took all the attention away from the dying vets, the people not getting the appointments they need.
[00:08:42.931 --> 00:08:51.617]  So it makes perfect good sense for me that the Obama administration would time this just here on the eve of that, for when they're gonna release at 8 o'clock tonight, release
[00:08:52.315 --> 00:09:00.977]  The amnesty bill and what he's going to do and then here we are finding out that either tonight or tomorrow we could possibly have this grand jury decision on what's going to happen.
[00:09:01.297 --> 00:09:06.819]  Because you know a lot of people aren't going to want to turn on the news and watch President Obama talk about the amnesty bill.
[00:09:07.099 --> 00:09:16.281]  People are going to be more in tune to watching the violence that erupts, the riots and things like that because we are in a sense living in the movie Idiocracy.
[00:09:17.742 --> 00:09:26.906]  Well, regardless what happens, you guys are truly right there during another historic moment that's about to unfold in Ferguson.
[00:09:27.487 --> 00:09:31.088]  And once again, you guys are right there in the front lines of the info war.
[00:09:31.128 --> 00:09:34.070]  And I sure hope the best for all of you.
[00:09:34.090 --> 00:09:35.971]  You guys be safe and be sure to check in.
[00:09:36.131 --> 00:09:37.571]  We're going to be glued to our seats.
[00:09:38.012 --> 00:09:39.832]  Trust me, we're going to be watching the Ustream.
[00:09:39.892 --> 00:09:42.874]  As soon as that verdict is read, we'll all be glued to the TVs.
[00:09:43.763 --> 00:09:44.484]  Thank you for your time.
[00:10:01.022 --> 00:10:05.243]  YouStream.tv forward slash RealAlexJones.
[00:10:05.383 --> 00:10:14.106]  So as soon as they read the verdict, and if there is any rioting or police state activity, rest assured these guys will deliver the action.
[00:10:14.546 --> 00:10:22.688]  And we're going to see some amazing coverage in Ferguson that, trust me, you will never see on the mainstream television.
[00:10:22.828 --> 00:10:23.929]  Infowars.com.
[00:10:23.949 --> 00:10:24.729]  Be sure to check it out.
[00:10:24.989 --> 00:10:35.417]  Hey, we're going to take a quick break right now, but when we come back, we're going to be joined by a guy who was targeted by the FBI for not being a racist.
[00:10:35.877 --> 00:10:36.338]  Not kidding.
[00:10:36.578 --> 00:10:38.399]  Stick around in 4's Nightly News.
[00:10:38.439 --> 00:10:39.180]  We'll be right back.
[00:10:41.107 --> 00:10:44.969]  The average person's life is filled with unexpected challenges.
[00:10:45.710 --> 00:10:51.953]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[00:10:52.114 --> 00:11:01.139]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[00:11:01.499 --> 00:11:06.322]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[00:11:10.805 --> 00:11:16.788]  Introducing the first proprietary oxygen-based intestinal cleanser, OxyPowder.
[00:11:17.428 --> 00:11:21.651]  Backed by FDA-approved Phase 1, 2, and 3 clinical trials.
[00:11:22.131 --> 00:11:28.434]  All the toxins from the air, the food, the water, ultimately ends up in the gut or affects the gut.
[00:11:28.554 --> 00:11:33.717]  Take your health into your own hands and start cleansing your body today with OxyPowder.
