[00:00:19.437 --> 00:00:21.259]  Welcome to the InfoWars Nightly News.
[00:00:21.339 --> 00:00:25.443]  It is Tuesday, January 14, 2014 and I'm Leanne McAdoo.
[00:00:25.844 --> 00:00:33.091]  Well, 450 pages of documents have just been declassified and they prove what we've been telling you for years.
[00:00:33.592 --> 00:00:40.138]  The President and top defense officials have lied and been lying to us about what they knew about Benghazi.
[00:00:41.019 --> 00:00:51.764]  Now, the documents show that just minutes after the consulate in Benghazi came under attack, the nation's top defense officials were informed that the event was a terrorist attack.
[00:00:52.204 --> 00:00:56.946]  And this means, of course, that the President and then Secretary of State Hillary Clinton also knew.
[00:00:57.286 --> 00:01:00.608]  So this, of course, raises the question of why for two weeks
[00:01:01.008 --> 00:01:13.455]  Did the President and these other top military officials press this false narrative that the assault grew spontaneously out of a demonstration over an anti-Islam video that was produced in America?
[00:01:14.095 --> 00:01:29.463]  Numerous aides to the President and Secretary of State Hillary Clinton repeatedly told the public in the weeks following the murder of Ambassador Stevens and three other Americans that there was no evidence that the killings were the result of a premeditated terrorist attack.
[00:01:30.043 --> 00:01:37.008]  Of course, this was all going on while Obama was running for re-election in a very hotly contested bid.
[00:01:37.368 --> 00:01:46.655]  So it was only after he won re-election that disclosures exposed that this narrative was false and that they indeed lied.
[00:01:46.735 --> 00:01:52.439]  And of course, the Obama administration had to ultimately acknowledge that its early statements were untrue.
[00:01:53.960 --> 00:02:07.009]  And so while our president is given carte blanche to lie to the American public, and we continue to allow him to be in office, police are being given complete freedom to murder innocent people.
[00:02:07.429 --> 00:02:12.713]  And when we take it to a jury trial, juries are then allowing these guys to get away scot-free.
[00:02:13.433 --> 00:02:26.620]  The 2011 beating of a mentally disabled homeless man, Kelly Thomas, who was beaten, tasered, suffocated, and pistol whipped by no less than six police officers, and all of this was caught on video.
[00:02:27.401 --> 00:02:31.003]  That has resulted in an acquittal for two police officers.
[00:02:31.443 --> 00:02:39.688]  And what's even more disturbing was that a jury found the two police officers not guilty on all charges of murder and manslaughter.
[00:02:40.328 --> 00:02:44.491]  And even though they can be heard on that videotape saying, you see these fists?
