[00:00:01.551 --> 00:00:02.713]  Coast to coast.
[00:00:03.094 --> 00:00:04.415]  Direct from Austin.
[00:00:05.157 --> 00:00:08.361]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.830 --> 00:00:15.450]  Big Brother.
[00:00:16.131 --> 00:00:17.151]  Mainstream media.
[00:00:17.892 --> 00:00:18.993]  Government cover-ups.
[00:00:19.653 --> 00:00:20.454]  You want answers?
[00:00:21.234 --> 00:00:22.135]  Well, so does he.
[00:00:22.795 --> 00:00:26.397]  He's Alex Jones on the GCN Radio Network.
[00:00:26.978 --> 00:00:31.040]  And now, live from Austin, Texas, Alex Jones.
[00:00:44.716 --> 00:00:48.082]  Well, we've got some good news out of the gates right now.
[00:00:48.102 --> 00:00:57.920]  Vladimir Putin has come out and said no immediate need to invade Eastern Ukraine leaves threat dangling, though they've taken over the Crimea.
[00:00:59.619 --> 00:01:06.665]  And of course, our media has already said for two days that Russia has completely invaded the Ukraine itself.
[00:01:07.326 --> 00:01:11.589]  Reuters and AP ran with those headlines that we covered on the Sunday transmission.
[00:01:12.090 --> 00:01:16.834]  David Knight did a great job covering the show yesterday.
[00:01:16.854 --> 00:01:26.762]  I'm not really taking a spring break off with my family, but I am going to be taking a few days off next week, probably, or maybe Friday.
[00:01:27.842 --> 00:01:33.525]  So you'll have live transmissions here though with David Knight and the rest of the crew if I do take some time off.
[00:01:33.825 --> 00:01:44.491]  Quite frankly, I ended up taking a time off from radio just to get other things done with the operation and a bunch of stuff we're getting ready to launch and then to try to spend a little more time with the family.
[00:01:45.511 --> 00:01:50.255]  Obviously, and other family issues that have been going on outside of my immediate family.
[00:01:50.295 --> 00:01:51.575]  So that's why I wasn't here yesterday.
[00:01:51.876 --> 00:01:55.578]  But I am here today, ladies and gentlemen, in studio.
[00:01:56.379 --> 00:01:59.461]  And we are going to be on air for the next three hours.
[00:01:59.901 --> 00:02:03.203]  And I do intend to cover a smattering of the top stories, obviously.
[00:02:04.424 --> 00:02:10.589]  But we are also going to be taking a lot of your phone calls.
[00:02:11.750 --> 00:02:17.675]  Uh, here on the broadcast as well, and getting into just the good, the bad, and the ugly of the news.
[00:02:17.695 --> 00:02:28.463]  Uh, we've also got incredible stories out of San Antonio and other areas of the country where people filming the police at 100, 200 yards away are being arrested.
[00:02:30.765 --> 00:02:34.006]  For interfering with police, and it's just an unprecedented attack on the First Amendment.
[00:02:34.046 --> 00:02:38.267]  We've got some of that video and audio coming up today.
[00:02:38.287 --> 00:02:49.871]  And the interesting articles like this one, scientists can now control flies' brains with lasers, flickering lights, not just in insects but in mammals and higher order mammals like humans.
[00:02:51.021 --> 00:02:55.364]  That's why you had Pokemon 15 years ago causing seizures in the US and Japan.
[00:02:55.744 --> 00:02:58.006]  Sometimes over 10,000 kids a pop on it would air.
[00:02:58.046 --> 00:02:59.927]  A new episode would flop around on the ground.
[00:03:00.428 --> 00:03:02.990]  That's an example of just what flickering lights can do.
[00:03:03.830 --> 00:03:06.092]  Low-tech type technology.
[00:03:09.274 --> 00:03:12.476]  So this is the type of issue
[00:03:13.570 --> 00:03:34.100]  That we're dealing with, and I'm trying to get the public to think about, because now they're going into data over power lines, interfacing with regular light bulbs, and then using a sub-conscious detectable flicker rate to communicate with your computer.
[00:03:35.660 --> 00:03:37.861]  So that's a way to jack into your house and control things.
[00:03:37.901 --> 00:03:40.782]  The new computers are coming out to interface with these whether you like it or not.
[00:03:41.122 --> 00:03:46.464]  But then the studies show it as a second Trojan horse use of actually manipulating the human brain.
[00:03:46.704 --> 00:03:49.786]  And I talk about this stuff and people laugh about it.
[00:03:49.906 --> 00:03:51.186]  This is mainstream news.
[00:03:53.667 --> 00:03:54.828]  This is not my opinion.
[00:03:55.348 --> 00:03:59.670]  That's what's so frustrating is that we are living in the Buck Roger age.
[00:04:00.790 --> 00:04:03.871]  But the general public thinks we're in 1950 and doesn't understand that
[00:04:07.093 --> 00:04:10.135]  They don't just remote control roaches and flies with lasers.
[00:04:10.536 --> 00:04:14.859]  They can put microchips in their brains and use them like remote controls.
[00:04:15.700 --> 00:04:17.041]  You can do that with a human as well.
[00:04:17.101 --> 00:04:20.304]  And now we got threatened to be sued and we said go ahead and sue us.
[00:04:20.324 --> 00:04:32.193]  They backed off three years ago when we ran a story about microchips to be in all the new controlled substance schedule drugs, painkillers, you name it.
[00:04:33.154 --> 00:04:35.336]  Now they're coming out with them and it's actually happening.
