[00:00:19.346 --> 00:00:20.908]  Welcome to the Infowars Nightly News.
[00:00:20.988 --> 00:00:23.831]  It's Wednesday, January the 15th, 2014.
[00:00:24.171 --> 00:00:28.155]  And how many ways does Obama have to say he's a dictator?
[00:00:28.636 --> 00:00:29.356]  Take a look at this.
[00:00:30.177 --> 00:00:38.186]  We are not just going to be waiting for legislation in order to make sure that we're providing Americans the kind of help that they need.
[00:00:39.286 --> 00:00:42.048]  I've got a pen and I've got a palm.
[00:00:42.228 --> 00:00:49.792]  And I can use that pen to sign executive orders and take executive actions and administrative actions that move the ball forward.
[00:00:50.212 --> 00:00:53.413]  Well, you know, Nancy Pelosi said we're going to have to pass Obamacare to see what's in it.
[00:00:53.433 --> 00:00:58.316]  Well, it doesn't really matter what they pass, because Obama is just going to change it with the stroke of a pen.
[00:00:59.296 --> 00:01:05.938]  He's going to rewrite it for the insurance companies to help them out, to move this along, because after all, they were the ones who wrote it in the first place.
[00:01:06.278 --> 00:01:10.999]  So, even though he may be acting like a dictator, there are masters who are pulling his strings.
[00:01:11.299 --> 00:01:14.540]  Take a look at what's happening with the TPP, the Trans-Pacific Partnership.
[00:01:14.960 --> 00:01:21.582]  Another part of that, another section has been released by WikiLeaks, the environmental section, and they call it toothless.
[00:01:22.102 --> 00:01:24.983]  The secret draft of the TPP environmental chapter.
[00:01:25.303 --> 00:01:27.284]  Now, he's betraying his base.
[00:01:27.704 --> 00:01:29.865]  Why would he betray his base like that?
[00:01:30.165 --> 00:01:33.006]  Well, it's because somebody else is making these decisions for him.
[00:01:33.426 --> 00:01:39.948]  In this chapter that was leaked, they report, there isn't any mechanism to enforce it or any sanctions for violating it.
[00:01:40.208 --> 00:01:48.131]  This is in contrast with other chapters that are dealing with labor, intellectual property, or agriculture, which all contain binding language.
[00:01:48.171 --> 00:01:48.531]  That's right.
[00:01:48.831 --> 00:01:51.112]  They're going to bind you in slavery
[00:01:51.792 --> 00:01:54.734]  To a secret agreement that's being negotiated in secret.
[00:01:55.695 --> 00:02:00.438]  So, Alan Ballard is now the Executive Director of the Asia-Pacific Economic Cooperation.
[00:02:00.818 --> 00:02:03.740]  He's the former Reserve Bank of New Zealand Governor.
[00:02:04.180 --> 00:02:05.061]  And listen to what he says.
[00:02:05.101 --> 00:02:08.563]  He says, trade negotiations are always carried out confidentially.
[00:02:09.003 --> 00:02:13.646]  Were they not, that would be an open invitation for a heap of lobbying interest groups.
[00:02:13.686 --> 00:02:20.791]  Well, I think we got a heap of lobbyists because they've got over 600 lobbyists that are hammering out the TPP in secret.
[00:02:21.471 --> 00:02:24.052]  No elected representatives are allowed.
[00:02:24.872 --> 00:02:28.553]  And so, can you imagine how many lobbyists we would have were it not secret?
[00:02:29.053 --> 00:02:30.133]  But they're hammering this out.
[00:02:30.193 --> 00:02:33.174]  This is something that affects every aspect of society.
[00:02:33.614 --> 00:02:35.715]  This is not a trade agreement for the most part.
[00:02:35.835 --> 00:02:43.337]  This is an agreement that is changing all the rules for intellectual property, environmental regulations, it's going to control the internet, everything.
[00:02:43.457 --> 00:02:48.978]  GMO, banking regulations, this is a fundamental transformation of the economies and it's being written
[00:02:49.458 --> 00:02:51.699]  By corporations, by corporate lobbyists.
[00:02:52.539 --> 00:03:07.706]  But of course it's not just there that we have secrecy, and of course the NSA needs to know everything about us, at the same time we can know nothing about what the government is doing, and especially not what the real government is doing, that is, the international corporations that are writing the Trans-Pacific Partnership.
[00:03:07.966 --> 00:03:13.049]  This news story says, from New York Times, the NSA is devising a radio pathway into computers.
[00:03:13.909 --> 00:03:14.849]  Does that sound familiar?
[00:03:15.110 --> 00:03:24.193]  Well, the New York Times reports that the NSA has increasingly made use of a secret technology that enables it to enter and alter data in computers, even if they're not connected to the Internet.
[00:03:24.733 --> 00:03:31.216]  And of course, we reported that four months ago, and we're going to have that full report right after the show, so stay tuned to see that.
[00:03:31.696 --> 00:03:35.378]  In that report, we point out that it's something that Intel put inside the computers.
[00:03:35.778 --> 00:03:47.344]  It's far more pervasive than even the recent revelations about the Tal Group inside of the NSA that is intercepting equipment and putting hardware in it on its way being shipped to the end customer.
[00:03:47.804 --> 00:03:49.325]  Now, as you can see from this story, back in 2006,
[00:03:51.826 --> 00:03:57.411]  We were reporting that they could watch you, as well as listen to you, and that they were data mining the information.
[00:03:57.931 --> 00:04:00.653]  But the New York Times says this has been going on since at least 2008.
[00:04:00.833 --> 00:04:02.475]  Well, much longer than that.
[00:04:02.535 --> 00:04:05.898]  But look at the other lie in this article from the New York Times.
[00:04:06.158 --> 00:04:08.720]  They say, no domestic use is seen of this.
[00:04:09.180 --> 00:04:15.425]  They say there's no evidence that the NSA has implanted its software or used its radio frequency technology inside of the United States.
[00:04:16.286 --> 00:04:18.328]  That's absolutely a lie!
[00:04:18.628 --> 00:04:30.237]  We were told back in 2001, William Binney, the highest ranking person on the technical side of the NSA, as well as several other whistleblowers like Drake and others, left the NSA over this very issue.
[00:04:30.577 --> 00:04:38.403]  The fact that the FISA court, this thing that was set up in the aftermath of the church hearings back in 1978, they were specifically limited
[00:04:38.783 --> 00:04:39.204]  We're good.
[00:04:48.942 --> 00:05:00.508]  Now, the LA Times is also reporting that there is a secret surveillance court judge who is opposing any reform ideas that are being floated by the Obama presidential panel.
[00:05:00.968 --> 00:05:13.915]  Now, Obama is trying to walk this back, he's trying to save a little bit of face, and so they've put out a little bit of window dressing out here, but they got slammed by the secret Star Chamber judges that are running this FISA court.
[00:05:13.955 --> 00:05:14.916]  Listen to what he had to say.
[00:05:15.476 --> 00:05:19.658]  In a blunt letter to the House and Senate Intelligence and Judiciary Committees, U.S.
[00:05:19.698 --> 00:05:31.662]  District Judge John D. Bates made it clear that the 11 judges of the Foreign Intelligence Surveillance Court are united in opposition to key recommendations by a presidential task force last month
[00:05:32.202 --> 00:05:32.522]  I think so.
[00:05:54.978 --> 00:05:58.622]  Well, he's right about that, because the FISA courts are not courts.
[00:05:59.002 --> 00:06:09.352]  That's why we have courts, so that someone can communicate with a target, so that you can conduct an investigation, so that you can argue both sides, and so that the opinion can be made public.
[00:06:09.372 --> 00:06:10.993]  But he has something to say about that as well.
[00:06:11.033 --> 00:06:17.960]  He says, releasing freestanding summaries of court opinions is likely to promote confusion and misunderstanding.
[00:06:18.520 --> 00:06:19.802]  Well, yeah, I'm confused.
[00:06:20.402 --> 00:06:33.490]  I guess maybe I misunderstood the Constitution when it puts limits on people, when it said that we're going to have a court, and yet these people are turning back court procedures and things that we got rid of hundreds of years ago when we set up real courts.
[00:06:33.531 --> 00:06:35.892]  We're returning back to a star chamber system.
[00:06:36.252 --> 00:06:40.875]  But it isn't just secret courts with secret decisions and nobody arguing the other side.
[00:06:41.296 --> 00:06:44.137]  We can't even see what the budget is going to be for these people.
[00:06:44.177 --> 00:06:45.898]  Look at this article from the Daily Caller.
[00:06:46.439 --> 00:06:48.040]  Congress to Intelligence Community?
[00:06:48.500 --> 00:06:49.281]  Show me the money.
[00:06:49.901 --> 00:06:53.822]  And it says, there are 16 agencies that are involved in intelligence for the U.S.
[00:06:54.162 --> 00:07:01.125]  and the budget for doing so cannot be found anywhere in the 1,500-page appropriations bill that Congress will vote on this week.
[00:07:01.645 --> 00:07:08.247]  Their budgets are considered to be classified, kept secret from Americans, even from most members of Congress.
[00:07:08.707 --> 00:07:11.808]  Well, how is that different from everything that the government is doing today?
[00:07:12.108 --> 00:07:14.028]  Everything the government is doing is secret.
[00:07:14.229 --> 00:07:16.649]  And of course, it's done in the name of security.
[00:07:16.989 --> 00:07:22.070]  Now, the Democrat who is introducing this, I appreciate him doing this, but listen to what he says.
[00:07:22.110 --> 00:07:23.371]  This is Peter Welch.
[00:07:23.411 --> 00:07:29.032]  He says, we're trying to get back the right balance between security and privacy.
[00:07:29.472 --> 00:07:29.812]  No.
[00:07:30.172 --> 00:07:30.412]  No.
[00:07:30.692 --> 00:07:33.673]  There is no balance between security and privacy.
[00:07:34.253 --> 00:07:36.014]  Privacy and liberty have to trump.
[00:07:36.274 --> 00:07:37.154]  There isn't a trade-off.
[00:07:37.634 --> 00:07:43.148]  Remember, they call a prison that is the worst kind of prison you can live in maximum security.
[00:07:43.609 --> 00:07:44.691]  Freedom transcends that.
[00:07:45.563 --> 00:07:47.324]  Now, look at what Homeland Security is doing.
[00:07:47.364 --> 00:07:49.546]  We're out in California with the InfoWars crew.
[00:07:49.566 --> 00:07:52.428]  We're trying to take radiation readings because people are concerned about that.
[00:07:52.448 --> 00:07:54.950]  And of course, the government is concerned about that.
[00:07:54.990 --> 00:07:59.233]  They've ordered 14 million dosages of potassium iodide.
[00:07:59.413 --> 00:08:00.754]  They want it in just 30 days.
[00:08:00.774 --> 00:08:01.955]  It's now just two weeks.
[00:08:02.295 --> 00:08:03.336]  So there's a lot of concern.
[00:08:03.416 --> 00:08:09.860]  And the government is flying a helicopter around Baltimore, a very large helicopter, at a very low altitude.
[00:08:09.880 --> 00:08:10.841]  And they say they're doing it
[00:08:11.221 --> 00:08:11.381]  I think?
[00:08:30.643 --> 00:08:31.223]  I think so.
[00:08:59.898 --> 00:09:04.490]  Well, we're going to be right back after the break, and we're going to have a little bit of information about climate.
[00:09:05.091 --> 00:09:07.096]  Not just radiation, but climate change.
[00:09:07.136 --> 00:09:07.698]  So stay tuned.
[00:09:16.249 --> 00:09:21.816]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:09:22.037 --> 00:09:29.266]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:09:29.426 --> 00:09:32.650]  Radioactive contamination is now in most of the food supply.
[00:09:32.790 --> 00:09:34.553]  There's only two ways to avoid this.
[00:09:34.793 --> 00:09:39.356]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:09:39.456 --> 00:09:42.218]  Looking to protect my family, I've done deep research.
[00:09:42.378 --> 00:09:48.142]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:09:48.342 --> 00:09:51.804]  It's made right here in the USA, completely non-GMO.
[00:09:52.004 --> 00:09:57.048]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[00:09:57.248 --> 00:10:00.210]  Exclusively available at Infowarslife.com.
[00:10:00.470 --> 00:10:06.334]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:10:06.454 --> 00:10:08.435]  Survival Shield Nascent Iodine.
[00:10:08.615 --> 00:10:14.019]  Secure your super high quality Nascent Iodine today at InfoWarsLife.com.
[00:10:14.139 --> 00:10:15.500]  That's InfoWarsLife.com.
[00:10:20.279 --> 00:10:21.900]  Introducing Pro-1.
[00:10:22.160 --> 00:10:25.681]  All of your filtration in one system, portable, on-the-go.
