[00:00:00.129 --> 00:00:03.850]  We've got it.
[00:00:03.911 --> 00:00:14.795]  This transmission is coming to you.
[00:00:17.596 --> 00:00:19.717]  Waging war on corruption.
[00:00:21.978 --> 00:00:27.680]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:36.288 --> 00:00:48.982]  Even though I knew that the globalists were accelerating their plan for a total global takeover via engineered collapse, it's one thing to know it intellectually, as I've said many times.
[00:00:49.703 --> 00:00:52.766]  It is another thing entirely to be witnessing it unfold.
[00:00:53.607 --> 00:00:59.210]  We are seeing just the beginnings of that accelerated collapse taking place right now.
[00:00:59.810 --> 00:01:09.895]  Really only one thing can change this peacefully, and that is an awakening across the board, a paradigm-shattering understanding.
[00:01:11.294 --> 00:01:35.064]  By people on the so-called left and right, that the larger system is rigged, and people have to become aware of how the social engineers are manipulating us, playing us off against each other, so that we're busy fighting mindlessly over diversionary issues, while the real decisions are being made by the technocrats.
[00:01:36.952 --> 00:01:46.800]  Now on this sixth day of July 2014, we're really going to focus for most of the broadcast about the collapse of the U.S.
[00:01:46.880 --> 00:01:47.200]  border.
[00:01:47.721 --> 00:01:48.441]  That's a big deal.
[00:01:49.642 --> 00:01:51.824]  And it is a high crime and misdemeanor.
[00:01:52.704 --> 00:01:58.869]  It is the president not faithfully executing his oath to protect the country's border.
[00:01:59.850 --> 00:02:05.795]  And this is the exact type of thing that we saw begin the impeachment of Richard Milhouse Nixon.
[00:02:07.128 --> 00:02:09.931]  So we're going to be discussing all of this and more today.
[00:02:10.351 --> 00:02:16.998]  Now, Kit Daniels, one of our great reporters at InfoWars.com, is out of town visiting family.
[00:02:17.018 --> 00:02:19.200]  He's not in Austin, where this broadcast comes to you from.
[00:02:19.760 --> 00:02:24.925]  He's out in the country with his folks, but he's going to drive into town where he can get cell signal.
[00:02:25.706 --> 00:02:54.349]  at the start of the next hour and do a few segments with us because late last week we got a letter in the mail here at the offices from the Department of the Air Force from the head general of the 502nd Air Base Wing that covers a bunch of bases in San Antonio saying that they're basically looking at federal prison for Kit Daniels who said I'm here for a Nancy Pelosi press conference and I'm here to try to ask her questions and
[00:02:55.622 --> 00:03:03.347]  They also got some footage of the facility, within the facility, holding the illegal alien kids for a cost of $250 a day.
[00:03:04.247 --> 00:03:12.112]  And they're saying that they will arrest him if he ever comes back and that they're actually looking at coming after him.
[00:03:12.192 --> 00:03:15.854]  Feds threaten journalists with prison over a report on illegal immigration.
[00:03:16.940 --> 00:03:18.841]  Now, this broke last Friday.
[00:03:19.041 --> 00:03:21.262]  OnlyDrudgeReport.com picked it up.
[00:03:21.743 --> 00:03:23.363]  Just giving credit where credit's due.
[00:03:23.944 --> 00:03:26.045]  It's pretty big news when they threaten journalists.
[00:03:26.485 --> 00:03:28.366]  Already last week, in fact, guys, I forgot it.
[00:03:28.386 --> 00:03:29.186]  Will you print it for me?
[00:03:29.767 --> 00:03:38.711]  Already last week, back last Monday, a member of Congress, we learned, for three weeks had been trying to get into this same base and others.
[00:03:39.552 --> 00:03:45.115]  And a federal judge ruled, no, you can't go on the base to see what's going on.
[00:03:46.089 --> 00:03:47.970]  This isn't like some secret base with nukes.
[00:03:48.470 --> 00:03:54.714]  When Kit Daniels went on the base, it was open because they had a graduation going on there separately.
[00:03:54.774 --> 00:03:58.276]  Just the separate area fenced off with the illegals is off limits.
[00:03:58.556 --> 00:04:01.778]  But a congressman has been barred access to any of it.
[00:04:02.939 --> 00:04:05.801]  So again, congressman barred from the facility as well.
[00:04:07.116 --> 00:04:09.620]  This illustrates how controlled the system is.
[00:04:09.820 --> 00:04:20.136]  And another story that we broke, that no one covered but Drudge, was finally picked up by the New York Times and by a bunch of other
[00:04:21.182 --> 00:04:25.345]  Publications like the Daily Caller, Border Meltdown.
[00:04:25.385 --> 00:04:26.665]  This is three weeks after we broke it.
[00:04:27.026 --> 00:04:38.372]  Border Meltdown, Obama delivering 290,000 illegals to the US homes and they admit they put them on buses at the border and then just deliver them to wherever they want to be dropped off.
[00:04:39.073 --> 00:04:42.415]  We broke that back on June 16th.
[00:04:42.895 --> 00:04:47.698]  Drudge carried it on the 17th and 18th and we'll give you that headline if you want to go look it up.
[00:04:49.213 --> 00:04:52.516]  And watch the video, and I'm just showing how controlled this is.
[00:04:52.816 --> 00:04:55.038]  The New York Times reported on it on July 3rd.
[00:04:56.139 --> 00:04:59.762]  Amid influx of migrants, Obama is to skip border visit and Texas trip.
[00:05:00.262 --> 00:05:04.105]  Our story was caught red-handed, Border Patrol paying ship illegals deep into U.S.
[00:05:04.406 --> 00:05:07.888]  and broke that it was going to their families, who are illegal aliens themselves.
[00:05:07.908 --> 00:05:08.289]  Stay with us.
[00:05:10.282 --> 00:05:16.367]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential fortune situation?
[00:05:16.387 --> 00:05:19.729]  The police are shoving people, shoving Alex, shoving the crowd.
[00:05:19.749 --> 00:05:21.431]  Here we go folks, I'm being assaulted!
[00:05:21.491 --> 00:05:27.735]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[00:05:27.855 --> 00:05:33.740]  Is this another false flag stage attack to take our civil liberties and put more homeless security by sticking their hands down on the streets?
[00:05:33.900 --> 00:05:37.662]  It's up to us to set brush fires in the minds of men and women everywhere.
[00:05:37.842 --> 00:05:40.763]  And that's what PrisonPlanet.TV is designed to do.
[00:05:40.923 --> 00:05:48.926]  You watch the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[00:05:49.207 --> 00:05:51.227]  What we see now is a war against reality.
[00:05:51.287 --> 00:05:52.348]  It's a war against the truth.
[00:05:52.708 --> 00:06:01.452]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[00:06:01.652 --> 00:06:04.114]  Visit InfoWarsNews.com today.
[00:06:04.314 --> 00:06:08.616]  Become a member, share your membership, and help take the info war to the next level.
[00:06:23.260 --> 00:06:32.065]  It is only fitting that a free scream should sound the alarm against those who would destroy freedom.
[00:06:32.625 --> 00:06:40.350]  For in its power to deceive and inflame, or enlighten and inspire, the motion picture has no equal.
[00:06:50.490 --> 00:06:53.171]  Ladies and gentlemen, I am Alex Jones, your host.
[00:06:53.231 --> 00:07:02.074]  Thank you very much for joining us on this Sunday Worldwide Transmission, the sixth day of July 2014.
[00:07:02.114 --> 00:07:06.015]  Again, I'm your host Alex Jones.
[00:07:06.595 --> 00:07:13.598]  We have the news websites, PrisonPlanet.com, because our planet by the technocrats is being turned into a prison planet.
[00:07:14.078 --> 00:07:19.480]  Then of course we have InfoWars.com, the very tip of the spear worldwide
[00:07:20.373 --> 00:07:26.315]  In unabashedly wearing our bias of telling the truth and defending freedom on our sleeve.
[00:07:27.995 --> 00:07:48.200]  You know, I'm going to be as calm as I can today, and I say that often and rarely am able to do it, but I'm going to try my best today because I've got to get to the big picture and then drill down into each facet of it in an attempt to try to raise the alarm for people out there about how serious a situation we're in.
[00:07:49.212 --> 00:08:00.576]  And that if we don't get past the political correctness or the political brainwashing that we are under in this country, it is over.
[00:08:02.857 --> 00:08:18.283]  And of course, I'm talking about the fact that for the last three months, according to the President of the Border Patrol Union and the Vice President, who we've interviewed both of them, Obama has ordered a completely illegal, unlawful
[00:08:19.520 --> 00:08:25.503]  Tyrannical, autocratic, opening of the border from Southern California to Texas.
[00:08:25.523 --> 00:08:29.285]  The entire 2,200 mile piece of land.
[00:08:30.045 --> 00:08:33.227]  Now, again, it's not like Switzerland borders us.
[00:08:33.787 --> 00:08:46.514]  A failed, collapsed country that has had over a hundred plus thousand people killed in just the last seven, eight years, literally cannot even field an Olympic team.
[00:08:48.411 --> 00:08:52.732]  And even the highly controlled tourist areas are now not safe to go to.
[00:08:53.113 --> 00:08:56.814]  And the State Department has to admit you shouldn't go anywhere in Mexico.
