[00:00:04.051 --> 00:00:06.012]  Waging war on corruption.
[00:00:06.432 --> 00:00:13.236]  Alex Jones on the GCN Radio Network.
[00:00:13.636 --> 00:00:15.157]  We are on the march.
[00:00:15.517 --> 00:00:17.938]  The empire is on the run.
[00:00:18.679 --> 00:00:22.381]  Alex Jones and the GCN Radio Network.
[00:00:31.161 --> 00:00:57.923]  I'll be honest with you, when you're informed, if you turn off the area of your conscience that's concerned with the general welfare and the future of this planet and humanity on it, then the government and its different speeches that the different deceivers put out, like Obama last Friday, dealing with the NSA, are really incredible unintentional comedy.
[00:00:59.096 --> 00:01:02.917]  Comparing the NSA to your neighbor next door and how great they are.
[00:01:04.137 --> 00:01:08.098]  Or comparing the National Security Agency to Paul Revere.
[00:01:09.179 --> 00:01:11.239]  That is really rich stuff.
[00:01:12.559 --> 00:01:15.140]  Because they were actually mad about the British getting into their privacy.
[00:01:16.100 --> 00:01:17.261]  And reading their mail.
[00:01:17.641 --> 00:01:19.241]  And searching houses without warrants.
[00:01:19.281 --> 00:01:22.942]  That was one of the big beefs of the Revolutionary War.
[00:01:23.442 --> 00:01:25.983]  And to arms to arms the redcoats are coming.
[00:01:28.666 --> 00:01:30.667]  Mandrake, get over there and feed me that belt, boy.
[00:01:30.687 --> 00:01:31.908]  A.K.A.
[00:01:32.228 --> 00:01:35.250]  a la Dr. Strangelove.
[00:01:37.572 --> 00:01:49.879]  These are people that are the antithesis of our Republic, that are demonizing the Bill of Rights and Constitution, openly bad-mouthing the Founding Fathers and Army Manuals, openly bad-mouthing mainline Christians.
[00:01:50.460 --> 00:01:51.701]  In fact, guys, people won't believe it.
[00:01:51.721 --> 00:01:52.901]  Will you print me or pull up
[00:01:54.204 --> 00:02:03.507]  Fort Hood, Christians listed as terrorists in the training manuals, and also Founding Fathers demonized by Pentagon.
[00:02:03.547 --> 00:02:06.968]  I just want to show people, Forbes and Reuters and AP.
[00:02:06.988 --> 00:02:10.890]  So you understand, the people running things hate Paul Revere.
[00:02:11.550 --> 00:02:14.711]  They hate individuals that are empowered with the spirit of liberty.
[00:02:15.646 --> 00:02:20.209]  That's why Friday we had that big report that I saw Drudge, DrudgeReport.com, retweeted.
[00:02:20.289 --> 00:02:21.470]  In fact, we pulled that out of the stack.
[00:02:21.490 --> 00:02:25.233]  I got here late today, only 30 minutes before broadcast, so I forgot a lot of stuff I wanted to get.
[00:02:25.253 --> 00:02:40.524]  I want to show people that article again about the big globalist think tank that advises the National Security Council, saying we need a giant terror attack or crisis in America to go after our enemy, and that is empowered individuals that don't like big government.
[00:02:41.204 --> 00:02:44.587]  And they admitted in the article that we're defeating them and that we are the resistance.
[00:02:44.607 --> 00:03:00.420]  Of course, I already knew that, but it's just incredible to have Zbigniew Brzezinski, Hillary Clinton, and all these others openly saying this, and Cass Sunstein openly saying this at the White House, because I know it intellectually, but it's a whole other thing entirely to actually see them admitting it.
[00:03:01.823 --> 00:03:03.527]  And to know they're really that weak and pathetic.
[00:03:03.567 --> 00:03:12.084]  I mean, if they're worried about little old Alex Jones, or World Net Daily, or the Drudge Report, which are big sites, giant sites, but still...
[00:03:13.106 --> 00:03:14.687]  These are the globalists with the nuclear weapons.
[00:03:14.707 --> 00:03:16.789]  These are the globalists with the biggest military in history.
[00:03:17.270 --> 00:03:23.074]  The truth is, they are so illegitimate in such frauds, they know they're inches away from being arrested.
[00:03:23.475 --> 00:03:28.239]  If we start talking about how they're scary tyrants, the only answer is, arrest them.
[00:03:28.879 --> 00:03:35.645]  Like Senator Ted Cruz has done two weeks ago that has them spinning in their spiritual graves.
[00:03:36.245 --> 00:03:38.067]  They're still alive, but spiritually they're dead.
[00:03:38.527 --> 00:03:39.929]  They are freaking out right now.
[00:03:40.762 --> 00:03:43.003]  Other than the fact that we might actually call it like it is.
[00:03:43.503 --> 00:03:48.245]  We might actually call it, for what it is, 200 proof tyranny.
[00:03:49.146 --> 00:03:50.006]  In our face.
[00:03:50.586 --> 00:03:53.768]  In a big, fat, gigantic way.
[00:03:54.808 --> 00:04:00.191]  So, we're going to go to break, and I'm going to go dig into the stack from Friday's broadcast.
[00:04:00.211 --> 00:04:07.614]  I'm going to pull out that article that deals with the Globalist calling for a massive staged event.
[00:04:08.475 --> 00:04:10.658]  Uh, so that they can continue their New World Order.
[00:04:10.698 --> 00:04:11.880]  Headline, Think Tank.
[00:04:11.940 --> 00:04:14.864]  Extraordinary crisis needed to preserve the New World Order.
[00:04:14.904 --> 00:04:17.628]  And I think we need to, you know, dissect what's going on in the news.
[00:04:17.668 --> 00:04:18.189]  There's a lot of it here.
[00:04:18.209 --> 00:04:19.130]  We're going to break it all down.
[00:04:19.731 --> 00:04:21.854]  But also talk about the big issue.
[00:04:22.859 --> 00:04:25.800]  And that is that it's like a train wreck that's about to happen.
[00:04:26.200 --> 00:04:28.241]  Everything we've seen is only a build-up towards this.
[00:04:28.961 --> 00:04:31.701]  Global crises, financial meltdowns, you name it.
[00:04:32.222 --> 00:04:35.222]  And all the government control and crackdowns that come with it.
[00:04:35.523 --> 00:04:44.085]  So ahead of going over the edge, we've already gone over the edge but it's kind of a gradual slide, but we're about to go over the big edge, the next big drop.
[00:04:44.705 --> 00:04:57.870]  We need to really maximize our visibility out there, liberty lovers everywhere, to discredit the establishment ahead of whatever move they're going to make, so that when they make their move, we catch them with their pants down.
[00:04:58.571 --> 00:05:06.714]  We've already caught them with their pants down, but we want to tie knots around their ankles and collectively give them an uppercut right to the chin and break off their teeth.
[00:05:08.609 --> 00:05:18.996]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[00:05:19.296 --> 00:05:21.157]  Guess what else is in the halogen family?
[00:05:21.357 --> 00:05:22.038]  Fluoride!
[00:05:22.238 --> 00:05:24.039]  Ladies and gentlemen, Alex Jones here.
[00:05:24.159 --> 00:05:30.484]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[00:05:30.744 --> 00:05:35.547]  It's the good halogen on the periodic table, and the results are on record.
[00:05:35.667 --> 00:05:38.369]  Reports documented a 15-point IQ increase.
[00:05:38.689 --> 00:05:39.209]  We're good.
[00:06:11.795 --> 00:06:17.365]  We now take you live to the Central Texas Command Center, in the heart of the resistance.
[00:06:17.846 --> 00:06:20.371]  You're listening to the Alex Jones Show!
