[00:00:18.942 --> 00:00:20.824]  Welcome to the Info Wars Nightly News.
[00:00:20.904 --> 00:00:22.205]  I'm your host, Jakari Jackson.
[00:00:22.485 --> 00:00:25.668]  It's August 25th, 2014, and let's get straight into our news tonight.
[00:00:26.268 --> 00:00:30.111]  Our top story, maybe you guys have seen this video making its way around the internet.
[00:00:30.191 --> 00:00:33.514]  It's about James Foley getting beheaded by an ISIS militant.
[00:00:33.854 --> 00:00:37.897]  Now, thus far, I still have not been able to come across a full version of this video.
[00:00:38.258 --> 00:00:46.785]  And what I mean by full version is every time I see the video, whether it's on YouTube, Live Link, wherever, you see the guy put the knife to Foley's neck, and then it cuts.
[00:00:47.245 --> 00:00:48.346]  Thanks for having us.
[00:01:07.185 --> 00:01:18.355]  The International Forensic Science Company, which does work for the police forces across Britain, found that the James Foley execution may have been staged, with the actual murder taking place off camera, reports The Telegraph.
[00:01:18.876 --> 00:01:28.445]  The experts noted that despite Foley's executioner appearing to draw the knife across his neck area at least six times, no blood is seen, the video itself does not show the actual beheading.
[00:01:29.085 --> 00:01:30.466]  Which is very suspicious to me.
[00:01:30.887 --> 00:01:32.728]  I mean, you know, I don't want to say it's real.
[00:01:32.768 --> 00:01:33.669]  I don't want to say it's fake.
[00:01:33.729 --> 00:01:40.454]  I just like to hold my analysis of the actual video until I see the actual video, which I have not been able to come across as of yet.
[00:01:40.774 --> 00:01:45.538]  But that's not stopping people from, you know, jumping on the bandwagon whole hog and saying, let's go to war with Syria.
[00:01:45.578 --> 00:01:48.901]  Let's go to war with all these other areas where ISIS claims to be active.
[00:01:49.341 --> 00:01:52.625]  States fully beheading used as poster child for Syria attack.
[00:01:53.146 --> 00:02:01.156]  Senior Republicans yesterday cited the video and urging President Barack Obama to expand airstrikes targeting ISIS militants from Iraq to Syria.
[00:02:01.657 --> 00:02:08.585]  We need to expand airstrikes so you can ultimately defeat and eliminate ISIS, Texas Congressman Mike McCaul told ABC.
[00:02:09.266 --> 00:02:13.030]  Don't kid yourself for a second that they aren't intent on hitting our homeland.
[00:02:13.430 --> 00:02:14.871]  I think the threat is very real.
[00:02:15.372 --> 00:02:24.020]  Senator Lindsey Graham, a longtime proponent of an attack on Syria, said that Obama should not consult with President Bashar al-Assad before launching the assault.
[00:02:24.898 --> 00:02:26.439]  Which to me is a pretty big deal.
[00:02:26.880 --> 00:02:33.506]  If you're going to launch an assault, whether that's boots on the ground, whether that's an airstrike, you might want to consult with the president of that nation first.
[00:02:33.886 --> 00:02:45.596]  Just imagine if something happened here, you know, and China for whatever reason wants to go to war with a particular entity inside the United States, not of the United States, but inside the United States, and they decide, let's just go bomb the U.S.
[00:02:45.616 --> 00:02:47.138]  You know, people would have a problem with that.
[00:02:47.518 --> 00:02:49.019]  It's the same thing over in Syria.
[00:02:49.039 --> 00:02:50.941]  I don't think you can just come and bully Assad around.
[00:02:50.961 --> 00:02:53.183]  And that's not to say I'm an Assad sympathizer.
[00:02:53.223 --> 00:02:54.804]  I'm not cheerleading for the guy one bit.
[00:02:55.165 --> 00:03:11.779]  I'm saying that you need to have a proper channel of communication before you go bombing somebody's nation, especially when just a year ago you tried to say that he was responsible for chemical attacks, even though there's video evidence of these Syrian rebels funded and trained by the United States of America carrying out at least one of those chemical assaults.
[00:03:12.139 --> 00:03:14.882]  But I guess that all doesn't matter when you just want to go beat the war drums.
[00:03:15.600 --> 00:03:22.548]  And let's talk about the transition from the threat of ISIS to the threat here at home, more domestically, the threat of militarized police.
[00:03:22.928 --> 00:03:26.152]  Totalitarian state more dangerous in America than ISIS.
[00:03:27.495 --> 00:03:30.597]  And the article points out many good things on Infowars.com.
[00:03:30.878 --> 00:03:32.439]  Cops more deadly than terrorists.
