[00:00:01.670 --> 00:00:02.831]  Coast to Coast.
[00:00:03.212 --> 00:00:04.513]  Direct from Austin.
[00:00:05.253 --> 00:00:08.476]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.625 --> 00:00:15.245]  Big Brother.
[00:00:15.926 --> 00:00:16.966]  Mainstream media.
[00:00:17.686 --> 00:00:18.787]  Government cover-ups.
[00:00:19.447 --> 00:00:20.247]  You want answers?
[00:00:21.028 --> 00:00:21.928]  Well, so does he.
[00:00:22.568 --> 00:00:26.210]  He's Alex Jones on the GCN Radio Network.
[00:00:26.770 --> 00:00:30.832]  And now, live from Austin, Texas, Alex Jones.
[00:00:41.420 --> 00:00:51.104]  Well, the architect of BozoCare, Ezekiel Emanuel, Dr. Death, Dr. Death Panel, he's come out and said, you don't need a doctor, you just need to go to a kiosk.
[00:00:51.644 --> 00:00:58.866]  Remember, Jacari Jackson went to Walmart and they had some robot literally diagnose him with diabetes and say he was a beast or whatever?
[00:00:58.886 --> 00:01:02.828]  Even though he's in great shape?
[00:01:04.315 --> 00:01:07.256]  I mean, that's the type of stuff that's going on here, ladies and gentlemen.
[00:01:07.496 --> 00:01:11.397]  Walmart robo-doctor kiosk promotes Obamacare.
[00:01:11.837 --> 00:01:16.859]  Elysium-like machine tells Jakari Jackson he's obese and should sign up for Obamacare.
[00:01:18.819 --> 00:01:21.600]  And so we're going to show that report along with that with Stefan Molyneux.
[00:01:23.356 --> 00:01:25.777]  Coming up in the next segment, here's a big story we're going to be covering.
[00:01:25.837 --> 00:01:30.199]  CIA employees face new inquiry amid clash on detention program.
[00:01:30.559 --> 00:01:33.120]  Turns out the CIA was spying on the Senate.
[00:01:33.760 --> 00:01:34.640]  Well, of course they were.
[00:01:35.621 --> 00:01:36.681]  So that's all coming up.
[00:01:36.721 --> 00:01:45.104]  Right now, let's go back to your calls on the IRS taking the fifth, even though they tell you you can't, on your tax filings.
[00:01:46.505 --> 00:01:49.726]  But hey, you know, four legs good, two legs better.
[00:01:50.731 --> 00:01:51.992]  They're on the animal farm.
[00:01:52.112 --> 00:01:54.173]  Joe in California, you're on the air.
[00:01:54.213 --> 00:01:54.653]  Go ahead.
[00:01:56.834 --> 00:01:57.374]  Hello, Alex.
[00:01:57.794 --> 00:01:58.214]  Hey, buddy.
[00:01:59.495 --> 00:02:00.095]  Hey, how you doing?
[00:02:00.876 --> 00:02:01.616]  I'm doing alright.
[00:02:01.656 --> 00:02:02.977]  Just doing a little radio show.
[00:02:05.238 --> 00:02:05.518]  Awesome.
[00:02:05.898 --> 00:02:14.282]  Well, it's just another example of how it's one set of rules for them and a different set of rules for all the rest of us slaves.
[00:02:15.816 --> 00:02:19.079]  Well, slaves is the operative word, because it is an unconstitutional tax.
[00:02:19.519 --> 00:02:21.862]  It is in the Communist Manifesto to have an income tax.
[00:02:22.842 --> 00:02:25.305]  The average American didn't pay an income tax until 1951.
[00:02:25.425 --> 00:02:29.128]  I mean, this is an alien thing.
[00:02:29.869 --> 00:02:34.213]  I'll never forget that Ron Paul was on CNN once, and, what'll we do if we get rid of the income tax?
[00:02:34.513 --> 00:02:35.634]  What'll build the government?
[00:02:35.654 --> 00:02:35.934]  What run?
[00:02:35.974 --> 00:02:38.457]  He goes, this Capitol was built before we had an income tax.
[00:02:39.815 --> 00:02:41.497]  The income tax doesn't run the country.
[00:02:41.537 --> 00:02:43.179]  It goes to interest on the debt to the Federal Reserve.
[00:02:43.459 --> 00:02:45.201]  But hey, don't let facts get in the way of it.
[00:02:45.521 --> 00:02:46.062]  Go ahead, sir.
[00:02:46.102 --> 00:02:46.362]  I'm sorry.
[00:02:46.402 --> 00:02:46.802]  Make a point.
[00:02:47.924 --> 00:02:49.986]  Well, you know, here's the thing.
[00:02:50.586 --> 00:03:02.439]  If they're going to continue to ignore us and implement things that we don't want, like an example, Obamacare, you know, you fully implement that when we told you we don't want it.
[00:03:03.075 --> 00:03:04.617]  We're not going to pay taxes anymore.
[00:03:05.078 --> 00:03:07.481]  Lifeblood of this whole system is money.
[00:03:07.881 --> 00:03:10.144]  If they don't have money, they can't function.
[00:03:10.465 --> 00:03:13.509]  They can't send troops in to attack if they don't have money to pay them.
[00:03:13.889 --> 00:03:14.851]  So, cut them off.
[00:03:17.805 --> 00:03:18.586]  Very well said.
[00:03:18.626 --> 00:03:19.307]  No, I agree.
[00:03:19.427 --> 00:03:27.895]  And withdraw consent from the system, speak out against it, take our moral authority away from them, point out that literally we're run by offshore banks, and it's over.
[00:03:28.536 --> 00:03:30.038]  The occupation will begin to fall.
[00:03:30.778 --> 00:03:31.860]  They want us poor.
[00:03:31.900 --> 00:03:32.901]  The globalists admit this.
[00:03:32.961 --> 00:03:38.566]  They set the economy up to make it artificially scarce because they don't want us being, quote, uppity.
[00:03:38.707 --> 00:03:39.447]  I appreciate your call.
[00:03:40.328 --> 00:03:48.294]  By the way, Paul Watson was on for a long time last night on The Savage Nation with Michael Savage breaking down the whole Ukraine situation.
[00:03:48.675 --> 00:03:57.721]  It's an excellent in-depth talk by two men, one in the UK, one in San Francisco, California, on what happened there.
[00:03:57.842 --> 00:03:58.782]  It's a fascinating interview.
[00:03:59.143 --> 00:04:00.624]  I was listening to it this morning and was almost...
[00:04:01.244 --> 00:04:01.765]  Late to work.
[00:04:01.785 --> 00:04:03.528]  I wasn't really late to work, but I want to get here two hours early.
[00:04:03.548 --> 00:04:10.701]  I only got here an hour before showtime because I listened while I was getting ready this morning doing research to the whole interview and it's up on InfoWars.com.
[00:04:11.342 --> 00:04:12.764]  Paul Joseph Watson and...
[00:04:14.178 --> 00:04:22.621]  Michael Savage, really discussing hardcore issues, breaking the left-right paradigm, drilling into the geopolitical machinations of the New World Order.
[00:04:23.062 --> 00:04:29.804]  Stefan Molyneux, philosopher, futurist, best-selling author, will be joining us, hailing from Canada.
[00:04:29.844 --> 00:04:32.685]  He's going to be in studio in the next segment, a little bit into the next hour with us.
[00:04:33.086 --> 00:04:35.887]  But I'm sure we'll be able to talk about the IRS with you guys, Steve and Robert, and
[00:04:36.747 --> 00:04:42.971]  Fred, and Dave, and Mike, and many others, we will be getting to all of you with him as well.
[00:04:43.031 --> 00:04:51.657]  But I'm gonna first cover the statist religion, which he agrees is more dangerous than a lot of people that are controlled by establishment religion.
[00:04:52.137 --> 00:04:56.580]  And again, I'm a religious person, I'm a spiritual person, but I'm not an establishment religion person.
[00:04:56.960 --> 00:04:59.402]  But I don't get mad at folks that say, I can't see it, I don't believe it.
[00:05:00.976 --> 00:05:05.879]  What I get mad at is atheists that tend to replace one thing with a state-made God.
[00:05:05.899 --> 00:05:09.822]  And he agrees that those atheists are dangerous.
[00:05:09.842 --> 00:05:18.788]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[00:05:18.848 --> 00:05:26.953]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:05:27.233 --> 00:05:31.956]  We have now managed to secure these sought-after beans in a highly customized blend.
[00:05:32.116 --> 00:05:38.840]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsLife.com.
[00:05:38.900 --> 00:05:45.985]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:05:46.085 --> 00:05:52.949]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:05:53.109 --> 00:05:57.472]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:05:57.592 --> 00:06:00.834]  Available in original or with our immune support infusion blend.
