[00:00:19.520 --> 00:00:21.621]  Welcome to the InfoWars Nightly News.
[00:00:21.722 --> 00:00:22.942]  I'm your host, Jakari Jackson.
[00:00:23.303 --> 00:00:26.745]  It's June 30th, 2014, and let's get straight into our news tonight.
[00:00:27.225 --> 00:00:33.769]  President Obama has addressed the nation, and I guess the world for that matter, talking about immigration reform, and now we have this article.
[00:00:34.210 --> 00:00:38.933]  Obama pledges to redirect immigration enforcement conceding defeat on the overhaul.
[00:00:39.253 --> 00:00:43.536]  The action, which beefs up efforts to stem illegal immigration across the border,
[00:00:44.076 --> 00:00:48.059]  Could slow efforts to deport undocumented immigrants already in the country.
[00:00:48.559 --> 00:00:56.004]  It's one of a series of executive actions Obama will pledge since the House decided not to take up immigration legislation this year.
[00:00:56.424 --> 00:00:59.466]  So let's hear from the man himself his thoughts on the issue.
[00:01:00.167 --> 00:01:04.190]  I am prepared to work with them even on a bill that I don't consider perfect.
[00:01:06.071 --> 00:01:07.452]  And the Senate bill was a good example.
[00:01:08.484 --> 00:01:08.685]  Of course.
[00:01:16.035 --> 00:01:17.616]  So did you hear what he said?
[00:01:17.636 --> 00:01:20.038]  The they that he's referring to in that clip is the Republican Party.
[00:01:20.058 --> 00:01:25.403]  If they would just do what I want them to do, do what I tell them to do, then I wouldn't sign executive actions.
[00:01:39.594 --> 00:01:45.640]  If they would do this, if they would do that, if they would let me launch these unconstitutional wars, I wouldn't have to sign executive actions.
[00:01:45.960 --> 00:01:51.525]  Well, that's why you have, you know, opposing parties, Mr. President, so you can have checks and balances.
[00:01:51.926 --> 00:02:03.497]  So not one branch can have any power over the other branches, so you can have a nice consistent level playing field, not just people to be your yes-men like all the other people who are in your White House.
[00:02:04.057 --> 00:02:05.517]  But people said no to something.
[00:02:05.557 --> 00:02:07.078]  Not yes men, but no men.
[00:02:07.358 --> 00:02:12.118]  The Supreme Court came out and they said no, Hobby Lobby does not have to pay for your abortion.
[00:02:12.459 --> 00:02:15.719]  Supreme Court rules in favor of Hobby Lobby on contraception.
[00:02:16.759 --> 00:02:24.161]  On Monday, the Supreme Court ruled 5-4 in favor of Hobby Lobby in a case challenging the Obamacare contraceptive mandate.
[00:02:24.721 --> 00:02:31.742]  So contraception is a piece of this, but the larger issue is that Hobby Lobby just does not want to be involved with abortion.
[00:02:32.162 --> 00:02:39.128]  They said, hey Sally who works in floral, if you want to go out there and be Miss Wild Girl, you need to handle your own business yourself.
[00:02:39.448 --> 00:02:40.909]  We don't want anything to do with that.
[00:02:41.189 --> 00:02:43.991]  So good for you Hobby Lobby, standing on your religious freedoms.
[00:02:44.432 --> 00:02:52.758]  And in a country of people who consider themselves to be liberals and free thinkers and were accepted to other points of view, we have this article.
[00:02:53.379 --> 00:02:54.019]  F.U.
[00:02:54.560 --> 00:02:58.423]  Left wingers want to burn down Hobby Lobby after the Supreme Court win.
[00:02:58.903 --> 00:03:04.444]  Now, I will caution you that some of the things we're about to look at are quite explicit.
[00:03:04.864 --> 00:03:06.165]  So let's look at some of these tweets.
[00:03:06.625 --> 00:03:12.206]  Sandra McMahon writes, F you Hobby Lobby, you narrow-minded anti-women pieces of excrement.
[00:03:12.786 --> 00:03:15.327]  But not to be outdone, we have RB Blair.
[00:03:15.827 --> 00:03:17.927]  High Court rules in favor of Hobby Lobby.
[00:03:18.387 --> 00:03:20.628]  What the F is the Supreme Court smoking?
[00:03:21.428 --> 00:03:24.871]  But you know, you have to have the people who always call for the violent rhetoric.
[00:03:25.311 --> 00:03:29.335]  So we have Jeez Lee Crow, Hobby Lobby, time to burn that excrement down.
[00:03:29.775 --> 00:03:40.324]  So all these people who consider themselves to be tolerant of other people's views and lifestyles say, hey, if you have a lifestyle or a view that I don't agree with, your establishment needs to be burned to the ground.
[00:03:40.645 --> 00:03:42.086]  And then you see the violent rhetoric.
[00:03:42.406 --> 00:03:48.650]  Just like after Sandy Hook, the unfortunate situation there, you had people calling for the death of NRA members' children.
[00:03:48.750 --> 00:03:52.873]  NRA, you don't know what it's like to lose a child, so you need to have your children murdered.
[00:03:53.153 --> 00:03:58.957]  So it's always these liberals who are actually authoritarians trying to tell you how to run your life.
[00:03:59.457 --> 00:04:05.882]  But one thing that I'm not so much against, Ron Paul is saying, hey, come out here and celebrate this country by taking it back.
[00:04:05.922 --> 00:04:11.326]  And I'm very much pro and favor of that, because myself and Joe Biggs, we were at the border this past weekend.
[00:04:11.887 --> 00:04:13.548]  And we come across the Border Patrol agent.
[00:04:13.588 --> 00:04:15.970]  And I'm not mad at the guy, the Border Patrol guy.
[00:04:16.370 --> 00:04:17.271]  We saw the checkpoint.
[00:04:17.571 --> 00:04:23.936]  But it's just the fact that they're bringing the people in from these South American countries or these Central American countries.
[00:04:24.257 --> 00:04:25.658]  They contact them at the border.
[00:04:26.198 --> 00:04:33.703]  And then they say, hey, here's your order to appear in court, but here's your ticket, your bus ticket, to anywhere inside the continental United States.
[00:04:34.123 --> 00:04:44.891]  So if you're supposed to appear in court in South Texas to be deported, and you get a bus ticket to let's say Washington State, do you really think these people are going to go all the way back to South Texas to get deported?
[00:04:45.251 --> 00:04:45.411]  No.
[00:04:45.771 --> 00:04:52.736]  So you have to make these little steps, and I guess it's not so much a little step, just make a line in the sand and do what you have to do to take this country back.
[00:04:56.878 --> 00:05:05.804]  What should be a celebration of the courage of those who risk so much to oppose tyranny will instead be turned into a celebration of government, not liberty.
[00:05:06.444 --> 00:05:13.329]  The mainstream media and opportunistic politicians have turned Independence Day into the opposite of what was intended.
[00:05:14.129 --> 00:05:21.974]  The idea of opposing, by force if necessary, a tyrannical government has been turned into a celebration of tyrannical government itself.
[00:05:22.734 --> 00:05:24.896]  The evidence is all around us.
[00:05:25.680 --> 00:05:28.103]  So that was some Texas straight talk with Ron Paul.
[00:05:28.483 --> 00:05:33.069]  I think, at least for me, a good way to celebrate my Fourth of July would be to purchase another firearm.
[00:05:33.369 --> 00:05:42.320]  But they need some Texas straight talk in New York because they're having all these gun buyback programs and they're getting a measly 30 firearms or so, which I guess may be a good sign.
[00:05:42.620 --> 00:05:44.582]  Maybe people are holding on to their firearms.
[00:05:45.143 --> 00:05:55.851]  A New York gun buyback scheme turned into a complete flop after it was protested by a Second Amendment activist group and netted just 30 firearms in total, some of which were broken BB guns.
[00:05:56.512 --> 00:06:08.661]  The Second Amendment activists were on scene to inform residents that they could instead sell their guns to a licensed FFL dealer in return for fair value cash and that the weapons would remain in circulation.
[00:06:09.242 --> 00:06:12.865]  So basically what happens, a lot of times these people go to these gun buyback
[00:06:13.365 --> 00:06:13.985]  We're good to go.
[00:06:40.299 --> 00:06:47.262]  So you turn it into the police station or the sheriff, whoever, and you expect them, I guess, to destroy the gun or block it up.
[00:06:47.342 --> 00:06:49.303]  I'm not sure what people think happened to these things.
[00:06:49.643 --> 00:06:52.464]  But no, they're going to turn around and sell it, at least in Arizona.
[00:06:52.744 --> 00:06:59.307]  So be wary of that, that if your guns can be resold anyway, you might as well sell it to the FFL, who will give you a decent price for it.
[00:06:59.887 --> 00:07:02.909]  Blackwater threatened to kill State Department official in Iraq.
[00:07:03.430 --> 00:07:18.220]  An internal State Department memorandum, featured by the New York Times Monday, reveals how the investigator John C. Richter alerted his superiors following the incident, only two weeks before Blackwater mercenaries shot and killed 17 Iraqi civilians.
