[00:00:19.662 --> 00:00:21.222]  Welcome to the Infowars Nightly News.
[00:00:21.322 --> 00:00:21.963]  I'm David Knight.
[00:00:22.083 --> 00:00:25.503]  It's April the 1st, 2014, and here are our top stories.
[00:00:27.704 --> 00:00:33.225]  Tonight, is a CIA torture report being blocked by the President?
[00:00:34.466 --> 00:00:39.387]  Then, the EU agrees to launch operations in the Central African Republic.
[00:00:40.692 --> 00:00:44.117]  And Bilderberg 2014 is announced for Copenhagen.
[00:00:44.617 --> 00:00:47.782]  That's next, on the Info Wars Nightly News.
[00:00:48.282 --> 00:00:49.284]  You've had about 10 beers?
[00:00:49.324 --> 00:00:53.769]  Uh, I've had 16 beers, but... Alright, I'll see you later!
[00:00:57.179 --> 00:01:02.782]  Well, it was yesterday that, for the very first time, Bilderberg announced where they were going to be holding their conference.
[00:01:02.802 --> 00:01:04.123]  It's always been a secret.
[00:01:04.143 --> 00:01:07.365]  As a matter of fact, for decades it was denied that they even existed.
[00:01:07.385 --> 00:01:08.706]  But yesterday they put it on their website.
[00:01:08.726 --> 00:01:13.849]  Today, after a little bit of detective work, we learn exactly where it's going to be held in Denmark.
[00:01:14.430 --> 00:01:15.751]  Bilderberg is found.
[00:01:16.031 --> 00:01:20.934]  The 2014 CONFAB is going to take place at the Marriott Hotel in Copenhagen.
[00:01:21.960 --> 00:01:31.684]  The meeting of the secretive global power brokers will almost certainly take place at the five-star Marriott Hotel in Copenhagen, Denmark from May 29th to June 1st, writes Paul Joseph Watson.
[00:01:31.704 --> 00:01:46.129]  He says, after Denmark was confirmed yesterday as the site of the organization's 62nd conference, inquiries to the Marriott show that no rooms are available for those dates, indicating that Bilderberg has booked out the entire hotel for its annual confab.
[00:01:46.689 --> 00:01:47.870]  Now, remember that
[00:01:48.490 --> 00:01:56.680]  One of the very first Bilderberg meetings was in 1955, and it was there that they planned both the EU and the Euro.
[00:01:56.700 --> 00:02:05.290]  So it's kind of fitting that as last year we learned the topics that were being discussed there, at least what they told us they were talking about, was big data.
[00:02:05.971 --> 00:02:06.812]  And Africa.
[00:02:06.832 --> 00:02:13.656]  Now we see from RT that the EU is agreeing to launch military operations in the Central African Republic.
[00:02:13.976 --> 00:02:24.223]  The Council of the European Union have announced the immediate launch of a military operation in the Central African Republic to, as they put it, help achieve a safe and secure environment.
[00:02:24.243 --> 00:02:24.703]  That's right.
[00:02:25.084 --> 00:02:25.964]  I'm from the EU.
[00:02:26.104 --> 00:02:26.825]  I'm here to help you.
[00:02:27.125 --> 00:02:33.429]  Now they say the costs are estimated by the EU at 25.9 million euros for the preparatory phase.
[00:02:33.489 --> 00:02:34.430]  Just the preparatory phase.
[00:02:34.970 --> 00:02:39.955]  A mandate of up to six months starting from the point of reaching full operational capability.
[00:02:40.416 --> 00:02:43.879]  The move has also been authorized by the UN Security Council.
[00:02:44.520 --> 00:02:47.923]  Hey, I thought the European countries were struggling with austerity measures.
[00:02:47.983 --> 00:02:48.944]  I thought they were broke.
[00:02:49.605 --> 00:02:56.732]  I guess you can never be so broke that you can't go in farther to the banks and to the military industrial complexes.
[00:02:57.132 --> 00:02:58.354]  But some people have had enough.
[00:02:58.914 --> 00:03:03.595]  We see a burgeoning secession movement coming up throughout Europe, and here's the latest one.
[00:03:03.895 --> 00:03:08.377]  In Sicily, RT reports that Sicilians are marching for independence from Rome.
[00:03:09.077 --> 00:03:18.780]  Independence activists marched through the center of the Sicilian capital city of Palermo on Sunday, demanding a referendum of the island's population on the question of leaving the Italian Republic.
[00:03:19.500 --> 00:03:28.964]  Activists have been inspired by the example of the recent informal referendum of Venetians and say that Sicily is being robbed by the Italian state and the European Union.
[00:03:29.384 --> 00:03:31.165]  They got that exactly right.
[00:03:31.785 --> 00:03:40.289]  It was in Italy that the democratically elected leadership was replaced by Goldman Sachs banker Mario Monti, who they call a technocrat.
[00:03:41.041 --> 00:03:48.148]  They're being robbed by the EU, by the bankers, and now they're going to be funding a war in Africa.
[00:03:48.368 --> 00:03:49.510]  Who's going to benefit from that?
[00:03:49.590 --> 00:03:52.032]  Well, that will be the corporations, as usual.
[00:03:52.493 --> 00:03:54.354]  Now, it's not just in Europe.
[00:03:54.434 --> 00:03:55.496]  It's not just in Africa.
[00:03:55.556 --> 00:03:56.256]  We see that
[00:03:57.097 --> 00:03:57.757]  Many places.
[00:03:57.957 --> 00:04:03.440]  Tyrants, of course, are always using war to scare the population and to control it.
[00:04:03.540 --> 00:04:08.022]  And we see that actually a real hot war looks like it's on the verge in Korea.
[00:04:08.082 --> 00:04:09.723]  Certainly looked like it to a lot of islanders.
[00:04:09.803 --> 00:04:11.724]  Korea trades fire.
[00:04:11.784 --> 00:04:12.364]  Both Koreas.
[00:04:13.004 --> 00:04:14.505]  Island residents are in shelters.
[00:04:14.585 --> 00:04:28.095]  North and South Korea fired hundreds of artillery shells into each other's waters on Monday for a flare-up of animosity that forced residents of five front-line South Korean islands to evacuate to shelters for several hours, say officials from South Korea.
[00:04:28.536 --> 00:04:38.463]  The exchange of fire into the Yellow Sea followed Pyongyang's sudden announcement that it would conduct live-fire drills in seven areas north of Korea's disputed maritime boundary.
[00:04:38.923 --> 00:04:49.869]  Now, no shells from either side were fired at any land or military installations, but Kim called the North's artillery firing a provocation aimed at testing Seoul's security posture.
[00:04:50.289 --> 00:04:58.114]  Well, back in the U.S., the Washington Times reports that the Benghazi account that we were given was very misleading, according to a CIA officer.
