[00:00:03.720 --> 00:00:05.682]  Waging war on corruption.
[00:00:06.122 --> 00:00:16.510]  Alex Jones on the GCM Radio Network.
[00:00:16.710 --> 00:00:27.599]  We now take you live to the Central Texas Command Center, in the heart of the resistance, rallying patriots worldwide.
[00:00:31.813 --> 00:00:34.275]  You're listening to the Alex Jones Show.
[00:00:34.415 --> 00:00:38.998]  Welcome to the Alex Jones Show.
[00:00:39.099 --> 00:00:40.780]  I'm David Nye and I'll be the host today.
[00:00:41.260 --> 00:00:43.442]  We have got a lot of breaking news.
[00:00:43.942 --> 00:00:46.164]  We've got Piers Morgan finally leaving.
[00:00:46.184 --> 00:00:48.485]  Don't let the door hit you on the way out, Piers.
[00:00:49.106 --> 00:00:54.210]  And we got Mike Rogers, the apologist, the cheerleader for the NSA.
[00:00:54.730 --> 00:00:55.971]  He's leaving Congress.
[00:00:55.991 --> 00:00:59.574]  You know, he's head of the Senate Intelligence Committee, but he's leaving Congress and where is he going?
[00:01:00.194 --> 00:01:01.295]  Talk radio!
[00:01:01.355 --> 00:01:03.277]  Yeah, that's going to be real interesting, isn't it?
[00:01:03.597 --> 00:01:11.224]  We've also got some ironies that we're going to bring up again about this California gun grabber who actually turned out to be a gun runner.
[00:01:11.865 --> 00:01:15.488]  Sounds a lot like Eric Holder's faults and furious, doesn't it?
[00:01:16.209 --> 00:01:18.952]  Except that it looks like this guy may be headed to jail.
[00:01:19.553 --> 00:01:26.040]  We've also got some GOP neocons heading to Las Vegas, hoping they're gonna hit the jackpot with Sheldon Adelson.
[00:01:26.721 --> 00:01:29.184]  And if they kiss his ring, maybe he's gonna give them a lot of money.
[00:01:29.224 --> 00:01:30.605]  He's got a lot of money to put in.
[00:01:31.266 --> 00:01:36.830]  In the last cycle, he gave $93 million to the presidential election.
[00:01:37.350 --> 00:01:44.135]  Now, to put that in perspective, going back to the year 2000, that's about what Al Gore spent on the presidential election.
[00:01:44.175 --> 00:01:45.356]  I think Bush spent about $200.
[00:01:46.517 --> 00:01:48.358]  So, things have really changed.
[00:01:48.398 --> 00:01:51.360]  Of course, that's just a hundred million dollars.
[00:01:51.420 --> 00:02:00.604]  That's not all that much now when the candidates are spending a billion dollars a piece, as they both did approximately in the last election in 2012, Obama and Romney.
[00:02:01.425 --> 00:02:05.547]  But it's enough to get these guys coming there and kissing your finger.
[00:02:05.587 --> 00:02:08.489]  And they had a lot to say about how we should be
[00:02:09.562 --> 00:02:13.385]  More proactive, how we should involve ourselves more in wars.
[00:02:13.425 --> 00:02:19.369]  It was a neocon wing of the Republican Party that was there to talk to Sheldon Adelson because that's what he's interested in funding.
[00:02:19.669 --> 00:02:27.194]  And if you remember the 2012 elections, there were a lot of shenanigans in Nevada, especially in the Vegas.
[00:02:27.214 --> 00:02:34.719]  That was the largest caucus in Nevada and there were a lot of shenanigans going on there as he hijacked that whole thing or attempted to hijack it.
[00:02:34.759 --> 00:02:36.120]  It went on for quite some time.
[00:02:36.560 --> 00:02:39.162]  We're not going to get into all of that, but we're going to tell you what happened
[00:02:39.742 --> 00:02:53.779]  At the meeting this weekend we've also got Noah that was headed to the theaters and we're going to talk a little bit about that and we see that the mainstream media is still heading to the bottom of the heap and we're going to talk a little bit more about
[00:02:54.560 --> 00:02:56.542]  These revelations that came out in Turkey.
[00:02:57.082 --> 00:03:06.791]  Now again, YouTube was shut down last week as a video surfaced showing Turkish officials plotting a false flag attack so they could start a war with Syria.
[00:03:07.231 --> 00:03:10.554]  And of course today, there are elections going on in Turkey.
[00:03:10.594 --> 00:03:11.355]  They finished.
[00:03:11.375 --> 00:03:13.517]  They're now counting the ballots.
[00:03:13.597 --> 00:03:15.319]  I think eight people have been killed and
[00:03:15.959 --> 00:03:17.641]  Violence there around the election.
[00:03:17.961 --> 00:03:20.203]  It's a very troublesome area.
[00:03:20.563 --> 00:03:23.286]  They're trying to push into war with Syria.
[00:03:23.306 --> 00:03:26.168]  It seems to be like their NATO's last gasp.
[00:03:26.208 --> 00:03:35.316]  And of course, when this false flag information surfaced, the mainstream media went out of its way to avoid talking about what was actually said.
[00:03:35.637 --> 00:03:39.080]  They just focused on the fact that YouTube had been shut down just as they had shut down Twitter.
[00:03:39.840 --> 00:03:50.170]  It's a very important thing to look at how these mainstream media outlets, the BBC, the LA Times, Fox News, had an amazing summary of this story.
[00:03:50.190 --> 00:03:51.832]  So we're going to be taking a look at all of that.
[00:03:52.012 --> 00:03:55.575]  And we've got a lot of news about drones and new autonomy.
[00:03:55.635 --> 00:03:57.277]  We've got breaking health news.
[00:03:58.037 --> 00:04:03.820]  And we're going to be taking your calls and let me give you that number because the Sunday number is a little bit different.
[00:04:04.540 --> 00:04:06.080]  It is 877-789-ALEX.
[00:04:06.181 --> 00:04:07.121]  That's 877-789-ALEX.
[00:04:07.381 --> 00:04:14.344]  Now one of the things that we've been talking about and we've been concerned about, of course, is metadata.
[00:04:15.954 --> 00:04:20.378]  And it's not this harmless thing that Mike Rogers and others like to make it out to be.
[00:04:20.418 --> 00:04:22.220]  It's actually a very dangerous thing.
[00:04:22.240 --> 00:04:27.925]  But you know, you can have a very crude form of metadata that can still get you into trouble with the police.
[00:04:27.965 --> 00:04:30.568]  Take this story that happened in Idaho.
[00:04:31.028 --> 00:04:35.532]  This is a 70-year-old man who was driving from Colorado.
[00:04:35.673 --> 00:04:36.794]  He lives in Colorado.
[00:04:36.814 --> 00:04:37.995]  He's got Colorado tags.
[00:04:38.355 --> 00:04:40.997]  And he was driving to his home in Washington State.
[00:04:41.658 --> 00:04:51.164]  And he was pulled because he had Colorado tags, and he was given the once-over looking for marijuana, just because he's from Colorado.
[00:04:51.704 --> 00:05:01.170]  You talk about meta-tags, meta-data, this is old-school meta-data, old-school profiling, but we're going to talk about that and what the real stuff is coming up right after the break.
[00:05:01.210 --> 00:05:02.271]  Stay tuned, we've got a lot of news.
[00:05:08.553 --> 00:05:17.556]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[00:05:17.636 --> 00:05:25.759]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:05:26.039 --> 00:05:30.722]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:05:30.902 --> 00:05:37.646]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:05:37.706 --> 00:05:44.790]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:05:44.890 --> 00:05:51.734]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:05:51.894 --> 00:05:56.236]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:05:56.376 --> 00:05:59.638]  Available in original or with our immune support infusion blend.
[00:05:59.778 --> 00:06:05.901]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:06:06.061 --> 00:06:20.689]  Available at Infowarslife.com Renewed hostile actions against United States ships on the high seas and the Gulf of Tonkin have today required me
[00:06:21.963 --> 00:06:26.988]  To order the military forces of the United States to take action and reply.
[00:06:27.489 --> 00:06:34.676]  Dr. Martin Luther King, the apostle of nonviolence in the civil rights movement, has been shot to death in Memphis, Tennessee.
[00:06:34.776 --> 00:06:38.079]  He still has the gun.
[00:06:38.099 --> 00:06:39.561]  The gun is pointed at him.
[00:06:39.581 --> 00:06:42.664]  Take a hold of this bomb and break it if you have to.
[00:06:50.048 --> 00:06:57.532]  People calling themselves members of the Weather Underground last night planted bombs in federal office buildings in Washington and Oakland, California.
[00:06:57.632 --> 00:07:02.195]  They took the babies out of incubators and left the children to die on the cold floor.
[00:07:02.215 --> 00:07:10.899]  Survivors of the USS Liberty are demanding a congressional investigation into what happened and acknowledgment that the Israeli Air Force bombed a U.S.
[00:07:11.159 --> 00:07:12.220]  intelligence Navy ship.
[00:07:12.520 --> 00:07:18.162]  The death of Bin Laden marks the most significant achievement to date in our nation's effort to defeat Al Qaeda.
[00:07:18.182 --> 00:07:21.483]  The Taliban is taking responsibility for shooting down a U.S.
[00:07:21.543 --> 00:07:22.223]  helicopter.
[00:07:22.583 --> 00:07:26.745]  More than 30 people were killed and there are reports this morning that most of them are U.S.
[00:07:26.805 --> 00:07:27.545]  Navy SEALs.
[00:07:27.585 --> 00:07:35.207]  There may be a false flag incident where a ship goes down and it could be used to accelerate the next war.
[00:07:35.587 --> 00:07:39.969]  If there's one thing that has unified Democrats and Republicans, and everybody in between,
[00:07:40.609 --> 00:07:42.150]  It's that we all hated the bank bailout.
[00:07:42.490 --> 00:07:46.972]  The Department of Homeland Security is apparently on a huge ammo buying spree.
[00:07:47.152 --> 00:07:51.173]  It comes out to like 1.6 billion rounds of ammunition.
[00:07:51.293 --> 00:07:57.216]  Today, it is infinitely easier to kill a million people than to control a million people.
[00:07:57.236 --> 00:08:02.678]  They estimated that they would have to eliminate 25 million people in these re-education centers.
