[00:00:01.631 --> 00:00:02.793]  Coast to coast.
[00:00:03.174 --> 00:00:04.516]  Direct from Austin.
[00:00:05.237 --> 00:00:08.441]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.898 --> 00:00:15.519]  Big Brother.
[00:00:16.200 --> 00:00:17.221]  Mainstream media.
[00:00:17.962 --> 00:00:19.063]  Government cover-ups.
[00:00:19.724 --> 00:00:20.525]  You want answers?
[00:00:21.326 --> 00:00:22.207]  Well, so does he.
[00:00:22.847 --> 00:00:26.472]  He's Alex Jones on the GCN Radio Network.
[00:00:27.052 --> 00:00:31.117]  And now, live from Austin, Texas, Alex Jones.
[00:00:36.636 --> 00:00:37.897]  Welcome to the Alex Jones Show.
[00:00:38.858 --> 00:00:42.660]  I'm David Knight and it's Thursday, February 27th, 2014.
[00:00:42.720 --> 00:00:46.142]  I'll be filling in for Alex today, but we have an amazing show.
[00:00:47.003 --> 00:00:51.106]  We've got some breaking investigative report coming up in the second hour.
[00:00:51.706 --> 00:00:52.867]  You're not going to want to miss this.
[00:00:52.887 --> 00:00:58.271]  You know, we've got even Rachel Maddow and CNN asking questions about the Boston bombing now.
[00:00:59.107 --> 00:00:59.787]  Can you imagine that?
[00:01:00.488 --> 00:01:01.869]  That's pretty much a change, isn't it?
[00:01:02.169 --> 00:01:03.990]  Things have changed a lot in the last year.
[00:01:04.030 --> 00:01:14.536]  They've gone from mocking Alex to asking questions about a suspect, Ibrahim Todeshev, who's picked up by the FBI for questioning, tells everybody they're going to kill me.
[00:01:14.556 --> 00:01:17.958]  He gets shot six times, I believe it was, once in the back of the head.
[00:01:18.218 --> 00:01:20.539]  I mean, we need to look into this.
[00:01:20.579 --> 00:01:24.862]  There's a lot of questions about both the Boston bombing and Sandy Hook.
[00:01:25.382 --> 00:01:26.604]  About how the government used it?
[00:01:27.125 --> 00:01:30.531]  About assassination of a witness in the case of the Boston bombing?
[00:01:31.576 --> 00:01:33.277]  A lot, a lot of issues.
[00:01:33.317 --> 00:01:37.361]  Now, we've got today, coming up in the second hour, Wolfgang Halbig.
[00:01:37.401 --> 00:01:43.886]  Now, Wolfgang Halbig is a former state trooper, he's a former educator, and he's a school safety consultant.
[00:01:44.326 --> 00:01:46.208]  He's not an investigative reporter.
[00:01:46.228 --> 00:01:50.911]  You know, usually we see these kind of details come out years, maybe decades after the event.
[00:01:50.931 --> 00:01:54.734]  There was an excellent, excellent documentary on the Oklahoma City bombing.
[00:01:55.095 --> 00:01:57.396]  We carry that here at InfoWars.
[00:01:58.686 --> 00:02:04.091]  A lot of times, it takes a very long time for these investigations to be put together by investigative journalists.
[00:02:04.811 --> 00:02:09.956]  This guy, Wolfgang Halbig, as I said, has both experience in law enforcement and education.
[00:02:09.996 --> 00:02:11.477]  He is a school safety consultant.
[00:02:11.557 --> 00:02:24.868]  And so, when the Sandy Hook shooting happened, he investigated it, just as he investigated Columbine and other school shootings to find out what went wrong, what could be changed, how could he advise schools to keep that from happening.
[00:02:25.717 --> 00:02:33.039]  And what he found was amazing, and you're going to want to hear this when he comes in, the detail that he has about what happened at Sandy Hook.
[00:02:33.079 --> 00:02:35.279]  It makes you question the entire narrative.
[00:02:35.299 --> 00:02:36.640]  And we've questioned it from the very beginning.
[00:02:36.680 --> 00:02:41.661]  I remember I had just been here a couple of months when it happened, and everything changed.
[00:02:41.701 --> 00:02:47.263]  I mean, Alex doubled down on this like I've never seen before or since.
[00:02:47.723 --> 00:02:48.543]  He knew it was on.
[00:02:48.603 --> 00:02:52.064]  He knew this was a false flag set up to take our gun rights away.
[00:02:52.964 --> 00:02:56.588]  And they have been pretty successful in some of the northeastern areas.
[00:02:56.608 --> 00:02:58.630]  We've got the SAFE Act got passed in New York.
[00:02:59.090 --> 00:03:00.512]  We see what's going on in Connecticut.
[00:03:00.552 --> 00:03:07.178]  They're now said we're going to register firearms and then they're confiscating them right away from people who haven't turned them in.
[00:03:07.218 --> 00:03:10.021]  And we saw that amazing letter that Alex talked about yesterday.
[00:03:10.922 --> 00:03:20.968]  It was written on the 2nd of January and said, we didn't receive your application, your registration by the 1st of January, so now you have the option of proving to us that you've destroyed them or we're going to come get them or you can turn them in.
[00:03:21.909 --> 00:03:23.050]  It's just amazing.
[00:03:23.150 --> 00:03:26.712]  As we've always said, registration is a prelude to confiscation.
[00:03:27.272 --> 00:03:33.637]  What's going on in Connecticut with these gun rules as well as Sandy Hook and the subsequent investigation?
[00:03:34.457 --> 00:03:38.878]  When he tried to find out about this, Wolfgang Halbig wasn't just stonewalled.
[00:03:39.279 --> 00:03:43.940]  They didn't just ignore his legal request, Freedom of Information Act request.
[00:03:44.520 --> 00:03:58.684]  They actually threatened him on the phone and got police officers in Florida where he lives to visit his house twice to tell him to stop investigating, stop filing these things, or they were going to put criminal charges on him for asking information.
[00:03:59.265 --> 00:04:01.045]  That's absolutely amazing.
[00:04:01.325 --> 00:04:03.146]  And we're also going to be joined in this hour
[00:04:03.706 --> 00:04:07.309]  With Paul Joseph Watson, he's going to be talking about what's going on in the Ukraine.
[00:04:07.329 --> 00:04:09.331]  We've got developments there with the IMF.
[00:04:09.811 --> 00:04:11.432]  They're now making their move.
[00:04:11.472 --> 00:04:18.658]  They can smell the opportunity to get in and control that country, just like blood and the water.
[00:04:18.718 --> 00:04:21.060]  So we're going to be talking to Paul Joseph Watson about that.
[00:04:21.700 --> 00:04:32.668]  about the tensions that are being manufactured by Washington between the US and Russia and we're also going to be talking in the third hour to Jakari Jackson and Leanne McAdoo.
[00:04:32.688 --> 00:04:33.849]  They'll be joining us in the studio.
[00:04:35.267 --> 00:04:44.791]  Now we've had some interesting news here in the last couple of days about what's going on in Arizona and religious freedom.
[00:04:45.191 --> 00:04:47.912]  And we've got a take on that right after we come back from break.
[00:04:48.412 --> 00:04:49.512]  It's going to be a little bit different.
[00:04:49.532 --> 00:04:54.634]  I've actually looked at the bill and it's not exactly the way it's been portrayed in the media.
[00:04:54.734 --> 00:04:56.455]  Not at all the way it's been portrayed in the media.
[00:04:56.475 --> 00:04:58.676]  We're going to talk about that and some other stories.
[00:04:59.016 --> 00:05:02.197]  We've got a hundred sailors now sick from Fukushima.
[00:05:02.237 --> 00:05:03.158]  The number is increasing.
[00:05:03.178 --> 00:05:03.838]  We'll be right back.
[00:05:10.017 --> 00:05:12.599]  Hi folks, Alex Jones here with some important information.
[00:05:12.860 --> 00:05:17.724]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[00:05:17.985 --> 00:05:25.872]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[00:05:26.112 --> 00:05:30.436]  Deciding to take action, a company run by Patriots for Patriots was born.
[00:05:30.636 --> 00:05:34.440]  MyPatriotSupply has never taken a loan or accepted outside funding.
[00:05:34.600 --> 00:05:40.303]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:05:40.544 --> 00:05:43.325]  It is rare to find companies who practice what they preach.
[00:05:43.705 --> 00:05:48.928]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:05:49.089 --> 00:05:57.213]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:05:57.273 --> 00:05:57.453]  That's 866-229-0927.
[00:06:03.797 --> 00:06:06.140]  Do business with someone who shares your values.
[00:06:06.421 --> 00:06:09.164]  BuyPatriotsupply.com slash Alex.
[00:06:09.585 --> 00:06:12.930]  The globalist social engineers are not just targeting us with propaganda.
[00:06:13.030 --> 00:06:15.273]  They are manipulating our genetics.
[00:06:15.433 --> 00:06:20.640]  We are being targeted at every level by estrogen mimickers that lower our testosterone and
[00:06:20.760 --> 00:06:23.722]  There are other hormones and natural compounds that the body needs.
[00:06:24.022 --> 00:06:34.290]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula.
[00:06:34.590 --> 00:06:47.980]  Sourced from powerful organic herbs and then concentrated for maximum potency, super male vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:06:48.380 --> 00:06:54.487]  Supermail Vitality by InfoWarsLife is so powerful that I only take half the recommended dose.
[00:06:54.707 --> 00:07:03.336]  For a limited time, we are offering 15% off Supermail Vitality at InfoWarsLife.com to introduce you to this powerful supplement.
[00:07:03.476 --> 00:07:08.501]  Visit InfoWarsLife.com today to secure your Supermail Vitality at InfoWarsLife.com.
[00:07:09.682 --> 00:07:15.284]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:07:15.484 --> 00:07:22.686]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:07:22.866 --> 00:07:26.027]  Radioactive contamination is now in most of the food supply.
[00:07:26.207 --> 00:07:28.008]  There's only two ways to avoid this.
[00:07:28.248 --> 00:07:32.810]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:07:32.890 --> 00:07:35.651]  Looking to protect my family, I've done deep research.
[00:07:35.812 --> 00:07:41.594]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:07:41.774 --> 00:07:45.236]  It's made right here in the USA, completely non-GMO.
[00:07:45.436 --> 00:07:50.498]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[00:07:50.699 --> 00:07:53.660]  Exclusively available at Infowarslife.com.
[00:07:53.920 --> 00:07:59.785]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:07:59.885 --> 00:08:01.887]  Survival Shield Nascent Iodine.
[00:08:02.047 --> 00:08:07.491]  Secure your super high quality Nascent Iodine today at InfoWarsLife.com.
[00:08:07.571 --> 00:08:08.932]  That's InfoWarsLife.com.
[00:08:24.945 --> 00:08:33.602]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[00:08:34.484 --> 00:08:35.406]  Thomas Jefferson
[00:08:38.135 --> 00:08:47.221]  Live from the InfoWars.com studios, it's Alex Jones.
[00:08:48.142 --> 00:08:49.403]  Welcome to the Alex Jones Show.
[00:08:49.463 --> 00:08:52.745]  I'm David Knight filling in for Alex today on this Thursday, February 27th, 2014.
[00:08:53.326 --> 00:08:58.429]  Hard to believe that we've already had two months of the new year go by.
[00:08:58.469 --> 00:08:59.690]  It's going very, very quickly.
[00:09:00.191 --> 00:09:01.511]  Now yesterday we had
[00:09:02.512 --> 00:09:05.555]  A lot of news about the battle for religious freedom.
[00:09:05.895 --> 00:09:15.565]  Everybody was waiting to see what the governor of Arizona was going to do about this bill that had been passed in the legislature in Arizona entitled relating to the free exercise of religion.
[00:09:16.937 --> 00:09:22.282]  And I was very interested to see what this was all about, so I actually got the bill and looked at it.
