[00:00:04.946 --> 00:00:06.187]  There is a war.
[00:00:06.627 --> 00:00:07.648]  It's happening now.
[00:00:08.488 --> 00:00:10.310]  It will decide the fate of humanity.
[00:00:10.870 --> 00:00:12.671]  The time to choose sides has come.
[00:00:13.452 --> 00:00:14.913]  We are the resistance.
[00:00:15.373 --> 00:00:17.234]  We are the InfoWar.
[00:00:23.078 --> 00:00:24.759]  Welcome to the InfoWar's Nightly News.
[00:00:24.799 --> 00:00:29.342]  It is Tuesday, September 23rd, 2014 and I'm Leigh-Anne McAdoo.
[00:00:29.643 --> 00:00:30.563]  Here's what's coming up tonight.
[00:00:32.816 --> 00:00:40.101]  Tonight, you're seeing the beginnings of a sustained count campaign and strikes like this in the future can be expected.
[00:00:40.822 --> 00:00:45.526]  The Obama administration attacks Syria without congressional approval.
[00:00:46.206 --> 00:00:49.829]  That's next on the Info Wars Nightly News.
[00:00:51.270 --> 00:00:56.274]  The guys come over and we're like kind of like peer pressuring like they were laughing at me and I wasn't upset.
[00:00:57.096 --> 00:00:58.156]  Because they were making fun of me.
[00:00:58.197 --> 00:01:02.078]  I was upset because of what big giant piles of steaming crap they were.
[00:01:02.378 --> 00:01:11.142]  Well in a move that threatens to inflame the entire region, Washington launched airstrikes against ISIS targets in Syria last night.
[00:01:11.563 --> 00:01:16.805]  Now ISIS fighters, training compounds, headquarters, and command and control facilities
[00:01:17.265 --> 00:01:22.749]  Storage facilities, a finance center, supply trucks, and armed vehicles were hit.
[00:01:23.249 --> 00:01:31.874]  Early reports indicate that at least eight civilians, including three children, were killed during an aerial bombardment of the city of Raqqa.
[00:01:32.255 --> 00:01:45.263]  Now, whatever the necessity and justification of the campaign against ISIS, Obama's decision to once again ignore Congress just reinforces this precedent that has been set that the White House is going to go ahead and launch
[00:01:45.583 --> 00:01:45.983]  We're good.
[00:02:03.272 --> 00:02:09.916]  Basically saying congressional leaders' failure to engage in a vigorous debate about the new conflict is absurd.
[00:02:09.976 --> 00:02:19.382]  He said it's irresponsible and immoral that instead of debating and voting on war, congressional leaders chose to recess Congress for nearly two months.
[00:02:19.803 --> 00:02:27.928]  But of course, when they do get back, they're going to blame Obama for not consulting them, but how is he going to consult them when they purposely go back on vacation?
[00:02:28.528 --> 00:02:33.551]  Now, by once again snubbing Congress, Obama has brazenly violated the Constitution.
[00:02:33.711 --> 00:02:36.393]  Once again, it is an impeachable offense.
[00:02:36.853 --> 00:02:38.954]  Of course, we're probably not going to see anything about that.
[00:02:39.795 --> 00:02:50.561]  And even with that, the lefties were very quick to voice their support for Obama and trying to point out how launching this airstrike campaign was so much different than Bush.
[00:02:51.001 --> 00:02:56.845]  But AP reporter Josh Lederman deleted this tweet after a round of well-deserved mocking.
[00:02:57.745 --> 00:03:08.412]  He tweeted, Involvement of five Arab nations in Syria airstrikes, a major foreign policy win for Obama, also helps him distinguish from Bush's Iraq war.
[00:03:08.992 --> 00:03:10.653]  And he was instantly criticized.
[00:03:10.753 --> 00:03:19.238]  One person said, Three of the countries assisting in airstrikes tonight assisted in strikes under Bush, but don't let facts ruin a good lead.
[00:03:19.799 --> 00:03:24.822]  And another said, Yes, Bush had eight times as many countries allied
[00:03:25.462 --> 00:03:27.083]  And had congressional approval.
[00:03:41.349 --> 00:03:45.752]  Um, given to strike those during the war on terror.
[00:03:46.132 --> 00:03:53.157]  However, that law only covers those who were directly involved in the September 11, 2001 terror attacks.
[00:03:53.277 --> 00:03:56.159]  Organizations, um, other persons, countries.
[00:03:56.599 --> 00:04:08.727]  So, of course, now we're hearing about this Al-Qaeda splinter group that, I mean, we've heard whispers of them in the past, but now, all of a sudden, today, we're hearing that they pose an imminent
[00:04:09.107 --> 00:04:10.008]  We're good to go.
[00:04:34.011 --> 00:04:52.129]  In a September 22nd telephone conversation with UN Secretary General, Putin said that attempts to attain one's own geopolitical aims by violating the sovereignty of countries in the region merely fuel tensions and destabilize the situation further.
[00:04:52.570 --> 00:04:57.374]  Not to mention that these airstrike campaigns are going to only further bolster support
[00:04:57.955 --> 00:04:58.295]  We're good.
[00:05:14.181 --> 00:05:27.625]  Now this is very strange because on Sunday, UN Ambassador Samantha Power told Chuck Todd on NBC that the real purpose of the fight against ISIS would be to overthrow al-Assad and the Syrian government.
[00:05:27.945 --> 00:05:32.626]  So it kind of goes against them saying, hey, we're warning you now, we're about to strike these groups.
[00:05:33.126 --> 00:05:42.449]  Power said the moderate Free Syrian Army will receive an infusion of support in its battle against both ISIS and the Syrian government.
[00:05:43.149 --> 00:05:56.091]  Of course, this is an attempt to keep this illusion alive that there's actually a difference between al-Nusra and ISIS and the FSA, when in fact these are all creations of the West and British and Israeli intelligence.
[00:05:56.632 --> 00:06:01.112]  All a means to get into Syria and oust Assad, destabilize the region.
[00:06:01.593 --> 00:06:09.214]  Now the Wall Street Journal is reporting that the U.S.-led effort involved coordination with the Free Syrian Army, which
[00:06:09.734 --> 00:06:14.955]  Is also the group who is just so happens to be the lucky recipient of all of those American weapons.
[00:06:15.495 --> 00:06:23.317]  Now, this is why we know it is pure spin when we see them reporting that Assad approves of the airstrikes.
[00:06:23.777 --> 00:06:33.680]  So, so far not only did Syrian dictator Bashar Assad refrain from lashing out against the American-led airstrikes, they're saying he seemingly gave a coded thumbs up.
[00:06:34.580 --> 00:06:40.304]  Syria's official media says that the country's leaders got advanced warning from U.S.
[00:06:40.404 --> 00:06:42.606]  Secretary of State John Kerry of the U.S.
[00:06:42.726 --> 00:06:43.206]  airstrikes.
[00:06:43.667 --> 00:06:47.589]  But this is in complete contrast to spokesman Jen Psaki.
[00:06:47.730 --> 00:06:50.371]  She vehemently denied this yesterday.
[00:06:50.391 --> 00:06:55.695]  I mean, made a point of denying it, saying, we warned Syria not to engage U.S.
[00:06:55.815 --> 00:06:56.336]  aircraft.
[00:06:56.716 --> 00:06:59.078]  We did not request the regime's permission.
[00:06:59.438 --> 00:07:02.220]  We did not coordinate our actions with the Syrian government.
[00:07:02.520 --> 00:07:03.241]  We're good to go.
[00:07:21.960 --> 00:07:33.890]  Put that message out to save face, to kind of give the idea that he's got his country under control and that he knew the West was going to be targeting Islamic State within his borders.
[00:07:34.630 --> 00:07:40.135]  Just a year ago, Obama officials were insisting that we had to strike the Assad regime.
[00:07:40.175 --> 00:07:41.056]  It was imperative.
[00:07:41.496 --> 00:07:48.181]  And now, all of a sudden, they're bombing Assad's enemies and giving him the heads up as to where they're going to be striking.
[00:07:48.962 --> 00:07:58.211]  It doesn't really make a lot of sense, but either way we know that this administration doesn't ask for permission and they don't really care if Assad and his regime are giving permission.
[00:07:58.752 --> 00:08:11.825]  Now they haven't even gotten permission from the UN, not from Congress, and of course this airstrike in Syria marks the seventh country that the Peace Prize President has dropped bombs on.
[00:08:13.217 --> 00:08:18.605]  Your point about ISIL adapting to the airstrikes is a good one.
[00:08:18.685 --> 00:08:20.848]  We have seen evidence that they're already doing that.
[00:08:20.908 --> 00:08:24.714]  We've seen that now as a result of the air campaign thus far in Iraq.
[00:08:26.176 --> 00:08:29.060]  There are other ways to deliver precise
[00:08:30.922 --> 00:08:36.905]  That was a top general saying that ISIL has already adapted to the airstrikes by the U.S.
[00:08:37.126 --> 00:08:37.626]  and others.
[00:08:37.986 --> 00:08:45.271]  The Obama administration has led the way in attacking the terrorist group within Syria, but without Syrian President Assad's blessing.
[00:08:45.951 --> 00:08:49.293]  We've seen reports that Syrian civilians have died in these attacks.
[00:08:49.793 --> 00:08:55.437]  But top brass at the Pentagon have pledged to continue on with the attacks even if they have to change their methods.
[00:08:55.737 --> 00:08:58.499]  You are seeing the beginnings of a sustained campaign.
[00:08:59.019 --> 00:09:01.641]  And strikes like this in the future can be expected.
[00:09:01.981 --> 00:09:07.424]  So beyond ISIL, if these attacks continue, what will be the response of the Syrian military?
[00:09:07.684 --> 00:09:08.725]  And how will the U.S.
[00:09:08.765 --> 00:09:09.725]  react to that?
[00:09:10.045 --> 00:09:12.107]  And it's not as simple as everything the U.S.
[00:09:12.147 --> 00:09:14.408]  does is bad and everything Assad does is good.
[00:09:14.628 --> 00:09:16.089]  Assad isn't the greatest guy.
[00:09:16.289 --> 00:09:20.552]  But Assad isn't the one giving aid to Al Qaeda rebels who break off and form ISIS.
[00:09:21.252 --> 00:09:26.980]  So it seems to me to be a problem action solution that all benefits the military-industrial complex.
[00:09:27.240 --> 00:09:30.125]  You can find more reports at InfoWars.com.
[00:09:31.977 --> 00:09:37.358]  So with so much confusion surrounding just who it is we are attacking in the region, it's constantly changing.
[00:09:37.618 --> 00:09:40.499]  ISIS, ISIL, ISIL, it's the shell game.
[00:09:40.959 --> 00:09:44.680]  Now an Al Qaeda splinter group has risen from the ashes.
[00:09:45.260 --> 00:09:47.880]  The Pentagon has announced that this is just the beginning.
[00:09:48.320 --> 00:09:52.341]  So we feel like it's really important we should know just who we're dealing with over there.
[00:09:52.401 --> 00:09:54.482]  Now joining me in studio is Joe Biggs.
[00:09:54.942 --> 00:09:58.342]  Joe, you've dealt with campaigns like this before.
[00:09:58.722 --> 00:10:00.823]  Who is this seemingly new group?
[00:10:01.596 --> 00:10:05.579]  Well, right now there is a battle going on between two terrorist groups.
[00:10:05.879 --> 00:10:09.462]  You have Al-Qaeda and then you have the new ISIS group as well.
[00:10:09.962 --> 00:10:12.784]  Now, here's Al-Jawawi.
[00:10:12.884 --> 00:10:15.046]  Al-Jawawi is the leader of Al-Qaeda.
[00:10:15.546 --> 00:10:24.052]  He actually asked ISIS to come join arms and pick up with them, but Baghdadi is the group of ISIS, the leader of that group.
[00:10:24.192 --> 00:10:30.416]  He thinks that he is a direct descendant of Mohammed and he is the one chosen to lead this caliphate,
[00:10:31.417 --> 00:10:34.578]  New Islamic State to take over the globe, basically.
[00:10:35.098 --> 00:10:37.939]  So right now there's this huge battle going on in between the ranks.
[00:10:38.419 --> 00:10:43.060]  They have been outlawed by or disowned by the Al Qaeda group.
[00:10:43.581 --> 00:10:52.023]  So basically what al-Zawahiri wanted was for Baghdadi to come in and kind of help him out and do a lot of these bombings, hit Western targets for him.
[00:10:52.523 --> 00:10:54.184]  He's not going to do it, so they dropped him.
[00:10:54.224 --> 00:10:56.884]  So now you have the new guy for Khorasan.
[00:10:57.325 --> 00:10:58.365]  This is al-Fadhili.
[00:10:58.965 --> 00:11:01.206]  He is the new group leader for them.
[00:11:01.246 --> 00:11:07.448]  And this is a small terrorist group, like you said, about 50-60 men right now at the moment.
[00:11:07.488 --> 00:11:09.929]  But they are what they call core Al-Qaeda members.
[00:11:10.269 --> 00:11:11.730]  They've been around for a long time.
[00:11:11.790 --> 00:11:15.411]  They're very intelligent and very skilled in urban combat.
[00:11:16.231 --> 00:11:17.832]  So this guy is from Iran.
[00:11:17.872 --> 00:11:20.413]  He is from the Khorasan area.
[00:11:20.493 --> 00:11:22.774]  Khorasan is comprised of
[00:11:24.332 --> 00:11:25.153]  A number of countries.
[00:11:25.213 --> 00:11:28.716]  It's Afghanistan, Iran, Turkmenistan, and Uzbekistan.
[00:11:28.776 --> 00:11:34.702]  It is an ancient Islamic time, back around the prehistoric ages.
