[00:00:01.492 --> 00:00:02.654]  Coast to coast.
[00:00:03.034 --> 00:00:04.377]  Direct from Austin.
[00:00:05.098 --> 00:00:08.304]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.912 --> 00:00:15.553]  Big Brother.
[00:00:16.233 --> 00:00:17.234]  Mainstream media.
[00:00:17.995 --> 00:00:19.096]  Government cover-ups.
[00:00:19.757 --> 00:00:20.557]  You want answers?
[00:00:21.338 --> 00:00:22.239]  Well, so does he.
[00:00:22.879 --> 00:00:26.523]  He's Alex Jones on the GCN Radio Network.
[00:00:27.083 --> 00:00:31.147]  And now, live from Austin, Texas, Alex Jones.
[00:00:34.909 --> 00:00:37.430]  Well, I want to apologize for being out yesterday.
[00:00:37.450 --> 00:00:49.014]  There's all sorts of work piling up administratively around here to the point that trying to launch a bunch of projects that have been behind schedule for a long time that I took off the broadcast yesterday to work on.
[00:00:49.054 --> 00:00:49.295]  Thanks.
[00:00:49.775 --> 00:00:54.056]  But we're here today and the news is stacked up from yesterday and obviously today.
[00:00:54.116 --> 00:00:55.257]  It's breaking on every front.
[00:00:55.937 --> 00:01:02.700]  We're going to be here for the next three hours as we are Monday through Friday from 11 a.m.
[00:01:03.260 --> 00:01:03.760]  to 2 p.m.
[00:01:03.800 --> 00:01:06.982]  Central Standard Time back Sundays 4 to 6 p.m.
[00:01:07.042 --> 00:01:09.543]  Central Standard Time as well.
[00:01:10.443 --> 00:01:17.626]  And again ladies and gentlemen we are broadcasting worldwide today and I want to just open the phones up
[00:01:18.406 --> 00:01:21.049]  First time callers coming up in the next segment.
[00:01:21.129 --> 00:01:33.240]  I'm going to get into the huge developments in Ukraine with Ukrainian troops massing, more Russian troops coming into Crimea, the Ukrainians calling for Western military support.
[00:01:34.155 --> 00:01:35.555]  We're good to go.
[00:01:54.636 --> 00:01:56.559]  That's just a standard operating procedure.
[00:01:56.639 --> 00:01:57.441]  So we've got that.
[00:01:58.362 --> 00:01:59.184]  We've got mysteries.
[00:01:59.224 --> 00:02:01.207]  Everybody loves a mystery and it's a tragic mystery.
[00:02:01.547 --> 00:02:04.973]  Without a trace, you have this Malaysian
[00:02:06.610 --> 00:02:25.535]  Airline disappearing, and I've seen the videos of the Iranians that were boarding the flight, and I gotta tell you, looking at the eyes and the bearing of these two guys, they look committed, and I'm not saying they're guilty, but my gut tells me these are trained, trained, trained people right here.
[00:02:26.275 --> 00:02:33.558]  And they're very serious on a mission and they look like Iranian Republican Guard or something.
[00:02:34.098 --> 00:02:44.482]  So that's all I can say is that they look like the exact type of infiltrators you would use who don't look like big tough guys but are actually
[00:02:46.129 --> 00:02:46.749]  Infiltrators.
[00:02:46.950 --> 00:02:51.032]  I mean, just my gut looking at this photo that I'm showing people on TV.
[00:02:51.432 --> 00:02:55.535]  Folks can go to Infowars.com or any other news site for that matter and see the photos.
[00:02:55.575 --> 00:02:58.737]  Drugsreport.com probably has the best, most extensive coverage of it all.
[00:02:59.297 --> 00:03:03.360]  People have been asking me since the weekend, what do I think is going on?
[00:03:04.120 --> 00:03:07.983]  And my gut tells me it's a hijacking and they crashed the plane into the ocean.
[00:03:09.784 --> 00:03:12.946]  We've seen quite a few of those getting hijacked out of Egypt and other areas.
[00:03:13.226 --> 00:03:14.347]  When it's a real hijacking,
[00:03:15.302 --> 00:03:19.086]  They will take over and they will get in the cockpit and they will fly the plane into the water.
[00:03:21.088 --> 00:03:26.293]  And they'll generally do it with firearms or bombs they've smuggled on.
[00:03:27.574 --> 00:03:31.498]  Again, if it was a false flag, you would have naked body scanners rolling out next week.
[00:03:32.441 --> 00:03:44.487]  Like the Christmas Day bombing where the guy was known government minion, his dad tied into the CIA, they did fake videos putting his face into, you know, hooded Muslims at terror training camps.
[00:03:44.507 --> 00:03:46.829]  He was clearly drugged getting Muttalib on the plane.
[00:03:46.849 --> 00:03:48.229]  We have witnesses that saw it and broke it.
[00:03:48.490 --> 00:03:53.332]  Turned out the CIA again basically ordered the airline there in Amsterdam to get him on the plane.
[00:03:53.972 --> 00:03:54.753]  And we broke that here.
[00:03:55.073 --> 00:03:56.654]  It later came out in congressional testimony.
[00:03:57.622 --> 00:03:59.043]  But they moved away from it very quickly.
