[00:00:19.665 --> 00:00:21.606]  Welcome to the Info Wars Nightly News.
[00:00:21.686 --> 00:00:23.007]  I'm your host, Jakari Jackson.
[00:00:23.328 --> 00:00:24.528]  It's April 9th, 2014, and here are our top stories.
[00:00:30.257 --> 00:00:44.710]  Tonight, a cattle rancher in Nevada has declared a range war against corrupt federal authorities in response to a land dispute that threatens to escalate into a Waco-style standoff.
[00:00:44.830 --> 00:00:53.117]  Well, I've fought this thing legally, I've fought it politically, I've fought it through the media, and I will fight it on the ground if I have to.
[00:00:53.297 --> 00:00:59.380]  Then, a Fort Hood survivor blames the horrific massacre on the gun-free zone.
[00:00:59.820 --> 00:01:06.343]  And the mayor of Louisville is telling carry and conceal holders to leave their guns at home.
[00:01:06.643 --> 00:01:08.824]  From my cold, dead hands!
[00:01:10.104 --> 00:01:13.846]  All that and more, up next, on the InfoWars Nightly News.
[00:01:14.047 --> 00:01:14.707]  And welcome back.
[00:01:15.047 --> 00:01:19.730]  Our top story tonight, Nevada Governor Blasfed's first amendment area in the Bundy case.
[00:01:19.990 --> 00:01:21.651]  Now this, of course, is Cliven Bundy.
[00:01:21.931 --> 00:01:23.792]  He's a guest on the Alex Jones Radio Show today.
[00:01:23.832 --> 00:01:27.895]  You can check out the archives of PrisonPlanet.TV if you didn't have a chance to watch this.
[00:01:28.135 --> 00:01:30.577]  But basically, Mr. Bundy, he's a rancher out there.
[00:01:30.617 --> 00:01:32.918]  He has some cattle, he has some land that he's fighting over.
[00:01:33.158 --> 00:01:36.080]  So he's not just fighting for his first amendment, but also his property rights.
[00:01:36.500 --> 00:01:37.641]  Out there in the state of Nevada.
[00:01:37.961 --> 00:01:52.372]  Now this is Governor Brian Sandoval has inserted himself into the escalating standoff between cattle rancher Cliven Bundy and federal officials by blasting the Bureau of Land Management over their creation of a First Amendment area outside of which free speech is banned.
[00:01:52.712 --> 00:01:56.815]  Now this is about 600,000 acres Mr. Bundy is fighting for.
[00:01:56.876 --> 00:02:01.559]  He said he was there long before these new laws and rules and regulations, whatever you want to call them.
[00:02:01.879 --> 00:02:03.881]  He says he's going to continue to use these lands
[00:02:04.281 --> 00:02:06.462]  Meanwhile the feds have cordoned off this area.
