[00:00:19.474 --> 00:00:21.198]  Welcome to the InfoWars Nightly News.
[00:00:21.258 --> 00:00:25.327]  It is Friday, February 28, 2014, and I'm Leigh Ann McAdoo.
[00:00:25.387 --> 00:00:26.329]  Here's what's coming up tonight.
[00:00:30.165 --> 00:00:36.590]  Tonight, the TSA detains a libertarian blogger after seeing Bitcoin in his bag.
[00:00:36.930 --> 00:00:43.635]  And a Mexican holiday trumps the Bill of Rights in a t-shirt case that has reached federal court.
[00:00:44.136 --> 00:00:52.682]  Then, tension in the Ukraine builds as Russia moves into position for a possible military strike.
[00:00:53.223 --> 00:00:55.945]  All that, plus- Info wars!
[00:00:57.326 --> 00:00:58.527]  Info wars!
[00:01:01.735 --> 00:01:04.904]  That's up next on the InfoWars Nightly News.
[00:01:05.407 --> 00:01:15.033]  Russian President Vladimir Putin stoked concerns that Moscow might begin using its military might to sway the outcome of the three-month standoff in the Ukraine.
[00:01:15.453 --> 00:01:27.881]  They have already ordered snap combat drills near the border involving 150,000 troops and nearly 900 tanks, as well as Air Force drills training pilots to attack enemy forces.
[00:01:28.401 --> 00:01:33.304]  It seems like a clear indicator that Russia is preparing to invade the Ukraine.
[00:01:33.704 --> 00:01:46.708]  And now the interim government that set up in the Ukraine after the violent coup that took place this week is calling on the United States and Britain to intervene militarily after unidentified soldiers stormed an airport in Crimea.
[00:01:47.268 --> 00:01:54.551]  The troops there, they made no apparent attempt to interfere with the running of the airport or trying to take over any key infrastructure.
[00:01:55.111 --> 00:02:03.798]  In fact, they were content with just strolling up and down the car park at a leisurely place, apparently deliberately for the benefit of television cameras.
[00:02:04.178 --> 00:02:11.404]  But today, Russia has admitted that it has moved troops into the Ukraine to protect Black Sea Fleet's positions.
[00:02:11.965 --> 00:02:17.629]  Now, Ukraine, of course, this interim government, is accusing Russia of staging an armed invasion.
[00:02:18.630 --> 00:02:23.292]  Crimea is along Ukraine's peninsula and it has very strong ties to Russia.
[00:02:23.612 --> 00:02:30.235]  The population there is nearly 60% ethnic Russian and it's very pro-Russian as a whole.
[00:02:30.735 --> 00:02:45.422]  So just on the heels of Russian troops moving into Crimea, Russian lawmakers are now proposing two bills that would simplify both the annexation of new territories into the Russian Federation and the process of granting Russian citizens
[00:02:46.022 --> 00:02:46.182]  I think?
[00:03:06.348 --> 00:03:26.064]  Now given the latest developments including Russia's recent military buildup and Sevastopol's city council handing power to a Russian citizen Monday evening, while more than a thousand protesters were outside chanting Russia, Russia, it's highly unlikely that Moscow will be giving up Crimea without a fight.
[00:03:26.644 --> 00:03:35.651]  But clearly indicating just how involved and what a central role the US played in the overthrow of their democratically elected government there.
[00:03:36.372 --> 00:03:42.177]  Ukraine's new interim prime minister is a former banker who met with both John McCain
[00:03:42.777 --> 00:03:48.743]  And Victoria Nuland, weeks before Ukraine's President Viktor Yanukovych, had even fled Kiev.
[00:03:49.123 --> 00:03:51.905]  So they were planning this weeks in advance.
[00:03:52.286 --> 00:03:55.489]  Now back in December, around the same time that top U.S.
[00:03:55.509 --> 00:03:58.331]  diplomat Victoria Nuland announced that the U.S.
[00:03:58.371 --> 00:04:08.901]  had invested $5 billion to help Ukrainians achieve a new form of government, Senator John McCain met with Svoboda party leader Oleg Tyanabok
[00:04:09.361 --> 00:04:16.370]  And they shared the same stage at an event during which McCain gave the United States blessing for the opposition revolt.
[00:04:17.251 --> 00:04:26.924]  As recently as three weeks ago, Nuland met with both Tiana Bak and Arseniy Yatsenyuk, who is now Ukraine's interim prime minister.
[00:04:27.905 --> 00:04:42.840]  And in a leaked phone conversation that we played on InfoWars.com, again, Nuland was caught red-handed scheming to install Yatsenyuk in the government before President Viktor Yanukovych had even fled Kiev.
[00:04:43.321 --> 00:04:50.228]  So we can definitely see the New World Order banks or motives going on there to set up this EU puppet government.
[00:04:50.888 --> 00:05:02.831]  Now Yatsenyuk's history as a banker makes him the perfect candidate to help assume this role of technocrat and give over, you know, sell the Ukraine into the IMF debt slavery.
[00:05:03.651 --> 00:05:07.512]  And according to Zero Hedge, they report today, it's already begun.
[00:05:08.013 --> 00:05:12.654]  The annexation of the country's banking system by a benevolent Europe is complete.
[00:05:13.254 --> 00:05:26.282]  Ukraine's National Bank has imposed temporary limits to withdraw money from foreign currency deposits to sums equivalent to no more than what would amount to about $1,500 a day, also known as capital controls.
[00:05:26.762 --> 00:05:33.886]  Now, Ukraine's currency is crashing at a record pace, and so they'll limit the amount of foreign currency in circulation.
[00:05:34.426 --> 00:05:42.331]  The people there are, of course, able to withdraw as much of the country's currency as they wish, because the country can just print up as much as they want to.
[00:05:42.911 --> 00:05:57.402]  So, in summary, first the banks are going to abdicate their control to a pro-European central bank, and now the citizens face the first of many capital controls, which will simply aggravate the fund outflow even more.
[00:05:57.422 --> 00:06:08.651]  It's going to lead to an even faster drop in foreign reserves, and then they report that we will see inflation and a counter-coup, much like we saw happen in Egypt.
[00:06:09.051 --> 00:06:16.534]  Now today on the Alex Jones Show, Joel Skousen came on and he offered an alternative angle to what's happening in the Ukraine.
[00:06:16.914 --> 00:06:18.775]  I highly recommend you check that out.
[00:06:19.055 --> 00:06:25.698]  What he had to say was that the Russians aren't just so innocent as we might seem, that they might have a little bit more
[00:06:26.218 --> 00:06:50.437]  Going on it might not be as simple as just the EU and Soros in there But perhaps the Russians manufactured this crisis as well as well Sent some fake Ukrainians in to take over this actual authentic Ukrainian uprising because no doubt the people there are well and truly tired of being controlled by Russian corruption
[00:06:51.198 --> 00:06:58.226]  So I definitely highly recommend that you check out that interview with Joel Skousen today on the Alex Jones Show if you're interested in what's going on in the Ukraine.
[00:06:58.246 --> 00:06:59.648]  It gives a different angle.
[00:07:00.048 --> 00:07:02.651]  It's complicated, very complicated.
[00:07:02.711 --> 00:07:04.694]  So that's a really, really good interview.
[00:07:05.134 --> 00:07:10.741]  But now for a bit of hilarity coming out of our own country and our bumbling
[00:07:11.061 --> 00:07:11.962]  TSA.
[00:07:12.523 --> 00:07:26.601]  A liberal blogger was detained by the TSA after he had opted out of a body scanner and the official word for why they were detaining him, the TSA agent said, we saw Bitcoin in your bag and we need to check it.
[00:07:27.742 --> 00:07:33.588]  Well, anyone who is living under a rock, Bitcoin is a virtual currency.
[00:07:33.908 --> 00:07:36.391]  It does not exist in physical form.
[00:07:36.851 --> 00:07:51.285]  So this man, Barker, he's a co-founder of Bitcoin Not Bombs, and he says that it must have been either clothing or promotional lapel pins for his Bitcoin Not Bombs in his bag that prompted the curiosity from the TSA screeners.
[00:07:51.946 --> 00:07:57.550]  Barker says, obviously the TSA has been trained, although poorly, to look for Bitcoin.
[00:07:57.870 --> 00:08:04.814]  When they saw all the metal lapel pins in my bag, they probably thought they hit the jackpot on a stockpile of coins.
[00:08:05.335 --> 00:08:11.318]  Whatever training they had, it probably included that stock photo of brass tokens that everyone uses.
[00:08:11.879 --> 00:08:18.403]  My evasiveness only quickened their bloodlust as they imagined a big bust and possibly
[00:08:18.903 --> 00:08:22.666]  A free pizza and soda in the break room.
[00:08:23.066 --> 00:08:33.312]  So apparently in addition to catching terrorists, the TSA is also trying to stop virtual money laundering there in the airport.
[00:08:33.893 --> 00:08:39.376]  But in true Dick Johnston wonderkind fashion, another TSA moment.
[00:08:39.857 --> 00:08:47.962]  A woman reported that a TSA agent in Phoenix didn't think her Washington, D.C.-issued driver's license was valid for flight.
[00:08:48.562 --> 00:08:57.268]  According to the woman, an agent with the TSA took a look at her DC license and began to shake her head and said, I don't know if we can accept these.
[00:08:57.528 --> 00:08:58.529]  Do you have a U.S.
[00:08:58.609 --> 00:08:59.210]  passport?
[00:09:00.660 --> 00:09:04.262]  The issue here is that the district is not a state.
[00:09:04.662 --> 00:09:10.026]  The TSA requires a state-issued ID in order to fly.
[00:09:11.266 --> 00:09:14.088]  Everyone, the entire population of D.C.
[00:09:14.468 --> 00:09:16.630]  has to use their D.C.
[00:09:16.730 --> 00:09:18.291]  driver's licenses to fly.
[00:09:18.811 --> 00:09:20.012]  So that's incredible.
[00:09:20.052 --> 00:09:27.836]  Now, while I do think that this is hilarious because it means that all of our D.C.-based politicians are going to be put on the no-fly list,
[00:09:29.017 --> 00:09:34.302]  These are the brainiacs that are being trained to harass you while you travel.
[00:09:34.603 --> 00:09:37.386]  So, that's amazing.
[00:09:37.766 --> 00:09:40.409]  Can't wait for my next trip out of the country.
[00:09:41.029 --> 00:09:52.341]  Now, in California, a federal court has denied the First Amendment, saying a school has the right to suppress the First Amendment in the name of safety.
[00:09:52.981 --> 00:10:00.647]  During the Mexican Cinco de Mayo holiday, students wearing American flag t-shirts were asked to turn them inside out.
[00:10:01.027 --> 00:10:14.497]  They took that case to court and the court said that fears of racial violence by students outraged over the American flag displayed on these t-shirts outweighed the right guaranteed by the Constitution.
