[00:00:00.009 --> 00:00:00.369]  Coast to coast.
[00:00:00.409 --> 00:00:01.250]  Direct from Austin.
[00:00:01.270 --> 00:00:03.271]  You're listening to the Alex Jones Broadcasting Network.
[00:00:31.656 --> 00:00:35.821]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:36.501 --> 00:00:37.302]  You want answers?
[00:00:38.083 --> 00:00:38.964]  Well, so does he.
[00:00:39.625 --> 00:00:43.269]  He's Alex Jones on the GCN Radio Network.
[00:00:43.829 --> 00:00:47.874]  And now, live from Austin, Texas, Alex Jones.
[00:01:04.028 --> 00:01:08.830]  Well, my friends, it's another insanely full Newsday, ladies and gentlemen.
[00:01:09.390 --> 00:01:16.772]  On this Thursday, the 15th day of May 2014, I am your host, Alex Jones.
[00:01:16.792 --> 00:01:17.952]  We'll be here for the next three hours.
[00:01:19.693 --> 00:01:20.793]  Where to start?
[00:01:20.993 --> 00:01:22.054]  Where to begin?
[00:01:22.074 --> 00:01:28.276]  The establishment is going into total overdrive in Divide and Conquer right now.
[00:01:29.369 --> 00:01:35.456]  Why New York Times Jill fired after asking for equal pay, she claims.
[00:01:36.237 --> 00:01:44.507]  New York Times publisher said to always have clashed with the woman, Abramson.
[00:01:45.948 --> 00:01:47.610]  Polarizing and mercurial.
[00:01:48.598 --> 00:01:59.627]  I mean, as if the New York Times, the ultra-socialist, anti-American, globalist operation is getting rid of a woman because she asked for more money that was a senior person.
[00:02:01.608 --> 00:02:05.912]  When the magazine is, the newspaper, is failing on its face.
[00:02:07.853 --> 00:02:09.735]  In debt, hundreds of millions of dollars.
[00:02:10.255 --> 00:02:17.201]  Didn't Carlos Slim, the shady billionaire, Lebanese-Mexican, I mean, didn't he buy it?
[00:02:19.724 --> 00:02:21.965]  The guy that makes the money off the Obama phones?
[00:02:24.387 --> 00:02:41.919]  You've got to love this culture where you've got the head of the New York Times fired and then they complain about it saying that it's being done because she's a woman.
