[00:00:01.652 --> 00:00:02.814]  Coast to coast.
[00:00:03.195 --> 00:00:04.537]  Direct from Austin.
[00:00:05.258 --> 00:00:08.464]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.980 --> 00:00:19.163]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:19.824 --> 00:00:20.624]  You want answers?
[00:00:21.385 --> 00:00:22.306]  Well, so does he.
[00:00:22.966 --> 00:00:26.549]  He's Alex Jones on the GCN Radio Network.
[00:00:27.129 --> 00:00:31.192]  And now, live from Austin, Texas, Alex Jones.
[00:00:50.868 --> 00:00:58.295]  Well, my head is spinning right now like I know a lot of yours are with so much news and information to cover.
[00:00:58.315 --> 00:01:04.061]  And we're going to attempt to go over every level of it.
[00:01:05.623 --> 00:01:12.470]  But there are obviously huge breaking news stories about Obama and secret deals with Iran.
[00:01:14.923 --> 00:01:17.725]  We've also got Obama not waiting on legislation.
[00:01:17.825 --> 00:01:21.007]  I've got a pen and I can use it to sign executive orders.
[00:01:22.147 --> 00:01:24.109]  Very serious situation.
[00:01:24.129 --> 00:01:31.733]  We're going to be playing that video clip coming up as the world just gets crazier and crazier.
[00:01:32.394 --> 00:01:38.077]  Obviously, now the Federal Reserve is openly talking about hyperinflation being a good thing.
[00:01:38.117 --> 00:01:41.980]  That's the decision they've made to go with that while depressing the real economy.
[00:01:43.319 --> 00:01:46.040]  I'm adding the icing of serious inflation.
[00:01:47.480 --> 00:01:49.081]  So you get the worst of both worlds.
[00:01:50.281 --> 00:01:51.722]  We're going to be looking at that.
[00:01:51.862 --> 00:01:53.682]  Also the Kelly Thomas verdict.
[00:01:54.182 --> 00:01:55.983]  Cops now have license to murder.
[00:01:56.003 --> 00:02:00.544]  That story's up on InfoWars.com and PrisonPlanet.com.
[00:02:00.944 --> 00:02:08.767]  This is the son of a retired police officer who said he's ashamed that he was ever a police officer.
[00:02:10.311 --> 00:02:13.953]  Uh, who is schizophrenic and had no criminal record for anything serious.
[00:02:14.893 --> 00:02:17.895]  And they tell him to get up and, you know, move and tell them who they are.
[00:02:17.915 --> 00:02:21.956]  And then they say, if you don't, we're gonna hurt you real bad.
[00:02:21.976 --> 00:02:25.558]  And then they pin him down, eight cops, and kill him.
[00:02:27.099 --> 00:02:33.982]  And, you know, this is a 14-minute video, and I'm not gonna play the whole thing today, but I just asked one of my crew to condense it down
[00:02:36.483 --> 00:02:44.008]  We've got a four minute clip of it, but just to show the beginning of the encounter, then what it goes through, then beating him in the head with flashlights till his whole face caved in.
[00:02:44.648 --> 00:02:52.253]  A jury has found that he died of a unknown heart condition four days after being in a coma at the hospital.
[00:02:54.674 --> 00:03:03.079]  And of course, when you look at the two so-called police officers, they look like they could be Hollywood stars to play like evil minions of a goblin or something.
[00:03:04.060 --> 00:03:05.781]  If you look at the two police officers who were tried,
[00:03:10.035 --> 00:03:19.643]  And the jury, I think, just out of fear and out of a spirit of toting, found them not guilty.
[00:03:21.244 --> 00:03:25.068]  That's a very, very dangerous type precedent when it's all on video.
[00:03:26.109 --> 00:03:28.771]  And before the video got released, the police lied about what had happened.
[00:03:29.611 --> 00:03:35.496]  And this guy, I mean, is obviously being slowly tortured to death.
[00:03:36.696 --> 00:03:47.325]  And you've got up to eight cops sitting on him or taking turns holding down each leg while they beat his head in and keep saying, don't resist, don't resist.
[00:03:48.946 --> 00:04:01.196]  And then we had that article yesterday that I'm going to get back into where a future cop says protesters should be exterminated in gas chambers.
[00:04:03.792 --> 00:04:08.855]  Anyone filming police should be killed and exterminated in gas chambers.
[00:04:14.657 --> 00:04:20.881]  Now the person is claiming that a friend used his Facebook account while at his home to post the threatening message.
[00:04:21.741 --> 00:04:26.543]  First they said it was a hack and the police distanced themselves from him and now he's saying that.
[00:04:27.064 --> 00:04:27.744]  Look, whatever.
[00:04:28.144 --> 00:04:31.466]  The point is, is that we don't want a standing army
[00:04:32.620 --> 00:04:36.642]  Of people looking for an excuse to use too much force and kill people.
[00:04:37.763 --> 00:04:39.124]  And let me tell you how history works.
[00:04:39.724 --> 00:04:48.389]  If the police keep acting like we're in fire an enemy, and keep engaging in activity like this, the public is going to start treating you like an enemy.
[00:04:48.409 --> 00:04:52.371]  You have record low numbers of police being killed, by the way, with firearms right now.
[00:04:53.352 --> 00:04:56.934]  But there's this illusion by police that the public's out to get them.
[00:04:57.314 --> 00:04:58.155]  That's coming up as well.
[00:04:59.440 --> 00:05:03.770]  Huge news on the Fukushima front, Google front, John Kerry front.
[00:05:04.672 --> 00:05:06.156]  There is just so much going on.
[00:05:06.376 --> 00:05:08.160]  Hey, what about Defense Secretary Bloomberg?
[00:05:08.280 --> 00:05:08.802]  How's that sound?
[00:05:10.020 --> 00:05:11.661]  Introducing Pro-1.
[00:05:11.921 --> 00:05:15.444]  All of your filtration in one system, portable, on-the-go.
[00:05:15.564 --> 00:05:19.967]  No more do you have two or three filters to just reduce sodium fluoride.
[00:05:20.127 --> 00:05:26.091]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:05:26.231 --> 00:05:37.039]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:05:37.199 --> 00:05:43.503]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:05:43.703 --> 00:06:00.695]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:06:01.015 --> 00:06:05.438]  Get your Pro-Pure with the new Pro-1 filter today at Infowarstore.com.
[00:06:05.598 --> 00:06:07.980]  We're by calling 888-253-3139.
[00:06:09.921 --> 00:06:14.504]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:06:14.644 --> 00:06:17.606]  Why do we have the highest cancer rates on the planet?
[00:06:17.766 --> 00:06:22.990]  The highest rates of diabetes, autism, and every other major disease.
[00:06:23.330 --> 00:06:24.911]  It all comes down to one thing.
[00:06:25.251 --> 00:06:26.552]  We are what we eat.
[00:06:26.892 --> 00:06:31.235]  Our food is devoid of nutrition and processed with poisons and additives.
[00:06:31.555 --> 00:06:35.558]  Our water is filled with toxic poisons and big pharma runoff.
[00:06:35.778 --> 00:06:38.119]  All of this has been engineered by design.
[00:06:38.339 --> 00:06:44.243]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:06:44.563 --> 00:06:47.285]  To learn more, visit InfoWarsHealth.com.
[00:06:47.525 --> 00:06:54.448]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[00:06:54.588 --> 00:07:00.411]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:07:00.651 --> 00:07:06.574]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:07:06.815 --> 00:07:09.316]  And get free shipping when you sign up for AutoShip.
[00:07:09.876 --> 00:07:12.459]  Hi folks, Alex Jones here with some important information.
[00:07:12.719 --> 00:07:17.584]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[00:07:17.844 --> 00:07:25.732]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[00:07:25.972 --> 00:07:30.276]  Deciding to take action, a company run by Patriots for Patriots was born.
[00:07:30.496 --> 00:07:34.320]  MyPatriotSupply has never taken a loan or accepted outside funding.
[00:07:34.440 --> 00:07:40.161]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:07:40.401 --> 00:07:43.162]  It is rare to find companies who practice what they preach.
[00:07:43.562 --> 00:07:48.783]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:07:48.943 --> 00:07:56.965]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:08:01.567 --> 00:08:03.448]  That's 866-229-0927.
[00:08:03.648 --> 00:08:06.010]  Do business with someone who shares your values.
[00:08:06.290 --> 00:08:08.952]  BuyPatriotsupply.com slash Alex.
[00:08:21.198 --> 00:08:24.201]  Crashing through the lies and disinformation.
[00:08:24.781 --> 00:08:28.945]  It's Alex Jones on the GCN Radio Network.
[00:08:45.879 --> 00:08:55.503]  Ladies and gentlemen, thank you so much for joining us on this live Tuesday edition, already the 14th day of January 2014.
[00:08:56.204 --> 00:09:08.269]  There is so much to cover today, but looking at literally hundreds of news articles every single day, you see trends in the news.
[00:09:09.833 --> 00:09:14.855]  And all over the country, police are beating people up when they're off duty for no reason.
[00:09:15.495 --> 00:09:19.096]  They're shooting people in movie theaters who they get in arguments with.
[00:09:19.116 --> 00:09:21.777]  They're putting guns to people's heads for fun.
[00:09:22.357 --> 00:09:25.419]  They are killing their wives.
[00:09:26.239 --> 00:09:27.019]  It's getting bad.
[00:09:27.559 --> 00:09:37.983]  Because you take a bunch of soldiers, you teach them the public's their enemy, you militarize them, you put them on a bunch of steroids, you give them instinctive killing training, they're going to start killing people.
[00:09:39.743 --> 00:09:45.162]  And we've got a whole stack of news on that front that we're going to be
[00:09:46.437 --> 00:10:11.452]  Going over in the third hour today, I'm going to spend some time giving you the jury's verdict when they found the police that clearly beat Kelly Thomas to death out in California, and how the family and others responded, and then how that ties into police officer puts gun to boy's throat in McDonald's drive-through.
[00:10:12.949 --> 00:10:19.991]  And other reports, man shot dead at movies after texting by a cop who was there watching the movie.
[00:10:20.971 --> 00:10:22.572]  The list goes on and on.
[00:10:22.692 --> 00:10:28.133]  And I'm not saying the average police officer is somebody that wants to kill innocent people.
[00:10:28.793 --> 00:10:37.856]  What I am saying is the government itself is more and more above the law on warrantless spying, NSA garbage, persecution of the press,
[00:10:39.367 --> 00:11:03.282]  No bid contracts, the court rulings that, the Supreme Court ruled, we're going to cover this, that Monsanto can contaminate your field, your canola field that they're next door to, and that they can then send their agents, usually retired police or FBI, onto your property without a warrant to pull up a hundred of your plants and then go test them.
[00:11:03.622 --> 00:11:05.543]  And a plant doesn't have one mommy and one daddy.
[00:11:05.903 --> 00:11:08.525]  It can be less than 1% Monsanto genetics.
[00:11:09.827 --> 00:11:16.433]  Meaning the pollen blows across, it gets in there, and then any of their genetics is in there.
[00:11:16.753 --> 00:11:25.241]  By the way, over 98% of world corn varieties, last time I checked, and there's by the way thousands of them, ancient varieties.
[00:11:25.622 --> 00:11:28.164]  Mexico is probably where corn came from, the first cultivation.
[00:11:28.424 --> 00:11:30.887]  They've got several thousand varieties down there.
[00:11:31.267 --> 00:11:33.989]  They are all, 98%, are infected.
[00:11:34.530 --> 00:11:35.311]  Basically all of them.
[00:11:36.269 --> 00:11:39.672]  So, you've got a multi-thousand-year-old corn variety.
[00:11:39.812 --> 00:11:49.041]  It's totally natural, but corn pollen blows to the atmosphere, like juniper pollen, you name it.
[00:11:49.822 --> 00:11:51.123]  It can blow thousands of miles.
[00:11:51.323 --> 00:11:52.444]  It goes into your plant.
[00:11:53.165 --> 00:11:56.027]  The Supreme Court ruled, your property, everything is Monsanto's.
[00:11:57.328 --> 00:11:58.730]  This will be like if I patented
[00:12:00.834 --> 00:12:02.575]  My dog's droppings.
[00:12:03.636 --> 00:12:06.598]  And then I went and I put them on your living room table.
[00:12:07.319 --> 00:12:21.530]  And then I come in your house without a warrant, photograph the dog droppings on your dining table, and then I go to the Supreme Court and the Supreme Court says, your house now belongs to Alex Jones because he went in your house and put dog droppings on your table.
[00:12:22.711 --> 00:12:25.353]  That is actually what this ruling says.
[00:12:25.633 --> 00:12:28.355]  That is the magnitude of the criminality.
[00:12:30.276 --> 00:12:32.897]  And so you're going to see that manifestation roll downhill.
[00:12:33.537 --> 00:12:40.199]  You're going to see the police, the bureaucrats, the government, totally above the law, total mafia.
[00:12:42.500 --> 00:12:43.620]  This is how tyrannies work.
[00:12:43.660 --> 00:12:48.282]  If you're going to want to get a zoning authorization, you're going to have to pay off the zoning inspectors, big time.
[00:12:50.102 --> 00:12:51.963]  And maybe they don't want money, maybe they want your wife.
[00:12:53.462 --> 00:12:54.463]  You want to be in the theater?
[00:12:54.503 --> 00:12:55.324]  You're a great actress?
[00:12:55.424 --> 00:12:59.529]  You're going to have to service the local political officer, the local commissar.
[00:12:59.589 --> 00:13:00.150]  That's on record.
[00:13:00.730 --> 00:13:01.511]  That's how it works everywhere.
[00:13:02.092 --> 00:13:06.817]  Watch the true story, the lives of others, about the Stasi in East Germany.
[00:13:08.019 --> 00:13:09.420]  This is what it is to be a slave.
[00:13:11.243 --> 00:13:12.744]  And I've just got stacks of news here.
[00:13:12.804 --> 00:13:14.086]  The point is, it's overwhelming.
[00:13:15.154 --> 00:13:17.696]  It's totally and completely overwhelming.
[00:13:19.198 --> 00:13:21.920]  They said it's key that you sign on to Obamacare to make it fly.
[00:13:21.960 --> 00:13:29.287]  That means they need to con them into paying exorbitant prices for the services to keep the Ponzi scheme going.
[00:13:30.748 --> 00:13:36.093]  Iran's leader says they've had a great victory with their nuke deal on the West.
[00:13:36.213 --> 00:13:37.314]  Israel is freaking out.
[00:13:39.751 --> 00:13:44.474]  Obama supporter, leading IRS probe, visited the White House for seven hours.
[00:13:45.474 --> 00:13:51.838]  So, you have the supposed whitewasher investigator hanging out in private meetings with El Jefe.
[00:13:53.619 --> 00:13:54.519]  Isn't that just nice?
[00:13:56.681 --> 00:13:58.642]  So, continuing here.
[00:14:00.486 --> 00:14:06.434]  We're going to continue looking at Obama nominates cop killer advocate to head DOJ Civil Rights Division.
[00:14:07.315 --> 00:14:11.782]  And I've studied the case of Abu Jamal.
[00:14:13.363 --> 00:14:15.964]  And I think he's rightfully in prison.
[00:14:16.564 --> 00:14:19.886]  But everybody gets into this cause celeb case on both sides.
[00:14:20.726 --> 00:14:30.010]  The bottom line is, it's like that Homeland Security head for procuring armaments said they're going to have a race war and kill all the whites and finally got fired after six months of pressure.
[00:14:30.650 --> 00:14:33.671]  This is the type of people they're putting in the DOJ is what I want to point out.
[00:14:34.031 --> 00:14:38.173]  All of you right-wingers that worship the police and think they can do no wrong,
[00:14:39.501 --> 00:14:50.291]  What's going to happen when they've got all the Marxists and Socialists in charge, like they've got with Eric Holder, who is an anti-American terrorist, basically?
[00:14:50.772 --> 00:14:54.015]  You see, that's why you've got to keep checks and balances on the government, just like with liberals.
[00:14:54.495 --> 00:15:00.221]  You love Obama spying and persecuting the Tea Party right now, and Christian groups with the NSA and the IRS.
[00:15:00.741 --> 00:15:03.184]  What's going to happen when a Republican gets in, bozo?
[00:15:05.506 --> 00:15:06.867]  What's the old nursery rhyme?
[00:15:07.227 --> 00:15:09.468]  Jack Sprat could eat no fat.
[00:15:11.669 --> 00:15:13.070]  And his wife could eat no lean.
[00:15:13.750 --> 00:15:16.031]  So between the two, they lick the platter clean.
