[00:00:01.532 --> 00:00:02.695]  Coast to coast.
[00:00:03.076 --> 00:00:04.418]  Direct from Austin.
[00:00:05.140 --> 00:00:08.347]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.761 --> 00:00:18.943]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:19.584 --> 00:00:20.384]  You want answers?
[00:00:21.164 --> 00:00:22.085]  Well, so does he.
[00:00:22.725 --> 00:00:26.327]  He's Alex Jones on the GCN Radio Network.
[00:00:26.907 --> 00:00:30.950]  And now, live from Austin, Texas, Alex Jones.
[00:00:48.755 --> 00:00:50.295]  We're breaking protocol here.
[00:00:50.395 --> 00:00:53.556]  That's a good thing about being President.
[00:00:53.656 --> 00:00:55.437]  I can do whatever I want.
[00:00:57.097 --> 00:00:58.017]  Well, you heard that.
[00:00:58.137 --> 00:01:12.821]  There is Obama telling the French Socialist President, who's completely above the law, and the entire French Socialist leadership is on record having giant Swiss bank accounts that are tax exempt, as they raise taxes on the middle class to 100 plus percent.
[00:01:15.662 --> 00:01:22.948]  To claw back any savings that were kept back in the old 80 plus percent tax rate.
[00:01:23.028 --> 00:01:24.709]  And let's hear that one more time.
[00:01:25.129 --> 00:01:28.172]  Obama, I can do whatever I want.
[00:01:28.272 --> 00:01:39.100]  Best part about being president is I can do whatever I want while he's walking along talking to the French delegation and the French president.
[00:01:40.138 --> 00:01:41.419]  We're breaking protocol here.
[00:01:41.499 --> 00:01:42.340]  That's alright.
[00:01:42.380 --> 00:01:44.681]  That's a good thing about being president.
[00:01:44.761 --> 00:01:46.563]  I can do whatever I want.
[00:01:48.044 --> 00:01:51.386]  So, did he not know there was a shotgun mic on him?
[00:01:51.546 --> 00:01:52.086]  Or did he know?
[00:01:52.106 --> 00:01:53.047]  No, he knew.
[00:01:53.067 --> 00:01:57.670]  And it's all part of flaunting the lawless criminality in our faces.
[00:01:58.711 --> 00:02:01.913]  And he's there bragging, hey I'm really good at killing people with drones.
[00:02:02.253 --> 00:02:03.094]  He's really manly.
[00:02:04.675 --> 00:02:05.956]  And he's really powerful.
[00:02:07.450 --> 00:02:16.357]  And he's really good at getting rid of the borders by fiat and shutting down the power plants by fiat and launching wars and getting peace prizes for it.
[00:02:17.178 --> 00:02:20.920]  And he's really good implementing Obamacare.
[00:02:20.961 --> 00:02:33.050]  That's a law that's completely unconstitutional that the blackmailed NSA spied on Supreme Court said, okay, it's constitutional as a tax to offshore banks that own the insurance companies.
[00:02:34.494 --> 00:02:36.116]  And the sky's the limit, ladies and gentlemen.
[00:02:36.136 --> 00:02:39.420]  That's why you're going to see government now go completely insane.
[00:02:39.440 --> 00:02:43.485]  It's already gone somewhat insane, but now it's going to go completely insane.
[00:02:43.866 --> 00:02:44.987]  Making it up as he goes.
[00:02:45.047 --> 00:02:47.370]  Employer mandate delayed again.
[00:02:48.131 --> 00:02:49.793]  Obama rewrites Obamacare.
[00:02:50.233 --> 00:02:50.514]  Boehner.
