[00:00:19.679 --> 00:00:21.580]  Welcome to the InfoWars Nightly News.
[00:00:21.600 --> 00:00:25.603]  It is Tuesday, July 8, 2014, and I'm Leigh Ann McAdoo.
[00:00:26.143 --> 00:00:29.225]  Well, President Obama is going to be in town this week.
[00:00:29.325 --> 00:00:33.207]  He is taking a little Texas tour to do a little Democratic fundraising.
[00:00:33.727 --> 00:00:37.490]  But, not surprisingly, he won't be taking a tour of the border.
[00:00:38.190 --> 00:00:47.676]  But I think the problem speaks for itself when the president, who would prefer to hang out with campaign donors and other political supporters,
[00:00:48.462 --> 00:00:56.566]  Would decide not to have any interaction with those that are directly affected by his failed policies.
[00:00:57.826 --> 00:01:03.429]  In this case, the failed immigration policies that led to a full-blown humanitarian crisis.
[00:01:04.730 --> 00:01:11.112]  So instead of taking the easy way out, I wish the President would step up and lead.
[00:01:13.133 --> 00:01:13.754]  And he would learn.
[00:01:14.844 --> 00:01:21.429]  Perhaps something he did not already know or that he thinks he knows and which is absolutely wrong.
[00:01:23.210 --> 00:01:34.379]  It's puzzling and it's frustrating that the President of the United States chooses the path he apparently is going to take rather than one that will help him solve problems.
[00:01:34.957 --> 00:01:48.643]  That was Texas Senator John Cornyn who said he found it puzzling and frustrating that President Obama would not be visiting the border to witness firsthand this humanitarian crisis and of course take a stronger leadership stance there.
[00:01:49.323 --> 00:01:54.465]  Texas Governor Rick Perry also has been calling on Obama to take a trip to the border.
[00:01:55.446 --> 00:02:00.928]  You know, the President said that he'd be happy to meet Rick Perry on the tarmac there, but
[00:02:01.408 --> 00:02:06.792]  Rick Perry said there's no way he wants to meet Obama for just a handshake and a PR opportunity.
[00:02:07.273 --> 00:02:23.265]  He's been highly critical of the president for the way he's handled this crisis situation and of course he rejected that small offer which of course has now forced President Obama to make some time in between hobnobbing with celebrities and his five-hour
[00:02:23.865 --> 00:02:24.525]  We're good to go.
[00:02:50.024 --> 00:02:50.465]  Immigrants.
[00:02:50.945 --> 00:02:57.331]  You saw the footage that we shot last month of churches here in Texas busing illegals to destinations unknown.
