[00:00:19.155 --> 00:00:21.618]  Good evening and welcome to the InfoWars Nightly News.
[00:00:21.718 --> 00:00:27.023]  I'm your host, Rob Dew, and today's date is Wednesday, June 18th, 2014, and here's a look at some of our top stories.
[00:00:30.326 --> 00:00:38.114]  What does Dick Cheney, Superbananas, pepper-spraying drones, and Alex Jones predictions all have in common?
[00:00:38.455 --> 00:00:42.078]  We'll find out tonight on the InfoWars Nightly News.
[00:00:45.464 --> 00:00:56.151]  Earlier this week, Infowars.com sent four reporters down to the Texas border in southern Texas near Brownsville and McAllen to do an in-depth investigation on what is currently going on at the border.
[00:00:56.772 --> 00:00:59.173]  Is the Border Patrol being complicit in these?
[00:00:59.713 --> 00:01:04.437]  Are people getting stand-down orders not to turn in illegals or to even set them free?
[00:01:05.197 --> 00:01:08.319]  Well, the answers that they found shocked me, and they should shock you.
[00:01:08.860 --> 00:01:11.302]  They have an exclusive interview with an ICE agent.
[00:01:11.342 --> 00:01:12.042]  Here's the article.
[00:01:12.342 --> 00:01:13.463]  ICE agent blows whistle.
[00:01:14.184 --> 00:01:16.826]  Illegals receiving costly taxpayer-funded medical treatments.
[00:01:17.506 --> 00:01:26.173]  Now, the video to this is named, ICE agent blows whistle on contagious disease-ridden illegals pouring over the border.
[00:01:27.304 --> 00:01:28.604]  And I just want to go over a few quotes.
[00:01:28.624 --> 00:01:42.848]  We actually played this interview in its entirety at the end of last night's InfoWars Nightly News in our semi-overdrive edition because we got that, it came in a little late so we just posted it at the end because we thought it was really important information to get out there.
[00:01:43.268 --> 00:01:48.109]  But I want to go over a few quotes that the ICE agent said during the interview.
[00:01:49.509 --> 00:01:52.770]  First he said, they're being given orders to appear in front of an immigration judge.
[00:01:52.890 --> 00:01:55.171]  If they're going, I don't know, probably not.
[00:01:56.101 --> 00:01:56.601]  He also said
[00:02:11.482 --> 00:02:17.224]  And not only that, the medical benefits these people are given is pretty far out, considering we have people here at home that need help.
[00:02:17.885 --> 00:02:23.247]  He's referring to the VAs that wait sometimes months, sometimes years to get basic medical attention.
[00:02:23.387 --> 00:02:31.510]  Our own Staff Sergeant Joe Biggs went in complaining that he was coughing up blood and he was told, well, he can meet somebody in July.
[00:02:31.830 --> 00:02:33.311]  And that was, he went back in May.
[00:02:33.431 --> 00:02:36.352]  So, nearly two months he's going to have to wait just to see a doctor.
[00:02:37.236 --> 00:02:43.380]  Moving on, when asked whether illegal immigrants receive medical treatment at facilities, the agent answered, absolutely.
[00:02:43.800 --> 00:02:46.702]  Whoever is detained goes through a lengthy screening process.
[00:02:46.882 --> 00:02:50.604]  Checks x-rays, check for tuberculosis, things of that nature.
[00:02:50.844 --> 00:02:51.705]  And they're treated.
[00:02:53.006 --> 00:02:55.067]  And he mentioned that they do get people with tuberculosis.
[00:02:55.167 --> 00:02:59.450]  He said there may be a couple that come through to having communicable diseases.
[00:02:59.870 --> 00:03:01.851]  But we really don't check for communicable diseases.
[00:03:02.391 --> 00:03:04.573]  That's not part of our screening process.
[00:03:05.421 --> 00:03:17.138]  That should terrify you, that the agents that are sworn to protect our border are actually bringing people in, giving them medical treatment, and then setting them free with a piece of paper that says, hey, come back to this court date.
[00:03:17.719 --> 00:03:19.201]  And these people don't have an address.
[00:03:19.221 --> 00:03:20.283]  There's no way to track them down.
[00:03:21.044 --> 00:03:28.988]  They're not in the system like the regular citizens like us, who can be tracked down when they don't appear for court and get warrants and things of that nature.
[00:03:29.408 --> 00:03:30.729]  That's not going to happen in this case.
[00:03:31.249 --> 00:03:32.790]  This should terrify you.
[00:03:33.330 --> 00:03:38.393]  Not because it's bad that these people are coming here searching for a better way of life, because that's obvious.
[00:03:38.733 --> 00:03:40.954]  Who wouldn't want to come to this country and search for a better way of life?
[00:03:41.294 --> 00:03:44.756]  But there are processes in place, and it's to ensure that we get
[00:03:45.765 --> 00:03:47.446]  The people that should be coming in here.
[00:03:47.886 --> 00:03:49.948]  The people that are welcome here.
[00:03:49.988 --> 00:03:52.429]  The people that are coming through the right processes.
[00:03:52.469 --> 00:03:54.390]  We have these things set up for a reason.
[00:03:54.671 --> 00:03:56.031]  We don't let just anybody drive.
[00:03:56.051 --> 00:03:57.592]  We make people get driver's licenses.
[00:03:57.953 --> 00:03:59.013]  And there's a reason for that.
[00:03:59.574 --> 00:04:00.974]  And it's just basic safety.
[00:04:02.035 --> 00:04:03.476]  And we don't have the money to pay for everybody.
[00:04:03.496 --> 00:04:06.798]  We don't have the money to give these people medical care and to give them food stamps.
[00:04:07.458 --> 00:04:08.299]  We just don't have it.
