[00:00:00.029 --> 00:00:00.813]  The Alex Jones Show.
[00:00:20.226 --> 00:00:22.329]  Waging war on corruption.
[00:00:22.809 --> 00:00:24.571]  It's Alex Jones.
[00:00:41.529 --> 00:00:43.390]  I was prepared, and we did.
[00:00:43.470 --> 00:00:48.454]  We got the authorization from the President and authorization from the Justice Department to go forward with the program.
[00:00:48.794 --> 00:00:49.214]  It worked.
[00:00:49.554 --> 00:00:51.315]  It worked now for 13 years.
[00:00:51.836 --> 00:00:54.958]  We've avoided another mass casualty attack against the United States.
[00:00:55.078 --> 00:00:56.378]  We did capture Bin Laden.
[00:00:56.398 --> 00:01:01.101]  We did capture an awful lot of the senior guys of Al Qaeda who were responsible for that attack on 9-11.
[00:01:01.381 --> 00:01:02.262]  I'd do it again in a minute.
[00:01:05.684 --> 00:01:10.007]  And the Easter Bunny is real as well, and Dick Cheney is a conservative.
[00:01:12.480 --> 00:01:27.046]  I know the neocon rhino Republican media tells you 24-7 that George W. Bush and Dick Cheney are real conservatives, but that's like saying that a transvestite is really a woman.
[00:01:29.187 --> 00:01:31.988]  Or that a pig dressed up in a tutu is really a woman.
[00:01:32.488 --> 00:01:35.289]  I mean, it's just not true, ladies and gentlemen.
[00:01:35.369 --> 00:01:36.030]  It's a fraud.
[00:01:38.591 --> 00:01:39.051]  It's false.
[00:01:40.626 --> 00:01:45.289]  You know what, I just thought of something, because I've got all this important news to cover on this live Sunday edition.
[00:01:47.190 --> 00:01:50.211]  Already the 14th day of December 2014.
[00:01:51.772 --> 00:02:01.117]  I thought, why don't I open the phones up, because we're on a lot of conservative radio stations around the country that have everything from constitutionalists to mainline rhinos listening.
[00:02:01.637 --> 00:02:05.800]  And I hear you guys calling into talk radio, calling into affiliates I'm on.
[00:02:07.918 --> 00:02:11.920]  Saying, we need to get tough, I like torture, it's good, oh yeah.
[00:02:12.261 --> 00:02:14.902]  We lose the moral high ground when we do that.
[00:02:16.343 --> 00:02:21.727]  Then you get into the fact that our government's been funding radical Islam and allowing it to grow and attack so they can take our liberties.
[00:02:22.707 --> 00:02:30.572]  But just at the basic level of, you can't stoop down to somebody else's level and not become dirty.
[00:02:32.293 --> 00:02:34.574]  In fact, I saw ISIS, will you guys reprint this?
[00:02:35.115 --> 00:02:36.856]  It was all over the news Friday.
[00:02:38.482 --> 00:02:42.745]  You know, IS, Al Qaeda, you know, criticizes U.S.
[00:02:42.765 --> 00:02:43.666]  for torture report.
[00:02:44.427 --> 00:02:47.629]  They called us infidels, the words kafar or something.
[00:02:48.610 --> 00:02:58.277]  That's the group that tortures constantly and chops heads off and abuses little kids and stuff and kills them and forces people to suicide bomb or they'll shoot their families.
[00:02:58.837 --> 00:03:01.680]  I just love that scum of the earth group.
[00:03:02.020 --> 00:03:03.221]  You don't get much scum here.
[00:03:04.198 --> 00:03:09.441]  It's not propaganda that radical Wahhabists are just as bad as you can get.
[00:03:09.461 --> 00:03:15.624]  It's like an army of Charlie Mansons or something.
[00:03:15.684 --> 00:03:16.404]  I mean, they're nuts.
[00:03:16.444 --> 00:03:19.206]  Just look at their eyes and then look at the fruits of what they do.
[00:03:19.506 --> 00:03:20.867]  They are bad news.
[00:03:23.008 --> 00:03:30.131]  But the big megabanks hold their chain of financing and allow them to operate to menace the world and giving up our freedoms.
[00:03:30.431 --> 00:03:32.873]  And then they say, oh, let us torture them at Camp X-Ray?
[00:03:33.817 --> 00:03:44.985]  They got a bunch of 18-year-olds and 20-year-olds there that were conscripted in Afghanistan and stuff and forced to fight, and then you turn around after eight, nine years of captivity, they end up being released to run ISIS brigades.
[00:03:45.365 --> 00:03:46.226]  You know why?
[00:03:47.547 --> 00:03:56.333]  Because it's on record they're CIA, Mossad, Shembat, Turkish intelligence, Pakistani intelligence, double agents.
[00:03:57.173 --> 00:04:00.416]  They are produced in those torture facilities.
[00:04:03.069 --> 00:04:04.029]  They are prepared.
[00:04:04.069 --> 00:04:04.910]  They are broken.
[00:04:05.410 --> 00:04:14.974]  Just like Mandela was broken, whether you think he was a good guy or a bad guy, in 30-something years in prison, he came out run by the Major De Beers Oppenheimer interest to be the front man.
[00:04:17.455 --> 00:04:26.859]  Well, they take some 17-year-olds, some of them 14 years old, put them in Camp X-Ray for some of them 10 years, and then they're released, and they just keep showing up commanding armies?
[00:04:28.120 --> 00:04:29.300]  They're cutouts, folks.
[00:04:30.621 --> 00:04:31.281]  They're cutouts.
[00:04:32.939 --> 00:04:36.525]  And if you look at how they would produce child soldiers in Africa, it was with torture.
[00:04:37.708 --> 00:04:46.352]  Africa has a formulae, African countries, African warlords, for this, and the CIA has adopted it, and it is despicable.
[00:04:46.693 --> 00:04:51.515]  So beyond torture, they're producing child soldiers, not just at x-rate.
[00:04:51.995 --> 00:04:53.956]  That's just the public promotion prison.
[00:04:54.217 --> 00:04:56.878]  They got over a hundred black or ghost sites all over the world.
[00:04:57.078 --> 00:05:03.621]  We're gonna break it all down, and I'm gonna open up the phones for people who want to come on and say how great all of this is.
[00:05:03.721 --> 00:05:06.003]  I'm Alex Jones, InfoWars.com.
[00:05:06.023 --> 00:05:06.523]  Stay with us.
[00:05:08.994 --> 00:05:23.543]  Sold out for weeks due to the difficult and extensive proprietary process behind its creation, the exclusive InfoWars Life Secret 12 formulation is now back in stock in the last limited shipment of 2014, the most bioactive form that has been created with our proprietary process.
[00:05:23.823 --> 00:05:31.968]  This ultra-clean Vitamin B12 nutraceutical has been carefully crafted and developed over the last two years and is based on cellular science of how your body acts
[00:05:32.108 --> 00:05:33.088]  We're good to go.
[00:05:56.417 --> 00:06:01.399]  Before December 17 at Infowarslife.com and receive it before Christmas guaranteed.
[00:06:01.619 --> 00:06:03.000]  That's Infowarslife.com.
[00:06:03.280 --> 00:06:07.241]  Before December 17 or by calling 888-253-3139.
[00:06:08.682 --> 00:06:13.524]  As a community moves towards despotism, respect is restricted to fewer people.
[00:06:16.443 --> 00:06:25.165]  That's veteran Denver Police Officer Charles Jones IV smashing an unarmed suspect in the face six times.
[00:06:25.645 --> 00:06:29.766]  Officers accused of using excessive force on a suspect and then trying to erase the evidence.
[00:06:29.786 --> 00:06:32.306]  I'm observing what they're doing and I don't see me.
[00:06:32.326 --> 00:06:34.567]  I don't understand what's going on.
[00:06:34.587 --> 00:06:44.309]  A community rates low on an information scale when the press, radio, and other channels of communication are controlled by only a few people.
[00:06:45.208 --> 00:06:52.675]  Does it raise ethical questions about the use of government money to produce stories about the government that wind up being aired with no disclosure that they were produced by the government?
[00:06:52.955 --> 00:06:54.496]  How can you ask such a question?
[00:06:54.536 --> 00:06:57.399]  What difference at this point does it make?
[00:06:57.459 --> 00:07:04.545]  When a competent observer looks for signs of despotism in the community, he looks beyond fine words and noble phrases.
[00:07:04.565 --> 00:07:12.192]  There are actions I have the legal authority to take as president that will help make our immigration system more fair and more just.
[00:07:13.331 --> 00:07:15.313]  Tonight, I'm announcing those actions.
[00:07:15.533 --> 00:07:16.695]  What I say, go.
[00:07:16.895 --> 00:07:17.255]  See?
[00:07:17.736 --> 00:07:19.558]  I'm the law around here.
[00:07:22.000 --> 00:07:24.143]  He came, he saw, he died.
[00:07:27.196 --> 00:07:33.400]  Yes, in modern warfare, our military leaders are finding that words and ideas are highly effective weapons.
[00:07:33.881 --> 00:07:35.662]  You just have to be repetitive about this.
