[00:00:01.550 --> 00:00:02.711]  Coast to coast.
[00:00:03.091 --> 00:00:04.432]  Direct from Austin.
[00:00:05.153 --> 00:00:08.356]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.895 --> 00:00:19.078]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:19.739 --> 00:00:20.540]  You want answers?
[00:00:21.320 --> 00:00:22.221]  Well, so does he.
[00:00:22.862 --> 00:00:26.505]  He's Alex Jones on the GCN Radio Network.
[00:00:27.065 --> 00:00:31.128]  And now, live from Austin, Texas, Alex Jones.
[00:00:34.244 --> 00:00:35.705]  Welcome to the Alex Jones Show.
[00:00:36.006 --> 00:00:37.868]  I'm David Knight, and I'll be your host today.
[00:00:38.508 --> 00:00:45.375]  Paul Joseph Watson is going to be joining us at the bottom of the hour, and we're going to be discussing Harry Reid's comments about domestic terrorists.
[00:00:46.156 --> 00:00:47.317]  Who are the real terrorists?
[00:00:47.917 --> 00:00:49.739]  What is the real law going on here?
[00:00:49.779 --> 00:00:50.980]  We're going to have that discussion.
[00:00:51.040 --> 00:00:52.522]  It's good that this is out in the open.
[00:00:52.562 --> 00:00:55.305]  It's good that we're seeing where people are falling and which side they're falling.
[00:00:55.905 --> 00:01:05.924]  It's good to see the mainstream media having this discussion, and we're going to talk about what some people who have identified themselves as alternative media are saying about this, like Glenn Beck, for example.
[00:01:06.866 --> 00:01:14.933]  Alex Jones is also going to be joining us later in the show, and we've got some updates on the Bundy Ranch, as well as people now trying to dissect this.
[00:01:14.973 --> 00:01:22.039]  Like I said, we've now got some comments from Rand Paul and others, some excellent comments from Judge Napolitano.
[00:01:22.120 --> 00:01:27.704]  He's been on target on this from the very beginning, saying things like, this is a legal case.
[00:01:28.405 --> 00:01:30.887]  If they win in court, then they get a lien.
[00:01:30.947 --> 00:01:33.269]  And then when the guy dies, they take his property.
[00:01:33.369 --> 00:01:35.070]  Or when he sells it, they take his property.
[00:01:35.110 --> 00:01:36.992]  You don't send an army in.
[00:01:37.572 --> 00:01:39.974]  And that's the battle right now in the Infowar.
[00:01:40.474 --> 00:01:52.964]  We've got people like Glenn Beck and the mainstream media who are doing everything they can to betray this as an act of aggression by people who peacefully stood up to tyranny that had been going on for over a week.
[00:01:54.307 --> 00:02:00.936]  This case has been going on for decades, but the army that went down there, that was really, really escalating.
[00:02:01.197 --> 00:02:08.927]  Just before we got down there to file our reports, of course, as you've seen, they attacked people with tasers, with canine dogs, they came up behind a woman.
[00:02:09.608 --> 00:02:11.009]  Threw her down from behind.
[00:02:11.029 --> 00:02:11.989]  Okay?
[00:02:12.009 --> 00:02:14.971]  They're beating people up and we're seeing this happening everywhere.
[00:02:15.531 --> 00:02:17.412]  This is what liberals need to understand.
[00:02:17.452 --> 00:02:18.733]  This is not about the cattle.
[00:02:19.153 --> 00:02:22.975]  This isn't about white people versus colored people or people of color.
[00:02:23.095 --> 00:02:24.916]  This is not about any of those things.
[00:02:24.936 --> 00:02:26.417]  This isn't about a rich rancher.
[00:02:26.437 --> 00:02:27.117]  He's not rich.
[00:02:27.798 --> 00:02:29.458]  It's not about Mormons versus other people.
[00:02:29.679 --> 00:02:36.382]  Everybody's throwing in all of these personal issues to try to attack them because of whatever group they're involved in.
[00:02:36.862 --> 00:02:37.643]  It's not about that.
[00:02:38.163 --> 00:02:55.846]  We cover stories all the time about people of every age, race, sex, color, whatever, being attacked by the government, being killed by the government, who are never, and the agents who do this, the law enforcement people who do this, are never brought to heel over this.
[00:02:55.886 --> 00:02:57.146]  This is out of control.
[00:02:57.746 --> 00:02:58.807]  And this is what's changing.
[00:02:58.987 --> 00:03:00.147]  This is what it was about.
[00:03:00.467 --> 00:03:02.147]  It was about facing down tyranny.
[00:03:02.687 --> 00:03:04.368]  And we have to have this discussion.
[00:03:04.668 --> 00:03:06.628]  We need to talk about who the real terrorists are.
[00:03:06.988 --> 00:03:07.909]  So we're going to talk about that.
[00:03:07.949 --> 00:03:10.891]  We're also going to talk about some other interesting things that are happening.
[00:03:10.911 --> 00:03:17.957]  Now, as this was going on this last week, we had the income tax took place, okay, on federal forms were filled out.
[00:03:18.638 --> 00:03:19.759]  And I thought it was very interesting.
[00:03:19.799 --> 00:03:22.801]  We didn't have time to cover this because so much was happening in Nevada.
[00:03:23.562 --> 00:03:32.970]  But the Donald Rumsfeld letter that came out that everybody was talking about, he said every year he writes a letter to the IRS and says, my taxes are a known unknown.
[00:03:33.611 --> 00:03:35.732]  As only Donald Rumsfeld can put it.
[00:03:36.133 --> 00:03:40.476]  He sends a letter every year and says, I really have no idea what's in this.
[00:03:40.516 --> 00:03:50.445]  It's a very complicated situation and he feels uncomfortable essentially signing his name to a declaration that can be used to say that he created perjury.
[00:03:51.633 --> 00:03:53.255]  That's what a lot of people have said.
[00:03:53.395 --> 00:03:54.356]  I always had that problem.
[00:03:54.396 --> 00:03:58.359]  I never sent him a letter like that because I wasn't Donald Rumsfeld.
[00:03:58.459 --> 00:04:01.422]  You know, he's pretty much inoculated against being prosecuted.
[00:04:01.822 --> 00:04:06.587]  Wouldn't it be ironic if Donald Rumsfeld became the leader of a tax protest movement?
[00:04:07.127 --> 00:04:08.869]  If everybody were to fill that out?
[00:04:08.909 --> 00:04:11.191]  Because they don't like it if you don't fill it out.
[00:04:11.211 --> 00:04:14.854]  They've had an airline pilot who had no complications in his tax form.
[00:04:15.515 --> 00:04:18.377]  He merely had wages and he refused to sign it.
[00:04:18.437 --> 00:04:20.318]  They took him to court because he refused to sign it.
[00:04:20.358 --> 00:04:23.080]  He said that you're requiring me to do self-incrimination.
[00:04:23.100 --> 00:04:28.203]  Well, of course, there's a lot of things that the IRS is being used for nowadays and used openly.
[00:04:28.263 --> 00:04:32.066]  They were always used to punish political enemies of both Democrats and Republicans.
[00:04:32.506 --> 00:04:36.089]  That is why they're reluctant, really, to do anything about
[00:04:36.829 --> 00:04:39.992]  This, the IRS being openly used to attack Tea Party members.
[00:04:40.152 --> 00:04:42.394]  They want that power when they get back in.
[00:04:42.414 --> 00:04:43.195]  That's what Republicans want.
[00:04:43.215 --> 00:04:46.658]  They want to try to score some political points, but they want the power when they come back.
[00:04:46.978 --> 00:04:48.079]  So we're going to be talking about that.
[00:04:48.179 --> 00:04:55.006]  We also have reports from the New York Times that an American bank had a plane that landed in Tehran.
[00:04:55.726 --> 00:05:02.496]  And the American government and the Iranian government is not talking about this, but as we had on InfoWars today, bankers are behind the war.
[00:05:02.556 --> 00:05:04.819]  The story from Naomi Prins, who was just on the show yesterday.
[00:05:04.839 --> 00:05:05.660]  We're going to be right back.
[00:05:06.301 --> 00:05:08.204]  Your calls also on the Bundy Ranch.
[00:05:09.858 --> 00:05:13.182]  The globalist social engineers are not just targeting us with propaganda.
[00:05:13.282 --> 00:05:15.524]  They are manipulating our genetics.
[00:05:15.704 --> 00:05:24.013]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:05:24.314 --> 00:05:26.376]  After consulting top doctors, nutritionists,
[00:05:26.536 --> 00:05:40.423]  Pharmacists and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula sourced from powerful organic herbs and then concentrated for maximum potency.
[00:05:40.623 --> 00:05:48.247]  Super male vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:05:48.647 --> 00:05:54.731]  Supermail Vitality by InfoWarsLife is so powerful that I only take half the recommended dose.
[00:05:54.991 --> 00:06:03.617]  For a limited time, we are offering 15% off Supermail Vitality at InfoWarsLife.com to introduce you to this powerful supplement.
[00:06:03.737 --> 00:06:07.720]  Visit InfoWarsLife.com today to secure your Supermail Vitality.
[00:06:07.900 --> 00:06:08.760]  InfoWarsLife.com
[00:06:10.077 --> 00:06:14.040]  A chemical spill contaminating the water supply in nine West Virginia counties.
[00:06:14.080 --> 00:06:18.202]  This year alone, over 300,000 people in West Virginia had their drinking water contaminated.
[00:06:18.442 --> 00:06:21.844]  What are the health effects of having these drugs in our drinking water?
[00:06:22.085 --> 00:06:24.986]  It's forced medical treatment without the consent of residents.
[00:06:25.146 --> 00:06:32.471]  My friends, water filtration is one of the most basic actions you can take to protect you and your family from the harmful toxins of heavy metals in your tap water.
[00:06:32.711 --> 00:06:36.373]  On average, the county says it sprays with glyphosate at least once a week.
[00:06:36.613 --> 00:06:40.875]  Few filters cut out the glyphosate that is found in water supplies worldwide.
[00:06:41.035 --> 00:06:46.957]  Remove pesticides, herbicides, chloramines, hydrofluorosilicic acid, sodium hexafluorosilicate.
[00:06:46.997 --> 00:06:51.019]  Fluoride is in tea, it's in coffee, it's in water, it's in bread, it's in toothpaste.
[00:06:51.079 --> 00:06:53.480]  It is our responsibility to protect our families.
[00:06:53.680 --> 00:06:55.041]  The establishment's not going to do it.
[00:06:55.181 --> 00:06:56.401]  It's time to take action.
[00:06:56.561 --> 00:06:58.202]  It's time to filter our water.
[00:06:58.362 --> 00:07:05.528]  Visit InfowarsStore.com and use promo code WATER to get 10% off their entire family of incredible products.
[00:07:05.748 --> 00:07:06.989]  Or call toll free at 888-253-3139.
[00:07:10.097 --> 00:07:12.998]  This is Alex Jones for InfoWarsLife.com.
[00:07:13.158 --> 00:07:15.098]  The latest in preparedness is now here.
[00:07:15.298 --> 00:07:21.300]  An electrically stabilized colloidal silver solution that can be added to both your home cabinet and preparedness pack alike.
[00:07:21.500 --> 00:07:26.482]  Concentrated to 30 parts per million in what has been dubbed the survival silver solution.
[00:07:26.562 --> 00:07:31.283]  The new InfoWars Life silver bullet colloidal silver is the answer for you and your family.
[00:07:31.443 --> 00:07:35.988]  And it's entirely free of toxic artificial additives that are loaded into many products.
[00:07:36.268 --> 00:07:44.636]  The InfoWars Life Silver Bullet Silver is so powerful that it is concentrated into a 2-ounce bottle and is not recommended for extended continual use.
[00:07:44.877 --> 00:07:46.819]  This is not a low-grade formula.
[00:07:47.019 --> 00:07:54.166]  We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver.
[00:07:54.346 --> 00:08:00.915]  Using electrical processes within a base of deionized water for your preparedness storage or your home kitchen.
[00:08:01.015 --> 00:08:09.185]  Purchase your bottle of InfoWarsLife.com Silver Bullet Colloidal Silver today and find other amazing supplements at InfoWarsLife.com
[00:08:27.822 --> 00:08:33.928]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:08:34.289 --> 00:08:35.830]  It's Alex Jones.
[00:08:38.774 --> 00:08:41.156]  Welcome to the Alex Jones Show on this Friday, April 18, 2014.
[00:08:41.216 --> 00:08:41.576]  Good Friday.
[00:08:44.287 --> 00:08:46.208]  And we've got a big report here.
[00:08:46.228 --> 00:08:47.449]  There's a breaking story.
[00:08:47.629 --> 00:08:49.970]  Very important story that just went up on InfoWars.
[00:08:50.050 --> 00:08:58.435]  White House counter-terror chief from Homeland Security, that's Lisa Monaco, is saying that confrontational children could be terrorists.
[00:08:58.495 --> 00:09:01.717]  She's warning parents and telling them to watch their kids.
[00:09:01.777 --> 00:09:09.221]  Presumably, if they see their kids do something and maybe be a little bit rebellious, maybe they ought to call Homeland Security.
[00:09:09.761 --> 00:09:13.285]  You know, see something, say something to a whole new level.
[00:09:13.846 --> 00:09:15.868]  And Alex Jones has a breaking report on that.
[00:09:15.988 --> 00:09:17.570]  I've got Alex on the phone right now.
[00:09:17.590 --> 00:09:18.611]  We're going to play his report.
[00:09:18.711 --> 00:09:19.813]  Alex, what do you make of this?
[00:09:20.503 --> 00:09:25.629]  Well, there's two things that go together, and this is the biggest day of broadcast we've ever done.
[00:09:25.649 --> 00:09:29.413]  This is the most important issue we've ever covered concerning this republic.
[00:09:29.794 --> 00:09:31.135]  History repeats itself.
[00:09:31.275 --> 00:09:32.357]  I've studied the Globalist.
[00:09:32.757 --> 00:09:34.519]  I've studied the Homeland Security System.
[00:09:35.060 --> 00:09:36.581]  We were the first to break all this.
[00:09:36.762 --> 00:09:37.462]  I'm not bragging.
[00:09:37.502 --> 00:09:40.386]  I'm saying people need to listen to me very carefully.
[00:09:40.996 --> 00:09:46.038]  Because now everything is 2 inches away from our face, not 20 miles away over the horizon.
[00:09:46.519 --> 00:09:47.859]  This is happening now.
[00:09:48.279 --> 00:09:49.800]  We have the video coming up.
[00:09:50.300 --> 00:09:53.462]  It's up on InfoWars.com in Paul Watson's article.
[00:09:54.402 --> 00:09:58.144]  That's the top featured story from last night.
[00:09:59.153 --> 00:10:03.417]  Titled, Harry Reid Says Bundy Protesters Are Domestic Terrorists.
[00:10:03.718 --> 00:10:10.264]  We're going to be playing that video when Paul Watson comes up at the bottom of the hour to break all this down.
[00:10:10.724 --> 00:10:15.088]  He says that we wanted to kill women and children by putting them up front.
[00:10:15.169 --> 00:10:18.452]  No, that's what the Feds did when they bombed Oklahoma City with the daycare center.
[00:10:18.872 --> 00:10:23.953]  He says twice they're domestic terrorists, and he's working with the FBI to go after them.
[00:10:24.394 --> 00:10:35.797]  Now we have the White House Chief of Counterterrorism, a known complete globalist socialist, openly saying that your children may be terrorists if they literally throw a toy.
[00:10:36.137 --> 00:10:38.318]  Now people say this sounds crazy, this sounds funny.
[00:10:38.598 --> 00:10:39.218]  No, it's not funny.
[00:10:39.458 --> 00:10:43.059]  They arrest kids for nerf guns at school, the teacher tells them to bring.
[00:10:43.339 --> 00:10:46.640]  They arrest kids if they draw a picture of their dad, who's in the Marine Corps.
[00:10:46.940 --> 00:10:50.843]  They're training everyone for thought police where you will be disappeared.
[00:10:51.403 --> 00:10:54.185]  This is an authoritarian psych warfare program.
[00:10:54.205 --> 00:10:55.827]  These are not environmentalist wackos.
[00:10:56.127 --> 00:10:57.288]  They're using it to take over.
[00:10:57.688 --> 00:10:59.089]  This is not a failed drug war.
[00:10:59.149 --> 00:11:00.050]  They ship the drugs in.
[00:11:00.470 --> 00:11:04.453]  This is not a failed, whacked out woman just demonizing her opposition.
[00:11:04.513 --> 00:11:08.016]  This is scientific saying trust no one but the state.
[00:11:08.356 --> 00:11:09.677]  Walmart has telescreens.
[00:11:10.177 --> 00:11:19.382]  Across the country, saying don't trust anyone but Homeland Security, terrorists may be everywhere, while the government openly funds Al-Qaeda to attack nations like Syria.
[00:11:19.742 --> 00:11:20.842]  It is totally naked.
[00:11:21.202 --> 00:11:23.704]  They think you're that stupid, ladies and gentlemen.
[00:11:24.704 --> 00:11:36.930]  In 24 hours, she went on television, we have that clip coming up as well, it's at the bottom of the article, where she says, and she gave another speech at Harvard repeating the same thing, saying, seriously,
[00:11:37.685 --> 00:11:39.547]  That, hey, your kids may be terrorists.
[00:11:39.707 --> 00:11:40.748]  Everyone's a terrorist.
[00:11:40.908 --> 00:11:44.671]  Everyone's a terrorist but the real terrorist that took over America.
[00:11:44.691 --> 00:11:45.812]  I'm going to say this very slowly.
[00:11:46.473 --> 00:11:48.194]  It's not rhetoric, ladies and gentlemen.
[00:11:49.255 --> 00:11:52.838]  This is an occupation, global foreign banking government.
[00:11:53.456 --> 00:11:55.818]  Homeland Security is meant to absorb the Old Republic.
[00:11:55.998 --> 00:11:58.120]  My God, folks, Homeland Security is a Nazi term.
[00:11:58.520 --> 00:12:00.121]  It's the uniforms, all of it.
[00:12:00.141 --> 00:12:01.042]  It's totally naked.
[00:12:01.322 --> 00:12:02.824]  The armored vehicles being deployed.
[00:12:03.184 --> 00:12:09.089]  They want to start a civil war before the full depression hits to blame the depression on the civil war.
[00:12:09.389 --> 00:12:13.752]  To blame a war in Ukraine on the depression.
[00:12:13.832 --> 00:12:18.456]  I've been telling everyone this for six years, every day.
[00:12:18.976 --> 00:12:20.578]  I know the enemy.
[00:12:21.058 --> 00:12:22.159]  The enemy right there.
[00:12:23.544 --> 00:12:24.346]  We're good to go.
[00:12:36.597 --> 00:12:39.679]  Right now and let the globalists know that we understand their plan.
[00:12:39.939 --> 00:12:41.801]  We've got to stop a shootout with the Feds.
[00:12:42.161 --> 00:12:43.642]  We've got to stop a civil war.
[00:12:44.062 --> 00:12:45.423]  We've got to stop a civil war.
[00:12:45.743 --> 00:12:52.147]  We've got to expose their paradigm as they try to play us off against each other like two Siamese fighting fish.
[00:12:52.627 --> 00:12:54.449]  I'm going to hand things over to you, David Knight.
[00:12:54.469 --> 00:12:57.391]  We'll play my report and then Paul Watson is coming up.
[00:12:57.811 --> 00:12:59.612]  This is what zero tolerance is about.
[00:12:59.892 --> 00:13:03.474]  Teaching us all that we're terrorists who can be disappeared under the NDAA.
[00:13:03.675 --> 00:13:05.516]  This is their attempt to flip the script.
[00:13:06.096 --> 00:13:10.158]  To flip the script from saying it's Al Qaeda to it's all of us.
[00:13:10.198 --> 00:13:19.583]  This is the criminal rogue government armed to the teeth against us, belligerently saying you will go in your free speech zones, you will shut up, or we will arrest you for terrorism.
[00:13:19.863 --> 00:13:21.464]  This is the new world order takeover.
[00:13:21.704 --> 00:13:23.485]  This proves everything I ever said.
[00:13:24.006 --> 00:13:30.269]  Ladies and gentlemen, this is a maximum red alert to call Congress, to call everybody, to call talk radio.
[00:13:30.849 --> 00:13:42.739]  That's why Glenn Beck is scared to now saying anybody who opposes or criticizes the government's a terrorist, because he said three years ago they're going to bomb stuff and blame it on the Liberty Movement, like Oklahoma City, and he showed their own documents on Fox News.
[00:13:42.999 --> 00:13:54.509]  He knows a lot of people are going to get scared now and join with the New World Order out of fear, because they're going to stage false flags and blame it on us, unless we maximum expose this right now.
[00:13:55.049 --> 00:14:00.496]  Call the media, call the system, get on the streets everywhere, and let people know that we're aware of what they're doing.
[00:14:00.696 --> 00:14:12.210]  And when there is a false flag, you've got to run to the false flag with your video cameras, because the Feds and the Globalists are so sloppy, you will probably see them literally running out with bombs and things like at Oklahoma City.
[00:14:12.510 --> 00:14:14.593]  We're going to get their names, just like the underwear bomber.
[00:14:14.953 --> 00:14:15.894]  That was the CIA.
[00:14:16.275 --> 00:14:17.216]  Our witnesses were correct.
[00:14:17.236 --> 00:14:19.038]  We're going to get the names like the Boston bombing.
[00:14:19.418 --> 00:14:21.521]  We are going to expose what they're doing.
[00:14:21.761 --> 00:14:23.023]  God bless you, David Knight.
[00:14:23.283 --> 00:14:24.665]  We'll be covering it Sunday as well.
[00:14:24.925 --> 00:14:32.354]  This is a maximum issue as they announce that we are all terrorists, we are all suspects, except for the out-of-control government run by foreign banks.
[00:14:32.394 --> 00:14:33.315]  David Knight, thank you very much.
[00:14:34.178 --> 00:14:35.019]  Absolutely right, Alex.
[00:14:35.219 --> 00:14:37.840]  That's why it was so imperative that we be there.
[00:14:38.220 --> 00:14:40.782]  That's why we weren't shooting pictures from the overpass.
[00:14:40.862 --> 00:14:42.903]  We have to see what's going on.
[00:14:42.983 --> 00:14:50.128]  People needed to see that the narrative that they're putting out there now about us strategizing to put women and children out front.
[00:14:50.688 --> 00:14:52.289]  Sheriff Mack is now backed off of that.
[00:14:52.309 --> 00:14:53.450]  He says, I wasn't there.
[00:14:53.490 --> 00:14:55.111]  I didn't get there till after that happened.
[00:14:55.131 --> 00:14:56.772]  He was just talking about it afterwards.
[00:14:57.412 --> 00:14:58.652]  We have the video.
[00:14:58.752 --> 00:15:04.034]  We show that the people were not acting in a threatening way whatsoever.
[00:15:04.634 --> 00:15:08.315]  It was the SWAT teams on the other side that were pointing guns at us.
[00:15:08.615 --> 00:15:10.995]  It was the SWAT team, as they had been, all week.
[00:15:11.555 --> 00:15:16.637]  It was the SWAT team on the other side that continued to bark orders, leave the area or we will shoot.
[00:15:16.957 --> 00:15:18.257]  We will use lethal force.
[00:15:19.622 --> 00:15:29.532]  That's what was happening there, and yet you see Reuters, you see Glenn Beck trying to spin this into the fact that the only people that were carrying guns were the protesters.
