[00:00:19.824 --> 00:00:22.127]  Welcome to the InfoWars Nightly News.
[00:00:22.207 --> 00:00:23.429]  I'm your host, Jakari Jackson.
[00:00:23.749 --> 00:00:25.452]  It's December 11, 2014, and here's a look at our top stories.
[00:00:30.885 --> 00:00:38.472]  Tonight, Congress passes a bill which grants unlimited access to communications of every American.
[00:00:38.732 --> 00:00:39.633]  Then, U.S.
[00:00:39.693 --> 00:00:46.319]  covert action in Cuba continues as government agencies infiltrate the Cuban hip-hop scene.
[00:00:46.660 --> 00:00:51.544]  And who is the mysterious info warrior posting billboards nationwide?
[00:00:51.784 --> 00:00:54.967]  That's coming up next on the Info Wars Nightly News.
[00:01:00.407 --> 00:01:01.067]  And welcome back.
[00:01:01.708 --> 00:01:11.274]  When we hear about guns in this country, it's usually some politicians saying 9 out of 10 people are in favor of stricter gun control, but a new poll shows that that is definitely not the case.
[00:01:11.915 --> 00:01:18.179]  A recent Pew Research Center poll reveals support for the Second Amendment and gun ownership is at a two-decade high.
[00:01:18.719 --> 00:01:30.207]  Currently, 52% say it's more important to protect the right of Americans to own guns, while 46% say it's more important to control gun ownership, the Washington, D.C.-based Think Tank reports.
[00:01:30.828 --> 00:01:46.922]  That's exactly right, because every time they say these 9 out of 10, you know, I always think about this in terms of President Obama walking around the White House, and he asks 9 out of 10 people, and he's like, okay, I'm commanding you to say that you don't want these stricter measures, because they always come up with these numbers, and where do these numbers come from?
[00:01:47.222 --> 00:01:48.904]  But we can see the people are speaking out.
[00:01:49.344 --> 00:01:56.330]  They understand that they want guns to protect themselves, because they do understand that there's not going to be somebody to protect you there all the time.
[00:01:56.491 --> 00:01:56.751]  I.e.
[00:01:56.811 --> 00:02:03.116]  Ferguson, Missouri, the shops right outside the police station, directly across the street from the police station, get robbed, get looted.
[00:02:03.537 --> 00:02:13.586]  Nobody was there to protect them, even though the cops were right outside the street, in the street, matter of fact, with, you know, 100 plus guys in heavy armor and battle tanks and all that stuff, or should I say MRAPs, everybody wants to take
[00:02:14.186 --> 00:02:15.828]  The tank quote out of context.
[00:02:16.088 --> 00:02:22.053]  So these are the things going on and I do I'm very happy to see that people are waking up to this and they will not be disarmed.
[00:02:22.413 --> 00:02:23.454]  We see record gun sales.
[00:02:23.474 --> 00:02:29.979]  I think they had the largest background check ratio over the past Black Friday record gun sales every place you turn.
[00:02:30.439 --> 00:02:33.081]  So let's turn now to some of the actions that police are doing.
[00:02:33.161 --> 00:02:36.824]  The political correct climate that we now live in which is very strong.
[00:02:37.265 --> 00:02:40.868]  Cop allows Saudis with dead baby in trunk to drive away
[00:02:41.528 --> 00:02:43.129]  So not to offend Muslims.
[00:02:43.569 --> 00:02:56.054]  The vehicle which had paper tags and a registration violation contained three Saudi Arabians with Saudi driver's licenses who told the officer they had a dead child in the trunk prepared for an Islamic burial at a mosque in Franklin.
[00:02:56.074 --> 00:02:56.994]  This is in Tennessee.
[00:02:57.014 --> 00:02:58.195]  So let's stop right there.
[00:02:58.675 --> 00:03:03.639]  You volunteer a statement to an officer saying, quite literally, you have a dead child in your trunk.
[00:03:04.240 --> 00:03:16.289]  And in my mind, you know, you guys know about me, I'm not for police searches and unwarranted searches and seizures, but if somebody says there's a dead baby in my trunk, I think that's probable cause to maybe go get a warrant and take a look inside that trunk.
[00:03:16.389 --> 00:03:20.673]  But, in the politically correct climate, the officer, who is a rookie, I'll give him that,
[00:03:21.033 --> 00:03:21.273]  That's right.
[00:03:40.991 --> 00:03:42.933]  I'm sure it happened many other places as well.
[00:03:43.393 --> 00:03:51.900]  Also, the no-refusal DUI checkpoints, where if you're suspected of driving under the influence, they can take you to the jail, draw your blood without your permission.
[00:03:52.540 --> 00:03:54.522]  It's just completely ridiculous, the things that they do.
[00:03:54.542 --> 00:03:56.383]  The no-knock warrants all the way around.
[00:03:56.463 --> 00:04:00.487]  But, to be politically correct, we can't check and make sure that there is a baby in the trunk.
[00:04:01.027 --> 00:04:09.059]  The article points out that the officer also failed to get the names of the men or even check if there was a mosque in Franklin, which there turns out there isn't.
[00:04:09.139 --> 00:04:15.749]  Just, uh, complete... As much as the police state is out there, you would think they would eventually actually do something worthwhile, but...
[00:04:16.189 --> 00:04:25.272]  It's hard to do that, but we do have good officers, guys like Clark out in Milwaukee and Finch down in Florida, but they need to train these guys on what exactly the hell they need to be doing.
[00:04:25.732 --> 00:04:31.313]  Congress passes a bill which grants unlimited access to communications of every single American.
[00:04:31.833 --> 00:04:40.576]  According to Congressman Justin Amash, Congress just passed a bill which grants the government and law enforcement unlimited access to communications of every American.
[00:04:41.096 --> 00:04:53.409]  The legislation which passed yesterday, 325 to 100 via a voice vote, a green light for what Amash describes as one of the most egregious sections of law I've encountered during my time as a representative.
[00:04:53.990 --> 00:04:59.396]  And if you read the article on InfoWars.com, you can see his comments, his letter to his colleagues.
[00:04:59.796 --> 00:05:03.819]  So yes, we do know that they're spying on us, the NSA, all the data mining.
[00:05:04.179 --> 00:05:05.900]  They want to spy on you through your cell phones.
[00:05:05.940 --> 00:05:08.121]  They want to threaten Apple when Apple has encryption.
[00:05:08.201 --> 00:05:15.626]  I'm skeptical of Apple for various other reasons, but at least on the surface, they're putting up a face that they're trying to protect your privacy.
[00:05:16.186 --> 00:05:20.829]  And it seems like the more privacy you want, the more privacy that they want to take from you.
[00:05:20.849 --> 00:05:22.430]  It's very, very disheartening.
[00:05:22.831 --> 00:05:23.891]  Let's talk about something else.
[00:05:23.931 --> 00:05:26.133]  Let's switch gear and talk about marijuana.
[00:05:26.913 --> 00:05:33.034]  Last night we talked about some of the legislation going through with some of the failed legislation to legalize marijuana in various parts of the country.
[00:05:33.354 --> 00:05:34.214]  But now we have this.
[00:05:34.754 --> 00:05:35.014]  U.S.
[00:05:35.055 --> 00:05:38.715]  won't stop Native Americans from growing selling pot on their lands.
[00:05:39.175 --> 00:05:47.557]  Opening the door for what could be a lucrative and controversial new industry on some Native American reservations, the Justice Department on Thursday will tell U.S.
[00:05:47.617 --> 00:05:54.198]  attorneys not to prevent tribes from growing or selling marijuana on sovereign lands, even in states that ban it.
[00:05:54.818 --> 00:06:03.328]  So, you know, for all the things the Native Americans have lost, I guess primarily being the United States of America, they can say you can at least grow weed on your reservation.
[00:06:03.608 --> 00:06:06.372]  That's not to say that all Native Americans are going to jump up and do this.
[00:06:06.712 --> 00:06:10.937]  They're just saying, hey, you do have the option if you choose to do that on your lands.
[00:06:10.997 --> 00:06:12.379]  And if you guys know me, I'm not
[00:06:12.859 --> 00:06:13.379]  We're good to go.
[00:06:34.685 --> 00:06:34.965]  I think?
[00:06:50.177 --> 00:06:57.963]  So if you have enough land to actually grow the marijuana on, I guess you could do that, but they're trying to make sure that that's not really a possibility, at least in Arizona.
[00:06:58.464 --> 00:07:08.251]  The opinion piece, published in Indian Country Today, documents how the National Defense Authorization Act is being used to strip lands from the San Carlos Apache tribe in Arizona.
[00:07:08.271 --> 00:07:09.492]  And that's exactly right.
[00:07:10.293 --> 00:07:15.619]  As much as they want to take away from the Native Americans that I just talked about, we'll give you some weed that you can grow on your land.
[00:07:15.659 --> 00:07:17.962]  That's if you have any land left to grow it on.
[00:07:18.002 --> 00:07:24.949]  It's a very sad thing to see that they're taking even more away from the people who deserve more than what they have.
[00:07:25.390 --> 00:07:26.851]  And we'll end our segment tonight with this.
[00:07:27.532 --> 00:07:27.652]  U.S.
[00:07:27.692 --> 00:07:31.296]  tried to undermine Cuba by infiltrating this underground hip-hop scene.
[00:07:31.857 --> 00:07:39.884]  This is a story about how Cuban artists were approached by Americans and they said, hey, you know, why don't you do songs about this and do songs about that?
[00:07:40.184 --> 00:07:43.647]  And the goal was to overthrow the communist government of Raul Castro.
[00:07:43.667 --> 00:07:48.911]  And I'm not vouching for communism, but all it did, it backfired and put the targets at greater risk.
[00:07:48.931 --> 00:07:53.114]  So, you know, you talk about these things, how the music industry is controlled.
[00:07:53.655 --> 00:07:56.517]  Rick Ross was here, the real Rick Ross, talking about how
[00:07:57.574 --> 00:08:00.636]  The hip-hop culture, you know, there are definitely good groups out there.
[00:08:00.956 --> 00:08:03.278]  Public Enemy, KRS-One, other people like that.
[00:08:03.718 --> 00:08:10.203]  But a lot of what you see mainstream, these guys are out there saying it's good to be a thug, it's good to be, you know, this or that, be a pimp.
[00:08:10.703 --> 00:08:12.224]  And I understand it's entertainment.
[00:08:12.264 --> 00:08:16.627]  At the end of the day, if you get arrested for selling drugs, I don't blame Jay-Z or whoever.
[00:08:16.987 --> 00:08:18.208]  That was your personal decision.
[00:08:18.528 --> 00:08:21.611]  But these guys are putting a very unhealthy message out into the community.
[00:08:22.091 --> 00:08:23.472]  And, you know, people need to stand up and
[00:08:23.932 --> 00:08:28.057]  Make their voices heard so we can get good things, positive things, going in our music.
[00:08:28.438 --> 00:08:29.559]  Well, that's it for this segment.
[00:08:29.579 --> 00:08:30.120]  Stay tuned.
[00:08:30.340 --> 00:08:33.805]  After this break, we'll have a special report from John Bowne detailing torture.
[00:08:34.125 --> 00:08:38.010]  And also, I'll speak to Robert Breaux, the guy who's been posting up the Infowars billboards.
[00:08:38.250 --> 00:08:38.671]  Stay tuned.
[00:08:40.561 --> 00:08:51.009]  Sold out for weeks due to the difficult and extensive proprietary process behind its creation, the exclusive InfoWars Life Secret 12 formulation is now back in stock in the last limited shipment of 2014.
[00:08:51.069 --> 00:09:05.701]  The most bioactive form that has been created with our proprietary process, this ultra-clean Vitamin B12 nutraceutical has been carefully crafted and developed over the last two years and is based on cellular science of how your body actively absorbs essential nutrients.
[00:09:06.141 --> 00:09:08.963]  Secret 12 is taken by mouth, right on the tongue, and then swallowed.
[00:09:09.243 --> 00:09:10.423]  No needles, no injections.
[00:09:10.663 --> 00:09:14.685]  Vitamin B12 deficiency is linked to scores of serious problems.
[00:09:14.986 --> 00:09:23.830]  And Secret 12 is a fusion of two organic, proprietary forms of Vitamin B12, bringing you a true nutraceutical quality Vitamin B12.
[00:09:24.630 --> 00:09:24.991]  Secret 12.
[00:09:25.711 --> 00:09:31.054]  Secret 12 is an excellent Christmas gift, and is tailor-made to boost your New Year's resolutions.
[00:09:31.354 --> 00:09:33.395]  Supplies of Secret 12 are very limited.
[00:09:33.715 --> 00:09:41.441]  Secure yours today at InfoWarsLife.com or by calling toll free 888-253-3139.
[00:09:41.461 --> 00:09:48.046]  2015 is almost here and with it comes those New Year's resolutions to finally transform your body the way you want it.
[00:09:48.286 --> 00:09:52.069]  There's a reason over 88% of New Year's resolutions fail.
[00:09:52.209 --> 00:09:58.313]  Make this year different by equipping yourself with OxyPowder, the next level in cleansing the body naturally.
[00:09:58.674 --> 00:10:01.015]  Using super oxygenation, OxyPowder.
[00:10:01.316 --> 00:10:02.837]  Available through InfoWarsLife.com
[00:10:03.297 --> 00:10:06.560]  Gently cleanses the body while you sleep with easy capsules.
[00:10:06.900 --> 00:10:12.585]  Tens of thousands of individuals have used Oxy-Powder to cleanse their bodies and aid in their transformations.
[00:10:12.985 --> 00:10:18.289]  Even InfoWars Nightly News Director Rob Dew has been using Oxy-Powder with incredible success.
[00:10:18.609 --> 00:10:20.971]  Took it that first day, then I took it for six more days after that.
[00:10:21.131 --> 00:10:22.973]  Twelve pounds melted off in about a week.
[00:10:23.033 --> 00:10:23.593]  I'd say a week.
[00:10:23.753 --> 00:10:24.194]  Seven days.
[00:10:24.754 --> 00:10:26.376]  2015 can be different.
[00:10:26.496 --> 00:10:29.439]  Diet and exercise are important, but a lot of us have already tried that.
[00:10:29.719 --> 00:10:31.521]  Oxy-Powder flushes it out.
[00:10:31.921 --> 00:10:34.644]  Secure your Oxy-Powder at Infowarslife.com.
[00:10:34.904 --> 00:10:36.746]  That's Infowarslife.com or 888-253-3139.
[00:10:55.247 --> 00:11:06.237]  During the time that the airplane coming in to the Pentagon, there was a young man who would come in and say to the Vice President, the plane is 50 miles out.
[00:11:06.978 --> 00:11:08.339]  The plane is 30 miles out.
