[00:00:19.750 --> 00:00:21.352]  Welcome to the Infowars Nightly News.
[00:00:21.452 --> 00:00:24.036]  It's Monday, April 21st, 2014.
[00:00:24.597 --> 00:00:35.752]  Now, tonight's top story may not sound like it's a very weighty story, especially when we compare it to other topics we've got tonight, like Chinese citizens beating the government bureaucrats, North Carolina fish houses shutting down.
[00:00:36.593 --> 00:00:38.975]  But it really is related in many different ways.
[00:00:39.015 --> 00:00:48.243]  You know, this story in the Nevada Ranch between Harry Reid and the BLM and all that it encompasses touches on so many different elements.
[00:00:48.643 --> 00:00:51.666]  And there's so many elements of corruption and crime.
[00:00:51.686 --> 00:00:54.408]  They're just like an onion, layers of an onion that come apart.
[00:00:54.428 --> 00:00:57.211]  But look at this story to start with from the Supreme Court today.
[00:00:57.791 --> 00:01:09.737]  We've got Coca-Cola going before it, arguing about their pomegranate juice, their Minute Maid pomegranate blueberry juice, which actually contains only 0.3% pomegranate juice and 0.2% blueberry juice.
[00:01:10.157 --> 00:01:20.483]  Now they were challenged by a legitimate maker of pomegranate juice that is 100% pomegranate juice, and they're challenging them under a 1946 law that prohibits false advertising.
[00:01:20.923 --> 00:01:24.525]  As they went before the Supreme Court, their lawyer said that the
[00:01:25.345 --> 00:01:31.389]  Think about this in a couple of different ways, especially as we see this applying in so many different areas, but let's apply it to the Nevada Ranch situation.
[00:01:47.699 --> 00:01:56.403]  First of all, we see a lot of attacks against the Bundy family, against the supporters there, trying to demonize them as domestic terrorists, and they always go back to the grazing fees.
[00:01:56.804 --> 00:02:07.849]  Now, the grazing fees certainly are there, but without any context, without talking about everything else that's there, it's really kind of like looking at something that is 0.3% pomegranate juice.
[00:02:08.269 --> 00:02:09.810]  That's not really the story.
[00:02:09.850 --> 00:02:11.371]  That's a very small part of the story.
[00:02:11.751 --> 00:02:13.352]  You know, when you go to court, you're
[00:02:13.952 --> 00:02:19.155]  Sworn in, you say that you're going to tell the truth, the whole truth, and nothing but the truth.
[00:02:19.215 --> 00:02:27.721]  And there's a lot of things that are left out, a lot of lies and disinformation that are inserted in, just like this juice from Coca-Cola.
[00:02:28.021 --> 00:02:34.084]  But I think it's also interesting to look at the fact that Coca-Cola appeals to the fact that essentially the court doesn't have jurisdiction here.
[00:02:34.144 --> 00:02:36.066]  This is something that should be done by the FDA.
[00:02:36.566 --> 00:02:39.528]  Again, this is something else that we saw in the Bundy case.
[00:02:40.208 --> 00:02:52.455]  When the federal courts, when the federal bureaucracies are losing, even in the Bundy case, it was a federal court that they were in, the bureaucracies, like the EPA, the BLM, just stand up and say, you have no jurisdiction here.
[00:02:52.715 --> 00:02:53.015]  Why?
[00:02:53.175 --> 00:02:57.418]  Because they are agencies, bureaucracies, that are operating like little fiefdoms.
[00:02:57.438 --> 00:03:06.503]  They write their own laws, they create their own taxes, they have their own courts, and of course they have their own militarized army to enforce their rules and regulations.
[00:03:07.023 --> 00:03:09.184]  Let's look at how this is working out for the Chinese.
[00:03:09.264 --> 00:03:15.428]  In a story by Paul Joseph Watson today, he said, Chinese citizens beat government bureaucrats during a mass riot.
[00:03:16.209 --> 00:03:23.973]  Irate Chinese citizens savagely beat five government bureaucrats during an incident that escalated into a thousand-strong riot on Saturday.
[00:03:24.293 --> 00:03:35.120]  The disturbance began after members of the Chenguang Municipal Police, China's widely loathed bureaucrats who enforce government regulations against street vendors,
[00:03:35.720 --> 00:03:38.142]  And they harassed and beat a woman there.
[00:03:38.662 --> 00:03:41.565]  Another very similar situation we see happening everywhere.
[00:03:41.585 --> 00:03:47.829]  And of course, street vendors there just substitute for that, substitute small businesses here.
[00:03:48.130 --> 00:04:00.139]  Small businesses who don't pay off the protection money to the corrupt government officials, who don't pay off the proper politicians, they get shut down by the larger businesses who do engage in that kind of corruption.
[00:04:00.639 --> 00:04:01.280]  But look at this.
[00:04:01.320 --> 00:04:04.983]  This is, five cops were killed in this particular incident, and this is what they said.
[00:04:05.848 --> 00:04:17.775]  They said, the mass disturbance was the latest in a long line of violent incidents between members of the public and the Urban Management Force, or the Chinguang, whose main duties are dealing with illegal street vendors.
[00:04:18.135 --> 00:04:29.442]  The bureaucrat's image has been marred by repeated media reports of their excessive use of force while carrying out their duties, sometimes resulting in injuries and even deaths.
[00:04:30.302 --> 00:04:33.425]  Don't we see that over and over again in America?
[00:04:33.485 --> 00:04:36.847]  We report on that almost on a daily basis here at InfoWars.
[00:04:37.268 --> 00:04:59.565]  We continually see governments using code violations to go in and drag people out of their homes in the middle of the night, beat a husband, throw the kids on the ground, arrest them in the middle of the night because there's a mother who no longer is even a part of the household who owed money to the Department of Education and the Department of Education sends out their SWAT team to enforce that
[00:05:00.025 --> 00:05:03.746]  Or we see them attacking somebody who is selling raw milk, or fill in the blanks.
[00:05:04.526 --> 00:05:05.867]  Over and over again we see this.
[00:05:06.087 --> 00:05:08.047]  It's code violations that are driving this.
[00:05:08.428 --> 00:05:15.490]  Code violations that are written by agencies that were never elected by us, that are unanswerable to us, that have essentially become fiefdoms.
[00:05:15.790 --> 00:05:18.130]  Look at how this is playing out now in North Carolina.
[00:05:18.490 --> 00:05:22.532]  We've got North Carolina fish houses that says are navigating a variety of issues.
[00:05:22.572 --> 00:05:27.433]  This is a story from JournalNow.com about what's happening in North Carolina.
