[00:00:04.946 --> 00:00:06.167]  There is a war.
[00:00:06.627 --> 00:00:07.628]  It's happening now.
[00:00:08.489 --> 00:00:10.310]  It will decide the fate of humanity.
[00:00:10.870 --> 00:00:12.672]  The time to choose sides has come.
[00:00:13.452 --> 00:00:14.913]  We are the resistance.
[00:00:15.374 --> 00:00:17.135]  We are the Infowar.
[00:00:23.139 --> 00:00:24.980]  Welcome to the Infowar's nightly news.
[00:00:25.061 --> 00:00:29.344]  It is Tuesday, September 16th, 2014, and I'm Leanne McAdoo.
[00:00:29.624 --> 00:00:30.885]  Here's tonight's top stories.
[00:00:30.905 --> 00:00:31.605]  Tonight.
[00:00:35.439 --> 00:00:39.362]  Obama pledges 3,000 troops to fight the Ebola threat.
[00:00:40.083 --> 00:00:43.645]  Then, the crackdown on Christians in Saudi Arabia.
[00:00:44.546 --> 00:00:48.609]  And McCain's mad that others don't hang out with his terrorist friends.
[00:00:49.249 --> 00:00:53.112]  That's next, on the InfoWars Nightly News.
[00:00:53.813 --> 00:01:02.219]  Meanwhile, John McCain, if you believe it, with real Al Qaeda, with the Al Qaeda Brigade, it's actually called the Bin Laden Brigade, that leads the Syrian forces.
[00:01:02.819 --> 00:01:06.382]  Obama has announced there will be boots on the ground after all.
[00:01:06.702 --> 00:01:14.027]  Now, of course, the enemy that the president has sent our troops without hesitation to go fight is the Ebola virus.
[00:01:14.367 --> 00:01:14.907]  Now, the U.S.
[00:01:14.947 --> 00:01:23.954]  has pledged 3,000 troops to West Africa, including engineers and medical personnel, to build 17 treatment centers with 100 beds each.
[00:01:23.974 --> 00:01:29.978]  They're going to train thousands of health care workers and establish a military control center.
[00:01:30.418 --> 00:01:30.899]  We're good to go.
[00:01:48.562 --> 00:01:52.124]  So once again, we have a humanitarian crisis that the U.S.
[00:01:52.304 --> 00:01:53.745]  must rush to solve.
[00:01:54.085 --> 00:01:57.967]  And of course, since it's for humanitarian means, the U.S.
[00:01:58.007 --> 00:01:59.328]  has a moral high ground.
[00:01:59.648 --> 00:02:03.451]  But we all know this is about getting a backdoor into Africa.
[00:02:03.831 --> 00:02:10.535]  Even after all these years of exploitation, this is a country still rich in natural resources and so much more.
[00:02:11.035 --> 00:02:16.078]  Just like we saw with Iraq and Afghanistan, basically, you know, what they're wanting to do with Syria,
[00:02:16.758 --> 00:02:20.200]  Destroy this country in order to save this country.
[00:02:20.640 --> 00:02:28.003]  And let us just remind you that on the top of the Bilderberg agenda for this year was Africa's challenges.
[00:02:28.343 --> 00:02:33.426]  So we knew we would be seeing a lot more presence by the globalists in that country.
[00:02:33.486 --> 00:02:35.987]  So here we are with all of these headlines.
[00:02:36.407 --> 00:02:39.729]  So Obama is saying that he wants to send troops to help counteract
[00:02:40.129 --> 00:02:43.031]  This humanitarian crisis there in West Africa.
[00:02:43.431 --> 00:02:45.953]  But what about the crisis at our own border?
[00:02:46.333 --> 00:02:50.336]  Now, depending on who you ask, there is no threat at the border.
[00:02:50.676 --> 00:02:53.598]  This is what's being spouted off by the Department of Homeland Security.
[00:02:53.958 --> 00:03:02.324]  They say there is no credible intelligence to suggest that there is an active plot by ISIL to attempt to cross the southern border.
[00:03:02.804 --> 00:03:04.885]  This is according to the New York Times.
[00:03:05.286 --> 00:03:08.588]  It was declared in a written statement by Homeland Security officials.
[00:03:09.068 --> 00:03:17.413]  Now here Nimmo points out that Democrats are attempting to spin the warnings issued last month by government insiders.
[00:03:17.733 --> 00:03:27.520]  We reported that in August Judicial Watch cited high-level sources in the federal government stating ISIS would cross the border very soon and launch attacks.
[00:03:27.880 --> 00:03:29.481]  They had very high-level government
[00:03:29.861 --> 00:03:36.203]  Insider sources saying that they were hearing radio chatter, but that is actually kind of a bingo point there.
[00:03:36.543 --> 00:03:55.308]  Here, if you go directly to the New York Times article, what the New York Times reports is that Democrats say opponents of President Obama are simply just playing on concerns about terrorism as part of their attempt to portray Mr. Obama as having failed to secure the border against illegal immigration.
[00:03:56.028 --> 00:03:56.929]  And there it is.
[00:03:57.130 --> 00:04:08.462]  Aren't the President and his fellow Democrats doing the exact same thing except for downplaying the threat of terror because they want to pass immigration reform?
[00:04:09.123 --> 00:04:14.168]  So they're accusing the right of upplaying the terror, they're downplaying it because
[00:04:14.969 --> 00:04:19.753]  They really need to just go ahead and, after November, pass this sweeping immigration reform.
[00:04:20.353 --> 00:04:34.025]  And once that happens, then they can go ahead and ramp up the terror threat at the border because, as Rob Dew mentioned earlier on the radio show today, they're probably just going to go ahead and do away with the border altogether.
[00:04:34.325 --> 00:04:43.673]  And then this will give them the excuse to terrorize us in the streets with MRAPs and a heavily armed police force because it's for our safety.
[00:04:44.898 --> 00:04:56.546]  Now, one of the top liberal talking heads, Cenk Aygar, he is of the Young Turks, he says that he would bet money on Rand Paul becoming the next President of the United States.
[00:04:56.606 --> 00:04:59.088]  That's right, this is a top liberal voice saying this.
[00:04:59.609 --> 00:05:13.699]  He notes that Paul was a voice of reason on the issue of ISIS, saying that the Kentucky Senator's opposition to bombing Syria, arming so-called moderate rebels, and intervening in the region, stood in stark contrast to Hillary Clinton,
[00:05:14.119 --> 00:05:14.419]  We're good.
[00:05:32.307 --> 00:05:42.154]  Now we know, in reality, ISIS grew in strength as a result of being bankrolled and armed by America's closest allies, Qatar, Saudi Arabia, Turkey, and Jordan.
[00:05:42.594 --> 00:05:49.599]  Now in addition, many of the weapons that were sent to FSA rebels were also seized by ISIS fighters.
[00:05:50.099 --> 00:05:59.526]  But hey, Hillary Clinton, she's going to go on this campaign to just say, let's keep on doing the exact same thing that we were doing and hope this time it works.
[00:05:59.906 --> 00:06:06.208]  And I'm not talking about arming the rebels, I'm talking about voting for a Clinton again, or a Bush for that matter.
[00:06:06.228 --> 00:06:09.389]  Now indeed, just how will the U.S.
[00:06:09.509 --> 00:06:13.050]  decide which of the rebels are the good guys?
[00:06:13.530 --> 00:06:25.534]  Now Congress is expected to vote this week on giving the Obama administration the authority to combat the Islamic State in Iraq and Syria by providing arms and training to someone, but whom?
[00:06:26.474 --> 00:06:29.015]  There are vast differences among Syrian rebel fighters.
[00:06:29.035 --> 00:06:34.376]  It's a conglomerate of varying ideologies, social backgrounds, and loyalties.
[00:06:34.877 --> 00:06:43.879]  And the questions of who exactly is a Syrian moderate, and whether these weapons will fall into the wrong hands, loom large on Capitol Hill.
[00:06:44.419 --> 00:06:49.501]  A senior fellow with New America's international security program said, one of the problems is that
[00:06:49.961 --> 00:06:57.565]  Whether or not someone is fighting under an Islamic banner or a Syrian revolutionary flag, they're often working together on different fronts.
[00:06:58.125 --> 00:07:05.509]  If they're fighting to take over the military base or airport, different groups ideologically predisposed will be fighting together.
[00:07:06.029 --> 00:07:07.830]  And that's exactly what we've reported before.
[00:07:08.350 --> 00:07:11.131]  Rebels admit that they are working with ISIS.
[00:07:11.591 --> 00:07:15.713]  They say they have all the money and the power in the region, so of course they're working together.
[00:07:16.934 --> 00:07:20.596]  This is an old adage, the enemy of my enemy is my friend.
[00:07:21.057 --> 00:07:28.461]  And that is why voting to fund the rebels without a clear indication of who is with us is impossible.
[00:07:28.862 --> 00:07:40.929]  And of course this is why Obama is ever so thankful for those beheading videos because he says that it's got unprecedented support which will help Congress go ahead and give him what he wants on Thursday.
[00:07:42.390 --> 00:07:45.031]  Joining forces is exactly what's happening.
[00:07:45.411 --> 00:08:00.935]  Here we have a report saying powerful Al-Qaeda branches in Yemen and North Africa have issued an unprecedented joint statement Tuesday calling for jihadists in Iraq and Syria to unite against the common threat from a U.S.-led coalition.
[00:08:01.275 --> 00:08:10.717]  They urge their brothers in Iraq and Syria to stop killing each other and unite against the American campaign and its evil coalition that threatens us all.
[00:08:11.417 --> 00:08:22.362]  And we have reports also of Syrian rebels and ISIS signing a non-aggression agreement in which they promise not to attack each other because they share a common enemy.
[00:08:22.662 --> 00:08:27.044]  And that is the Syrian President Bashar al-Assad and his Alawite regime.
[00:08:27.424 --> 00:08:31.406]  So it's okay to arm them because we all have a common enemy, right?
[00:08:31.446 --> 00:08:35.428]  We want to take down the President Assad there in Syria.
[00:08:36.448 --> 00:08:48.796]  They just kind of want us to forget that eventually we're going to have to then go ahead and fight them, ISIS, and all these other rebel groups to get them out of the way so that the West can do whatever it has planned for the region.
[00:08:49.397 --> 00:08:57.242]  But we're not, and when I say we, I mean the government there, I don't mean me, but we're not so great at figuring out who is our enemy.
[00:08:58.923 --> 00:08:59.823]  Who is our friend?
[00:08:59.903 --> 00:09:03.865]  I mean, basically, it all comes down to money and politics.
[00:09:04.325 --> 00:09:04.945]  Consider this.
[00:09:05.585 --> 00:09:21.571]  In the past month, a group of radical Islamic extremists based in the Middle East have beheaded at least 23 people and they've enforced a ban on Christianity by arresting a group of people for practicing the faith in a private home.
[00:09:22.231 --> 00:09:24.312]  Now, I am not talking about ISIS.
[00:09:24.932 --> 00:09:30.318]  But it's the Kingdom of Saudi Arabia and one of America's closest global allies.
[00:09:30.899 --> 00:09:39.248]  Now, of course, the West, they want to hype up their anti-Christian bigotry and their humanitarian issues when it suits them and their status quo message.
[00:09:39.949 --> 00:09:41.250]  But the true driver of U.S.
[00:09:41.290 --> 00:09:44.073]  foreign policy can be summarized with just two words.
[00:09:44.393 --> 00:09:45.574]  Corporate profits.
[00:09:46.214 --> 00:09:47.756]  Now just look at some of these headlines.
[00:09:48.096 --> 00:09:52.440]  Saudi Arabia passes new law that declares atheists as terrorists.
[00:09:52.940 --> 00:09:53.641]  Meet the U.S.
[00:09:53.801 --> 00:09:54.261]  allies.
[00:09:54.581 --> 00:09:58.545]  Saudi Arabia passes draconian medieval laws to crush dissent.
[00:09:59.005 --> 00:10:04.228]  Saudi man receives three-year prison sentence and 450 lashes for being gay.
[00:10:04.629 --> 00:10:12.274]  Saudi human rights lawyer and activist jailed for 15 years for free speech under new anti-terror law.
[00:10:13.014 --> 00:10:17.337]  And of course, what's all in the news right now is the two congressmen pushing for the release
[00:10:17.917 --> 00:10:18.138]  Of course.
[00:10:33.556 --> 00:10:37.441]  And this is all for practicing Christianity in the privacy of a home.
