[00:00:04.844 --> 00:00:09.668]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.668 --> 00:00:11.269]  You want answers?
[00:00:11.269 --> 00:00:12.810]  Well, so does he.
[00:00:12.810 --> 00:00:17.014]  He's Alex Jones on the GCN Radio Network.
[00:00:17.014 --> 00:00:21.077]  And now, live from Austin, Texas, Alex Jones.
[00:00:29.059 --> 00:00:30.940]  It's Friday, October 3rd.
[00:00:30.940 --> 00:00:32.200]  It's the Alex Jones Show.
[00:00:32.200 --> 00:00:33.301]  I'm your host again.
[00:00:33.301 --> 00:00:38.644]  Filling in for Alex today, Paul Joseph Watson with you for the full three hours.
[00:00:38.644 --> 00:00:42.765]  We've got David Knight back in studio, coming up in the last hour.
[00:00:42.765 --> 00:00:47.868]  In the second hour, we're going to go to an interview with Syrian Girl, who's going to talk about ISIS, the
[00:00:48.408 --> 00:00:53.612]  Airstrikes questioning are they actually having an effect on killing ISIS members.
[00:00:53.612 --> 00:00:55.754]  It appears that the opposite is the case.
[00:00:55.754 --> 00:00:57.215]  ISIS is advancing.
[00:00:57.215 --> 00:01:15.289]  We're also going to talk about Gamergate which is this basically huge open conspiracy within the video games industry where social engineers and feminists have infiltrated video game making companies and the video game media to implant messages of social engineering.
[00:01:15.289 --> 00:01:18.051]  It's kind of a topic that's bubbled under the surface a little bit.
[00:01:18.892 --> 00:01:21.374]  Over the past month, but we're going to get into it.
[00:01:21.374 --> 00:01:28.039]  With Syrian Girl, we've also got a tribute to Stan Monteith coming up at the bottom of the hour, so be sure to stay tuned for that.
[00:01:28.039 --> 00:01:31.101]  The latest news surrounding Ebola, of course.
[00:01:31.101 --> 00:01:35.525]  The CDC's response goes from concerning to downright alarming.
[00:01:35.525 --> 00:01:38.828]  We've got a top story on InfoWars.com right now.
[00:01:38.828 --> 00:01:42.150]  Ebola patient's family under armed quarantine.
[00:01:42.150 --> 00:01:46.394]  This just came out around about 30 minutes ago out of the Associated Press originally.
[00:01:47.014 --> 00:01:58.839]  Basically the family of the Ebola patient in Dallas tried to escape the apartment in which they're being quarantined obviously because of their exposure, potential exposure to the Ebola virus.
[00:01:58.839 --> 00:02:01.840]  So we've got that story up on InfoWars.com.
[00:02:01.840 --> 00:02:08.382]  Coming up now after the break we're going to play this clip from Anderson Cooper and this is just again astounding.
[00:02:08.382 --> 00:02:15.285]  He interviews the partner of the Ebola victim who's still obviously holed up there in the apartment in Dallas and she basically tells him
[00:02:15.925 --> 00:02:32.994]  The CDC gave them no advice, no information whatsoever on how to deal with the vomit, diarrhea, sweat-stained Ebola bedsheets of this Ebola victim who had been staying in that apartment, of course, for days after he had contracted the virus.
[00:02:32.994 --> 00:02:35.116]  So we've got that clip coming up again.
[00:02:35.996 --> 00:02:38.498]  Absolute incompetence on behalf of the CDC.
[00:02:38.498 --> 00:02:39.619]  It goes from bad to worse.
[00:02:39.619 --> 00:02:41.080]  There's a CNN story.
[00:02:41.080 --> 00:02:45.963]  Frustrated woman quarantined with sheets, towels soiled by Ebola patient.
[00:02:45.963 --> 00:02:49.065]  We've got that clip coming up after the break from CNN.
[00:02:49.065 --> 00:02:50.446]  You've got to see this.
[00:02:50.446 --> 00:02:50.746]  Also...
[00:02:51.847 --> 00:02:59.451]  Out of Breitbart today, co-workers of US Ebola patient, he knew he had Ebola, he was desperate to survive.
[00:02:59.451 --> 00:03:05.534]  Now a couple of days ago, I made the comment that this guy could have been an Ebola tourist.
[00:03:05.534 --> 00:03:08.375]  He could have been coming to the US specifically to get treatment.
[00:03:08.815 --> 00:03:15.441]  In the knowledge that he wouldn't get such treatment in Africa, of course, where they're completely overwhelmed with the spread of Ebola.
[00:03:15.441 --> 00:03:19.845]  Well over 3,000 people dead now as a result of this outbreak.
[00:03:19.845 --> 00:03:22.267]  The hospitals cannot take any more patients.
[00:03:22.267 --> 00:03:23.448]  We've seen videos of people
[00:03:24.048 --> 00:03:25.509]  Dying on the street.
[00:03:25.509 --> 00:03:33.772]  So now the boss of this Ebola victim who came into Dallas is basically saying, quote, if he were in Liberia he was going to surely die.
[00:03:33.772 --> 00:03:37.773]  Saying he was glad that Duncan was in a country with adequate medical resources.
[00:03:37.773 --> 00:03:39.374]  So he's basically making the point that...
[00:03:40.276 --> 00:03:51.965]  In a quote, desperate attempt to survive, the Ebola victim, Thomas Eric Duncan, came into Dallas deliberately to get treatment that he knew he wouldn't get back in Liberia.
[00:03:51.965 --> 00:04:00.231]  Also, shocking story that I put out last night, shock image shows unprotected workers cleaning up Ebola vomit in Dallas.
[00:04:00.911 --> 00:04:17.061]  Now this is a shot, an image out of a HD Chopper 8 crew from WFAA, and this shows the workers cleaning up the sidewalk outside the apartment where the Ebola victim stayed, where he vomited on the sidewalk.
[00:04:17.061 --> 00:04:27.668]  Now it's not clear whether they're actually cleaning up the Ebola vomit, but they're in the area, they're cleaning the sidewalk, where this patient stumbled and fell before he got into the ambulance.
[00:04:28.652 --> 00:04:30.813]  And was taken to the Texas Presbyterian Hospital.
[00:04:30.813 --> 00:04:33.974]  So, obviously, no protection whatsoever.
[00:04:33.974 --> 00:04:37.895]  And we're going to delve more into that, more into CDC incompetence.
[00:04:37.895 --> 00:04:44.837]  With this Ebola situation, after the break, the news is all circulating around this apartment where the family members are currently quarantined.
[00:04:44.837 --> 00:04:46.858]  Siri and Gil coming up, second hour.
[00:04:46.858 --> 00:04:48.298]  David Knight, third hour.
[00:04:48.298 --> 00:04:52.399]  We've also got news on the economy, the 5.9% unemployment rate.
[00:04:52.399 --> 00:04:54.020]  Well, they're not telling you about that.
[00:04:54.020 --> 00:04:55.460]  It's the Alex Jones Show Live.
[00:04:55.460 --> 00:04:57.061]  Stay tuned, InfoWars.com.
[00:04:59.093 --> 00:05:02.754]  The government's Department of Homeland Security is buying up loads of ammo.
[00:05:02.754 --> 00:05:07.035]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:05:07.035 --> 00:05:08.815]  Can you put two and two together?
[00:05:08.815 --> 00:05:16.657]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[00:05:16.657 --> 00:05:17.797]  But for how long?
[00:05:17.797 --> 00:05:24.438]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[00:05:24.438 --> 00:05:27.259]  Infidel Body Armor just won't quit.
[00:05:28.649 --> 00:05:29.709]  DNA Force.
[00:05:29.709 --> 00:05:32.990]  When cells become toxic, they die early and aging sets in.
[00:05:32.990 --> 00:05:34.131]  DNA Force.
[00:05:34.131 --> 00:05:42.294]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:05:42.294 --> 00:05:47.375]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:05:47.375 --> 00:05:48.416]  DNA Force.
[00:05:48.416 --> 00:05:50.416]  We now have the synergistic solution.
[00:05:50.416 --> 00:05:54.778]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:05:54.778 --> 00:05:55.418]  DNA Force.
[00:05:58.652 --> 00:06:00.093]  What are you waiting for?
[00:06:00.093 --> 00:06:05.096]  You've heard what the proprietary Super Male Vitality formulation has done for others.
[00:06:05.096 --> 00:06:09.298]  Now it's time to experience the natural benefits for yourself.
[00:06:09.298 --> 00:06:25.688]  Pairing ancient herbal extraction techniques with revolutionary technological advances, Super Male Vitality offers the most powerful essence of eight different ingredients, all individually blended into what makes this product such a unique and concentrated solution.
[00:06:25.828 --> 00:06:33.475]  Avoid alarming artificial additives and even hidden genetically modified ingredients that may be lurking in your medicine cabinet.
[00:06:33.475 --> 00:06:43.503]  Super Male Vitality is 100% vegan, gluten-free, made in the USA and available today at InfoWarsLife.com while supplies last.
[00:06:43.503 --> 00:06:48.608]  Experience the benefits for yourself and for your family with Super Male Vitality.
[00:06:48.948 --> 00:06:52.770]  Available exclusively through Infowarslife.com today.
[00:06:52.770 --> 00:06:58.593]  That's Infowarslife.com or call 1-888-253-3139.
[00:06:58.593 --> 00:07:05.757]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:07:05.757 --> 00:07:08.118]  But it's not just the air outside that's toxic.
[00:07:08.118 --> 00:07:13.401]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[00:07:13.401 --> 00:07:18.344]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[00:07:18.544 --> 00:07:21.867]  There are more than 42 million smokers in the United States.
[00:07:21.867 --> 00:07:25.951]  Well over a thousand types of mold and mildew linked to numerous conditions.
[00:07:25.951 --> 00:07:30.276]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[00:07:30.276 --> 00:07:40.505]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[00:07:40.505 --> 00:07:43.028]  Made with organic and wild cultivated herbs,
[00:07:43.208 --> 00:07:51.412]  And manufactured in the USA, the new InfoWars Live Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[00:07:51.412 --> 00:07:55.393]  Now available exclusively at InfoWarsLive.com or by calling toll free 888-253-3139.
[00:08:09.953 --> 00:08:13.538]  Crashing through the lies and disinformation.
[00:08:13.538 --> 00:08:17.704]  It's Alex Jones on the GCN Radio Network.
[00:08:32.469 --> 00:08:35.971]  We're back live on the Friday edition of the Alex Jones Show.
[00:08:35.971 --> 00:08:39.854]  Big story just posted up on the soft left-hand side of the Drudge Report.
[00:08:39.854 --> 00:08:45.097]  Patient with Ebola-like symptoms being treated at Howard University Hospital in D.C.
[00:08:45.097 --> 00:08:56.945]  So again, of course, yesterday and the day before we had potential cases in Hawaii and Utah, they turned out to be negative, but now they're saying patient with Ebola-like symptoms is being treated at Howard University Hospital in D.C.
[00:08:56.945 --> 00:09:02.369]  A hospital spokesperson confirmed late Friday morning the patient had travelled to Nigeria recently
[00:09:03.030 --> 00:09:08.737]  That person has been admitted to the hospital in stable condition and is being isolated and tested.
[00:09:08.737 --> 00:09:14.063]  The medical team is working with the CDC to determine whether the patient has Ebola.
[00:09:14.063 --> 00:09:16.666]  So another potential case there.
[00:09:16.666 --> 00:09:18.709]  We've seen others turn out to be negative.
[00:09:18.709 --> 00:09:19.910]  Hopefully that's the case again.
[00:09:20.865 --> 00:09:35.380]  But we've also received reports, calls to other shows, and I saw this story out a couple of days ago, again unconfirmed, but that people in Dallas are receiving phone calls from health authorities, whether that be the CDC or emergency managers.
[00:09:36.201 --> 00:09:48.091]  Who were living in the immediate area surrounding the apartment where the Ebola victim lived and they're being told to either stay indoors or are being given advice on how to spot potential symptoms of Ebola and how to protect themselves.
[00:09:48.091 --> 00:09:52.314]  So again, that's unconfirmed, but later we'll take calls.
[00:09:52.314 --> 00:09:58.499]  Hopefully people from Dallas can call in and tell us if they've had any information on that, if they've received any such calls.
[00:09:58.499 --> 00:10:02.262]  I know a couple of days ago there were reports of robocalls coming in
[00:10:02.803 --> 00:10:09.560]  From the CDC to residents in Dallas warning them about precautions to take regarding Ebola.
[00:10:09.560 --> 00:10:10.924]  So we'll continue to track that.
[00:10:12.079 --> 00:10:38.117]  Now, this apartment, which the news seems to be centering around today, where the Ebola victim stayed right before he was taken to hospital, after obviously having been sent back home from hospital two days prior, having been given antibiotics, article up on InfoWars.com right now from Mikael Thelen here, sheriffs officers fearful after being ordered into quarantined Ebola apartment.
[00:10:38.957 --> 00:10:51.020]  Five employees with the Dallas County Sheriff's Department entered the quarantine department of Ebola patient Thomas Eric Duncan Wednesday night after being ordered to bring his four family members a court order barring them from leaving their home.
[00:10:51.020 --> 00:10:59.102]  The five, who were ordered to enter the residence by Sheriff Lupe Valdez, were joined by a doctor and the head of the Dallas County Health and Human Services Department.
[00:10:59.102 --> 00:11:05.964]  The incident was learned after the sheriff's deputies noticed the squad cars used by the five being taken out of service unexpectedly
[00:11:06.604 --> 00:11:08.645]  The following morning.
[00:11:08.645 --> 00:11:11.867]  And we can get into this further, actually, in a separate article.
[00:11:11.867 --> 00:11:14.609]  Here's the quote, actually.
[00:11:14.609 --> 00:11:27.156]  This is from Sheriff's Association President Christopher Dyer, who said the Sheriff's members were uneasy at best, having been told to enter this potentially Ebola-infected apartment.
[00:11:27.156 --> 00:11:33.800]  My concern is for the deputies and their families, said Dyer, and I want to see Dallas County do everything that they can to alleviate their concerns.
[00:11:33.800 --> 00:11:35.501]  My anger is really with the feds.
[00:11:36.061 --> 00:11:39.384]  Dreyer said, let's move that family, let's move everybody out of that building.
[00:11:39.384 --> 00:11:42.746]  I don't care if it's overkill, let's do overkill.
[00:11:42.746 --> 00:11:47.390]  I don't think sending a few deputies in there is the right course of action.
[00:11:47.390 --> 00:11:51.213]  And if you look at this tweet from Scott Gordon out of NBC5 here...
[00:11:52.774 --> 00:12:01.183]  Four sheriff's deputies, health director, doctor, went into a Ebola victim's apartment without protection last night, Sheriff's Association says.
[00:12:01.183 --> 00:12:11.273]  And then I actually have an image here on the desk of three individuals waiting to enter the potentially Ebola-infected apartment.
[00:12:12.273 --> 00:12:15.436]  Obviously wearing no protection whatsoever.
[00:12:15.436 --> 00:12:21.062]  It's not clear whether these are involved with the law enforcement authorities that entered that apartment.
[00:12:21.062 --> 00:12:32.112]  But again, it shows you the complete lack of protection that's being taken, given the knowledge that this Ebola sufferer was in that apartment for a matter of days.
[00:12:32.833 --> 00:12:38.855]  We're going to go to this Anderson Cooper clip now, which is an interview with the partner of the Ebola victim.
[00:12:38.855 --> 00:12:50.858]  Just listen to what the CDC told her, or what they didn't tell her, about how to deal with the bedsheets, with the towels that this Ebola victim had used before he was taken to hospital.
[00:12:50.858 --> 00:12:52.218]  Let's go to the clip.
[00:12:52.218 --> 00:12:55.379]  So that was the first time they mentioned to you Ebola?
[00:12:55.379 --> 00:12:56.499]  Yes.
[00:12:56.499 --> 00:12:57.980]  When you heard that, what did you think?
[00:12:57.980 --> 00:13:00.761]  I was scared.
[00:13:00.761 --> 00:13:01.681]  I was so scared.
[00:13:02.557 --> 00:13:09.162]  When you were caring for him, did you get in contact with any fluids?
[00:13:09.162 --> 00:13:10.883]  That I know of.
[00:13:10.883 --> 00:13:14.345]  Did the CDC recommend that you clean your apartment?
[00:13:14.345 --> 00:13:18.588]  I told them I just... My daughter brought me some Clorox.
[00:13:18.588 --> 00:13:31.017]  And so they sprayed the Clorox on, the mattresses on my bed, and a tie, air rags, and dirty clothes, and a plastic bag, all sealed up, and that's it.
[00:13:32.222 --> 00:13:38.308]  Well, they said I shouldn't throw anything away until they can get back with me.
[00:13:38.308 --> 00:13:44.273]  So the sheets that Thomas used and the towels that he used, what have you done with those?
[00:13:44.273 --> 00:13:49.558]  They are in a plastic bag.
[00:13:49.558 --> 00:13:50.279]  In your apartment?
[00:13:50.279 --> 00:13:53.001]  Uh-huh.
[00:13:53.001 --> 00:13:57.666]  So you took them off the bed and put them into a plastic bag?
[00:13:58.632 --> 00:14:01.014]  No, under the shower and in the plastic bag.
[00:14:01.014 --> 00:14:04.798]  But the rest of the stuff, everything on the bed.
[00:14:04.798 --> 00:14:07.400]  The bed sheets, everything is on the bed.
[00:14:07.400 --> 00:14:10.683]  So the sheets that he used that he slept on, that's still on the bed?
[00:14:10.683 --> 00:14:13.246]  Yeah.
[00:14:13.246 --> 00:14:14.547]  How are you coping with this?
[00:14:19.042 --> 00:14:22.265]  I'm just hanging in there, depending on God to save our lives.
[00:14:22.265 --> 00:14:24.606]  Depending on God to save your lives?
[00:14:24.606 --> 00:14:26.328]  Yeah.
[00:14:26.328 --> 00:14:30.291]  Every time come let us be free, because people are telling lies.
[00:14:30.291 --> 00:14:34.314]  So you feel like people are not informed about how you actually get Ebola?
[00:14:34.314 --> 00:14:42.420]  You actually have to come in contact with the body fluids of somebody who is not only infected, but actually sick with Ebola?
[00:14:42.420 --> 00:14:45.102]  Yeah, but we are not sick with Ebola.
